"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2014,1,1,0.38,0
2014,1,2,0.015,0
2014,1,3,0.891,0
2014,2,1,1.058,1.036
2014,2,2,1.124,1.321
2014,2,3,0.971,0.993
2014,3,1,1.029,2.109
2014,3,2,1.08,3.19
2014,3,3,1.387,4.978
2014,4,1,5.788,4.088
2014,4,2,0.095,5.372
2014,4,3,5.745,5.971
2014,5,1,3.847,6.212
2014,5,2,9.54,5.321
2014,5,3,3.956,4.328
2014,6,1,0.015,0.204
2014,6,2,0,0
2014,6,3,0.92,1.905
2014,7,1,4.058,10.606
2014,7,2,4.365,14.321
2014,7,3,11.796,17.036
2014,8,1,21.796,17.423
2014,8,2,15.358,16.328
2014,8,3,27.307,16.796
2014,9,1,19.803,6.482
2014,9,2,4.277,4.328
2014,9,3,6.314,2.328
2014,10,1,8.737,2.058
2014,10,2,1,0.657
2014,10,3,1,1.044
2014,11,1,1,0.146
2014,11,2,0.92,0.234
2014,11,3,0.752,0.307
2014,12,1,0.949,0.934
2014,12,2,1,0.927
2014,12,3,1.62,0.971
2015,1,1,0.131,0
2015,1,2,0,0
2015,1,3,0.847,0
2015,2,1,0.971,1.036
2015,2,2,0.971,1.321
2015,2,3,0.737,0.993
2015,3,1,1.489,2.109
2015,3,2,1.314,3.19
2015,3,3,7.161,4.978
2015,4,1,1,4.088
2015,4,2,0.737,5.372
2015,4,3,0.496,5.971
2015,5,1,13.876,6.212
2015,5,2,1.511,5.321
2015,5,3,16.672,4.328
2015,6,1,0.124,0.204
2015,6,2,0,0
2015,6,3,2.803,1.905
2015,7,1,4.876,10.606
2015,7,2,12.423,14.321
2015,7,3,10.35,17.036
2015,8,1,17.869,17.423
2015,8,2,12.883,16.328
2015,8,3,19.774,16.796
2015,9,1,6.635,6.482
2015,9,2,8.299,4.328
2015,9,3,2.474,2.328
2015,10,1,0.949,2.058
2015,10,2,2.825,0.657
2015,10,3,1,1.044
2015,11,1,1.774,0.146
2015,11,2,0.934,0.234
2015,11,3,0.723,0.307
2015,12,1,0.956,0.934
2015,12,2,1,0.927
2015,12,3,1.62,0.971
2016,1,1,0.803,0
2016,1,2,0.029,0
2016,1,3,0.949,0
2016,2,1,1.898,1.036
2016,2,2,1.92,1.321
2016,2,3,2.117,0.993
2016,3,1,6.131,2.109
2016,3,2,1.759,3.19
2016,3,3,3.241,4.978
2016,4,1,2.672,4.088
2016,4,2,15.226,5.372
2016,4,3,6.46,5.971
2016,5,1,16.168,6.212
2016,5,2,7.978,5.321
2016,5,3,4.891,4.328
2016,6,1,0.153,0.204
2016,6,2,0,0
2016,6,3,2.927,1.905
2016,7,1,11.701,10.606
2016,7,2,7.496,14.321
2016,7,3,50.073,17.036
2016,8,1,29.263,17.423
2016,8,2,11.168,16.328
2016,8,3,6.526,16.796
2016,9,1,5.613,6.482
2016,9,2,2.65,4.328
2016,9,3,2.912,2.328
2016,10,1,0.985,2.058
2016,10,2,0.942,0.657
2016,10,3,0.993,1.044
2016,11,1,2.204,0.146
2016,11,2,0.993,0.234
2016,11,3,0.781,0.307
2016,12,1,0.788,0.934
2016,12,2,1,0.927
2016,12,3,1.839,0.971