,Boucle-Du-Mouhoun,Cascades,Centre,Centre-Est,Centre-Nord,Centre-Ouest,Centre-Sud,Est,Hauts-Bassins,Nord,Plateau-Central,Sahel,Sud-Ouest
,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS
2019-09-10,31.3519762261969,23.396744960904048,20.764048287242804,43.341170465294674,61.86452530446144,37.82567331860587,44.541445150181914,52.388430264512095,16.520878375487943,44.477688298358764,44.577665936017716,36.49132028643012,36.106977760144446
2019-09-11,31.767174800247176,23.610833696984212,20.0747113263626,42.47027654853323,61.61785048945598,37.32933773599256,43.87989633973685,52.50669588233168,16.804973056955745,43.957628906931404,44.62539828486434,36.05878671830332,35.98887176068251
2019-09-12,31.989213797562247,23.55061072961406,19.54692472098152,41.63449646657252,60.642386518286024,36.77940444897589,44.545140884207335,52.43480097285528,15.963796343529092,43.09148826868766,44.61669589817577,35.614149315822836,35.711001667259076
2019-09-13,31.703605051254048,23.58035828208985,19.91049119800016,41.63409358110682,59.687449707484625,35.895773761358186,45.72403773487966,52.639281952457104,15.054589357397168,42.708191026548604,45.375982853455575,35.50286995349925,35.46836932810595
2019-09-14,31.181535889902964,23.363991539076938,19.58191427572937,41.497988175222076,58.554426065777,35.915905757226746,47.461840937218405,52.55371077023165,13.870039778918164,42.70067492840101,46.296548771481945,36.01313701345645,35.691705201722066
2019-09-15,30.633901450456786,22.91261220900621,19.26711917919708,41.50925745724852,58.061699383649774,36.01157240163112,48.124116156972946,52.270178206124946,13.312054204534077,43.08152643129085,47.31313518132677,36.29996754425316,37.40605590372519
2019-09-16,30.289693344679268,22.50783243214754,19.768760287900424,41.499594501157,57.75290578702314,35.93520231393412,48.11298838477435,52.154500913990525,13.028194638969245,43.73181186929602,47.965262031162034,36.50329490501944,38.86460423533853
2019-09-17,29.829588786214057,22.66627529981891,20.577402340341596,42.18625009593376,57.454305481400844,35.75441277603719,48.07861106689597,52.20543498654956,12.97999152235478,44.38051151243858,48.172849951975365,36.41439151313025,39.712349979866026
2019-09-18,29.541260640387488,23.118587581174808,21.259423422369213,42.84020200194436,57.6650595638478,35.889247622288416,48.19634211446007,52.20239276413995,12.691735855561605,44.6995862251729,47.978364886972194,36.35990220515447,39.5028827102312
2019-09-19,28.990165419354827,23.94343781876805,21.304741851943024,43.007026100327955,57.98936063724785,36.56075064221796,48.451379327377076,52.37971085120159,12.346208712479857,43.92260581387641,47.91856834840107,36.45939187137759,39.73546725602794
2019-09-20,28.947389422380358,24.848302287941916,21.22509419906403,42.78352670230688,58.44084453086824,37.50953300484746,48.38947818170194,52.51267890005673,11.921117763301156,43.105268945028364,48.436455708714625,36.560559493013045,40.236364698549174
2019-09-21,29.075215300264333,25.45220505032707,21.272067516598593,42.31291928103493,57.96683461410279,38.39707628530311,47.60727625464117,52.621550833233755,11.677797613821461,42.51700680272099,49.000724038732244,37.50503289294377,40.79017252999236
2019-09-22,29.46124058569374,25.63588689319069,21.22702562775039,42.17367785126289,57.46627768366884,38.9921035872158,47.18005810042684,52.5750593916103,11.574468085106352,42.517006802721,49.42117596722102,38.308981326390374,40.04816326105526
2019-09-23,29.791882145482855,25.6088866907708,21.996557102757055,42.010344182954846,57.07230982384363,38.93727861593661,47.160286502973946,52.490140701699055,11.769615776893025,42.358235933511544,49.14299772264033,39.25407357087633,39.39440994109444
2019-09-24,29.48057949936043,25.470313639632636,22.716721781638356,41.88156118231094,56.81956020629722,38.02859790542485,47.92448579043455,52.75530320855962,12.250284125155787,42.08689810457003,48.806968262787116,39.990280571311395,38.37488792091321
2019-09-25,29.10637311053873,25.605699253025545,23.43688646051965,42.21716659290129,56.7091890912767,37.53821911470403,48.05130107259509,53.152987315912945,12.994438800501305,41.99600189760239,48.528900526783275,40.23991443767073,38.003162269153535
2019-09-26,28.627493426431645,25.989473670475572,23.38751966439428,42.94876633621792,56.92162647304502,37.445995157967026,47.172385062940634,53.53692344165853,13.563306158213114,41.89725630242756,48.237988496861306,40.58412356447503,37.36857540773004
2019-09-27,28.458864800167603,26.59676690950704,23.38751966439428,43.37480964960193,57.26591858421104,38.10549893247764,45.981332845716715,53.60705387077769,13.846652859448836,41.8801060803713,48.405197634045614,40.11811422020785,36.86895640036989
2019-09-28,28.533550300962247,26.774776134375273,23.38751966439428,43.54076111694291,57.467832192851176,38.44395609569148,44.29713974696839,53.133013747391146,13.866513233601802,41.999912594994896,48.54212623165244,39.95420986156199,36.9875463454965
2019-09-29,28.56666221517216,26.600813443944045,23.38751966439428,43.28363227851897,57.33984487216302,38.52250212284168,43.580526937722944,53.037819865274024,13.866513233601802,42.286339367035126,48.82780742771183,39.159888040419325,37.313578111323736
2019-09-30,28.87210929332154,26.576752755786217,23.20143587382381,43.71472702679862,56.9621608836161,38.75829421584539,43.17287753101564,53.06315650013065,14.04799512377105,42.81835462527164,49.07067433815314,38.64884372252053,37.74614443454582
2019-10-01,29.448667622482247,26.725506134458595,23.024643604739982,43.38835827416843,56.83143739909661,39.25079350823146,43.47832432814309,53.52750273422419,14.368859694562348,43.490622889217036,49.037118412655026,38.183503243744234,37.7356207446252
