AdminStrata,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe
2019-04-15,94.54286806810148,97.67193457434095,14,23.002862180853445,16.0,9.323227331978973,12.400240775699976,0.27537542903225803,103.72745328427423,4946724,0.223482349842726,21.380400000000005,0.0,33.7579808036567,99.99373792762842,99.99987413712908,20,30.95776961450768,94.0,11.88898010020693,13.153346984526964,0.2093319677419355,104.53711367542014,5884116,0.2497035038242949,3.0919000000000008,0.0,33.56417347059609,101.43263729042582,101.43263729042582,48,28.588170728196697,0.0,12.298680220936609,11.43706583990847,0.19003355,100.14735772618526,4340967,0.14277704263824434,1.4657,0.0,36.00784594758282
2019-04-16,94.04775855591585,97.2313585327186,14,22.54217217312189,17.0,9.323227331978973,12.400240775699976,0.2759832406451613,103.64588616052988,4946724,0.22304177271790646,22.567900000000005,0.0,35.64519748044243,100.0371627090607,100.043543338808,20,29.6347454001097,149.0,11.88898010020693,13.153346984526964,0.2090599064516129,104.46129488878344,5884116,0.2499313824689472,3.3732000000000006,0.0,34.2807592095624,101.67278499214045,101.67278499214045,48,27.82737711048675,0.0,12.298680220936609,11.43706583990847,0.18974151193548391,100.0896781516026,4340967,0.14294546454590468,1.621,0.0,37.500417230799115
2019-04-17,93.54546547166979,96.77884252247259,14,22.471751041125565,32.0,9.323227331978973,12.400240775699976,0.2766555348387097,103.55459544204679,4946724,0.2226011955930868,23.755400000000005,0.0,36.12035397061121,100.08677047858066,100.09339008866051,20,29.01763266733973,149.0,11.88898010020693,13.153346984526964,0.20879993387096776,104.38075540555764,5884116,0.2501592611135995,3.654500000000001,0.0,35.408608758279364,101.93604110414756,101.93604110414756,48,28.44669901427671,0.0,12.298680220936609,11.43706583990847,0.1894430083870968,100.02544426262993,4340967,0.143113886453565,1.7763,0.0,36.96465466388453
2019-04-18,93.03598881536341,96.31438654360296,14,22.401321825592863,16.0,9.323227331978973,12.400240775699976,0.27739231161290323,103.45358112882508,4946724,0.2221606184682672,24.94290000000001,0.0,37.26291237023725,100.14256123618827,100.14941438668663,20,28.544591578072005,141.0,11.88898010020693,13.153346984526964,0.20855205,104.29549522574287,5884116,0.2503871397582518,3.9358,0.0,35.65185293269189,102.22240562644708,102.22240562644708,48,27.137354333682126,0.0,12.298680220936609,11.43706583990847,0.1891380393548388,99.95465605926724,4340967,0.14328230836122532,1.9316,0.0,38.76439308227271
2019-04-19,92.5193285869966,95.83799059610969,14,21.935681449078906,16.0,9.323227331978973,12.400240775699976,0.27819357096774194,103.34284322086464,4946724,0.2217200413434476,26.13040000000001,0.0,37.94785120189261,100.20453498188364,100.21161623288624,20,27.165705086444525,127.0,11.88898010020693,13.153346984526964,0.20831625483870966,104.20551434933904,5884116,0.2506150184029041,4.2171,0.0,36.581094737429616,102.531878559039,102.531878559039,48,26.90502510696277,0.0,12.298680220936609,11.43706583990847,0.1888266048387097,99.87731354151458,4340967,0.14345073026888566,2.0869,0.0,39.623207796142296
2019-04-20,91.99548478656942,95.34965467999277,14,21.777295313534776,16.0,9.323227331978973,12.400240775699976,0.27905931290322583,103.22238171816551,4946724,0.221279464218628,27.31790000000001,0.0,39.564076953648666,100.27269171566662,100.27999562725948,20,26.74076437823502,127.0,11.88898010020693,13.153346984526964,0.20809254838709676,104.11081277634621,5884116,0.2508428970475563,4.4984,0.0,35.16416999077313,102.86445990192341,102.86445990192341,48,26.623464093286103,0.0,12.298680220936609,11.43706583990847,0.18850870483870968,99.79341670937193,4340967,0.14361915217654594,2.2422,0.0,40.37055052042647
2019-04-21,91.48813318211941,94.8593419067502,14,20.97887547967932,16.0,9.323227331978973,12.400240775699976,0.2799813138709677,103.100869086829,4946724,0.2208388870938084,28.65480000000001,0.0,39.40186967616766,100.3357350471817,100.34230361577305,20,26.862153640958496,127.0,11.88898010020693,13.153346984526964,0.2078936397360704,104.01814254174927,5884116,0.2510707756922086,4.847199999999999,0.0,35.55207674610584,103.18058806726036,103.18072019828092,48,26.90502510696277,0.0,12.298680220936609,11.43706583990847,0.18819646140762464,99.70793184288534,4340967,0.14378757408420625,2.342,0.0,39.43899639520807
2019-04-22,90.99727377364651,94.36705227638193,14,21.05133720234111,16.0,9.323227331978973,12.400240775699976,0.2809595738709677,102.9783053268552,4946724,0.22039830996898874,29.99170000000001,0.0,40.607975394342255,100.39366497642885,100.39854019842691,20,27.498698296413394,130.0,11.88898010020693,13.153346984526964,0.20771952888563047,103.92750364554821,5884116,0.2512986543368609,5.196000000000001,0.0,35.18234415969522,103.48026305504983,103.48065944811155,48,27.604251127250905,0.0,12.298680220936609,11.43706583990847,0.18788987454545453,99.62085894205488,4340967,0.14395599599186654,2.4418,0.0,40.67672854937089
2019-04-23,90.52290656115076,93.872785788888,14,20.424799289032592,16.0,9.323227331978973,12.400240775699976,0.2819940929032257,102.85469043824396,4946724,0.21995773284416914,31.32860000000001,0.0,40.20996571245124,100.4464815034081,100.4487053752212,20,28.23259177896817,130.0,11.88898010020693,13.153346984526964,0.20757021583577714,103.838896087743,5884116,0.2515265329815131,5.5448,0.0,36.36394857731972,103.76348486529191,103.76427765141537,48,27.70428091255319,0.0,12.298680220936609,11.43706583990847,0.18758894425219932,99.53219800688049,4340967,0.14412441789952687,2.5416,0.0,39.83027992581918
2019-04-24,90.06503154463219,93.3765424442684,14,21.340469099414502,16.0,9.323227331978973,12.400240775699976,0.28308487096774193,102.7300244209954,4946724,0.21951715571934952,32.66550000000001,0.0,40.05025913347568,100.49418462811937,100.49279914615578,20,27.54226295649509,140.0,11.88898010020693,13.153346984526964,0.20744570058651027,103.75231986833371,5884116,0.2517544116261654,5.893600000000001,0.0,36.393146602465826,104.03025349798656,104.03157480819227,48,28.29440650217944,0.0,12.298680220936609,11.43706583990847,0.1872936705278592,99.44194903736219,4340967,0.14429283980718718,2.6413999999999995,0.0,40.55548807886064
2019-04-25,89.62364872409069,92.87832224252311,14,22.287887605318584,16.0,9.323227331978973,12.400240775699976,0.2842319080645161,102.60430727510945,4946724,0.2190765785945299,34.00240000000001,0.0,39.45731976530914,100.53677435056277,100.53082151123071,20,28.214787936226692,140.0,11.88898010020693,13.153346984526964,0.20734598313782987,103.66777498732027,5884116,0.2519822902708177,6.2424,0.0,36.506010535572045,104.28056895313372,104.28255091844231,48,29.15214846075966,0.0,12.298680220936609,11.43706583990847,0.187004053372434,99.35011203349998,4340967,0.1444612617148475,2.7412,0.0,40.382676170430216
2019-04-26,89.19875809952637,92.37812518365216,14,22.274521326501013,16.0,9.323227331978973,12.400240775699976,0.28543520419354834,102.47753900058613,4946724,0.21863600146971032,35.33930000000001,0.0,39.50897824235102,100.5742506707382,100.56277247044598,20,26.877158026104297,145.0,11.88898010020693,13.153346984526964,0.20727106348973606,103.58526144470274,5884116,0.25221016891547005,6.5912000000000015,0.0,35.758230137250266,104.51443123073345,104.5172059821655,48,27.64738643243741,0.0,12.298680220936609,11.43706583990847,0.18672009278592366,99.25668699529389,4340967,0.1446296836225078,2.8409999999999997,0.0,42.14199641753486
2019-04-27,88.79035967093918,91.87595126765557,14,21.584355850191002,16.0,9.323227331978973,12.400240775699976,0.2866947593548387,102.34971959742546,4946724,0.21819542434489067,36.6762,0.0,39.58833276510384,100.60661358864573,100.5886520238016,20,26.561448504834146,145.0,11.88898010020693,13.153346984526964,0.2072209416422287,103.50477924048108,5884116,0.2524380475601223,6.940000000000002,0.0,35.88428349441178,104.73184033078579,104.73553999936183,48,27.765204125092982,0.0,12.298680220936609,11.43706583990847,0.1864417887683284,99.16167392274387,4340967,0.14479810553016811,2.940799999999999,0.0,40.86307945779022
2019-04-28,88.39845343832908,91.37180049453328,14,21.71530539514552,16.0,9.323227331978973,12.400240775699976,0.28801057354838705,102.22084906562745,4946724,0.21775484722007107,38.0131,0.0,39.26172785925465,100.63386310428534,100.60846017129757,20,26.51878257777973,145.0,11.88898010020693,13.153346984526964,0.2071956175953079,103.42632837465534,5884116,0.2526659262047745,7.288800000000002,0.0,36.20421997206782,104.93279625329063,104.9375529700313,48,27.709183407618266,0.0,12.298680220936609,11.43706583990847,0.18616914131964804,99.06507281584996,4340967,0.14496652743782842,3.0405999999999986,0.0,41.19410413570675
2019-04-29,88.02303940169617,90.8656728642853,14,22.316957082306924,16.0,9.323227331978973,12.400240775699976,0.2893826467741935,102.09092740519205,4946724,0.21731427009525145,39.35,0.0,38.64042336075633,100.655999217657,100.62219691293384,20,26.054749666305515,175.0,11.88898010020693,13.153346984526964,0.2071950913489736,103.34990884722544,5884116,0.2528938048494269,7.637600000000003,0.0,36.8136066207322,105.11729899824805,105.12324489417385,48,27.860200943875622,0.0,12.298680220936609,11.43706583990847,0.18590215043988265,98.96688367461216,4340967,0.14513494934548873,3.1403999999999987,0.0,41.26475445872593
2019-04-30,87.66411756104038,90.35756837691167,14,22.860837828127647,16.0,9.323227331978973,12.400240775699976,0.29081097903225805,101.95995461611929,4946724,0.21687369297043185,40.6869,0.0,38.201244957381675,100.67302192876076,100.62986224871052,20,25.05752016411361,189.0,11.88898010020693,13.153346984526964,0.2072193629032258,103.27552065819144,5884116,0.2531216834940791,7.9864000000000015,0.0,37.67713067808792,105.285348565658,105.29261577178958,48,27.25260182609497,0.0,12.298680220936609,11.43706583990847,0.18564081612903224,98.86710649903044,4340967,0.14530337125314904,3.2401999999999997,0.0,41.147994911286716
2019-05-01,87.34889604163567,89.87226809318695,14,23.470780079379423,16.0,9.323227331978973,12.400240775699976,0.29231401548387104,101.82946002282357,4946724,0.2166345581657189,44.4458,0.0,37.29006763593238,100.70457250983186,100.65248084003868,20,25.77263699576467,174.0,11.88898010020693,13.153346984526964,0.20726861290322585,103.20252148455195,5884116,0.2538031948178801,9.287800000000002,0.0,37.2360348704492,105.44316217348472,105.45718385652805,48,27.878043764940376,0.0,12.298680220936609,11.43706583990847,0.1853928967741935,98.76868213903937,4340967,0.14533987036265178,3.8281,0.0,40.206859705398976
2019-05-02,87.04986010317776,89.41390664286592,14,24.98441754122375,21.0,9.323227331978973,12.400240775699976,0.2938829058064516,101.70144038354373,4946724,0.2168360004858256,47.4899,0.0,35.55455868424283,100.74682848741156,100.68626266532343,20,25.251983822694346,159.0,11.88898010020693,13.153346984526964,0.2073402674193548,103.13216120200858,5884116,0.2542568274970288,10.459400000000002,0.0,36.23547993938392,105.58095900894052,105.60716833560156,48,27.823630430344664,0.0,12.298680220936609,11.43706583990847,0.18515770064516127,98.67265120134093,4340967,0.1452079475644942,4.351699999999999,0.0,40.88671067092513
2019-05-03,86.7670097456667,88.98248402594857,14,23.77948647815309,21.0,9.323227331978973,12.400240775699976,0.29551765,101.57589569827968,4946724,0.21703744280593226,50.534,0.0,33.96447091962987,100.79978986149976,100.73120772456477,20,25.245145815864557,169.0,11.88898010020693,13.153346984526964,0.2074343264516129,103.0644398105613,5884116,0.2547104601761776,11.631000000000006,0.0,35.72847645590841,105.69873907202542,105.74256920901013,48,28.64910383542015,0.0,12.298680220936609,11.43706583990847,0.18493522774193547,98.57901368593504,4340967,0.14507602476633666,4.875299999999998,0.0,42.167555187352974
2019-05-04,86.50034496910247,88.5780002424349,14,23.656544854997282,21.0,9.323227331978973,12.400240775699976,0.2972182480645161,101.45282596703147,4946724,0.21723888512603887,53.5781,0.0,34.87726915504146,100.86345663209644,100.78731601776262,20,24.10301605979029,169.0,11.88898010020693,13.153346984526964,0.20755079,102.99935731021021,5884116,0.2551640928553263,12.802600000000005,0.0,37.42593414635185,105.79650236273932,105.86338647675377,48,27.993705565752634,0.0,12.298680220936609,11.43706583990847,0.1847254780645161,98.48776959282176,4340967,0.14494410196817906,5.3988999999999985,0.0,43.59401783541522
2019-05-05,86.24986577348507,88.20045529232496,14,23.852767091711964,21.0,9.323227331978973,12.400240775699976,0.29898470000000005,101.33223118979912,4946724,0.2174403274461456,56.62220000000001,1.0,35.10960177267697,100.9378287992017,100.85458754491705,20,22.566149340683406,169.0,11.88898010020693,13.153346984526964,0.2076896580645161,102.9369137009552,5884116,0.25561772553447504,13.974200000000005,1.0,37.850350682216906,105.87424888108237,105.96962013883244,48,27.39227536249005,0.0,12.298680220936609,11.43706583990847,0.1845284516129032,98.39891892200107,4340967,0.14481217917002148,5.9224999999999985,1.0,43.023430191441356
2019-05-06,86.01557215881445,87.84984917561867,14,23.47093487125249,21.0,9.323227331978973,12.400240775699976,0.30081700580645154,101.21411136658259,4946724,0.21764176976625224,59.66630000000002,2.0,34.12134040133745,101.02290636281546,100.93302230602804,20,22.003148328381766,169.0,11.88898010020693,13.153346984526964,0.2078509306451613,102.87710898279636,5884116,0.25607135821362376,15.145800000000005,2.0,37.35594880452076,105.93197862705448,106.06127019524622,48,27.39108457935552,0.0,12.298680220936609,11.43706583990847,0.1843441483870968,98.312461673473,4340967,0.1446802563718639,6.446099999999999,2.0,42.15943678782908
2019-05-07,85.7974641250907,87.52618189231606,14,23.765743205244064,21.0,9.323227331978973,12.400240775699976,0.3027151654838709,101.09846649738195,4946724,0.2178432120863589,62.71040000000002,3.0,33.05588857100303,101.11868932293777,101.0226203010956,20,22.51663708724462,188.0,11.88898010020693,13.153346984526964,0.20803460774193547,102.81994315573358,5884116,0.2565249908927725,16.317400000000006,3.0,36.290491964511816,105.96969160065571,106.13833664599504,48,27.84927684681716,0.0,12.298680220936609,11.43706583990847,0.18417256838709675,98.22839784723749,4340967,0.1445483335737063,6.969699999999999,3.0,40.45736853984407
2019-05-08,85.59554167231377,87.22945344241717,14,24.06055345569925,21.0,9.323227331978973,12.400240775699976,0.30467917903225805,100.98529658219714,4946724,0.2180446544064656,65.75450000000001,4.0,32.839695577601056,101.2251776795686,101.12338153011973,20,22.237149135333517,188.0,11.88898010020693,13.153346984526964,0.20824068935483872,102.76541621976702,5884116,0.2569786235719212,17.489000000000004,4.0,36.059221178287046,105.98738780188594,106.20081949107893,48,27.82307563500773,0.0,12.298680220936609,11.43706583990847,0.1840137116129032,98.14672744329461,4340967,0.1444164107755487,7.493299999999999,4.0,38.973939663152926
2019-05-09,85.40980480048364,86.95966382592195,14,23.445720367800625,21.0,9.323227331978973,12.400240775699976,0.3067090464516129,100.8746016210281,4946724,0.21824609672657228,68.79860000000001,5.0,32.91689064545568,101.34237143270794,101.23530599310041,20,21.79134233053155,189.0,11.88898010020693,13.153346984526964,0.20846917548387098,102.71352817489657,5884116,0.25743225625107,18.660600000000006,5.0,35.527240782172505,105.98506723074532,106.24871873049786,48,27.07652918983675,0.0,12.298680220936609,11.43706583990847,0.18386757806451612,98.06745046164428,4340967,0.14428448797739113,8.016899999999998,5.0,38.732293446770676
2019-05-10,85.24025350960038,86.71681304283042,14,21.530998924601263,21.0,9.323227331978973,12.400240775699976,0.30880476774193555,100.76638161387496,4946724,0.21844753904667893,71.84270000000002,6.0,32.092841703115376,101.47027058235581,101.35839369003763,20,20.896872487796845,195.0,11.88898010020693,13.153346984526964,0.20872006612903232,102.66427902112223,5884116,0.2578858889302187,19.832200000000004,6.0,36.1710657488284,105.96272988723378,106.28203436425188,48,25.77603840961387,0.0,12.298680220936609,11.43706583990847,0.18373416774193546,97.99056690228657,4340967,0.14415256517923355,8.540499999999998,6.0,39.37489313199465
2019-05-11,85.13519849434648,86.52843654425182,14,20.38692714481752,21.0,9.323227331978973,12.400240775699976,0.3109847451612903,100.66248081680156,4946724,0.21864898136678565,75.8468,7.0,30.724172992911075,101.62794652863981,101.50938223431848,20,20.778083129341322,200.0,11.88898010020693,13.153346984526964,0.2090013635483871,102.619947772354,5884116,0.2583395216093674,21.015700000000006,7.0,34.81806595267053,105.93746263811052,106.32203704502672,48,25.86117357906904,0.0,12.298680220936609,11.43706583990847,0.18362171032258065,97.91949625345026,4340967,0.14402064238107598,9.098299999999998,7.0,38.674390499285
2019-05-12,85.11892326553341,86.4109536551033,14,19.161986519086767,21.0,9.323227331978973,12.400240775699976,0.3131919851612903,100.5664563780582,4946724,0.2188504236868923,79.5962,8.0,30.842965239276253,101.81151981494571,101.68439380396809,20,20.879558129807037,213.0,11.88898010020693,13.153346984526964,0.20930001806451615,102.58018080204077,5884116,0.2587931542885162,22.06600000000001,8.0,34.618814324990076,105.89611355787486,106.35557484732156,48,27.64020211955248,0.0,12.298680220936609,11.43706583990847,0.18353716290322575,97.85819712992867,4340967,0.1438887195829184,9.567299999999998,8.0,38.28290931107622
2019-05-13,85.19142782316105,86.3643643753848,14,18.98393116786489,21.0,9.323227331978973,12.400240775699976,0.31542648774193544,100.47830829764489,4946724,0.21905186600699894,83.34559999999998,9.0,29.431536815351077,102.02099044127351,101.88342839898644,20,21.46486735513771,216.0,11.88898010020693,13.153346984526964,0.20961602967741935,102.54497811018265,5884116,0.2592467869676649,23.11630000000001,9.0,33.3313807527611,105.83868264652668,106.38264777113642,48,29.09792978525557,0.0,12.298680220936609,11.43706583990847,0.18348052548387092,97.80666953172177,4340967,0.14375679678476086,10.0363,9.0,38.28290931107622
2019-05-14,85.35271216722948,86.38866870509632,14,18.3685225512424,21.0,9.323227331978973,12.400240775699976,0.31768825290322583,100.39803657556158,4946724,0.21925330832710566,87.09499999999998,10.0,28.803530902102803,102.25635840762321,102.10648601937356,20,20.72311998909942,189.0,11.88898010020693,13.153346984526964,0.20994939838709686,102.51433969677956,5884116,0.2597004196468136,24.16660000000001,10.0,33.93474752242747,105.76516990406607,106.40325581647132,48,28.760782983035426,0.0,12.298680220936609,11.43706583990847,0.1834517980645162,97.76491345882955,4340967,0.14362487398660326,10.505299999999998,10.0,38.30159198297272
2019-05-15,85.60277629773869,86.4838666442379,14,18.525609324454887,21.0,9.323227331978973,12.400240775699976,0.3199772806451613,100.32564121180832,4946724,0.21945475064721234,90.84439999999998,11.0,29.79207123432494,102.51762371399485,102.35356666512942,20,20.86884335713832,189.0,11.88898010020693,13.153346984526964,0.21030012419354846,102.48826556183155,5884116,0.2601540523259623,25.21690000000001,11.0,34.304282924699805,105.67557533049296,106.41739898332622,48,27.824108155011235,0.0,12.298680220936609,11.43706583990847,0.1834509806451613,97.73292891125207,4340967,0.14349295118844568,10.974299999999998,11.0,39.09108650183516
2019-05-16,85.94162021468864,86.64995819280952,14,18.839784787343472,26.0,9.323227331978973,12.400240775699976,0.322293570967742,100.2611222063851,4946724,0.21965619296731906,94.59379999999996,12.0,28.417456101416,102.80478636038835,102.62467033625398,20,21.136478662895264,189.0,11.88898010020693,13.153346984526964,0.21066820709677425,102.46675570533856,5884116,0.260607685005111,26.26720000000001,12.0,35.45835611276401,105.5698989258074,106.42507727170113,48,26.35886075747803,0.0,12.298680220936609,11.43706583990847,0.18347807322580645,97.71071588898927,4340967,0.14336102839028808,11.4433,12.0,39.31972378393253
2019-05-17,86.36924391807936,86.88694335081118,14,19.14101985754099,25.0,9.323227331978973,12.400240775699976,0.3246371238709677,100.20447955929191,4946724,0.2198576352874257,98.34319999999998,13.0,26.800563285203644,103.1178463468038,102.91979703274734,20,21.136478662895264,134.0,11.88898010020693,13.153346984526964,0.21105364709677424,102.44981012730064,5884116,0.2610613176842597,27.31750000000001,13.0,36.53780459906236,105.44814069000937,106.42629068159607,48,25.812629772273606,0.0,12.298680220936609,11.43706583990847,0.1835330758064516,97.69827439204118,4340967,0.1432291055921305,11.912299999999998,13.0,40.067549072937716
2019-05-18,86.88564740791088,87.19482211824284,14,19.684181431440283,10.0,9.323227331978973,12.400240775699976,0.32700793935483874,100.15571327052878,4946724,0.22005907760753235,102.09259999999998,14.0,26.303760667389607,103.45680367324114,103.23894675460943,20,21.155989780509135,134.0,11.88898010020693,13.153346984526964,0.21145644419354848,102.43742882771778,5884116,0.2615149503634085,28.36780000000001,14.0,37.517520084037436,105.31030062309885,106.42103921301106,48,25.442074240098467,0.0,12.298680220936609,11.43706583990847,0.1836159883870968,97.6956044204078,4340967,0.14309718279397293,12.381299999999998,14.0,39.604677853467976
2019-05-19,87.49083068418314,87.5735944951046,14,20.82980853687489,10.0,9.323227331978973,12.400240775699976,0.3294060174193549,100.11482334009564,4946724,0.22026051992763904,105.84199999999996,15.0,25.433826333975958,103.8216583397004,103.58211950184022,20,21.26095102744005,134.0,11.88898010020693,13.153346984526964,0.21187659838709685,102.42961180659,5884116,0.2619685830425572,29.41810000000001,15.0,38.64689231695088,105.15637872507587,106.40932286594601,48,24.96188178862463,0.0,12.298680220936609,11.43706583990847,0.183726810967742,97.70270597408913,4340967,0.14296525999581536,12.8503,15.0,38.21327685792277
2019-05-20,88.18479374689619,88.02326048139635,14,21.37297011077418,10.0,9.323227331978973,12.400240775699976,0.3318313580645161,100.08180976799255,4946724,0.22046196224774567,109.59139999999998,16.0,25.89215009384957,104.21241034618154,103.9493152744398,20,21.482436247195004,142.0,11.88898010020693,13.153346984526964,0.21231410967741945,102.42635906391727,5884116,0.26242221572170593,30.46840000000001,16.0,39.06363438943002,104.98637499594044,106.391141640401,48,24.98791606856162,0.0,12.298680220936609,11.43706583990847,0.18386554354838708,97.71957905308516,4340967,0.14283333719765778,13.319299999999995,16.0,37.590581919046606
2019-05-21,88.94231156401104,88.52146454281994,14,21.759044911460986,10.0,9.323227331978973,12.400240775699976,0.33437943284457483,100.05730457030678,4946724,0.2206634045678524,114.2168,17.0,24.216299890743127,104.68095550528477,104.37781246600441,20,21.41449597750686,142.0,11.88898010020693,13.153346984526964,0.2128227847507332,102.43904570350884,5884116,0.26287584840085465,33.31510000000001,17.0,40.44426234513108,104.86143175349537,106.40378486380884,48,24.214643393254253,0.0,12.298680220936609,11.43706583990847,0.18403640190615836,97.74640362202473,4340967,0.1427014143995002,14.635199999999998,17.0,38.7495584155626
2019-05-22,89.75012316904342,89.04962958182915,14,21.759044911460986,10.0,9.323227331978973,12.400240775699976,0.3370598265982405,100.03680496918659,4946724,0.2208648468879591,118.4748,18.0,23.699024487018146,105.24010914935094,104.88135032596355,20,21.767143753852405,142.0,11.88898010020693,13.153346984526964,0.21339344941348976,102.46474413781826,5884116,0.26332948108000337,36.07600000000001,18.0,40.474062781711076,104.82093491357661,106.48650632098486,48,24.01575794291286,0.0,12.298680220936609,11.43706583990847,0.18422746410557184,97.77976849375652,4340967,0.14256949160134266,16.004399999999997,18.0,38.325753234942816
2019-05-23,90.60822856199336,89.60775559842394,14,21.65266264382012,10.0,9.323227331978973,12.400240775699976,0.3398725393255133,100.020310964632,4946724,0.22106628920806576,122.7328,19.0,22.73802351660329,105.88987127838017,105.45992885431733,20,21.232504786500982,139.0,11.88898010020693,13.153346984526964,0.2140261036656892,102.50345436684546,5884116,0.2637831137591521,38.836900000000014,19.0,41.373232973166274,104.8648844761841,106.63930601192908,48,23.50180515331072,0.0,12.298680220936609,11.43706583990847,0.1844387301466276,97.8196736682806,4340967,0.14243756880318506,17.373599999999996,19.0,36.91531393461071
2019-05-24,91.51662774286085,90.19584259260441,14,22.203398007593204,10.0,9.323227331978973,12.400240775699976,0.34281757102639304,100.00782255664305,4946724,0.2212677315281724,126.9908,20.0,21.81672543876795,106.63024189237234,106.11354805106559,20,21.401100189115905,149.0,11.88898010020693,13.153346984526964,0.2147207475073314,102.55517639059046,5884116,0.2642367464383008,41.59780000000001,20.0,41.45136397174272,104.99328044131792,106.86218393664149,48,24.20660782829101,0.0,12.298680220936609,11.43706583990847,0.18467020002932555,97.86611914559687,4340967,0.14230564600502746,18.7428,20.0,37.210085004850704
2019-05-25,92.47532071164592,90.81389056437044,14,22.021063090297304,10.0,9.323227331978973,12.400240775699976,0.3458949217008799,99.99933974521969,4946724,0.2214691738482791,131.24880000000002,21.0,22.080083952414746,107.46122099132755,106.84220791620848,20,22.72418183538033,149.0,11.88898010020693,13.153346984526964,0.21547738093841645,102.61991020905327,5884116,0.2646903791174496,44.358700000000006,21.0,40.63496327422324,105.20612280897795,107.15514009512206,48,25.11053014345068,0.0,12.298680220936609,11.43706583990847,0.18492187375366573,97.91910492570541,4340967,0.14217372320686988,20.112000000000002,21.0,36.683453447129715
2019-05-26,93.4843074683485,91.46189951372213,14,21.94244774970769,10.0,9.323227331978973,12.400240775699976,0.34910459134897365,99.9948625303619,4946724,0.22167061616838585,135.5068,22.0,21.93018877068439,108.3828085752457,107.64590844974592,20,20.997210169819965,176.0,11.88898010020693,13.153346984526964,0.21629600395894427,102.69765582223387,5884116,0.2651440117965983,47.11960000000002,22.0,40.525787632073865,105.50341157916431,107.51817448737083,48,24.41940083711573,0.0,12.298680220936609,11.43706583990847,0.18519375131964808,97.97863100860614,4340967,0.1420418004087123,21.4812,22.0,36.8651450466074
2019-05-27,94.5435880129687,92.13986944065937,14,22.28522541207014,10.0,9.323227331978973,12.400240775699976,0.3524465799706745,99.99439091206972,4946724,0.22187205848849248,139.76480000000004,23.0,20.452525992583073,109.39500464412687,108.52464965167792,20,21.890413153703022,176.0,11.88898010020693,13.153346984526964,0.21717661656891496,102.78841323013228,5884116,0.26559764447574696,49.88050000000001,23.0,40.639218803676755,105.88514675187695,107.95128711338779,48,25.33254907103432,0.0,12.298680220936609,11.43706583990847,0.18548583272727276,98.04469739429918,4340967,0.14190987761055476,22.8504,23.0,35.27680576436739
2019-05-28,95.65316234550636,92.8478003451823,14,22.416160959604074,10.0,9.323227331978973,12.400240775699976,0.3559208875659824,99.99792489034313,4946724,0.22207350080859914,144.02280000000005,24.0,20.563948072580573,110.49780919797108,109.47843152200448,20,22.82449179088405,176.0,11.88898010020693,13.153346984526964,0.21811921876832846,102.89218243274848,5884116,0.2660512771548957,52.64140000000002,24.0,39.26340212645209,106.35132832711584,108.45447797317298,48,25.89322392337723,0.0,12.298680220936609,11.43706583990847,0.1857981179765396,98.11730408278444,4340967,0.14177795481239716,24.2196,24.0,34.366584202416625
2019-05-29,96.81303046596165,93.58569222729082,14,22.74471228668523,10.0,9.323227331978973,12.400240775699976,0.3595275141348974,100.00546446518216,4946724,0.22227494312870585,148.2808,25.0,20.875361525635704,111.69122223677824,110.50725406072563,20,23.420488952930327,176.0,11.88898010020693,13.153346984526964,0.21912381055718474,103.00896343008249,5884116,0.2665049098340445,55.40230000000002,25.0,38.48366254370761,106.90195630488104,109.02774706672628,48,27.136585201660427,0.0,12.298680220936609,11.43706583990847,0.1861306070674487,98.19645107406193,4340967,0.1416460320142396,25.5888,25.0,33.08517088381289
2019-05-30,98.02319237433449,94.35354508698497,14,22.20956297694594,10.0,9.323227331978973,12.400240775699976,0.3632664596774193,100.0170096365868,4946724,0.2224763854488125,152.53879999999995,26.0,20.34021221589641,112.9752437605484,111.61111726784132,20,24.067238643699252,146.0,11.88898010020693,13.153346984526964,0.22019039193548387,103.1387562221343,5884116,0.2669585425131932,58.16320000000003,26.0,37.64536154081839,107.53703068517248,109.6710943940478,48,27.368339031254806,0.0,12.298680220936609,11.43706583990847,0.1864833,98.28213836813164,4340967,0.141514109216082,26.957999999999995,26.0,32.478861328526484
2019-05-31,99.28364807062485,95.1513589242647,14,21.6929399232647,10.0,9.323227331978973,12.400240775699976,0.3671377241935485,100.03256040455702,4946724,0.2226778277689192,156.79679999999996,27.0,22.259006882123504,114.34987376928156,112.7900211433516,20,26.69525994052055,142.0,11.88898010020693,13.153346984526964,0.22131896290322575,103.2815608089039,5884116,0.26741217519234195,60.92410000000002,27.0,37.04880655560349,108.25655146799022,110.3845199551375,48,28.681500933392183,0.0,12.298680220936609,11.43706583990847,0.18685619677419354,98.37436596499359,4340967,0.1413821864179244,28.3272,27.0,32.32662127349029
