Split,,Split 1,Split 1,Split 2,Split 2,Split 3,Split 3,Split 4,Split 4,Split 5,Split 5
Type,,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive
Country,Prediction horizon,,,,,,,,,,
Burkina Faso,1,0.9169634744531432,0.5251494969230773,1.3093621130743751,1.0892749853846164,0.3245105033390008,0.29842749153846176,13.247289853969129,13.582405000769226,0.8527664079963567,0.7725643592307685
Burkina Faso,2,0.733961607702576,0.7057626792307654,1.0431365229289926,1.0018424523076936,0.7193116802583132,0.4950651523076954,19.30023080197677,20.054478970769228,1.296606314861039,0.792991087692309
Burkina Faso,3,1.100343333074542,1.2196271653846158,1.596954105309537,1.5732243553846172,2.896197869166537,2.1228751053846175,29.610836927753375,30.782067710769226,1.9057959132199767,0.8850359184615366
Burkina Faso,4,0.9566362695039019,1.3303452092307693,2.5953189304150914,2.6481662169230753,4.00492012986296,2.756280497692314,25.94329108065305,27.002522327692304,5.899941597674511,3.033985349999997
Burkina Faso,5,0.9084896207495595,1.8482031515384625,4.2219213766365025,4.135514947692318,6.158219779994453,4.5325876276923145,27.11537021132466,28.29050513384616,8.858370986378794,4.455623696153847
Burkina Faso,6,1.4914465793922493,2.306871314615385,6.104816454669386,6.035153701538463,8.811174278290018,7.083303196923082,34.00107767090582,34.73126945307693,11.881832556511629,5.3435318361538435
Burkina Faso,7,1.4548732279744276,2.1705447207692306,6.6313673805181015,6.888656765384619,9.616442224148487,7.726112800769238,32.862672843439626,32.92538692692308,11.722914905118497,4.3792383753846105
Burkina Faso,8,2.978770290049549,4.056832899230773,9.257284147332316,9.891178039230782,10.447597247558456,8.123783337692304,36.23985739889647,35.803725243076926,13.083237786407231,4.5844272076923085
Burkina Faso,9,4.802054469343008,5.556114250000016,8.2349942008973,9.58941813153846,11.758251312701521,8.20789450538462,32.34397297872625,31.55250554769232,13.28769882731185,5.159445296923076
Burkina Faso,10,6.260237467687556,7.4816456607692325,9.666661229518535,10.736694279230772,12.880460364370236,9.525582062307693,7.027908448550989,6.977990778461537,17.774860989561883,5.896801978461535
Burkina Faso,11,8.73835924056515,11.012607553846161,12.65419079298895,13.87106331153847,9.816880707260225,7.411788251538463,8.654746097572065,8.280603786923077,21.583469469978525,7.7918081230769225
Burkina Faso,12,11.70233265198042,13.141066711538468,16.971847489655218,18.57491037076925,8.934478945316464,5.958353103076921,9.895658762653879,8.894175589230777,24.806788064314336,9.539948576153842
Burkina Faso,13,11.81473091891304,13.118799018461543,19.251225702924874,21.31623450538463,9.525687641691963,6.556882066153853,10.524325849178553,9.791470434615384,35.05072439404463,12.116166155384612
Burkina Faso,14,12.75692046540602,14.363199678461543,20.002382559081834,23.01516586230773,10.374292113269275,7.444622355384622,14.433515173334452,13.64735624769231,40.505714177272274,14.513375493076918
Burkina Faso,15,14.779433865236188,15.96448982384616,19.911172707886173,22.723194174615404,9.798374365013881,7.733274386153847,12.342919177020804,11.880973661538473,42.1702622678374,15.250302496923082
Burkina Faso,16,14.583687782669305,15.517711206923103,21.033276782287494,23.910343107692334,8.863717584496513,7.221756638461536,10.330666473289751,10.872358743076925,47.85310688130759,17.675987416923082
Burkina Faso,17,16.79848118306335,16.874006544615384,21.349021811685876,24.43607536307695,8.663816908246782,6.382403943076922,10.474527954268611,10.753117684615383,47.700745392090056,17.344184287692308
Burkina Faso,18,15.86968318486879,17.542488892307723,22.06753905265521,24.49304608384617,9.203362123553848,5.601352130769234,10.598453986680068,10.807091492307697,41.127116725660876,14.407019454615384
Burkina Faso,19,17.47407485379417,17.208688026153848,28.961056300076173,29.544725035384637,7.202664005432747,5.2481719400000015,12.577960788432987,12.413643191538467,42.378853874131224,14.844633760000004
Burkina Faso,20,18.18503894260657,18.034900675384613,28.806443119385317,28.25955468538464,8.15164804828321,5.697383441538464,13.774885290617167,13.91379207307693,45.374650420227916,15.099892674615385
Burkina Faso,21,19.51840404829374,19.3297500123077,27.894808505413927,29.542621922307724,11.270537162947546,6.909424647692301,13.895672645026535,15.90958191153847,51.2594730549513,17.61477215384616
Burkina Faso,22,17.9122772766803,17.397943573076926,33.23579500678754,34.18135209846155,13.167129199406283,7.749509009999998,15.275479751457276,15.66600238000001,50.44225889600223,18.56352430384616
Burkina Faso,23,17.029885526936663,15.614420770769225,32.722625981545164,34.057950730769264,11.704234592929607,7.465905838461533,18.260415989497137,17.80495293461539,47.20769138713341,18.21823575461539
Burkina Faso,24,20.500715411340742,20.140848484615375,37.0266897321043,39.483944824615406,13.428002182629752,8.530343853076932,22.322791370831972,22.213454327692304,49.09954776973747,19.220787346153834
Burkina Faso,25,20.63394858673195,22.428643703076904,38.96107083258385,40.80903720384618,11.484192753523969,6.572893151538462,21.04838572748209,21.278654069999998,47.40799483261681,17.361216870769233
Burkina Faso,26,18.89720909107917,22.191275244615376,48.29678193217763,50.26729952923078,11.921335566334063,6.756267025384615,21.54317129560058,21.479340203846146,40.71676536926547,16.729650749999998
Burkina Faso,27,17.020470711399447,22.515555019999983,48.89372631489345,50.733152895384606,13.891703810944684,8.125272608461533,20.415978966677905,20.533819519230764,40.822975847063205,16.72324981384616
Burkina Faso,28,14.887822354286111,25.00629651307691,49.75749370409465,50.11032573230772,13.917621491251023,6.691628606153846,17.983286264818222,20.175703159999994,44.250514101775295,18.714843626153844
Burkina Faso,29,13.370947783887488,25.380957159999976,59.4506400724731,57.73647908384617,16.535356176327397,7.112947657692311,23.407132254969277,27.074801197692302,38.67643827150595,18.375987931538468
Burkina Faso,30,22.981500936412324,27.213863054615345,67.00776130331232,60.812086648461566,21.524448474367027,7.273949489999998,26.970675018360247,30.452512323846154,37.908490422700794,20.33240786615384
