"Year","Month","Dekad","NDVI","Average"
2020,1,1,0.2910088,0.2789933
2019,1,1,0.2834115,0.2789933
2021,1,1,0.3079252,0.2789933
2021,1,2,0.2984169,0.2706958
2020,1,2,0.2803652,0.2706958
2019,1,2,0.2772344,0.2706958
2019,1,3,0.2662179,0.2569478
2020,1,3,0.2624561,0.2569478
2021,1,3,0.2820234,0.2569478
2021,2,1,0.2758026,0.2508096
2019,2,1,0.2599776,0.2508096
2020,2,1,0.255516,0.2508096
2019,2,2,0.25286,0.2444767
2021,2,2,0.2685382,0.2444767
2020,2,2,0.2489786,0.2444767
2021,2,3,0.262315,0.2386159
2020,2,3,0.2435929,0.2386159
2019,2,3,0.2453244,0.2386159
2019,3,1,0.2336293,0.230154
2021,3,1,0.2515992,0.230154
2020,3,1,0.2347593,0.230154
2020,3,2,0.2326442,0.2278997
2021,3,2,0.2483887,0.2278997
2019,3,2,0.2309775,0.2278997
2019,3,3,0.2301138,0.2270668
2021,3,3,0.2471386,0.2270668
2020,3,3,0.2327166,0.2270668
2020,4,1,0.2347262,0.2271806
2021,4,1,0.2476862,0.2271806
2019,4,1,0.2303654,0.2271806
2019,4,2,0.2337596,0.230995
2021,4,2,0.2531882,0.230995
2020,4,2,0.2438703,0.230995
2021,4,3,0.2583889,0.2348863
2019,4,3,0.2376238,0.2348863
2020,4,3,0.2483163,0.2348863
2019,5,1,0.2439368,0.2395208
2021,5,1,0.2633177,0.2395208
2020,5,1,0.2502776,0.2395208
2020,5,2,0.2448686,0.2450431
2021,5,2,0.2666924,0.2450431
2019,5,2,0.2521132,0.2450431
2019,5,3,0.2688779,0.2609459
2021,5,3,0.2771267,0.2609459
2020,5,3,0.2601744,0.2609459
2021,6,1,0.2858292,0.2726948
2019,6,1,0.2773765,0.2726948
2020,6,1,0.2685473,0.2726948
2020,6,2,0.280239,0.2883842
2019,6,2,0.2872069,0.2883842
2021,6,2,0.2967792,0.2883842
2021,6,3,0.3144777,0.3090671
2020,6,3,0.2964122,0.3090671
2019,6,3,0.3005083,0.3090671
2019,7,1,0.3465561,0.3748803
2020,7,1,0.3542792,0.3748803
2021,7,1,0.3724609,0.3748803
2021,7,2,0.4131265,0.4150565
2020,7,2,0.4005163,0.4150565
2019,7,2,0.3858584,0.4150565
2020,7,3,0.4565599,0.459672
2019,7,3,0.4322261,0.459672
2021,7,3,0.4604488,0.459672
2020,8,1,0.5694058,0.5480722
2019,8,1,0.5319805,0.5480722
2021,8,1,0.5589775,0.5480722
2021,8,2,0.5939071,0.5839186
2019,8,2,0.5769012,0.5839186
2020,8,2,0.6113778,0.5839186
2019,8,3,0.613626,0.609096
2020,8,3,0.6381455,0.609096
2021,8,3,0.6153153,0.609096
2021,9,1,0.6218974,0.6218805
2019,9,1,0.6371239,0.6218805
2020,9,1,0.6531279,0.6218805
2020,9,2,0.650677,0.6106242
2019,9,2,0.6341983,0.6106242
2021,9,2,0.6008709,0.6106242
2021,9,3,0.5761518,0.5889245
2020,9,3,0.634279,0.5889245
2019,9,3,0.6118378,0.5889245
2019,10,1,0.5810303,0.5591712
2020,10,1,0.6080973,0.5591712
2021,10,1,0.5435076,0.5591712
2021,10,2,0.5087834,0.5248728
2020,10,2,0.5766271,0.5248728
2019,10,2,0.5464698,0.5248728
2019,10,3,0.4756935,0.4535465
2020,10,3,0.5042066,0.4535465
2021,10,3,0.44005,0.4535465
2021,11,1,0.4092245,0.4200808
2020,11,1,0.4657795,0.4200808
2019,11,1,0.4416702,0.4200808
2019,11,2,0.4109715,0.3892816
2020,11,2,0.4297715,0.3892816
2021,11,2,0.3818034,0.3892816
2021,11,3,0.3369289,0.3415169
2020,11,3,0.3731511,0.3415169
2019,11,3,0.3621246,0.3415169
2019,12,1,0.3445441,0.3248042
2020,12,1,0.3549242,0.3248042
2021,12,1,0.318848,0.3248042
2021,12,2,0.302782,0.3105635
2020,12,2,0.3401493,0.3105635
2019,12,2,0.3282699,0.3105635
2019,12,3,0.3142541,0.298807
2020,12,3,0.3283524,0.298807
2021,12,3,0.2906721,0.298807