Split,,Split 1,Split 1,Split 2,Split 2,Split 3,Split 3
Type,,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive
Country,Prediction horizon,,,,,,
Niger,1,0.5145990375154874,0.8002417988646527,0.7300191181963631,0.5496922839526364,1.0955250856508374,0.3682212672240315
Niger,2,1.1156414816753601,1.8097334059600498,3.2518469386948823,2.5485611585525096,1.4013597774968316,0.8277386475526992
Niger,3,2.3844488775668617,3.165079656013381,7.434826274818396,4.94903703633363,2.6225783053941965,2.777777545796285
Niger,4,3.981801468181877,4.983728555224136,13.281499566836509,8.466798576907507,2.8408664704461017,1.8383972708649894
Niger,5,7.251402267772728,8.2022416124787,21.22052389733437,13.644269949451724,4.304317180503194,3.807091972422086
Niger,6,11.656590372989466,12.929581497925755,34.93286604493957,23.580934944298974,5.433723650096367,4.116072075852779
Niger,7,13.184205697462096,13.988064870421631,31.758140335919098,19.99318159427736,9.398854679804657,5.4116851650502795
Niger,8,12.962569570402398,13.429651474038959,33.03890996980381,19.88017483803163,12.31079047756656,7.6605534252774
Niger,9,11.786935880967917,12.747230162902927,41.602357741645925,23.766586295137685,11.976794613436754,7.850398316130798
Niger,10,12.614046305774288,12.971800686968322,45.5408290469995,27.285453458035487,13.455813066508373,10.379228923362671
Niger,11,10.401845394647182,11.695785641601109,46.40175411300231,28.207747381085724,17.97802558164907,17.48407407984325
Niger,12,12.70693548129065,14.891561641653738,40.105734824292675,24.80905885697232,18.812792757565163,19.851075333826014
Niger,13,13.861788650138095,15.271067920595641,36.55341044658138,29.180525572995112,18.623265677225888,22.70956392452422
Niger,14,13.33608952919753,15.00513939656832,31.365287819585696,28.090445471431,19.81313562394699,23.78787884284639
Niger,15,17.418380104122257,19.83492854778183,32.48612962215411,25.887551421785997,24.65490165423566,26.990009034366246
Niger,16,17.811902205707838,21.272260758069173,34.39038008463542,23.683013252426527,31.164017779148764,23.813028721099922
Niger,17,21.886147730154967,23.96542742485252,51.95211463096778,22.850030771265814,46.22977173419881,24.77880665715704
Niger,18,19.86539200721728,22.879497328834738,71.64981214009856,19.50836397012729,52.487978023164146,27.89982758326263
Niger,19,25.657258748797688,28.110730482506,106.00962660463908,24.544427198214255,80.49766851798012,22.904792005671375
Niger,20,33.600985746512116,35.14934075619632,138.3185693143448,21.469224205637083,108.16734388991362,26.490423606064066
Niger,21,31.709212149607552,34.86057892566288,166.46165914572154,19.990983176265605,147.12578759541915,21.454941153908315
Niger,22,33.592235551818966,33.44160585592884,197.12335461081807,20.509146812409295,172.22963610885017,23.034327879242348
Niger,23,42.683977926319514,42.33620277378124,243.3041741894697,22.11788497852251,230.03702151484103,17.629896704955627
Niger,24,54.90189446760349,58.19395082826627,263.2365793456697,22.631561059496,280.94473930559764,15.221543856157027
Niger,25,57.06491833960234,63.71489904344058,297.0205489837438,24.395478907968155,337.1975682897712,14.66736546592331
Niger,26,56.653488218069825,64.78711007823613,319.3004240329441,24.457919545458175,393.7553145004871,14.765473854244139
Niger,27,53.71880323755726,63.86819735156024,360.3911075895377,23.536294512613956,422.72093050776243,14.404375705310748
Niger,28,58.367970112561636,74.88963755608661,406.7987923564085,26.017358330357375,461.0083144471714,13.737157448543126
Niger,29,58.303585837954586,79.56079045141897,447.39132260134295,30.177857292339407,477.668595041339,15.147913808276705
Niger,30,62.6819398290816,86.69442696058468,477.5216900892145,26.68766801796792,506.460722872238,13.523675536696242
