Country,Niger,Niger,Niger,Niger,Niger,Niger
Split,Split 1,Split 1,Split 2,Split 2,Split 3,Split 3
Type,r2_model,r2_naive,r2_model,r2_naive,r2_model,r2_naive
Prediction horizon,,,,,,
1,0.9390493704716633,0.9052169983621059,0.9821289721915873,0.9865434125658815,0.8818155284979641,0.9602765500921153
2,0.8529315928338622,0.7614335664444735,0.92528401670303,0.9414430455849992,0.8408369469546004,0.9059874470612488
3,0.7355018561239631,0.6489093550667371,0.8215514507277748,0.8812146448640696,0.6868445863118045,0.6683126392457266
4,0.4448779774042524,0.3051945211855459,0.711902784798605,0.8163414395036426,0.6558570743162431,0.7772963207013517
5,0.013574857535613605,-0.11577003348370907,0.5309691671348555,0.6984248207447841,0.4498322912398357,0.5133864490762707
6,0.09436266668985316,-0.004540035629188477,0.24630172377064707,0.49122668616624254,0.08381095266187222,0.30598234345544095
7,0.017729536704176874,-0.04216084580097146,0.22054295524399437,0.5092966377782526,-0.09842990208827618,0.36754455638606587
8,-0.0030642582384867723,-0.0392077991208124,0.2230672896965542,0.5325040041473863,-0.476532284365077,0.08120811014230012
9,-0.18695038536065312,-0.2836525036645998,0.1707725391813476,0.5262791083084251,-0.3212976839667283,0.1339324545414855
10,-0.24058428257557485,-0.2757692225681214,0.052323160785021416,0.43220637764471825,-0.811237990469901,-0.3971102039586125
11,-0.23017748686410866,-0.3832057333682566,0.0276252216186893,0.4088908354300028,-0.9653024581076466,-0.9113051992720687
12,-0.08765875230168318,-0.2746533087251952,0.06486448377872822,0.4215333003417201,-1.3835260757138044,-1.5150734555403256
13,-0.13650860611581583,-0.2520534365644942,0.06355399296585307,0.2524367405902417,-0.7907606929314248,-1.1836876053045318
14,-0.14527874820047737,-0.2886136694756807,0.13531166479027346,0.2255935711572209,-0.7508521809220354,-1.1020932951757487
15,-0.12702041803840847,-0.28337820911329326,0.08462967108933295,0.2705595669515536,-1.176116299708439,-1.3822199501198233
16,-0.19198821869319627,-0.42355846757695614,-0.017064984025789487,0.2995958917586037,-2.4585554641723855,-1.6427491212945808
17,-0.6362049444893692,-0.7916515657672196,-0.6036472096998267,0.29466994080635367,-3.867096106058627,-1.6087265601749285
18,-0.6869843758168341,-0.9429445191046024,-1.5437533102775531,0.307402714049288,-4.266816568240261,-1.7995605794097234
19,-0.9099789535247529,-1.0926204204223167,-3.1348723173814506,0.042652296603417406,-6.98884730557342,-1.2731451639292626
20,-1.0025420047302487,-1.0948204268134156,-4.600351478351571,0.1307370939772181,-7.825230471174855,-1.16131861239468
21,-0.8385705960977181,-1.0212938458788163,-6.490803987154794,0.1004022352509173,-12.03474067781977,-0.9008196915697293
22,-1.0751390928698301,-1.0658340387299674,-9.586365541424366,-0.10142872480817555,-15.609398147072469,-1.221373344566267
23,-0.8144326205290053,-0.7996492143885527,-15.473223580806795,-0.4975199895339024,-23.042914906959435,-0.8426343007939967
24,-0.7877336868157028,-0.8949307172993333,-20.611652687202,-0.8580451037724621,-40.554412107959706,-1.2514118181444398
25,-0.7921049890406677,-1.0009454455440832,-23.27844899383189,-0.9940855687382852,-46.63667180314807,-1.0720922705960443
26,-0.9418054135508538,-1.220586322840195,-25.990502074327065,-1.0674307910010907,-69.70482421055422,-1.6513679810881001
27,-0.935309885645182,-1.3009588126191587,-22.78225758187758,-0.5531632352578242,-74.34642175991767,-1.5674578398022465
28,-0.8056610019180872,-1.3167723277343049,-26.71787726342934,-0.7727337407818291,-71.31506672140962,-1.1548493298763334
29,-0.6602513657383506,-1.265570961163803,-26.893535886624527,-0.8815008312429353,-89.63636717096982,-1.874277044908827
30,-0.6145866208761126,-1.2331099237956091,-51.644402105705275,-1.942183267400876,-96.28602209725105,-1.5977623489491783
