"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2017,1,1,3.196,5.678
2017,1,2,1.764,4.835
2017,1,3,3.099,6.846
2017,2,1,2.203,6.891
2017,2,2,3.521,7.135
2017,2,3,2.388,5.732
2017,3,1,16.895,8.195
2017,3,2,15.613,9.599
2017,3,3,10.203,10.209
2017,4,1,4.629,6.499
2017,4,2,10.208,4.933
2017,4,3,2.686,4.986
2017,5,1,4.265,4.077
2017,5,2,2.484,3.481
2017,5,3,2.85,2.411
2017,6,1,0.399,0.309
2017,6,2,0,0
2017,6,3,0,0
2017,7,1,0,0
2017,7,2,0,0
2017,7,3,0,0
2017,8,1,0,0
2017,8,2,0,0
2017,8,3,0,0
2017,9,1,0.011,0.018
2017,9,2,0.011,0.027
2017,9,3,0.038,0.127
2017,10,1,0.85,1.03
2017,10,2,0.376,1.814
2017,10,3,1.701,3.636
2017,11,1,5.189,5.901
2017,11,2,7.575,5.968
2017,11,3,7.112,6.27
2017,12,1,3.278,5.144
2017,12,2,4.655,4.879
2017,12,3,9.008,4.929
2018,1,1,10.004,5.678
2018,1,2,4.721,4.835
2018,1,3,7.278,6.846
2018,2,1,8.938,6.891
2018,2,2,14.193,7.135
2018,2,3,10.387,5.732
2018,3,1,5.458,8.195
2018,3,2,5.103,9.599
2018,3,3,7.005,10.209
2018,4,1,5.574,6.499
2018,4,2,2.615,4.933
2018,4,3,11.502,4.986
2018,5,1,16.893,4.077
2018,5,2,5.499,3.481
2018,5,3,8.113,2.411
2018,6,1,1.688,0.309
2018,6,2,0.038,0
2018,6,3,0.002,0
2018,7,1,0,0
2018,7,2,0,0
2018,7,3,0,0
2018,8,1,0,0
2018,8,2,0,0
2018,8,3,0,0
2018,9,1,0.124,0.018
2018,9,2,0.02,0.027
2018,9,3,0.299,0.127
2018,10,1,2.469,1.03
2018,10,2,6.561,1.814
2018,10,3,5.592,3.636
2018,11,1,8.37,5.901
2018,11,2,16.025,5.968
2018,11,3,18.818,6.27
2018,12,1,13.583,5.144
2018,12,2,10.07,4.879
2018,12,3,5.36,4.929
2019,1,1,7.392,5.678
2019,1,2,5.54,4.835
2019,1,3,5.45,6.846
2019,2,1,19.922,6.891
2019,2,2,8.338,7.135
2019,2,3,7.205,5.732
2019,3,1,7.955,8.195
2019,3,2,8.92,9.599
2019,3,3,16.375,10.209
2019,4,1,9.53,6.499
2019,4,2,8.162,4.933
2019,4,3,5.719,4.986
2019,5,1,5.013,4.077
2019,5,2,1.63,3.481
2019,5,3,2.23,2.411
2019,6,1,1.804,0.309
2019,6,2,0,0
2019,6,3,0,0
2019,7,1,0,0
2019,7,2,0,0
2019,7,3,0,0
2019,8,1,0,0
2019,8,2,0,0
2019,8,3,0,0
2019,9,1,0.017,0.018
2019,9,2,0.023,0.027
2019,9,3,0.025,0.127
2019,10,1,0.551,1.03
2019,10,2,2.095,1.814
2019,10,3,4.577,3.636
2019,11,1,2.64,5.901
2019,11,2,3.319,5.968
2019,11,3,6.502,6.27
2019,12,1,4.97,5.144
2019,12,2,4.428,4.879
2019,12,3,9.34,4.929