alpha,beta,bxcx,damped_factor,stationary,trend,loss
0.43085917299811843,0.30256449286176074,False,0.23729617869965858,True,additive,377888.7075424417
0.21497676877109856,0.8112381062249476,False,0.2030835435861149,True,additive,380378.125152036
0.2456771050431426,0.11504764145131749,False,0.00884084493557157,False,additive,38.075508494790945
0.8298029936164727,0.38784310601043287,False,0.6089416100601048,True,additive,379250.79065582465
0.6273435022289772,0.346974732311125,True,0.6246046740124137,False,additive,42.124726398484114
0.45209068373305067,0.22137373737549898,True,0.8880786550352163,False,additive,46.35889097408457
0.4287062304190779,0.019234751158423446,True,0.6484368972107463,True,additive,2763.57788790766
0.7680745364586626,0.1356804303835302,True,0.591451389541587,True,additive,2837.0351016299287
0.0008053283908746022,0.06291776791303696,True,0.5910376568226013,True,additive,2812.113021453031
0.47363815002011167,0.9310813999334194,False,0.3625759549662575,True,additive,377147.74377171154
0.1623196639164961,0.5529490437062791,True,0.8934567385243022,True,additive,2628.1263538116814
0.6490072229059255,0.29220917398061963,False,0.2751522150743059,False,additive,39.85102717787958
0.22685677862656264,0.6646367005564047,False,0.806320477506666,False,multiplicative,44.65687367545601
0.03846291465499505,0.8498052602545789,False,0.5073171847090183,False,multiplicative,35.20866449759367
0.1339443077511728,0.3577248652250733,True,0.4707464799489059,False,multiplicative,38.018197466465416
0.6572772603989523,0.28033723210001676,False,0.9613773564071525,True,additive,366605.002692309
0.02384337554555769,0.5787815926964941,True,0.47982813549976067,False,multiplicative,34.082280966314535
0.018475650693091736,0.9947066041254876,True,0.10294995886091868,False,multiplicative,38.93732889011804
0.976568399615713,0.7104790035740773,False,0.73796009580543,False,multiplicative,37.35622164140634
0.32759461213124674,0.8480784210478666,True,0.4860820880390599,False,multiplicative,40.24038428577041
0.05343177473711862,0.5692084637846331,True,0.7025572614424724,False,multiplicative,38.452701430077035
0.3585535148528354,0.7019710600037314,False,0.5344324638174154,False,multiplicative,40.83717803537288
0.063653156066967,0.8048656366998458,False,0.16409802816109165,False,multiplicative,35.11777284092201
0.08968745471613389,0.6178219125307011,True,0.13902785968142317,False,multiplicative,36.51604040667028
0.313061161576832,0.770356884814116,False,0.01707567578095337,False,multiplicative,38.1814579996695
0.5739137417838384,0.49559389550260624,True,0.18724641927375246,False,multiplicative,39.6300289020899
0.39383996001864285,0.998278211257964,False,0.07300161925070157,False,multiplicative,38.67292712023549
0.26532013449107866,0.903275241686821,False,0.40736933005679016,False,multiplicative,38.888953547683656
0.09024876370908017,0.7480194504215658,False,0.2279217136592669,False,multiplicative,37.10530129683642
0.9966049270398916,0.5001956097803795,True,0.3343499870872734,False,multiplicative,38.3588112530962
0.5127469773830584,0.6459523201132682,False,0.42255861798910255,False,multiplicative,40.67805934990581
0.21235773643092903,0.46858901940981385,False,0.2614095505478286,False,multiplicative,38.06398228805497
0.27281447059078556,0.5735455958642273,True,0.041386591479419074,False,multiplicative,38.007003645453885
0.1904237014774891,0.7991584183792058,False,0.18222004880057227,False,multiplicative,38.08367521421484
0.10273489352487247,0.9437333883932961,True,0.29453552878508704,False,multiplicative,37.86162117328782
0.0030266137805337115,0.8477081820135773,True,0.13048691723439826,False,multiplicative,41.24110188687741
0.7527503468950533,0.7061826785659474,False,0.37704914881331214,False,multiplicative,40.06116521909056
0.5303955625317244,0.44759470513609734,True,0.5570183457514114,False,multiplicative,41.41750863727702
0.05877269945129112,0.5293653058165391,True,0.4470306806451811,False,additive,35.76246230024731
0.18213365583455893,0.9002443470215525,True,0.2182597959112661,False,additive,37.991275329672554
0.3066481438032542,0.6736069967932066,True,0.36932680468177165,False,additive,38.7737848469711
0.8264747762043844,0.133651369459925,False,0.6316294734379028,False,multiplicative,40.384050061320316
0.5726324341660437,0.25971323801833524,False,0.5400284829087352,False,additive,40.5875300031206
0.002675104081611923,0.9629943410097985,True,0.0629855253241569,False,multiplicative,41.63319937720261
0.4503586515849597,0.8176584400828657,False,0.9936595062481722,True,additive,367764.7845590922
0.14620237048029464,0.8898236037952796,True,0.586404093525768,False,multiplicative,37.661017023114105
0.6989560616252357,0.40527189505981415,True,0.7853708676086947,False,multiplicative,46.850403931741766
0.11504978291652135,0.3161187341829679,True,0.16891434477364023,False,additive,37.43181969924337
0.03980254562062364,0.07446550381693856,False,0.25138129074475435,False,multiplicative,35.055366581138806
0.47966697558293947,0.08227421157974514,True,0.5107800779242839,False,multiplicative,39.186726056433365
0.2927100435576781,0.10069170150204942,False,0.4685316263789957,False,additive,38.17151835278401
0.20297302948443668,0.25529954814143074,True,0.6619864385045375,False,multiplicative,37.58702040680118
0.15365393154161164,0.009566622879425613,False,0.3543832331583747,False,multiplicative,38.004680301903285
0.34426473355655524,0.3063033452394349,False,0.4452782533463026,False,additive,38.79155298106053
0.04682650509450584,0.7374617407748456,False,0.2967336747467363,False,multiplicative,34.484413081195584
0.12102708213773779,0.6117828981343338,False,0.2883379324086013,False,multiplicative,37.99644577565275
0.02400744420968698,0.5337640750681412,False,0.31812307699697995,False,multiplicative,37.670001658274224
0.1659661674060318,0.7215903658593326,False,0.2435905148970551,False,multiplicative,38.100721653840985
0.0007064699645428774,0.6564090666523533,False,0.39682521826981293,False,multiplicative,51.23756959611464
0.2609807408850557,0.374663678118418,False,0.09954861144346264,False,multiplicative,38.084838450555345
0.04584355203233206,0.5828602151668538,False,0.2082887532693236,False,multiplicative,34.30240637189785
0.22465077179687928,0.5792442331059826,False,0.01161659068588558,False,multiplicative,38.08737643000795
0.07809591478163316,0.635285591235239,False,0.19972113847722084,False,multiplicative,36.14547740637991
0.11186722264007777,0.501783861412876,False,0.43892413311430756,False,multiplicative,38.06034667974331
0.38932612542645884,0.6827823485095303,False,0.4945210435742509,False,multiplicative,40.63872843497267
0.1689004148583838,0.4440759370220081,True,0.3355614883164417,False,multiplicative,37.99774017334554
0.2852563282830652,0.7315870509832505,False,0.1509012148842836,False,multiplicative,38.202136451087
0.2406757373537005,0.5462832040842358,False,0.5681069735189114,False,multiplicative,38.64738328132774
0.139093227038029,0.774766879091206,True,0.29494953836381,False,multiplicative,38.02431244464592
0.0550185269852753,0.4756088168578773,False,0.21923933256770803,False,multiplicative,34.509965709996806
0.8989513741671293,0.8704019710634789,False,0.5202642612050757,False,additive,37.89893846778651
0.6059568860688923,0.6895431784128043,True,0.47114064918105886,False,multiplicative,41.27161504737597
0.3245240456275442,0.6352360246441665,False,0.10550940826663019,False,multiplicative,38.30140921883946
0.0008705385269525343,0.82778180334525,True,0.04204586989131037,True,multiplicative,2544.773777167419
0.10262442943752059,0.5201332791943004,False,0.34809474168662574,False,additive,37.732237852241276
0.5386068909256789,0.7909109132843217,False,0.37495283220909487,False,multiplicative,40.61837965864735
0.2158030388048602,0.33194931841577624,True,0.2702747458089961,False,multiplicative,37.973933784459994
0.42577483938893196,0.7530811340539059,False,0.19572199400967696,False,multiplicative,39.14472258290746
0.04773831400682904,0.4724939307093874,False,0.4210771377911905,False,additive,34.61881181372187
0.7993523832728278,0.5753675604410373,True,0.7208846509507493,False,multiplicative,43.452099282594
0.1326115504734322,0.9361782626168995,False,0.7800116911364186,False,multiplicative,39.38312576654889
0.6791598778920331,0.5527322612507379,False,0.5445761899656145,False,additive,41.524536043831716
0.34894992628979143,0.969293890513292,False,0.6846614148915906,False,multiplicative,46.518654597769796
0.3829285149440812,0.7346253350803328,True,0.16470909646342807,False,multiplicative,38.70068766666028
0.46947887824750195,0.6673913364018753,False,0.22848799753487203,False,multiplicative,39.452129800249395
0.03422732064624775,0.700147497309733,False,0.04615127132370972,False,additive,36.06659089264645
0.17915509732152543,0.8341742945195209,False,0.3915405285612968,False,multiplicative,38.01822291396474
0.09544762758816092,0.5955037943857185,True,0.6394407272129872,False,multiplicative,37.75916565531444
0.2799469043421574,0.6540865043975134,False,0.6152540726626126,False,multiplicative,40.36797408133214
0.3097374006991811,0.4942646673315596,False,0.5720323346560443,False,additive,39.63817488508439
0.9584018344646398,0.8724055129469935,False,0.9376029986942828,False,multiplicative,50.859796996878856
0.15496311649865196,0.7804340707777896,True,0.1462860421108922,False,multiplicative,38.02579433656502
0.1989576302221371,0.5105017165645271,False,0.4779849101501709,False,multiplicative,38.0025631774491
0.11941336593148008,0.4596297449898954,False,0.333215930461699,False,additive,37.957247666473215
0.623828464866022,0.7116238124802302,False,0.17956605846504453,False,multiplicative,39.82649337273647
0.012027468887753245,0.5604674977386811,True,0.5132133166336861,False,multiplicative,39.47652320452074
0.22707843968490182,0.28553766003584613,False,0.8348711071554615,False,multiplicative,37.46256720861215
0.509603922200314,0.5378601827848803,False,0.24038501143967803,False,additive,39.586523980109
0.333165849036933,0.39917411938976766,False,0.382837923638643,False,multiplicative,38.696775618660894
0.060230706455955296,0.363360825801347,True,0.4605510827279922,False,multiplicative,35.40148962820098
0.4165138018342568,0.749852027855554,False,0.35499015767529085,False,multiplicative,39.83970330979389
0.5764176216011899,0.9807758778677315,False,0.762263452275234,False,additive,51.33566997179917
0.18182942880302566,0.3380114730960736,False,0.3055933588096017,False,multiplicative,38.09480218758507
0.2993292334298787,0.8701077853894414,True,0.415555863258096,False,multiplicative,39.22477560073563
0.025476413226205138,0.48295318449526575,False,0.0008532363336364868,False,multiplicative,39.67228231238635
0.09767443303501036,0.6414108858815826,False,0.48845873345811663,False,additive,38.08398428352185
0.0015084074101602424,0.5903084536777796,False,0.2600470555767008,False,multiplicative,46.814697091278354
0.05107703752411781,0.6190062109254015,True,0.33031939404739424,False,multiplicative,34.46145917503455
0.2696795746195008,0.44111350774117264,True,0.3307852396067925,False,multiplicative,38.121853422136375
0.7167464071977955,0.2461217156748241,True,0.5976861784723859,False,multiplicative,41.02664152540721
0.22520058840963386,0.5323304926121954,True,0.7105932290232463,False,additive,39.47102601067041
0.15240432403001314,0.563281360791186,True,0.5609309696775198,False,multiplicative,37.654590672021044
0.04324342343859219,0.691729728091266,True,0.5288985383144597,False,multiplicative,35.407762570187515
