Split,,Split 1,Split 1,Split 10,Split 10,Split 2,Split 2,Split 3,Split 3,Split 4,Split 4,Split 5,Split 5,Split 6,Split 6,Split 7,Split 7,Split 8,Split 8,Split 9,Split 9
Type,,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive
Country,AdminStrata,,,,,,,,,,,,,,,,,,,,
Yemen,Abyan,30.287729555618164,4.922155269333328,28.227972884527997,2.596294448000009,21.759312486586865,1.684033752666667,5.201812023528446,5.79697053633333,4.499212194746148,4.175584415999996,39.890841962206714,17.76509441333335,4.731278964344336,3.8405135483333455,18.333279693327132,46.82845601833334,31.931613346259706,44.55790401166669,0.501158274509594,2.8985690526666676
Yemen,Aden,1.074966451887069,2.4569927286666724,13.643062619627239,32.17564816566664,4.888277358056451,5.184038776666667,9.01122413917249,5.4826462383333325,4.225856131296324,11.437862768333325,4.741397455583692,6.6645597053333345,3.89491055079275,1.6282461936666643,9.856041482611811,7.273919183000001,1.8056650713436921,17.523471242333333,24.087796084888332,25.670935506666662
Yemen,Al Bayda,45.503935383360584,55.6231024903333,1.3752479104700523,2.2967273650000006,7.206131488224718,6.040451076333338,21.134535750166176,25.045917907333337,4.177939746576164,43.53135386066668,81.88525902623572,55.36528698333333,5.916706373727243,6.564782074666676,37.609527486987865,6.401659931000001,5.817992264299064,6.163460958333335,7.218422006707027,5.561421470999992
Yemen,Al Dhale'e,30.433497446127223,42.68095542733334,5.42038716635899,5.162300602999998,2.6914033452754813,15.453605342999994,3.17451946220713,2.3024654526666626,17.824116883283168,88.45986654633334,16.668298521330843,29.20808611200002,1.034735473227727,11.551643294666672,5.522689445377201,3.045780589333332,36.31134811710908,17.157256102333307,9.365485661976804,5.4421651806666524
Yemen,Al Hudaydah,13.965556051839776,9.791294713999998,1.8891829223769372,7.866424788000012,5.185141741313927,9.435207943666674,4.755715277212308,2.6922839929999984,3.744445334300691,2.866903570333333,15.299843289398876,14.471344136333338,4.8264779398179725,2.17752996866667,7.63224441731715,2.6792399656666643,16.85555725006738,4.062846636666654,5.492633024179848,4.184184138333325
Yemen,Al Jawf,5.710667722720469,16.617082165000003,2.922623701175566,3.3400319286666633,38.52587512045919,76.55837378933332,28.828279502730638,4.487249558333338,8.595755202056855,93.52402627566666,95.05271128559208,71.60650659566666,11.747885421623106,10.489926652666679,40.09602530994566,19.075109720333344,3.015388784671433,7.338583197,2.920430091303344,3.184497876333326
Yemen,Al Maharah,8.275060645058637,9.758363800333335,3.6477720903346476,5.564978257333332,5.972404563023098,18.68458769366666,3.738310087390266,2.997183777666666,2.7025261319700906,47.122834289,88.23774713163498,73.95290620266665,22.97410877956277,25.85228751533334,3.7307112365571444,6.416273113333332,2.187392208187491,0.9830074050000004,13.109805235238506,4.846297276666671
Yemen,Al Mahwit,6.5693162000024845,5.9311859543333245,22.922755119585354,22.494486888666707,5.545456343512588,5.075300744999994,2.8216104809517395,4.486387302333343,4.891334913174793,4.373480567666667,3.4171691762027034,3.066417076666664,11.330606849912128,16.97012339700002,8.852627383238762,5.0493416859999956,29.150434538869337,24.43446574899999,16.162480358645055,33.81299374733335
Yemen,Amanat Al Asimah,8.116855553948362,5.754784655333333,6.774691457821943,5.071275303333338,31.274425367228325,26.686103176999968,10.736280864751922,41.61378890999999,3.689377228837225,1.1451406879999984,3.6645355273777978,2.9255605103333346,31.41995060027423,52.05490845433333,17.863511511869174,54.57412832433333,3.4282075845702353,2.638624234999997,1.0118388838025856,2.7874949703333396
Yemen,Amran,15.883204095023508,17.122132234666665,2.140082906243354,2.7976126026666583,17.82985548677764,5.720667139666664,64.01702961292325,49.11319001066667,2.6951743683782494,111.98667522600003,29.168176116604013,48.02063581466668,10.971141152586313,6.4541653829999905,8.22552246008299,47.92622976000002,28.19830432816124,37.670847411333334,5.061633299407714,3.963387535666662
Yemen,Dhamar,6.945261330326039,24.003583719333314,10.146270386778818,14.684593350666683,4.468781864545401,5.377755908666663,5.28423536783012,6.251041738000003,4.26571682505045,33.1642737583333,9.600166039013292,20.231192954999997,25.400880055144626,32.776631042333356,2.337133041477384,15.441040092666649,1.3364909920907562,1.2082467566666668,7.212573217326943,6.138819648333333
Yemen,Hajjah,16.301914807223998,4.842007422000001,19.55412798472937,37.20455881133333,1.0759175606202305,7.10332173,2.8837845061963328,4.617786798333338,3.982289307826386,3.840325387666669,17.455719590402996,9.570490483999983,5.147667077279994,2.9473431650000004,19.731349989144043,8.581480388666678,6.041948448575017,7.456721025333334,17.243309183379868,14.221024356999996
Yemen,Ibb,2.815078557580163,14.332342093333306,5.92344718603677,6.548419001999999,9.91676196467129,6.874914219333339,66.3216945730412,65.62903716700002,16.403167076792744,238.39454547599988,34.799360821011646,60.01854955666669,3.060134410962311,6.138703142999998,19.092953858870157,8.43979253366668,29.559073985759976,3.8140043469999965,19.441202607998875,3.1817651573333356
Yemen,Lahj,4.6403082818083075,4.555273586666663,35.590003147319266,45.01425376500002,67.29793442949013,51.941809881999966,16.58847298320507,0.9860111016666686,8.973092411512699,75.33518610066672,69.73015258150349,43.5149306423333,2.702963234505212,0.8084568880000036,4.809031742722209,2.271763158999993,63.80949598112602,63.65612613266665,1.0190483663667682,55.8045075076667
Yemen,Marib,15.35367604645718,6.153297788666667,3.568816044917048,4.2594913126666665,21.88274500845264,41.51063075333332,3.868083116975393,4.659636538000011,52.11531731039296,69.72843983733334,2.1743502970693465,14.703293091666664,23.898262644253325,44.57569544499996,4.374724621496598,9.48453419033333,4.94324684543452,2.1991737229999986,24.069374502938786,43.45955882199998
Yemen,Raymah,72.95542345678011,25.81686920599999,5.059901939037641,6.170574442333328,3.4391853885598294,9.826174079333335,14.948808959994112,9.250146989999998,35.552072475982065,10.995460262333346,38.02433433104947,3.0333781090000023,22.308268908747362,1.403072325999996,20.624679794499105,13.626039896333323,26.77408273184251,38.10955024600003,12.74673943951094,44.4982638766667
Yemen,Sa'ada,65.71623341662745,65.76361486166671,5.541836698598558,2.019507509666659,26.747204644278973,74.65053576199998,3.7410540228320794,3.60111386866667,19.409167415806092,50.004383567,10.945293452052374,63.617063776666654,9.962039612954493,21.49456494499999,12.577246026201285,8.455596650000006,30.462529137333046,46.49622965733334,3.6634402531343544,4.534820784000003
Yemen,Sana'a,13.234111130771542,10.686532293999994,16.807681014962615,17.07331808033334,5.357044816182184,5.401822036666668,38.40177587384724,29.886840299666666,5.030616298929828,5.409960338,33.4201158002033,11.124161797666671,19.27625245047877,83.40023473633333,6.624609433071749,5.6439877163333305,20.21278709622289,16.845441294000025,9.810257876699053,4.398879685666672
Yemen,Shabwah,12.058495897373563,27.671451829666694,8.122603819003231,4.444201837666667,1.4052252817963558,2.0801839356666663,0.85980620336299,1.2182905906666668,5.2636677968405685,12.151239950999996,54.963701394365344,28.705234426333323,16.49841674438586,10.98732346533332,13.120515595264338,3.244700456666672,4.322822274685209,1.3357405279999992,7.777507791876774,3.9921516739999983
Yemen,Taizz,19.988094161803378,18.50103891466666,11.072651770687612,5.278926737333331,18.592221861531673,25.193359481666654,1.400427064574536,1.4573348320000001,30.24902305998338,76.02020506233337,38.97954080266413,107.08803269866661,16.92807324509418,25.07956218499998,4.343488282169507,3.435664708666668,3.5700431381919233,6.426532832666658,10.02100074317609,8.733890331333344
