AdminStrata,Abyan,Aden,Al Bayda,Al Dhale'e,Al Hudaydah,Al Jawf,Al Maharah,Al Mahwit,Amanat Al Asimah,Amran,Dhamar,Hadramaut,Hajjah,Ibb,Lahj,Marib,Raymah,Sa'ada,Sana'a,Shabwah,Socotra,Taizz
Indicator,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities,Fatalities
2018-07-02,4.0,3.0,248.0,49.0,1183.5,327.0,0.0,0.0,5.0,9.0,0.0,17.0,136.0,3.0,99.0,97.0,0.0,578.0,155.0,7.0,0.0,400.5
2018-07-03,4.0,5.0,248.0,49.0,1145.5,321.0,0.0,0.0,5.0,9.0,0.0,17.0,124.0,3.0,105.0,97.0,0.0,581.0,160.0,7.0,0.0,403.5
2018-07-04,4.0,5.0,238.0,49.0,1083.5,331.0,0.0,0.0,5.0,9.0,0.0,17.0,124.0,11.0,105.0,97.0,0.0,542.0,166.0,12.0,0.0,393.5
2018-07-05,4.0,5.0,215.0,49.0,1059.0,321.0,0.0,0.0,6.0,9.0,0.0,17.0,123.0,11.0,111.0,97.0,0.0,546.0,176.0,12.0,0.0,385.5
2018-07-06,4.0,4.0,215.0,49.0,1136.0,309.0,0.0,0.0,6.0,9.0,0.0,17.0,113.0,11.0,121.0,97.0,0.0,546.0,186.0,19.0,0.0,385.5
2018-07-07,4.0,4.0,217.0,49.0,1188.0,294.0,0.0,0.0,6.0,9.0,0.0,17.0,113.0,11.0,125.0,107.0,0.0,560.0,186.0,19.0,0.0,380.5
2018-07-08,5.0,5.0,217.0,49.0,1231.0,292.0,0.0,0.0,6.0,9.0,0.0,17.0,113.0,11.0,125.0,107.0,0.0,568.0,186.0,19.0,0.0,405.5
2018-07-09,5.0,5.0,207.0,39.0,1242.0,262.0,0.0,0.0,6.0,9.0,0.0,15.0,113.0,11.0,145.0,87.0,0.0,591.0,186.0,19.0,0.0,401.5
2018-07-10,6.0,5.0,221.5,39.0,1207.0,253.0,0.0,0.0,6.0,9.0,0.0,16.0,103.0,11.0,145.0,77.0,0.0,602.0,196.0,19.0,0.0,394.0
2018-07-11,6.0,5.0,221.5,39.0,1202.0,243.0,0.0,0.0,6.0,9.0,0.0,14.0,99.0,11.0,155.0,75.0,0.0,581.0,206.0,19.0,0.0,360.0
2018-07-12,6.0,6.0,254.5,39.0,1200.0,233.0,0.0,0.0,6.0,9.0,0.0,13.0,105.0,11.0,158.0,70.0,0.0,624.0,206.0,16.0,0.0,331.0
2018-07-13,6.0,6.0,248.5,39.0,1203.0,223.0,0.0,1.0,6.0,9.0,0.0,13.0,105.0,11.0,158.0,70.0,0.0,649.0,216.0,16.0,0.0,326.0
2018-07-14,6.0,5.0,242.5,39.0,1171.0,241.0,0.0,1.0,6.0,12.0,0.0,13.0,105.0,11.0,160.0,70.0,0.0,646.0,216.0,16.0,0.0,306.0
2018-07-15,2.0,5.0,227.5,39.0,1152.0,256.0,0.0,1.0,3.0,15.0,0.0,13.0,135.0,11.0,160.0,70.0,0.0,666.0,216.0,16.0,0.0,287.0
2018-07-16,2.0,5.0,227.5,33.0,1055.0,244.0,0.0,1.0,3.0,20.0,0.0,13.0,119.0,11.0,150.0,70.0,0.0,673.0,220.0,16.0,0.0,251.0
2018-07-17,2.0,6.0,232.5,33.0,979.0,260.0,0.0,1.0,3.0,20.0,0.0,13.0,129.0,11.0,150.0,73.0,0.0,688.0,208.0,16.0,0.0,262.0
2018-07-18,2.0,6.0,222.5,24.0,907.0,250.0,0.0,1.0,3.0,20.0,0.0,13.0,127.0,21.0,150.0,68.0,0.0,655.0,198.0,13.0,0.0,256.0
2018-07-19,2.0,7.0,222.5,14.0,923.0,234.0,0.0,1.0,2.0,20.0,0.0,5.0,127.0,21.0,140.0,74.0,0.0,692.0,198.0,13.0,0.0,252.0
2018-07-20,2.0,7.0,232.5,11.0,902.5,259.0,0.0,1.0,2.0,20.0,0.0,5.0,127.0,21.0,150.0,81.0,0.0,704.0,184.0,20.0,0.0,275.0
2018-07-21,2.0,9.0,192.5,12.0,870.5,249.0,0.0,1.0,2.0,20.0,0.0,5.0,137.0,21.0,150.0,81.0,0.0,678.0,192.0,20.0,0.0,285.0
2018-07-22,2.0,13.0,182.5,22.0,921.5,249.0,0.0,1.0,3.0,20.0,0.0,5.0,123.0,21.0,150.0,85.0,0.0,662.0,192.0,20.0,0.0,285.0
2018-07-23,2.0,15.0,167.5,21.0,901.5,249.0,0.0,1.0,3.0,20.0,0.0,5.0,117.0,21.0,142.0,85.0,0.0,662.0,192.0,26.0,0.0,316.0
2018-07-24,2.0,20.0,163.5,21.0,936.5,269.0,0.0,1.0,3.0,20.0,0.0,5.0,127.0,18.0,143.0,95.0,0.0,637.0,182.0,26.0,0.0,307.0
2018-07-25,2.0,19.0,179.5,29.0,907.5,259.0,0.0,1.0,3.0,11.0,0.0,4.0,127.0,18.0,143.0,93.0,0.0,621.0,182.0,26.0,0.0,307.0
2018-07-26,2.0,19.0,219.5,29.0,913.5,259.0,0.0,1.0,3.0,11.0,0.0,4.0,127.0,18.0,133.0,96.0,0.0,573.0,182.0,26.0,0.0,299.0
2018-07-27,2.0,20.0,219.5,19.0,841.5,271.0,0.0,1.0,3.0,11.0,0.0,4.0,127.0,19.0,113.0,101.0,0.0,557.0,176.0,26.0,0.0,289.0
2018-07-28,2.0,20.0,229.5,19.0,830.5,281.0,0.0,1.0,3.0,11.0,0.0,4.0,137.0,19.0,113.0,96.0,0.0,551.5,152.0,27.0,0.0,279.0
2018-07-29,2.0,21.0,244.5,19.0,751.5,289.0,0.0,1.0,3.0,11.0,0.0,4.0,142.0,19.0,104.0,85.0,0.0,574.5,152.0,27.0,0.0,279.0
2018-07-30,2.0,21.0,242.5,19.0,737.5,299.0,0.0,1.0,3.0,12.0,0.0,4.0,122.0,19.0,100.0,77.0,0.0,593.5,142.0,27.0,0.0,288.0
2018-07-31,2.0,21.0,234.5,19.0,728.5,293.0,0.0,1.0,3.0,12.0,0.0,1.0,122.0,19.0,88.0,87.0,0.0,584.5,169.0,27.0,0.0,278.0
2018-08-01,2.0,21.0,232.5,19.0,723.5,285.0,0.0,1.0,2.0,12.0,0.0,1.0,106.0,19.0,88.0,87.0,0.0,581.5,166.0,26.0,0.0,276.0
2018-08-02,2.0,22.0,226.5,20.0,757.0,291.0,0.0,1.0,2.0,12.0,0.0,1.0,106.0,19.0,88.0,104.0,0.0,591.5,166.0,26.0,0.0,263.0
2018-08-03,8.0,24.0,246.5,20.0,749.0,314.0,0.0,1.0,2.0,12.0,0.0,1.0,103.0,23.0,82.0,104.0,0.0,612.5,155.0,26.0,0.0,237.0
2018-08-04,8.0,24.0,256.5,32.0,791.0,337.0,0.0,1.0,2.0,12.0,0.0,1.0,104.0,15.0,82.0,104.0,0.0,639.5,139.0,21.0,0.0,224.0
2018-08-05,8.0,24.0,256.5,32.0,821.5,337.0,0.0,1.0,1.0,12.0,0.0,1.0,106.0,15.0,76.0,104.0,0.0,639.5,129.0,21.0,0.0,229.0
2018-08-06,8.0,24.0,256.5,32.0,748.5,337.0,0.0,1.0,1.0,12.0,0.0,1.0,106.0,15.0,66.0,104.0,0.0,639.5,119.0,14.0,0.0,229.0
2018-08-07,8.0,24.0,264.5,33.0,693.5,344.0,0.0,1.0,1.0,19.0,0.0,1.0,106.0,15.0,67.0,112.0,0.0,647.5,119.0,14.0,0.0,219.0
2018-08-08,7.0,23.0,264.5,33.0,631.5,344.0,0.0,1.0,1.0,19.0,0.0,1.0,112.0,15.0,67.0,122.0,0.0,628.5,119.0,14.0,0.0,188.0
2018-08-09,9.0,23.0,264.5,33.0,636.5,340.0,0.0,1.0,1.0,19.0,0.0,1.0,112.0,15.0,47.0,122.0,0.0,661.5,109.0,14.0,0.0,162.0
2018-08-10,8.0,23.0,250.0,33.0,620.5,337.0,0.0,1.0,1.0,19.0,0.0,1.0,112.0,15.0,47.0,133.0,0.0,654.5,99.0,16.0,0.0,158.0
2018-08-11,8.0,23.0,255.0,33.0,622.5,327.0,0.0,1.0,1.0,19.0,0.0,1.0,112.0,15.0,45.0,143.0,0.0,684.5,89.0,16.0,0.0,178.0
2018-08-12,10.0,22.0,217.0,33.0,624.5,317.0,0.0,1.0,1.0,19.0,0.0,1.0,112.0,15.0,42.0,146.0,0.0,664.5,80.0,16.0,0.0,174.0
2018-08-13,10.0,22.0,227.0,33.0,637.5,317.0,0.0,0.0,1.0,21.0,0.0,1.0,122.0,15.0,42.0,146.0,0.0,686.5,70.0,16.0,0.0,179.0
2018-08-14,10.0,33.0,237.0,33.0,655.5,302.0,0.0,0.0,1.0,18.0,0.0,1.0,127.0,15.0,40.0,146.0,0.0,690.5,70.0,16.0,0.0,188.0
2018-08-15,10.0,33.0,247.0,33.0,650.5,307.0,0.0,0.0,1.0,15.0,0.0,1.0,105.0,15.0,40.0,146.0,0.0,686.5,70.0,16.0,0.0,197.0
2018-08-16,10.0,35.0,247.0,33.0,711.0,307.0,0.0,0.0,1.0,10.0,0.0,1.0,114.0,15.0,40.0,146.0,0.0,684.5,60.0,16.0,0.0,197.0
2018-08-17,10.0,34.0,217.0,33.0,712.0,326.0,0.0,0.0,1.0,10.0,0.0,1.0,124.0,15.0,40.0,143.0,0.0,685.0,60.0,16.0,0.0,191.0
2018-08-18,10.0,35.0,218.0,43.0,739.0,336.0,0.0,0.0,1.0,10.0,0.0,1.0,124.0,5.0,40.0,174.0,0.0,679.0,70.0,16.0,0.0,191.0
2018-08-19,10.0,34.0,254.0,43.0,745.0,356.0,0.0,0.0,23.0,10.0,0.0,2.0,203.0,6.0,40.0,168.0,0.0,643.0,80.0,16.0,0.0,180.0
2018-08-20,10.0,34.0,244.0,43.0,761.5,331.0,0.0,0.0,23.0,10.0,0.0,2.0,203.0,6.0,30.0,162.0,0.0,636.0,68.0,9.0,0.0,157.0
2018-08-21,10.0,32.0,286.0,42.0,778.5,327.0,0.0,0.0,23.0,10.0,0.0,2.0,223.0,6.0,40.0,162.0,0.0,634.0,58.0,9.0,0.0,161.0
2018-08-22,10.0,29.0,292.0,32.0,774.5,343.0,0.0,0.0,22.0,10.0,0.0,2.0,247.0,6.0,50.0,158.0,0.0,638.0,58.0,9.0,0.0,171.0
2018-08-23,10.0,28.0,292.0,33.0,770.5,363.0,0.0,0.0,22.0,10.0,0.0,2.0,264.0,6.0,43.0,168.0,0.0,637.0,68.0,3.0,0.0,147.0
2018-08-24,10.0,23.0,315.0,33.0,709.5,343.0,0.0,0.0,22.0,10.0,0.0,2.0,254.0,6.0,42.0,158.0,0.0,639.0,68.0,3.0,0.0,145.0
2018-08-25,10.0,23.0,300.0,25.0,729.5,344.0,0.0,0.0,22.0,10.0,2.0,2.0,255.0,6.0,52.0,158.0,0.0,656.0,68.0,3.0,0.0,156.0
2018-08-26,10.0,23.0,260.0,25.0,743.5,364.0,0.0,0.0,22.0,10.0,2.0,2.0,266.0,6.0,59.0,161.0,0.0,660.0,68.0,3.0,0.0,164.0
2018-08-27,10.0,22.0,260.0,25.0,752.5,352.0,0.0,0.0,22.0,10.0,2.0,2.0,310.0,5.0,62.0,155.0,0.0,652.0,83.0,3.0,0.0,165.0
2018-08-28,15.0,23.0,234.0,25.0,734.5,342.0,0.0,0.0,22.0,10.0,2.0,2.0,343.0,5.0,63.0,161.0,0.0,628.5,93.0,2.0,0.0,185.0
2018-08-29,15.0,22.0,219.0,25.0,743.5,342.0,0.0,0.0,22.0,10.0,2.0,2.0,367.0,6.0,62.0,161.0,0.0,606.0,103.0,2.0,0.0,190.0
2018-08-30,15.0,22.0,198.0,25.0,757.5,322.0,0.0,0.0,22.0,9.0,2.0,2.0,377.0,6.0,63.0,170.0,0.0,607.0,103.0,2.0,0.0,190.0
2018-08-31,15.0,22.0,198.0,25.0,748.5,332.0,0.0,0.0,22.0,9.0,2.0,2.0,397.0,6.0,63.0,156.0,0.0,629.0,76.0,2.0,0.0,235.0
2018-09-01,15.0,22.0,208.0,25.0,729.5,330.0,0.0,0.0,22.0,9.0,2.0,2.0,397.0,6.0,63.0,156.0,0.0,632.0,76.0,2.0,0.0,238.0
2018-09-02,15.0,21.0,208.0,25.0,684.5,314.0,0.0,0.0,22.0,9.0,2.0,2.0,397.0,6.0,63.0,138.0,0.0,615.5,66.0,2.0,0.0,258.0
2018-09-03,9.0,17.0,188.0,25.0,695.5,302.0,0.0,0.0,22.0,9.0,2.0,3.0,407.0,3.0,63.0,138.0,0.0,592.5,67.0,2.0,0.0,270.0
2018-09-04,9.0,17.0,198.0,13.0,657.5,271.0,0.0,0.0,23.0,9.0,2.0,3.0,411.0,3.0,63.0,138.0,0.0,566.5,67.0,2.0,0.0,290.0
