Split,,Split 1,Split 1,Split 10,Split 10,Split 2,Split 2,Split 3,Split 3,Split 4,Split 4,Split 5,Split 5,Split 6,Split 6,Split 7,Split 7,Split 8,Split 8,Split 9,Split 9
Type,,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive
Country,Prediction horizon,,,,,,,,,,,,,,,,,,,,
Yemen,1,0.8531267886147521,0.9391031659999991,1.5638618998937717,1.3151965725,1.2660688977238927,1.1734689489999992,0.5895987440246266,0.6009481445000009,0.6086248639937974,0.6180954565000006,0.3227568190065975,0.33063182099999955,1.4064632529697738,1.2456379624999978,0.8155838228390154,0.5794781920000004,0.5244477042892458,0.4162283389999997,1.4102965809598722,1.1426221115000008
Yemen,2,1.963337259749998,2.1092189869999998,2.7595726086615335,2.5853265665000005,2.4861625547118256,2.8423914620000006,1.8166688545605048,1.7584262735000014,1.7243830028186689,1.8865529444999993,1.938306159917628,1.4356054900000006,2.029626131360941,2.070213969499998,1.3743306215222828,1.3386659864999986,0.8616203406756601,0.6964971100000005,2.674970671227988,2.6289874119999994
Yemen,3,5.617564606007578,5.7145587455,2.954187079533998,2.769154362000001,4.971606204211413,5.95742872,2.4548276125635025,2.185602858500002,1.9381048223727153,2.8957672045000007,3.4256864144638977,2.4042512529999995,4.063930011177812,4.628614932499998,4.098561526117857,3.7607275205,2.3341120015767904,2.1296391945000033,4.108927566273545,4.254724959000004
Yemen,4,5.6218022987403655,5.837640675999998,4.091303923571145,3.794114300500003,7.9986065251123595,9.259777453499996,2.275000913685972,1.7914793890000005,2.6031828546287583,3.9575564470000053,5.488435920088863,3.931279353499999,5.121150885409682,5.724273364,4.266193912351804,4.410411376999999,3.208136607086314,2.8084045664999997,4.40731844252402,4.9690249514999945
Yemen,5,8.970244833783713,8.449337778500002,4.696723194089308,3.868749041500005,10.145366578313153,12.019295266499993,3.52649775196591,3.4917128715000016,3.75508373805757,6.446770440500002,9.494911108062489,6.990794234999997,4.511878174308821,4.944836452999994,5.080420564177876,5.540683260500001,5.8929895615387755,5.208835106000003,5.4243979161887115,5.948916800999996
Yemen,6,11.008285381399617,9.922348120499992,4.522668074906529,3.647636932500003,11.793800143046104,13.509479477999994,5.643244790456221,6.353071220999999,4.861228563049825,7.518032835000002,12.99979322368083,9.359927528999997,4.671744112159401,5.154875397500002,6.8000980284125045,7.864101670000002,8.650395422263507,7.728462284500003,5.099475229543227,5.508823806499999
Yemen,7,12.191696135710611,9.952146262499994,5.093518702127328,4.638317905500005,15.136988916125272,17.875989479499992,7.343746111372575,7.472538406000003,7.3820008252560925,12.581030646999997,15.668562831614958,11.256133492499998,6.759554810071551,7.721307001000001,7.752574165432257,8.988713450999999,8.641102142561142,7.609880252999998,5.514084403633155,6.3588114135000025
Yemen,8,16.192284441780437,12.633821336499997,6.8514515377685274,6.276564902000004,16.659033966486938,19.756801192999998,7.1859738980172265,6.9387831544999985,6.07167598879491,12.9623520555,17.358706057125538,11.705566735999998,8.862388108807489,9.397803937000003,10.438871386764863,12.448274191000008,10.068899410134422,9.0700447265,4.489550817039859,5.227430880000003
