split,h,1 Month Anomaly Rainfalls (%),Code,Day,FCG,Fatalities,Month,NDVI Anomaly,Population,Price cereals and tubers,Rainfalls (mm),Ramadan,Year,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,rCSI,reg_alpha,reg_lambda,subsample,attempt,r2_train,r2_val,shape_train,shape_val,r2_difference,loss_to_minimize
4,20,0,1,1,1,0,1,0,1,0,0,1,1,0.9,0.53,0.171,3,9.7,83,0,0.6,0.02,0.9,306,0.8088047653026108,0.7877674941717544,"(9460, 18)","(2380, 18)",0.0210372711308564,0.0720846602008162
4,21,0,1,1,1,1,1,0,1,0,0,1,1,1.0,0.645,0.216,3,1.7000000000000002,73,0,0.435,0.675,0.9,593,0.7983161827524251,0.7744306510968172,"(9440, 23)","(2380, 23)",0.0238855316556079,0.077225017333198
4,22,0,1,1,1,0,1,0,1,0,0,1,1,0.9,0.47,0.3,3,9.1,66,1,0.33,0.455,0.7000000000000001,579,0.7851476987440004,0.767520879992911,"(9440, 25)","(2360, 25)",0.0176268187510894,0.0767944635025624
4,23,1,1,1,1,0,1,0,1,0,1,1,1,0.65,0.235,0.183,3,7.4,74,1,0.975,0.2,0.8500000000000001,564,0.7810887607232966,0.7513327656353098,"(9420, 27)","(2360, 27)",0.0297559950879867,0.0865025683446017
4,24,1,1,1,1,1,1,0,1,0,0,1,1,0.8500000000000001,0.74,0.201,3,4.5,77,0,0.33,0.48,0.8,197,0.7857486586221349,0.7570448075162409,"(9400, 24)","(2360, 24)",0.028703851105894,0.0843680981874853
4,25,1,1,1,1,0,1,0,1,0,0,1,1,0.65,0.23,0.291,3,2.9000000000000004,66,1,0.09,0.88,0.6000000000000001,556,0.7732734868630249,0.7472297682688176,"(9380, 26)","(2360, 26)",0.0260437185942072,0.0862485569570376
4,26,1,1,1,1,0,1,0,1,0,0,1,1,0.9,0.215,0.266,3,9.7,67,1,0.63,0.305,0.6000000000000001,578,0.7729609272572534,0.7443195263314357,"(9360, 26)","(2360, 26)",0.0286414009258176,0.0881607024708963
4,27,0,1,1,1,1,1,0,1,0,0,1,1,1.0,0.335,0.24,3,9.1,67,1,0.785,0.58,0.6000000000000001,490,0.7674776817400341,0.7340273495283525,"(9360, 30)","(2340, 30)",0.0334503322116815,0.0931719280261668
4,28,0,1,1,1,0,1,0,1,0,1,1,1,0.95,0.435,0.224,3,2.4000000000000004,69,1,0.5,0.39,0.75,360,0.7652928538187567,0.7291625891716749,"(9340, 26)","(2340, 26)",0.0361302646470818,0.0957033291073302
4,29,0,1,1,1,0,1,0,1,0,1,1,1,0.8,0.045,0.296,3,6.4,64,0,0.55,0.49,0.75,380,0.7535791591226219,0.7184736703431758,"(9320, 19)","(2340, 19)",0.035105488779446,0.0985000944088256
4,30,1,1,1,1,1,1,0,1,0,0,1,1,0.75,0.65,0.237,3,4.4,69,0,0.84,0.835,0.7000000000000001,378,0.763529517173488,0.7143538547080976,"(9300, 24)","(2340, 24)",0.0491756624653904,0.1053641085737268
5,1,0,1,1,1,0,1,1,1,1,0,1,1,1.0,0.265,0.043,5,1.8,192,1,0.8,0.075,0.6000000000000001,448,0.9877040224796652,0.987706407400204,"(10260, 27)","(2580, 27)",2.3849205387227457e-06,0.0036904627004775
5,2,1,1,1,1,1,1,1,1,1,0,1,1,0.95,0.15,0.039,4,5.2,217,1,0.79,0.205,0.9,280,0.97517776215833,0.9751994773881196,"(10240, 33)","(2580, 33)",2.171522978955398e-05,0.0074618720133536
5,3,0,1,1,1,1,1,0,1,0,0,1,1,0.95,0.645,0.038,4,6.7,208,1,0.37,0.85,0.6000000000000001,588,0.9637893852087328,0.9637754775420616,"(10240, 30)","(2560, 30)",1.3907666671308938e-05,0.01087291980405
5,4,0,1,1,1,1,1,0,1,1,1,1,1,0.9,0.01,0.236,4,9.1,72,0,0.385,0.49,0.8,301,0.9521201166617196,0.952199314673036,"(10220, 25)","(2560, 25)",7.919801131617277e-05,0.0144194036094054
5,5,0,1,1,1,1,1,0,1,0,0,1,1,0.95,0.93,0.077,4,1.5,113,0,0.805,0.235,0.6000000000000001,453,0.9401800007499064,0.9401785935226248,"(10200, 23)","(2560, 23)",1.4072272817022835e-06,0.0179469848341252
5,6,0,1,1,1,1,1,0,1,0,0,1,1,1.0,0.125,0.091,4,3.9,100,0,0.645,0.025,0.6000000000000001,407,0.9293626649756446,0.9290426834247384,"(10180, 23)","(2560, 23)",0.0003199815509062,0.021415187592941
5,7,0,1,1,1,1,1,0,1,0,0,1,1,0.9,0.42,0.204,4,6.4,69,1,0.145,0.135,0.6000000000000001,558,0.9155286469396892,0.915490222428976,"(10160, 30)","(2560, 30)",3.842451071323083e-05,0.0253683030755924
5,8,0,1,1,1,0,1,0,1,1,1,1,1,1.0,0.33,0.053,3,5.9,159,0,0.5,0.245,0.8500000000000001,589,0.9053459314479202,0.9049465379995962,"(10160, 20)","(2540, 20)",0.0003993934483239,0.0286757959794507
5,9,0,1,1,1,1,1,0,1,0,1,1,1,0.9,0.375,0.054,3,1.1,146,1,0.875,0.3,0.8500000000000001,282,0.8932357071210472,0.8929069288386277,"(10140, 31)","(2540, 31)",0.0003287782824195,0.0322594326613795
5,10,0,1,1,1,1,1,0,1,0,1,1,1,0.95,0.075,0.228,3,7.4,74,1,0.545,0.235,0.95,287,0.8856841787910017,0.8833300033525521,"(10120, 31)","(2540, 31)",0.0023541754384496,0.0359426691696142
5,11,0,1,1,1,0,1,0,1,0,1,1,1,0.9,0.17,0.091,3,7.1000000000000005,97,1,0.08,0.655,0.8500000000000001,602,0.8674255022125025,0.8669830093127799,"(10100, 26)","(2540, 26)",0.0004424928997225,0.040082094366055
5,12,0,1,1,1,1,1,0,1,0,0,1,1,1.0,0.125,0.273,3,9.5,65,0,0.13,0.22,0.65,150,0.8568524312307303,0.8561694606340258,"(10080, 23)","(2540, 23)",0.0006829705967045,0.043422350048474
5,13,0,1,1,1,1,1,0,1,0,1,1,1,0.8500000000000001,0.46,0.104,3,8.200000000000001,88,1,0.225,0.875,0.7000000000000001,424,0.8455777492809123,0.8451179565084352,"(10080, 31)","(2520, 31)",0.000459792772477,0.0466485301564602
5,14,0,1,1,1,1,1,0,1,0,0,1,1,0.95,0.765,0.102,3,4.5,88,0,0.725,0.5700000000000001,0.7000000000000001,450,0.8324804253947655,0.8320179821063711,"(10060, 23)","(2520, 23)",0.0004624432883943,0.0505795826834464
5,15,0,1,1,1,1,1,0,1,0,0,1,1,0.7000000000000001,0.55,0.095,3,5.6000000000000005,92,1,0.73,0.56,0.6000000000000001,333,0.8260581688384744,0.8240613260179744,"(10040, 30)","(2520, 30)",0.0019968428204999,0.0535803393228076
5,16,0,1,1,1,1,1,0,1,0,0,1,1,0.6000000000000001,0.035,0.095,3,1.2000000000000002,90,1,0.98,0.23,0.8500000000000001,197,0.8130059230095132,0.8132894879175641,"(10020, 30)","(2520, 30)",0.0002835649080508,0.0562967185327815
5,17,0,1,1,1,1,1,0,1,0,0,1,1,1.0,0.945,0.076,3,4.7,101,1,0.415,0.42,0.65,265,0.8106319413253761,0.8086902985457258,"(10000, 30)","(2520, 30)",0.0019416427796502,0.0581695675481423
5,18,0,1,1,1,0,1,0,1,0,0,1,1,1.0,0.61,0.23,3,8.9,65,1,0.72,0.665,0.8,423,0.7991939284310577,0.7983153730727616,"(10000, 25)","(2500, 25)",0.0008785553582961,0.06085681022149
5,19,0,1,1,1,1,1,0,1,0,0,1,1,0.8500000000000001,0.63,0.23,3,4.1000000000000005,66,0,0.655,0.8200000000000001,0.8500000000000001,156,0.7942001799032418,0.7939168449644898,"(9980, 23)","(2500, 23)",0.0002833349387519,0.0619382804861538
5,20,0,1,1,1,0,1,0,1,0,0,1,1,0.75,0.075,0.288,3,3.4000000000000004,63,1,0.005,0.8250000000000001,0.8500000000000001,322,0.7874003114874054,0.7872001588403081,"(9960, 25)","(2500, 25)",0.0002001526470972,0.0639200134067464
5,21,0,1,1,1,1,1,0,1,0,0,1,1,0.95,0.6950000000000001,0.254,3,7.0,63,0,0.77,0.5650000000000001,1.0,346,0.772093335183259,0.7719098993392299,"(9940, 23)","(2500, 23)",0.000183435844029,0.0685004045358426
5,22,0,1,1,1,1,1,0,1,0,0,1,1,0.95,0.62,0.234,3,5.6000000000000005,64,0,0.985,0.08,0.6000000000000001,594,0.7647205843402695,0.7643202672588796,"(9920, 23)","(2500, 23)",0.0004003170813898,0.070864046654892
5,23,0,1,1,1,1,1,0,1,0,0,1,1,0.95,0.795,0.271,3,7.7,64,0,0.985,0.96,0.7000000000000001,518,0.7738448393943111,0.7657805487119378,"(9920, 23)","(2480, 23)",0.0080642906823733,0.073491551659368
5,24,0,1,1,1,1,1,0,1,0,0,1,1,0.8500000000000001,0.97,0.272,3,4.1000000000000005,62,0,0.895,0.325,0.8,529,0.7527699210023987,0.7472994750556721,"(9900, 23)","(2480, 23)",0.0054704459467266,0.077998335861989
5,25,0,1,1,1,1,1,0,1,0,0,1,1,1.0,0.995,0.283,3,5.9,61,0,0.74,0.945,0.65,308,0.7434038824188007,0.7422716118252595,"(9880, 23)","(2480, 23)",0.0011322705935412,0.0777714246898386
5,26,1,1,1,1,0,1,0,1,0,0,1,1,0.65,0.335,0.296,3,8.4,60,0,0.805,0.52,0.6000000000000001,458,0.7280887160649127,0.7281782705964679,"(9860, 19)","(2480, 19)",8.955453155523596e-05,0.0816360733526148
5,27,0,1,1,1,1,1,0,1,0,0,1,1,0.9,0.185,0.266,3,4.9,63,0,0.635,0.955,0.9,590,0.7425175766641099,0.7266067733085165,"(9840, 23)","(2480, 23)",0.0159108033555933,0.0883822893496823
5,28,0,1,1,1,1,1,0,1,0,0,1,1,0.65,0.375,0.227,3,8.700000000000001,66,0,0.525,0.625,1.0,509,0.7501543362756388,0.7291285581686517,"(9840, 23)","(2460, 23)",0.021025778106987,0.0896717437921992
5,29,0,1,1,1,0,1,0,1,0,0,1,1,0.95,0.795,0.095,3,1.5,92,0,0.62,0.66,0.7000000000000001,290,0.7491977268880994,0.7223134745725593,"(9820, 18)","(2460, 18)",0.02688425231554,0.0940596585544482
5,30,0,1,1,1,0,1,1,1,0,1,1,1,0.8500000000000001,0.11,0.19,3,5.4,68,1,0.5650000000000001,0.5700000000000001,0.9,201,0.7348231328318682,0.714439680838894,"(9800, 27)","(2460, 27)",0.0203834519929742,0.0938214765455214
6,1,0,1,1,1,1,1,1,1,0,0,1,1,1.0,0.95,0.008,6,4.1000000000000005,1000,1,0.235,0.95,0.6000000000000001,88,0.9886348789053488,0.988563677016359,"(10740, 31)","(2700, 31)",7.120188898968038e-05,0.0034593776506881
6,2,1,1,1,1,0,1,1,1,0,0,1,1,0.9,0.415,0.051,5,6.5,188,0,0.36,0.91,0.6000000000000001,580,0.9768745704119064,0.9768262926333874,"(10720, 20)","(2700, 20)",4.827777851912352e-05,0.0069714233213914
6,3,0,1,1,1,0,1,1,1,1,1,1,1,0.75,0.705,0.056,4,1.8,207,0,0.305,0.78,0.8,580,0.9658489325266564,0.9656760780521338,"(10720, 21)","(2680, 21)",0.0001728544745225,0.0103663183741688
6,4,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.985,0.029,3,7.6,398,1,0.96,0.395,0.7000000000000001,146,0.9533357483013916,0.9532588357558138,"(10700, 34)","(2680, 34)",7.691254557784521e-05,0.0140531142914869
6,5,0,1,1,1,0,1,1,1,1,1,1,1,0.95,0.8150000000000001,0.228,3,3.4000000000000004,101,0,0.08,0.475,0.7000000000000001,538,0.9439923055442742,0.9433500350445556,"(10680, 21)","(2680, 21)",0.0006422704997184,0.0172518976865206
6,6,0,1,1,1,0,1,1,1,1,1,1,1,0.95,0.745,0.089,3,5.5,142,1,0.855,0.5650000000000001,0.6000000000000001,175,0.9312848033135328,0.9308177794943868,"(10660, 28)","(2680, 28)",0.0004670238191459,0.0209414756793423
6,7,0,1,1,1,1,1,1,1,0,1,1,1,1.0,0.275,0.131,3,9.8,98,1,0.71,0.24,0.65,392,0.9165826619562192,0.9165543820428635,"(10640, 32)","(2680, 32)",2.827991335541125e-05,0.025044997352483
6,8,0,1,1,1,1,1,1,1,1,0,1,1,0.9,0.655,0.295,3,5.4,70,0,0.595,0.66,0.65,475,0.904282168782022,0.9040998491718456,"(10640, 25)","(2660, 25)",0.0001823196101764,0.0288429730925169
6,9,0,1,1,1,0,1,1,1,1,0,1,1,1.0,0.835,0.201,3,4.2,81,1,0.475,0.2,0.95,266,0.8963485509585543,0.8907235013772875,"(10620, 27)","(2660, 27)",0.0056250495812667,0.0350329694193204
6,10,0,1,1,1,1,1,0,1,1,1,1,1,1.0,0.0,0.261,3,1.5,71,0,0.7000000000000001,0.21,0.75,311,0.8831127329299707,0.8773141575513533,"(10600, 25)","(2660, 25)",0.0057985753786173,0.0391251828860409
6,11,0,1,1,1,0,1,0,1,0,0,1,1,0.95,0.375,0.213,3,2.1,81,0,0.905,0.8,0.65,331,0.8761964762312199,0.8639186163308032,"(10580, 18)","(2660, 18)",0.0122778599004166,0.0457355590609256
6,12,0,1,1,1,0,1,1,1,0,1,1,1,1.0,0.55,0.249,3,3.2,76,0,0.515,0.53,0.9,328,0.8699593536351315,0.8530300022973676,"(10560, 20)","(2660, 20)",0.0169293513377639,0.0508627398458953
6,13,0,1,1,1,0,1,0,1,0,0,1,1,0.7000000000000001,0.58,0.271,3,6.7,69,1,0.98,0.91,0.8,368,0.8525664663048725,0.8357674987049405,"(10560, 25)","(2640, 25)",0.016798967599932,0.0559893374284906
6,14,0,1,1,1,0,1,0,1,0,0,1,1,0.95,0.6,0.252,3,9.6,68,0,0.3,0.96,0.75,546,0.8386000608946184,0.816110079295534,"(10540, 18)","(2640, 18)",0.0224899815990843,0.0641629688509735
6,15,0,1,1,1,0,1,1,1,0,0,1,1,0.8500000000000001,0.73,0.133,3,5.2,96,0,0.355,0.61,0.7000000000000001,439,0.8414688469291668,0.805757296040511,"(10520, 19)","(2640, 19)",0.0357115508886557,0.0725574315433089
6,16,0,1,1,1,0,1,0,1,1,0,1,1,0.6000000000000001,0.255,0.268,3,1.3,75,1,0.195,0.915,0.9,583,0.8363213934677873,0.7972507220250384,"(10500, 26)","(2640, 26)",0.0390706714427488,0.076453051969588
6,17,0,1,1,1,1,1,0,1,0,1,1,1,1.0,0.8,0.268,3,7.800000000000001,65,0,0.765,0.985,0.6000000000000001,406,0.8164362464546355,0.780016221736429,"(10480, 24)","(2640, 24)",0.0364200247182064,0.0805631433663538
6,18,0,1,1,1,1,1,0,1,0,0,1,1,0.95,0.11,0.24,3,3.3000000000000003,75,0,0.12,0.425,0.6000000000000001,546,0.8271750539555458,0.7845096077214065,"(10480, 23)","(2620, 23)",0.0426654462341392,0.0817132961772337
6,19,0,1,1,1,0,1,0,1,0,0,1,1,0.8500000000000001,0.53,0.145,3,2.9000000000000004,93,0,0.455,0.91,0.75,263,0.8156923866035937,0.7729739004379498,"(10460, 18)","(2620, 18)",0.0427184861656438,0.0851952243348726
6,20,0,1,1,1,0,1,0,1,0,0,1,1,0.6000000000000001,0.445,0.254,3,2.2,70,1,0.97,0.625,0.8500000000000001,428,0.7974957499960696,0.7608750411250295,"(10440, 25)","(2620, 25)",0.0366207088710401,0.0863857712109072
6,21,0,1,1,1,0,1,0,1,0,0,1,1,0.65,0.8250000000000001,0.127,3,2.9000000000000004,106,0,0.235,0.88,0.7000000000000001,131,0.8100224590109252,0.7534199690342442,"(10420, 18)","(2620, 18)",0.0566024899766809,0.0966150052803991
6,22,1,1,1,1,0,1,0,1,0,0,1,1,0.75,0.9,0.239,3,6.4,74,0,0.855,0.045,0.9,437,0.7996076309117949,0.7429635189515167,"(10400, 19)","(2620, 19)",0.0566441119602781,0.0997685890986562
6,23,0,1,1,1,0,1,0,1,0,0,1,1,0.75,0.515,0.091,3,2.3000000000000003,146,0,0.845,0.27,0.9,302,0.8129743167175636,0.7514474529625619,"(10400, 18)","(2600, 18)",0.0615268637550017,0.0991765096132321
6,24,0,1,1,1,0,1,0,1,0,0,1,1,0.8,0.51,0.075,3,3.8,161,0,0.525,0.395,0.8500000000000001,195,0.8074735607515517,0.7355493570033158,"(10380, 18)","(2600, 18)",0.0719242037482359,0.1081048743982996
6,25,0,1,1,1,0,1,0,1,0,0,1,1,0.6000000000000001,0.935,0.101,3,1.6,134,0,0.925,0.945,1.0,593,0.7991015352463604,0.7402290167427847,"(10360, 18)","(2600, 18)",0.0588725185035756,0.1014803023785948
6,26,0,1,1,1,1,1,0,1,0,0,1,1,0.6000000000000001,0.58,0.286,3,1.7000000000000002,72,0,0.755,0.96,0.65,595,0.7865888079051873,0.7338173382088726,"(10340, 23)","(2600, 23)",0.0527714696963146,0.100963386415864
6,27,0,1,1,1,0,1,0,1,0,0,1,1,0.9,0.435,0.285,3,8.0,71,0,0.15,0.35,0.65,387,0.7780531030567572,0.7354980076244673,"(10320, 18)","(2600, 18)",0.0425550954322899,0.0963726358855758
6,28,0,1,1,1,1,1,0,1,0,0,1,1,0.6000000000000001,0.955,0.291,3,4.0,65,0,0.81,0.84,0.7000000000000001,553,0.751738742680273,0.7153710809867952,"(10320, 23)","(2580, 23)",0.0363676616934777,0.0999357403813525
6,29,0,1,1,1,0,1,0,1,0,0,1,1,0.9,0.39,0.25,3,5.6000000000000005,79,0,0.46,0.665,1.0,375,0.7848265113940597,0.726736039077283,"(10300, 18)","(2580, 18)",0.0580904723167766,0.1052153772035257
6,30,0,1,1,1,0,1,1,1,0,0,1,1,0.8500000000000001,0.39,0.167,3,4.4,89,0,0.5,0.34,0.75,158,0.7865428373719601,0.7249466725298597,"(10280, 19)","(2580, 19)",0.0615961648421004,0.1071544641778822
7,1,1,1,1,1,1,1,1,1,1,0,1,1,0.7000000000000001,0.195,0.018,6,9.1,620,1,0.29,0.115,0.8500000000000001,442,0.9896196574336394,0.989617192134932,"(11240, 33)","(2820, 33)",2.4652987073991994e-06,0.0031158284790033
7,2,1,1,1,1,1,1,1,1,1,1,1,1,0.9,0.415,0.018,5,3.8,570,1,0.41,0.24,0.95,541,0.9795116979328308,0.9794277398204458,"(11220, 34)","(2820, 34)",8.395811238492978e-05,0.0062052612988202
7,3,0,1,1,1,1,1,1,1,1,0,1,1,0.95,0.47,0.037,5,9.3,282,1,0.32,0.975,0.65,579,0.9699979849038372,0.9698399098753044,"(11200, 32)","(2820, 32)",0.0001580750285328,0.0091112570488218
7,4,1,1,1,1,1,1,1,1,0,0,1,1,0.8500000000000001,1.0,0.032,4,5.0,396,0,0.75,0.11,0.95,410,0.9591718422431916,0.9591517689266104,"(11200, 25)","(2800, 25)",2.007331658138156e-05,0.0122624986486494
7,5,0,1,1,1,0,1,1,1,1,0,1,1,0.8,0.035,0.165,4,1.3,107,1,0.49,0.84,0.65,481,0.949373732012924,0.9494454940160384,"(11180, 27)","(2800, 27)",7.176200311442837e-05,0.0152381137983029
7,6,0,1,1,1,0,1,1,1,1,0,1,1,0.95,0.395,0.018,4,3.9,450,1,0.06,0.06,0.7000000000000001,584,0.9377763694681291,0.9375833794399432,"(11160, 27)","(2800, 27)",0.000192990028186,0.0188021821792915
7,7,0,1,1,1,1,1,1,1,1,1,1,1,0.75,0.5700000000000001,0.04,3,2.1,367,0,0.355,0.94,0.65,503,0.9270306203792162,0.9268781687124892,"(11140, 26)","(2800, 26)",0.0001524516667269,0.0219975300529439
7,8,0,1,1,1,0,1,1,1,1,1,1,1,0.95,0.68,0.072,3,2.7,218,0,0.06,0.505,0.65,601,0.9175829862321544,0.9171160073153778,"(11120, 21)","(2800, 21)",0.0004669789167764,0.0250519893720972
7,9,0,1,1,1,1,1,1,1,0,1,1,1,0.95,0.605,0.118,3,6.1000000000000005,125,1,0.015,0.805,0.8500000000000001,412,0.9027579150817832,0.9027743799185026,"(11120, 32)","(2780, 32)",1.646483671935428e-05,0.0291841508611685
7,10,0,1,1,1,0,1,1,1,0,1,1,1,1.0,0.74,0.025,3,3.9,393,0,0.58,0.345,0.7000000000000001,420,0.8928004488460707,0.8926550424981501,"(11100, 20)","(2780, 20)",0.0001454063479205,0.0322616497897232
7,11,0,1,1,1,0,1,1,1,0,1,1,1,0.8,0.095,0.168,3,8.3,91,1,0.445,0.265,0.65,385,0.8783532516776513,0.8784493624037015,"(11080, 27)","(2780, 27)",9.611072605020254e-05,0.0365613020049397
7,12,0,1,1,1,1,1,0,1,0,0,1,1,0.7000000000000001,0.545,0.212,3,4.6000000000000005,86,1,0.865,0.18,0.7000000000000001,531,0.87145771290675,0.8669883780450015,"(11060, 30)","(2780, 30)",0.0044693348617484,0.0416912205311989
7,13,1,1,1,1,1,1,0,1,0,1,1,1,0.7000000000000001,0.63,0.289,3,3.0,67,0,0.76,0.33,0.75,154,0.8480515010804978,0.8440567678084869,"(11040, 25)","(2780, 25)",0.0039947332720108,0.0483808629662582
7,14,0,1,1,1,0,1,0,1,0,1,1,1,0.9,0.8250000000000001,0.245,3,6.2,73,0,0.795,0.485,0.75,258,0.8452292971341648,0.8417688121266165,"(11040, 19)","(2760, 19)",0.0034604850075483,0.0488535503650344
7,15,0,1,1,1,0,1,1,1,0,0,1,1,0.95,0.845,0.277,3,2.3000000000000003,70,0,0.46,0.08,0.6000000000000001,481,0.8382091689332898,0.8313349972584915,"(11020, 19)","(2760, 19)",0.0068741716747983,0.0533491694923718
7,16,0,1,1,1,0,1,1,1,0,0,1,1,0.95,0.88,0.276,3,8.8,71,0,0.755,0.16,1.0,273,0.8355022570716157,0.8213580404685947,"(11000, 19)","(2760, 19)",0.014144216603021,0.0592502745006299
7,17,0,1,1,1,0,1,0,1,0,1,1,1,0.7000000000000001,0.105,0.277,3,5.2,72,0,0.52,0.295,1.0,394,0.8250590556189036,0.8065412328428618,"(10980, 19)","(2760, 19)",0.0185178227760417,0.0654447592575581
7,18,0,1,1,1,0,1,1,1,0,0,1,1,0.7000000000000001,0.945,0.239,3,3.0,74,1,0.49,1.0,1.0,422,0.8167901980165502,0.8024432163346473,"(10960, 26)","(2760, 26)",0.0143469816819028,0.0650058277723669
7,19,0,1,1,1,0,1,1,1,0,0,1,1,0.95,0.11,0.106,3,7.4,106,0,0.225,0.545,0.6000000000000001,411,0.8202056877809862,0.7974136022889413,"(10960, 19)","(2740, 19)",0.0227920854920449,0.0698927535101355
7,20,0,1,1,1,0,1,1,1,0,0,1,1,0.7000000000000001,0.6950000000000001,0.263,3,4.9,73,1,0.14,0.84,0.8,598,0.8098469422197858,0.787159415894073,"(10940, 26)","(2740, 26)",0.0226875263257128,0.0729271857620632
7,21,0,1,1,1,0,1,0,1,0,0,1,1,0.7000000000000001,0.045,0.273,3,9.4,70,0,0.365,0.335,0.7000000000000001,537,0.7951497005933091,0.7757453256992065,"(10920, 18)","(2740, 18)",0.0194043748941026,0.0750381522478791
7,22,0,1,1,1,0,1,0,1,0,0,1,1,0.75,0.77,0.274,3,6.7,73,1,0.78,0.66,1.0,419,0.8016068665349412,0.7732240483739244,"(10900, 25)","(2740, 25)",0.0283828181610167,0.0793859127522293
7,23,1,1,1,1,0,1,0,1,0,1,1,1,0.8,0.43,0.298,3,5.800000000000001,72,0,0.44,0.595,0.9,590,0.7970215708358489,0.7711040187599475,"(10880, 20)","(2740, 20)",0.0259175520759014,0.0790358152023763
7,24,0,1,1,1,1,1,1,1,0,0,1,1,0.65,0.195,0.189,3,8.6,87,0,0.595,1.0,1.0,72,0.8027109430943944,0.7746460472901766,"(10880, 24)","(2720, 24)",0.0280648958042177,0.0788321441346341
7,25,0,1,1,1,0,1,0,1,0,0,1,1,0.95,0.375,0.221,3,5.7,80,0,0.37,0.75,0.9,424,0.7910699000247055,0.7667149195261836,"(10860, 18)","(2720, 18)",0.0243549804985218,0.0797275163415536
7,26,1,1,1,1,0,1,0,1,0,0,1,1,0.65,1.0,0.279,3,7.800000000000001,72,0,0.355,0.76,0.6000000000000001,582,0.7792165763214786,0.7655144390256123,"(10840, 19)","(2720, 19)",0.0137021372958662,0.0758265232106627
7,27,0,1,1,1,0,1,0,1,0,0,1,1,0.7000000000000001,0.525,0.011,3,9.1,685,0,0.76,0.53,1.0,267,0.7776819140507805,0.748278214456727,"(10820, 18)","(2720, 18)",0.0294036995940534,0.0872780155006032
7,28,0,1,1,1,0,1,0,1,0,1,1,1,0.65,0.105,0.195,3,1.7000000000000002,91,0,0.925,0.53,0.6000000000000001,248,0.7879179009318981,0.7555455292442377,"(10800, 19)","(2720, 19)",0.0323723716876603,0.0862852899017928
7,29,0,1,1,1,0,1,0,1,0,0,1,1,1.0,0.15,0.208,3,5.6000000000000005,79,0,0.635,0.77,0.6000000000000001,592,0.7703083664770536,0.7437802464290297,"(10800, 18)","(2700, 18)",0.0265281200480238,0.0874771740905006
7,30,0,1,1,1,0,1,0,1,0,0,1,1,0.95,0.725,0.168,3,6.0,82,0,0.955,0.395,0.8,496,0.7664238773336784,0.7373019701393095,"(10780, 18)","(2700, 18)",0.0291219071943689,0.0904581718359547
8,1,0,1,1,1,0,1,1,1,1,0,1,1,0.75,0.93,0.035,6,1.8,340,1,0.915,0.92,0.7000000000000001,577,0.989530002435186,0.9895439426688186,"(11740, 27)","(2940, 27)",1.3940233632658838e-05,0.003150757432987
8,2,0,1,1,1,1,1,1,1,0,0,1,1,1.0,0.14,0.027,6,4.2,318,0,0.785,0.375,0.65,579,0.9795312287888538,0.979504100586568,"(11720, 24)","(2940, 24)",2.7128202285675584e-05,0.0061596211049438
8,3,0,1,1,1,0,1,1,1,1,0,1,1,0.9,0.395,0.028,5,3.1,349,0,0.8250000000000001,0.715,0.65,335,0.9693970553813436,0.9694053570454768,"(11700, 20)","(2940, 20)",8.301664133125719e-06,0.00918669455049
8,4,0,1,1,1,1,1,1,1,1,1,1,1,0.8,0.71,0.152,4,1.5,113,1,0.64,0.215,0.65,501,0.9587043446001464,0.9583346711037306,"(11680, 33)","(2940, 33)",0.0003696734964157,0.012647468067447
8,5,0,1,1,1,0,1,1,1,1,1,1,1,0.75,0.925,0.012,4,9.2,774,0,0.285,0.5700000000000001,0.65,258,0.947931991078985,0.947933775916163,"(11680, 21)","(2920, 21)",1.7848371780537775e-06,0.0156216520623291
8,6,0,1,1,1,0,1,1,1,1,1,1,1,0.75,0.34,0.098,4,1.4,132,0,0.435,0.485,0.8,140,0.939047007630983,0.9382216846768804,"(11660, 21)","(2920, 21)",0.0008253229541027,0.018863623778577
8,7,0,1,1,1,0,1,1,1,1,0,1,1,0.9,0.02,0.046,4,4.6000000000000005,190,0,0.97,0.71,0.65,597,0.9259192030577148,0.9260747109968124,"(11640, 20)","(2920, 20)",0.0001555079390976,0.0223330946400539
8,8,1,1,1,1,0,1,0,1,1,1,1,1,0.75,0.525,0.157,3,8.5,119,0,0.905,0.835,0.65,412,0.9144740597765604,0.9138586961642672,"(11620, 21)","(2920, 21)",0.0006153636122933,0.0260885365956372
8,9,0,1,1,1,0,1,1,1,1,1,1,1,0.9,0.45,0.102,3,7.4,145,0,0.745,0.91,0.8500000000000001,444,0.9055710811087714,0.9056080709574348,"(11600, 21)","(2920, 21)",3.698984866351562e-05,0.028354568561433
8,10,0,1,1,1,0,1,1,1,0,1,1,1,0.95,0.755,0.101,3,8.9,165,0,0.72,0.6900000000000001,1.0,602,0.8991884628098583,0.8980908451959289,"(11600, 20)","(2900, 20)",0.0010976176139294,0.0310117934867931
8,11,0,1,1,1,0,1,1,1,0,0,1,1,0.95,0.555,0.173,3,6.9,94,1,0.7000000000000001,0.47,0.7000000000000001,424,0.88175775711484,0.8819989500209107,"(11580, 26)","(2900, 26)",0.0002411929060707,0.0356415078997975
