AdminStrata,Bamako,Bamako,Bamako,Bamako,Bamako,Kayes,Kayes,Kayes,Kayes,Kayes,Koulikoro,Koulikoro,Koulikoro,Koulikoro,Koulikoro,Mopti,Mopti,Mopti,Mopti,Mopti,Mopti,Mopti,Mopti,Mopti,Mopti,Mopti,Mopti,Mopti,Mopti,Mopti,Segou,Segou,Segou,Segou,Segou,Sikasso,Sikasso,Sikasso,Sikasso,Sikasso,Tombouctou-Taoudeni,Tombouctou-Taoudeni,Tombouctou-Taoudeni,Tombouctou-Taoudeni,Tombouctou-Taoudeni,Tombouctou-Taoudeni,Tombouctou-Taoudeni,Tombouctou-Taoudeni,Tombouctou-Taoudeni,Tombouctou-Taoudeni,Tombouctou-Taoudeni,Tombouctou-Taoudeni,Tombouctou-Taoudeni,Tombouctou-Taoudeni,Tombouctou-Taoudeni
Food Group,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers
Commodity,Maize (KG),Millet (KG),Rice (imported) (KG),Rice (local) (KG),Sorghum (KG),Maize (KG),Millet (KG),Rice (imported) (KG),Rice (local) (KG),Sorghum (KG),Maize (KG),Millet (KG),Rice (imported) (KG),Rice (local) (KG),Sorghum (KG),Cassava (KG),Couscous (KG),Maize (KG),Millet (KG),Pasta (macaroni) (G),Pasta (spaghetti) (G),Potatoes (red) (KG),Rice (imported) (KG),Rice (local) (KG),Rice (paddy) (KG),Semolina (KG),Sorghum (KG),Sweet potatoes (KG),Wheat (KG),Wheat flour (KG),Maize (KG),Millet (KG),Rice (imported) (KG),Rice (local) (KG),Sorghum (KG),Maize (KG),Millet (KG),Rice (imported) (KG),Rice (local) (KG),Sorghum (KG),Cassava (KG),Couscous (KG),Maize (KG),Millet (KG),Pasta (macaroni) (G),Pasta (spaghetti) (G),Potatoes (red) (KG),Rice (imported) (KG),Rice (local) (KG),Rice (paddy) (KG),Semolina (KG),Sorghum (KG),Sweet potatoes (KG),Wheat (KG),Wheat flour (KG)
2019-07-31,0.29568750000000005,0.3351125,0.6172124999999999,0.6255124999999999,0.332,0.32768,0.4304666666666666,0.5878166666666665,0.8299,0.3773666666666667,0.24307142857142858,0.30691111111111113,0.5831222222222221,0.6340199999999999,0.2781222222222222,,,0.2855,0.32105294117647054,,,,0.5999,0.6252307692307693,,,0.32118749999999996,,,,0.25453333333333333,0.23903999999999997,0.5809,0.5549111111111111,0.24309999999999998,0.19422,0.2793181818181818,0.6150090909090908,0.6154400000000001,0.2671090909090909,,,0.3984,0.43566,,,,0.618,0.5570266666666667,,,0.40303000000000005,,,
2019-08-31,0.29669999999999996,0.33696249999999994,0.614125,0.6275875,0.32805,0.32004,0.43754,0.5892,0.8299,0.38180000000000003,0.23595714285714284,0.2803555555555555,0.5984222222222221,0.639,0.26006666666666667,,,0.28385,0.31362499999999993,,,,0.6071,0.6166769230769231,,,0.31004444444444446,,,,0.2520857142857143,0.24617,0.5809,0.5616599999999999,0.24955555555555556,0.21994999999999998,0.30673999999999996,0.6058,0.62108,0.28684000000000004,,,0.3984,0.43366666666666664,,,,0.6085666666666666,0.5604399999999999,,,0.41386666666666666,,,
2019-09-30,0.29669999999999996,0.3330125,0.5989624999999998,0.628625,0.3305375,0.32270000000000004,0.43255999999999994,0.5892,0.831,0.3705,0.23358571428571426,0.2997222222222222,0.6068374999999999,0.6406599999999999,0.2794333333333333,,,0.28385,0.3187999999999999,,,,0.6048888888888888,0.6120583333333334,,,0.31143750000000003,,,,0.24497142857142856,0.23903,0.5809,0.56049,0.24881111111111112,0.222425,0.30476,0.61212,0.61776,0.27986,,,0.4149999999999999,0.4288066666666666,,,,0.6085666666666667,0.5500333333333333,,,0.40804545454545454,,,
2019-10-31,0.27508571428571427,0.313325,0.5881624999999999,0.6244749999999999,0.3122875,0.30710000000000004,0.4269200000000001,0.5892,0.831,0.36852,0.238625,0.3154,0.5809,0.64564,0.29050000000000004,,,0.249,0.31142307692307686,,,,0.6229666666666667,0.6028999999999999,,,0.33330000000000004,,,,0.23156666666666667,0.22686666666666666,0.5601499999999999,0.5413666666666667,0.2384833333333333,0.21745,0.29514,0.6191,0.6167999999999999,0.27186000000000005,,,0.39009999999999995,0.4257,,,,0.5809,0.5425133333333333,,,0.39152499999999996,,,
2019-11-30,0.25342857142857145,0.31125,0.5912875,0.6224,0.30995,0.29978000000000005,0.41434,0.5941799999999999,0.8326666666666666,0.36146,0.22548333333333334,0.27390000000000003,0.6016499999999999,0.6345166666666667,0.2402333333333333,,,0.2349,0.3084692307692307,,,,0.6293166666666666,0.59275,,,0.3106571428571429,,,,0.1999,0.21471,0.5601499999999999,0.52448,0.20698999999999995,0.16061,0.27181818181818185,0.6282636363636364,0.61316,0.22464545454545456,,,0.38244285714285714,0.40824,,,,0.6639,0.5162800000000001,,,0.3705,,,
2019-12-31,0.26311,0.31747499999999995,0.5878166666666665,0.6196333333333333,0.31747499999999995,0.2665285714285715,0.39338333333333336,0.5974999999999999,0.8003,0.39338333333333336,0.2438125,0.28767,0.5963399999999999,0.64315,0.28767,,,0.2349,0.27749999999999997,,,,0.6213,0.5715642857142856,,,0.2782727272727273,,,,0.20357272727272724,0.23465,0.570525,0.5003142857142856,0.23464999999999994,0.1785181818181818,0.2943909090909091,0.6034583333333332,0.596125,0.2943909090909091,,,0.335725,0.3866466666666667,,,,0.6639,0.48068000000000005,,,0.37122727272727274,,,
2020-01-31,0.26020000000000004,0.3153833333333333,0.6224,0.6224,0.3063666666666666,0.26865714285714287,0.38013333333333327,0.7986333333333332,0.7986333333333332,0.3044857142857143,0.24317500000000003,0.29465,0.64315,0.64315,0.26873,,,0.26726666666666665,0.2876875,,,,0.5873499999999999,0.5665785714285715,,,0.281775,,,,0.20975454545454547,0.23239285714285715,0.5051,0.5045857142857143,0.21104285714285714,0.17712,0.2817272727272727,0.586875,0.586875,0.24385454545454543,,,0.35735714285714293,0.3903066666666667,,,,0.47759999999999997,0.48144,,,0.3639333333333333,,,
2020-02-29,0.2608833333333333,0.321625,0.5817333333333331,0.6275166666666666,0.30749999999999994,0.27317142857142857,0.3889666666666667,0.6252571428571427,0.8041666666666667,0.31824285714285716,0.25418750000000007,0.29796999999999996,0.5933499999999998,0.64315,0.2699,,,0.23406666666666665,0.2772058823529412,,,,0.6174222222222222,0.5517500000000001,,,0.29630000000000006,,,,0.2151909090909091,0.2354615384615384,0.570525,0.5160769230769231,0.22372307692307694,0.18556999999999998,0.2849,0.6076083333333332,0.5893583333333333,0.2545727272727273,,,0.33033333333333337,0.3746785714285714,,,,,0.47019285714285713,,,0.34482727272727276,,,
