Country,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria
Split,Split 1,Split 1,Split 2,Split 2,Split 3,Split 3,Split 4,Split 4,Split 5,Split 5,Split 6,Split 6,Split 7,Split 7
Type,r2_model,r2_naive,r2_model,r2_naive,r2_model,r2_naive,r2_model,r2_naive,r2_model,r2_naive,r2_model,r2_naive,r2_model,r2_naive
Prediction horizon,,,,,,,,,,,,,,
1,0.7372906789637328,0.7309990353311193,0.8625027704300291,0.8835876122888584,0.9405943932286962,0.955530945632738,0.9966224726704006,0.9999459520391321,0.9494971885519302,0.9553620534694324,0.9512233100844784,0.9513919665443678,0.9471202885625248,0.9648191163433635
2,0.39880648189159473,0.3971267492733287,0.734771070440732,0.7585131877244241,0.8531471126085717,0.8771274412838931,0.9847936670640762,0.9834867287486542,0.8656049986587121,0.8713597870772849,0.8122508288780705,0.7864867138830218,0.9461354296125946,0.9553634976426977
3,0.4337267446390738,0.4371342244217612,0.41327976994422777,0.4731580547929861,0.8286438715126934,0.8329263355339928,0.9079717673333609,0.9137474959235088,0.6818699701142259,0.6780741383853831,0.6984197473904894,0.6694164851942594,0.9299166943940376,0.9329061503331201
4,0.35526485235604566,0.3579356594897557,0.40812717752120387,0.4641534292458821,0.7367494651342602,0.7707640029274124,0.8630774406224584,0.8831180878892967,0.5889047980532107,0.5755135096591643,0.530203852293798,0.4377933828270004,0.9501871154440766,0.9483176457643124
5,0.27676691881771887,0.28334262532956644,0.31580592266008367,0.3752851180188653,0.7196890139807055,0.7613962822380733,0.7654551815503855,0.7271463681035155,0.5918925403854972,0.5804197957669551,0.5144440408435466,0.33648146011323243,0.921730437382536,0.9129013943831981
6,0.21951919384399599,0.23877396533727058,0.2791108535452417,0.33724510900713045,0.7332746750632917,0.7817651786293442,0.7312626267826006,0.5610822214317204,0.5300711282006367,0.5467944105759994,0.5071051284515983,0.22409513532408998,0.9242149815095707,0.9305591972924128
7,0.25169492933065496,0.2702032348731982,0.14598908755576978,0.1855308291761738,0.7594410549205801,0.8016925677938167,0.698284547215348,0.5046639631384943,0.48779129136717914,0.5072929276546,0.569987175530163,0.26332263450826576,0.91194480319834,0.9302489168091026
8,0.26018545120570136,0.26735676244924145,0.06113606793961257,0.09311067038500709,0.744485845965761,0.7945143595462121,0.7094217792180264,0.5046639631384943,0.40991794939141946,0.42908070585382174,0.4970502843937775,0.0652798016321523,0.9046731392942754,0.9315891541158168
9,0.20675876925753267,0.18355719627657752,0.14753981755497447,0.17945941888662165,0.6982523851086012,0.7419078038716831,0.6368698410322032,0.3406958182689531,0.33738718584443805,0.39056261058658037,0.4698175815835912,-0.0046903515925125205,0.8349489919917693,0.8988195677825164
