,Al-Hasakeh,Aleppo,As-Sweida,Damascus,Dar'a,Hama,Homs,Lattakia,Rural Damascus,Tartous
,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI,rCSI
2018-09-02,36.21718333333334,22.01658666666667,26.785619999999998,24.58671666666667,46.9263,24.90210586100814,24.73093,30.51581,27.731287868681118,26.557280000000002
2018-09-03,35.61144,21.95491,26.13854333333333,25.097246666666667,46.13910629727072,23.343348791975966,22.49017333333333,29.83509666666666,27.590794119862494,26.386813333333336
2018-09-04,35.50402999999999,21.572113333333338,26.50247999999999,26.11976,45.66537016094935,20.942526777287874,19.40814333333333,29.636679999999995,27.922566127666887,26.32880666666667
2018-09-05,36.02279333333333,21.296620000000004,26.73388666666666,28.539090000000005,45.611746306521546,19.802920123216328,18.088053333333335,30.379446666666663,27.911043591342846,26.07892666666667
2018-09-06,36.83014666666667,21.33924666666667,27.585253333333327,30.060896666666675,45.7223410951703,19.096899072457912,17.667583333333337,32.076029999999996,28.125496148126743,26.79507
2018-09-07,37.61653666666667,21.49569666666667,27.837703333333327,30.857290000000006,45.686387422622204,18.76865806733838,17.36207666666667,33.39727666666666,28.033473790559754,27.16535
2018-09-08,37.74277666666667,21.933453333333336,27.074599999999993,31.00486666666667,45.063488014220724,19.497255426792933,18.250616666666673,32.56207333333332,28.052310430384065,27.410626666666662
2018-09-09,37.84660666666668,21.37426666666667,26.077799999999993,31.400756666666666,44.60027723880493,20.79351070395706,20.180693333333338,31.253993333333323,27.61629292483479,27.419543333333326
2018-09-10,37.54722000000001,20.60901333333334,25.713489999999993,31.89197333333333,43.984463318490015,22.600552655762744,22.764550000000003,29.948279999999983,27.145608414752616,27.672589999999996
2018-09-11,38.87969000000001,20.007730000000006,26.003843333333325,31.925536666666662,45.42003264875578,24.5287023067943,25.538406666666674,30.62815333333332,27.320728975845643,28.41456333333333
2018-09-12,39.440650000000005,20.25617,25.937586666666657,32.144529999999996,46.774072463725844,26.30747762928526,27.568536666666674,31.541006666666657,28.333493920164045,29.819189999999995
2018-09-13,39.52196666666667,20.420490000000004,25.03084999999999,32.83559666666667,47.23777185927915,28.12362083108498,29.777790000000007,32.767439999999986,29.029293573885393,30.439976666666663
2018-09-14,38.68083666666667,20.265913333333337,23.91440999999999,34.10183666666667,47.0655253540259,28.25452532099567,29.708720000000003,32.524999999999984,29.580681560340526,29.531149999999997
2018-09-15,38.326656666666665,19.830813333333335,23.278373333333324,34.32011666666667,51.09750522855213,28.240529180261902,29.206346666666672,32.17270999999998,29.67051359185268,26.768959999999993
2018-09-16,36.74586,19.58151666666667,21.711219999999994,33.64377333333332,49.963771291398764,27.83412864408518,28.48031666666667,31.618373333333313,30.566139452871024,23.98154666666666
2018-09-17,35.14124,19.198853333333336,20.768279999999994,32.87501333333332,47.947109331546166,27.724434239915354,28.221910000000005,32.18999333333331,31.41189699432655,22.071029999999993
2018-09-18,33.61857,18.990716666666668,19.960153333333327,32.748093333333316,40.95673162973959,27.544638758195394,28.221910000000005,33.09095666666665,32.099666682953334,22.15914333333333
2018-09-19,34.38324333333333,18.885003333333334,21.63668666666666,32.45391999999999,44.866886567190704,27.381736453984264,28.221910000000005,33.91094666666665,31.84614715874187,23.134509999999995
2018-09-20,34.95207666666667,19.096473333333336,23.84901333333332,31.506386666666653,44.13562026227476,27.218834149773134,28.221910000000005,34.872016666666646,31.223880815665797,24.32054666666666
2018-09-21,35.50719666666667,19.404030000000002,25.898913333333322,30.408543333333316,44.025909261496025,27.019300234045577,28.221910000000005,35.580386666666655,30.815235876257017,24.56552333333333
2018-09-22,35.40708,19.573646666666672,26.125876666666652,29.774836666666655,39.05741389224405,27.019300234045577,28.221910000000005,36.47569333333332,30.712389082053758,24.94441333333333
2018-09-23,35.40708,19.524653333333337,26.22118666666665,28.826259999999987,38.822958883330266,26.93521665119583,28.221910000000005,36.55550333333331,30.56551138972209,24.66590666666666
2018-09-24,35.40708,19.475660000000005,26.89442666666665,28.04276999999999,38.23026192474622,26.723410612657627,28.221910000000005,36.50277666666664,30.332702706262662,24.22777666666666
2018-09-25,34.95618666666667,19.45749666666667,27.846076666666647,27.25919999999999,37.38154714444725,26.619504396045418,28.27574000000001,36.51734666666665,30.170531055169842,24.39568999999999
2018-09-26,34.50529333333333,19.473106666666666,28.810316666666647,26.436563333333325,36.471647032797215,26.487193224881395,28.329570000000015,36.877926666666646,31.151136880612395,25.291003333333325
2018-09-27,34.05439999999999,19.15658333333333,29.24970666666665,25.938789999999994,36.40487994941688,26.43780308920648,28.38340000000002,37.637353333333316,32.589177964560136,26.205029999999994
2018-09-28,34.05439999999998,18.528289999999995,29.746349999999982,25.977109999999993,36.59413068775148,26.050110598918284,28.383400000000023,38.025626666666646,33.78259111946688,26.336776666666662
2018-09-29,34.05439999999998,17.58470333333333,28.909096666666645,26.148089999999993,37.64627736667354,25.806995745283455,28.42418333333336,38.63617333333331,34.50071397886222,26.642649999999993
2018-09-30,34.05439999999998,16.74877666666666,27.979783333333312,25.883129999999994,37.76171731349572,25.73295265563057,28.464966666666697,38.745179999999976,34.998357875771724,26.72379333333333
2018-10-01,33.928313333333314,16.07703333333333,26.88579333333331,25.14638333333333,37.462055110561,26.152907736484647,28.689196666666692,38.75627666666664,35.67833967912858,26.255956666666663
2018-10-02,33.09209333333332,15.679369999999997,27.097113333333315,24.85787666666666,37.22763400596035,27.086799544597184,29.15940333333336,38.42324333333331,36.11849866107348,26.458899999999996
2018-10-03,32.663026666666646,15.563163333333328,27.34741333333331,24.43820666666666,37.78275607314074,28.00248978191939,29.801470000000023,38.03410333333331,36.20694451180052,26.745459999999994
2018-10-04,32.307213333333316,15.739783333333328,27.634373333333315,23.52923999999999,38.919250070070454,29.647047149550364,31.757923333333355,38.51248999999998,36.66788400616722,27.757693333333332
2018-10-05,32.84800999999998,15.787006666666663,27.29081333333332,22.604739999999993,39.43830415251012,31.677997990411086,34.43204000000002,38.765523333333306,36.95078871199181,27.734313333333333
2018-10-06,33.23581333333331,15.946056666666665,27.448446666666644,21.215933333333325,39.45387814098844,34.03187409663613,37.43253333333336,37.97661999999997,37.43853233973187,28.289649999999998
2018-10-07,33.847303333333315,15.79159333333333,28.081369999999975,20.615229999999993,39.12207112797327,36.58118475431718,40.34395333333335,36.47255333333331,37.55222062257646,27.868196666666663
2018-10-08,34.14199666666665,15.790429999999994,29.084343333333305,20.231333333333325,38.50339166248498,38.85657021236819,42.97392000000002,34.93403666666665,38.07845517989475,27.73628333333333
2018-10-09,34.27343999999999,15.33753999999999,29.67257999999997,20.538693333333327,39.44633368891231,40.61830240542718,45.061023333333345,35.39781666666665,38.595295253397296,28.119236666666662
2018-10-10,34.679456666666646,14.947463333333324,30.106136666666643,20.727113333333325,40.71436427078578,41.174827262141456,45.717366666666685,35.591953333333315,40.04607405497064,28.696063333333324
2018-10-11,34.956626666666644,14.514043333333326,30.606069999999978,20.68957333333333,42.16292079484554,40.999493302768734,45.493620000000014,35.81846333333332,41.09255541605649,28.858803333333324
2018-10-12,33.91280999999998,14.156019999999996,31.434096666666647,20.28291666666666,41.71688089611339,41.18001799232462,45.46474333333334,35.315003333333316,42.07534112346067,28.071526666666657
2018-10-13,33.25159999999998,13.953556666666664,32.134749999999976,19.86690333333333,41.733019244356086,41.592660283962296,45.402306666666675,34.57031666666665,42.24405990824692,27.947006666666656
2018-10-14,32.90549999999998,13.987356666666663,32.722373333333316,20.01758,42.40113208898128,42.35349528040394,45.846280000000014,33.86165666666664,42.44869277453461,27.984116666666655
2018-10-15,33.23581333333331,14.477999999999994,32.89861999999999,20.500136666666663,43.845725072544894,42.32372468575266,45.506380000000014,33.00830333333331,42.46096563701733,28.608853333333318
2018-10-16,33.664699999999975,15.38513666666666,33.738869999999984,21.894013333333323,44.70574309672438,41.19621478628824,44.12378333333336,32.81912666666664,42.36355016307462,29.51020666666665
2018-10-17,35.55705333333331,16.279209999999996,35.96696999999999,23.32284666666666,45.38344863050952,39.75668247584673,42.393870000000014,32.55887666666664,42.05520844210482,31.16029999999999
2018-10-18,37.975836666666645,17.301189999999995,38.11352999999999,24.484679999999997,46.11477292197162,38.51223222439944,40.97136666666669,32.96156999999997,41.97463835447771,32.79961999999999
2018-10-19,39.682549999999985,17.78245333333333,39.79192999999999,24.432376666666666,47.23881225792133,38.150713692443766,40.64712000000002,33.13353666666665,42.068017285910265,33.45186333333332
2018-10-20,40.111026666666646,18.463019999999997,39.82724333333332,24.18425333333333,47.494896601182624,37.891217845153285,40.216670000000015,33.52713333333332,42.24090852386873,34.51241666666666
2018-10-21,39.939659999999975,18.374639999999996,39.87826333333332,24.10909666666667,47.340996808734964,37.98260562487566,40.11244000000002,34.040396666666645,42.46362178074432,34.84338666666665
2018-10-22,40.00181333333331,19.463579999999993,39.79762666666665,24.006523333333334,46.55640500576013,38.08238918520069,40.00821000000002,35.00688999999998,42.54015936317621,35.74179333333333
2018-10-23,39.69046333333332,20.15607666666666,40.47816333333332,23.45887,46.261395915605796,38.2040082672458,40.00821000000002,35.298943333333305,42.65159393512893,35.302923333333325
2018-10-24,39.822483333333324,21.640836666666658,41.441659999999985,23.139280000000003,46.288165243961096,38.33145283107154,39.76642000000002,35.65487666666664,42.89021229082459,35.68746333333332
2018-10-25,40.11647333333331,22.92783666666666,41.786433333333314,23.12154666666667,47.2724436409442,38.61365191913465,39.52463000000002,35.3997333333333,42.997620953984665,35.95015666666665
2018-10-26,40.5427933333333,24.21565666666666,41.84364999999999,23.16526666666667,47.89814955995093,38.87143680202086,39.28284000000002,35.69908666666663,43.085599647537116,36.12934999999998
2018-10-27,41.51897666666664,25.12098,40.660289999999996,24.052120000000002,48.88697866999572,39.08417293942815,39.09563000000002,35.21090666666663,42.40852365034315,35.74566333333332
2018-10-28,42.362673333333305,25.222009999999997,40.62915666666666,24.974476666666675,49.19717894255445,39.22252310023913,38.90842000000003,34.75139666666663,41.60469893366075,35.55529333333333
2018-10-29,43.407763333333314,25.66096,40.32189999999999,25.99867666666667,50.150256190877805,39.41925360393552,37.13054805403721,34.632753333333305,40.725477581667114,35.43569
2018-10-30,44.08669666666665,26.081859999999995,40.81879333333331,26.31057333333334,49.37067223347493,39.638289322698135,35.18729545385384,34.660793333333295,40.29332825763561,35.34674333333334
2018-10-31,44.28808999999998,26.41978,40.702699999999986,26.52600000000001,48.41567873621139,39.702915159931145,33.18488657525218,34.81800999999996,40.06660177245461,35.09442000000001
2018-11-01,44.88755999999998,26.36525,40.697256666666654,27.032833333333343,46.46077061731177,39.058819177901945,32.65690169754787,34.81404999999996,40.909388453123114,36.06692
2018-11-02,46.548519999999975,26.624943333333334,40.94386333333332,27.494976666666673,44.63787024244189,38.29041681577971,32.60867101238762,34.74027999999995,41.840359202660245,36.60731333333333
2018-11-03,48.17298999999997,26.849046666666666,41.271756666666654,27.64417666666667,42.80315050130562,37.68664705379538,32.77058310508968,34.68228333333328,42.99661062894952,37.62047333333332
2018-11-04,49.15831666666664,27.284126666666666,42.09770333333332,27.466520000000003,40.98432876821496,36.847631314332745,31.83368086674084,34.874633333333286,43.044591624429835,37.67992666666665
2018-11-05,48.612239999999986,27.29641666666667,42.64322333333333,26.93729666666667,39.91884501852024,36.15273125815964,31.401810058875203,34.92102666666662,43.19215627334071,37.631263333333315
2018-11-06,48.20374666666666,27.704253333333337,42.634346666666666,26.745076666666666,39.93920519815075,35.03913601376189,30.775512389535937,35.77559333333328,43.25692623586715,37.06973666666665
2018-11-07,47.37386,28.545216666666672,41.41460333333334,26.967720000000003,40.608970805244645,34.37357743532866,31.431331821891916,36.387186666666615,43.4621730570355,36.89803666666665
2018-11-08,47.24267,29.31595,40.33684,27.47472666666667,41.7333924639155,32.70155180755993,31.526753469148115,37.192966666666614,42.64282357443298,36.84057666666665
2018-11-09,46.91943999999999,29.99392333333333,40.17469333333332,27.97613,41.61288194177772,30.680115595587463,31.22448322252787,37.36805666666661,42.03615702724926,36.51258666666664
2018-11-10,47.037626666666654,30.166309999999996,39.92844333333332,27.998990000000003,41.44559820980217,28.99033461277161,29.956626378104236,37.07362999999995,40.657077427892425,35.90636666666665
2018-11-11,46.969943333333326,30.260593333333333,38.99584666666666,27.9093,41.20649927547215,28.52749350366867,28.684549459238045,36.87228999999996,40.726101952741196,35.70776666666665
2018-11-12,46.83344666666665,30.13691,37.75575,27.36061666666667,42.3916089752016,28.781976157285996,27.847203703751422,36.193986666666625,40.445259892876045,35.27044333333331
2018-11-13,46.55727333333332,29.939976666666666,37.609759999999994,27.00258666666667,43.55602416710614,28.683635185578638,27.76223786414626,35.98273666666662,41.15158851703303,34.83734333333331
2018-11-14,46.02225666666666,29.726516666666665,37.73232999999998,26.056276666666673,45.15641283014429,28.046374642449887,27.11014563999925,35.30569333333328,41.76249441194657,34.06056666666664
2018-11-15,45.35244666666665,29.695916666666662,36.88425333333333,25.959073333333336,44.916233393780345,27.087950603497333,26.65448578435851,35.25076333333328,42.834496258328606,33.35809999999997
2018-11-16,44.57468999999998,29.74867333333333,34.93899999999999,25.338633333333334,44.77850242602475,26.704576276408684,26.68670439187689,35.124086666666614,43.39959276734954,32.343083333333304
2018-11-17,43.860643333333314,30.38437333333333,32.726839999999996,24.799873333333334,43.776268942463,26.6750495437585,27.275018918983267,35.04663333333328,44.05763915487648,31.407546666666633
2018-11-18,43.433553333333315,30.671309999999995,31.59393,23.85460333333333,43.287538701575876,27.02892394519779,27.80088216226764,34.131406666666614,43.87652506742686,31.158119999999965
2018-11-19,43.27373666666665,30.84968333333333,31.25136333333333,23.49801666666666,42.267374264766495,27.15692473302551,28.810943508827407,33.38621999999995,43.73868155544034,30.94535666666663
2018-11-20,43.170419999999986,30.599103333333332,31.22523,23.26544999999999,42.02242931961934,27.162100375907514,30.135548939817827,33.37781333333328,43.147961267784325,30.26029666666663
2018-11-21,43.512109999999986,30.767023333333338,30.75202333333333,22.92477666666666,42.24085705559737,27.03200556695371,31.332574378650463,33.36312999999995,42.77855392383679,29.397029999999962
2018-11-22,43.61085333333332,30.414446666666674,29.78543666666667,22.838683333333325,43.90060789388891,26.95971622263671,31.61775466772012,32.654016666666614,42.147779226113045,28.78534666666663
2018-11-23,43.91427999999997,30.28811333333334,28.989663333333336,23.383179999999992,45.07185405037172,26.88650984788555,31.663927424045593,31.924726666666615,41.49207065824664,28.9809433333333
2018-11-24,43.92998999999997,29.66293333333333,28.72934666666667,24.260326666666657,45.96046801778757,26.9121464060786,32.10041647115743,31.029176666666615,40.81259935209179,29.281416666666633
2018-11-25,43.75143666666664,28.972613333333328,28.881523333333337,24.668459999999993,45.62831723111905,26.90611989257526,33.0034092140614,30.96761333333328,40.48790219764581,29.609969999999965
2018-11-26,43.46391999999997,28.17548666666666,29.33367,24.675606666666656,45.296166444450535,26.958983935285534,33.774318760968406,30.534509999999944,40.14212763028169,29.886099999999967
2018-11-27,42.737583333333305,27.601093333333328,29.790616666666676,23.859966666666654,44.50513495254848,27.08969078865338,34.31155751932271,30.722146666666614,39.99231470444608,30.08054666666663
2018-11-28,41.951169999999976,27.567829999999997,29.826623333333345,22.454873333333325,44.20162897868721,27.097620986840138,34.58519025048285,30.529976666666613,40.01051199199918,30.118619999999964
2018-11-29,40.89646999999998,27.1153,29.664350000000013,20.941726666666657,43.02540385756787,26.871287943409083,34.72989998248183,30.121163333333282,39.75191559995917,30.384936666666633
2018-11-30,40.13089666666664,26.63705666666667,29.386523333333344,19.96806333333333,42.8794105915206,26.418818257337875,35.47188943922283,29.76351333333328,39.33859585686401,30.557316666666633
2018-12-01,40.18116999999997,26.74512333333334,29.33533000000001,19.449219999999993,43.16722232827974,26.985749314753587,36.23382683150937,30.443826666666613,39.1318402415717,31.4170133333333
2018-12-02,39.7428333333333,27.519796666666668,30.222620000000006,19.084159999999994,45.594705247863324,27.99153227214256,36.70482307734928,30.835479999999947,38.13166542486544,31.071013333333298
2018-12-03,39.82939999999997,27.937820000000006,31.370526666666674,19.17455333333332,47.80595319105496,29.140046444622442,36.89826161815028,30.814063333333284,36.97634826635015,31.652963333333304
2018-12-04,38.76986333333331,28.07215666666667,32.67859333333334,19.48667999999999,48.49420151660928,28.769457366441255,36.407930367413854,30.55233333333328,35.591535178100834,31.2604333333333
2018-12-05,38.318183333333316,27.691520000000008,32.785833333333336,19.960386666666654,48.04145953285225,28.807407665404128,36.79595445676053,30.260383333333277,35.28055126048599,32.083319999999965
2018-12-06,37.56879999999998,27.539196666666673,32.361293333333336,19.94569999999999,47.589909599775886,28.977542909281777,36.0685844662024,30.68705666666661,35.20120152200777,32.164269999999966
2018-12-07,37.44067666666665,26.956486666666677,32.39673666666667,20.208193333333327,47.515650763909,29.953199049707816,36.01336272062584,29.872469999999947,35.103389602396994,32.38229666666663
2018-12-08,38.17982333333331,26.185966666666673,32.82071666666668,19.618363333333324,47.3974888251087,29.942589390248454,35.04210276830341,29.458226666666615,34.31103116817587,32.49242999999996
2018-12-09,37.80128999999999,25.602210000000003,33.07859333333334,19.133969999999994,47.24240730227348,29.841211053989554,33.93314113747295,28.542576666666616,33.73291834053249,32.72325999999996
2018-12-10,37.715253333333315,24.615313333333336,32.35321000000001,18.483813333333327,47.340965125709175,29.917432369735227,32.61982387928447,27.783356666666617,33.06854011019241,33.3409833333333
2018-12-11,36.61427999999998,24.63312666666668,31.949580000000008,18.57112333333333,47.414760784829184,30.0408479489395,32.344903160999614,27.22577333333328,33.51566892941203,33.96174333333331
2018-12-12,35.957126666666646,25.184810000000013,32.33203333333334,18.72701333333333,46.354498242869376,30.29651999394083,32.46532170285405,27.537173333333282,33.47400052613091,34.32957999999997
2018-12-13,35.00906333333331,26.53078000000001,33.384103333333336,19.25998666666666,44.14634519216195,30.296919800079582,32.5867095487798,29.055103333333278,33.290265978754576,35.093063333333305
2018-12-14,33.93027333333331,27.458633333333342,33.7533,19.70214999999999,41.35703002755937,30.753038083134296,32.21187819472897,30.665019999999945,32.55843001866594,35.30823999999996
2018-12-15,33.771143333333306,27.85337000000001,33.87983666666667,19.951003333333322,38.85822081705631,30.681612570383795,32.37084282518877,33.098389999999945,32.05528276480977,36.823296666666636
2018-12-16,34.129533333333306,27.59895333333334,35.09199,19.044469999999993,37.79700694927224,30.81458684802165,32.62822858301636,35.09865333333328,31.270978513577415,38.22772666666663
2018-12-17,34.63394666666664,26.99947333333334,36.866833333333325,17.99465333333333,36.93637945727397,30.67585573835743,32.63669539548587,36.679736666666614,30.385255141174905,40.61067666666663
2018-12-18,34.94172999999998,26.53969000000001,38.53325666666667,17.561773333333324,36.07442343856774,31.916246474727632,33.4986116074989,36.72183999999995,29.166023179511413,42.262336666666634
2018-12-19,35.39709999999997,26.476166666666675,39.13045666666667,18.332953333333325,34.92937388514417,32.834985451103336,34.06182355826069,36.07064999999995,28.263821120382698,43.15533999999997
2018-12-20,35.973479999999974,26.64734000000001,39.45295,19.62443333333333,34.41926617152597,33.84595719529977,33.4668016545132,35.687449999999956,27.91814874937093,43.556749999999965
2018-12-21,36.273489999999974,26.63364333333334,39.56942333333334,20.729569999999995,33.85342786039494,33.82785500597901,31.089466238426883,35.174086666666625,28.108438388287908,43.55967333333331
2018-12-22,36.38708666666664,26.73860333333334,39.78704333333334,21.850889999999996,33.52209739446664,33.89258319602445,29.697228093092225,35.94721333333328,28.20135972457079,44.445066666666634
