,Boucle-Du-Mouhoun,Cascades,Centre,Centre-Est,Centre-Nord,Centre-Ouest,Centre-Sud,Est,Hauts-Bassins,Nord,Plateau-Central,Sahel,Sud-Ouest
2019-12-03,22.372675373345402,16.102362411635458,12.177285156047661,15.8488445842867,16.826387810515627,9.67601703501709,31.23766861018582,10.441379200120657,36.02082204508459,13.38843374669728,41.47088877457042,18.29148196710541,11.082215953804289
2019-12-04,22.512891253622243,15.825401415546807,11.997960363898535,16.069088791778757,17.016849119191022,8.682675588432096,31.007477728071976,10.512126468803073,36.69899008275973,13.265898529399545,41.14792039494699,17.218425680778974,10.940883006286406
2019-12-05,22.61646792052768,15.654400240677822,11.855338318460388,16.136130628035218,17.254016203640294,7.690923100273342,31.159163555374935,10.422952968833831,36.90889862985103,13.122914798148903,40.8715917960603,16.1908651450121,11.066398390342059
2019-12-06,22.61241139559461,15.842941740139793,11.961897402163588,16.1488077716884,17.757304917131126,6.705332842652436,31.898598792511034,10.49347379744644,37.0023858633281,12.894886228398912,40.8262693651957,15.868341595072957,11.355269721490345
2019-12-07,22.595926101373703,16.297514639059376,12.107969151670915,16.062024575775272,17.929421361303316,6.621773288439933,32.73204796400579,10.34322241015935,37.223756906077256,12.795633717404463,40.87807444856951,15.595605408846353,11.8630035788874
2019-12-08,22.33872550902389,16.528032219008818,12.083221130921459,15.845579550610418,17.718160462751833,6.491249070153191,33.55166384812824,10.662531293132831,37.864320170157065,13.306137868834208,40.63980589018212,15.560023298763221,11.947326877792307
2019-12-09,22.012732466848323,16.399007124627296,12.042237655895065,15.080535322649277,17.486774889381575,6.349817637872086,33.85898748325684,10.83788771890715,38.60130923197156,13.843104135288954,40.146156901387506,15.20070741821526,11.732840775305277
2019-12-10,21.020394832022024,16.1773406963818,12.014120545577839,14.397014236741365,17.43572348106922,6.236429096955671,33.740666008053616,11.134174009789986,40.01296799840387,14.193277511538739,40.00964534670098,15.093983544634925,11.299492146569479
2019-12-11,20.32238845090706,16.238561144011303,11.778531369526037,13.929938175998311,17.671733485559248,6.26702656412657,33.583080387389145,11.147377892398689,41.00915077803855,13.977101740274739,40.21723305212166,15.071676073915677,11.157993984507561
2019-12-12,19.157298319266598,16.242426309042596,11.60024507308099,14.062874559658914,17.568808775005156,6.457386550916044,33.251937873604426,11.019295141076688,42.49899717286194,13.622333618718963,40.535279817532476,15.047743233676194,10.981548202765019
2019-12-13,18.291755734747678,16.23707332265032,11.449445398137366,14.047042108296376,17.24365594847795,6.15860947071684,32.92079535981971,10.961676707989271,43.70802058178293,13.047008181665978,40.939999398380046,15.02381039343671,10.805102421022477
2019-12-14,17.015398863721614,15.984554399832303,11.530865809677772,13.856011288964387,16.569729293744913,5.450358783840815,32.529433181679686,10.952863693064776,44.691956713421746,12.366130134670604,41.58866393632051,14.940021810250775,10.615201652561842
2019-12-15,16.136425345845254,15.499349867781916,11.415761797785018,13.349103869204038,15.13749643723942,4.632954607055654,32.220708914312794,10.587479203144674,45.38250349291068,11.749481185170824,42.64884304428119,15.036575199766695,10.328275382663493
2019-12-16,15.624248873498084,14.5540922959149,11.318992653911502,12.717127400294524,13.616532137341096,4.362976620609097,32.749728686899225,9.704312597508732,45.80844780341037,11.462923407399424,43.52847059537796,15.017433491377377,9.922954778776438
2019-12-17,15.485756026296528,13.940807334353183,11.166637305669845,12.208989370641866,12.459687480505371,4.489010451038792,33.178899571578604,8.753792426367013,46.234392113910054,11.259925649006888,43.85532902339455,15.196013893346434,9.268098537561377
2019-12-18,15.427807105117646,13.566868933334597,11.217044025532077,11.90703992103852,12.3670223244213,4.582478975700908,33.89686669740681,8.205368586610605,46.72095184978607,11.007078276525627,43.574081031620246,15.278040905799571,8.83044257168905
2019-12-19,14.82761970790436,13.802828813130093,11.377718977916118,11.846937409481603,11.848201974576687,4.669956554710098,34.0430423327415,7.955015953237115,46.91098272230952,10.810487445071095,42.859396028358084,15.411737991859418,8.421839635119783
2019-12-20,14.280026101342697,13.930861761469245,11.64779045590078,11.910362778114512,11.432429997803089,4.763059453722522,34.44915885273606,7.779460793618415,47.04836848469529,10.825509044163708,42.61265558298027,15.34771296756089,8.287678564957776
2019-12-21,14.04170631077857,14.109589041095854,11.8705568638849,11.596738748329697,11.245147124921749,4.854690546594671,34.855275372730624,7.770871256971668,46.82843876093121,10.938281395116222,42.51506275253564,15.124283796949149,8.239194205583631
2019-12-22,14.3562486861259,13.960472390458575,11.655325249848355,11.05863145304233,11.304343035342965,4.769724132495333,34.21666470421214,7.782921132616118,46.63359788359775,10.917915117017605,41.92435161686539,14.838725241964452,8.138576209584725
2019-12-23,14.666583668707048,14.140703894718351,11.444428968566571,10.55162609195725,11.190965493342878,4.57404746002325,33.48803049342981,7.497121444594648,46.77572950344014,10.726063426104966,41.20811512388743,14.336996470431812,7.999486097153174
2019-12-24,14.725593756469543,14.445585092112879,11.233532687284788,10.492029652330757,10.972018077849611,4.214210645772686,32.6578463467079,7.1346475275261705,46.91786112328253,10.622668754473116,40.77071662986706,14.154112994268948,7.414997010348373
2019-12-25,13.93095275596454,14.899582940144684,11.384114417176866,10.634880030622076,11.004344951983194,3.970831900954158,32.642867084937905,6.895843701278399,47.783174899988715,10.813494005532071,41.134200722694096,14.097383926777566,6.9719828648539846
2019-12-26,12.835805730380493,15.167368116436855,11.280704381616198,10.58735506943772,11.177410855744697,3.8102096346982894,32.5171656587759,6.943471888757373,47.8758367157264,10.898278030879709,41.24790199804435,14.256825075834128,6.518304050467441
2019-12-27,11.73147664819596,15.556226505157994,11.23741176339818,10.539506152393287,11.259122370233447,3.8894482729676176,32.493014168553486,7.101035707676669,47.99246832339724,10.89460503694656,40.80254341776513,14.406160068445155,6.510024210454145
2019-12-28,10.813149649543595,15.945084893879134,10.83979453698718,10.627847772559603,11.152202032705143,3.9484852797147045,32.14639441552365,7.305727164789043,47.498706876193445,10.750853242320806,40.31828911420637,14.576630282117868,6.627561123918061
2019-12-29,9.835436530174334,16.272737569880025,10.530448036756775,11.350012130208654,10.601422622865329,3.928289018483726,31.47396259369901,7.290225228513734,47.10787965957959,10.639457717102756,39.137085270116565,14.837148929787006,6.411581830687499
2019-12-30,8.866905467405559,16.151732838589517,10.033379656559438,12.215836203541144,9.835784171030253,3.830852612473907,30.529744334305658,7.151510555478034,46.752680710630635,10.826037456197492,38.18825433603308,14.974706455449885,6.291210364328862
2019-12-31,8.555399719495064,16.01909032507511,9.798199808650244,12.917973991320267,9.332946380503689,3.754460922276246,29.86729241705432,6.108480760027324,46.426888426888276,11.01261719529223,37.274310597728125,15.1483310876118,6.058130544474579
2020-01-01,8.776957330126892,15.804518041123531,9.670595346025959,13.175690226988818,9.133228632660716,3.849637463693535,29.591234304718906,5.290076130755089,46.312406664519195,11.310592459605017,37.233359694622756,15.231907285777288,6.272238130695182
2020-01-02,8.93577037576195,15.897123692951773,9.94892392733531,13.277985958564818,8.548218365426019,3.8587642698605116,29.62870495871906,4.490418990418976,45.162166572726335,11.091796842228886,37.20504848873193,15.289109613338004,6.455286372475906
2020-01-03,9.219898275242153,16.09510920772643,10.320493819295864,12.767544690518227,8.164932358075644,3.714066891684331,29.71254446744661,4.539682539682524,44.11274233150122,10.905152731778374,36.80415744876209,15.289109613338004,6.6871906396809715
2020-01-04,9.28246856409053,14.945741524640566,10.792965733290899,11.808211828812224,7.68152299174952,3.5178529066087947,29.05413007200332,4.482010582010568,43.237397912243246,10.853154853853935,36.247471190686234,14.975614359962321,6.8137035475189265
2020-01-05,9.298200049144137,13.12618803509568,11.12683603497184,10.7816858570293,7.551952798306927,3.289397316149938,27.80030517913009,4.450494808499147,43.200954149607725,10.875868861294004,34.81899680784857,14.702831954924152,6.906461630714904
2020-01-06,9.188616680352595,11.32244568605366,11.396468660519531,10.390006143883332,7.2459728388891405,2.8099138745931533,25.911793008622414,4.469464873756579,43.06369453640445,11.127600103699619,33.7282150633114,14.582916201159057,6.949158344443295
2020-01-07,8.776576783447121,10.790545366592854,11.395244080981692,10.049826184651144,6.998865476126795,2.2924589257031402,23.924078959213148,4.491945493911618,43.032743916225165,10.843963040280663,32.45011206745401,13.832401588478305,7.048453593137772
2020-01-08,8.272095270807585,10.935006139109804,11.070472177798463,9.649300340668532,7.319265846846371,1.902514607989362,22.490033078466965,4.203727628297766,43.02004657127236,10.541384786364377,31.61834711706992,13.059607773197442,7.132869890018905
2020-01-09,7.7454860311631935,11.096908904269258,10.729875090251108,8.960381370536924,7.646393148574131,1.9352717581208883,21.648577295394528,3.916709113173701,42.657486698239204,10.021017294946091,29.45874860134008,11.886285646901309,7.205383130961714
2020-01-10,7.696425278386144,11.480661719487154,10.678907961711076,8.56655850857495,8.014771212622195,2.023095948594637,21.221210336711398,3.735287969017899,42.56959652041082,9.901371876826301,27.98523274111886,11.657057632896512,7.2212978369384375
