,Al-Hasakeh,Aleppo,As-Sweida,Damascus,Dar'a,Hama,Homs,Lattakia,Rural Damascus,Tartous
,*rCSI,*rCSI,*rCSI,*rCSI,*rCSI,*rCSI,*rCSI,*rCSI,*rCSI,*rCSI
2018-08-31,36.773070000000004,21.61907,27.22063,25.022080000000006,47.61905,25.768519408995928,25.83209,30.51581,27.653399999660106,25.96154
2018-09-01,36.773070000000004,22.513679999999997,26.4095,25.24503,47.61905,26.04484235381579,26.18328,30.51581,27.70001607261315,26.47059
2018-09-02,35.10541,21.91701,26.72673,23.49304,45.5408,22.8929558202127,22.17742,30.51581,27.840447533770103,27.23971
2018-09-03,34.95584,21.43404,25.279399999999995,26.55367,45.257468891812174,21.09224820189941,19.109820000000003,28.47367,27.231918753204237,25.450140000000005
2018-09-04,36.45083999999999,21.365289999999998,27.501309999999997,28.31257,46.19784159103589,18.84237630975151,16.93719,29.920559999999995,28.69533209602633,26.29657
2018-09-05,36.66170000000001,21.090529999999998,27.420950000000005,30.75103000000001,45.379928436716575,19.47413585799805,18.21715,32.74411,27.805879924797978,26.490070000000006
2018-09-06,37.3779,21.56192,27.8335,31.119090000000003,45.58925325775846,18.97418504962416,17.84841,33.56342,27.87527642355593,27.598570000000002
2018-09-07,38.81001,21.83464,28.258659999999995,30.701749999999997,46.08998057339158,17.857653294392918,16.020670000000003,33.8843,28.419265023325373,27.40741
2018-09-08,37.040420000000005,22.4038,25.13164,31.19376,43.511230211512135,21.659927936361708,20.88277,30.238499999999995,27.86238984427091,27.2259
2018-09-09,37.68939,19.88436,24.8431,32.30676,44.19962093151108,22.862950881116546,23.63864,29.63918,26.567223906908108,27.625320000000002
2018-09-10,37.91185,19.53888,27.16573,32.1754,44.242538812446845,23.27877914980997,23.77224,29.967159999999996,27.007211493078863,28.16655
2018-09-11,41.03783,20.59995,26.0027,31.29445,47.81793820230942,27.444376889456375,29.20434,32.27812,28.38775152755,29.451820000000005
2018-09-12,39.37227,20.62968,24.64433,32.96374,48.26174037642129,28.19927684858942,29.729029999999995,32.37774,29.60551873986331,31.8392
2018-09-13,38.15579999999999,20.03184,24.445520000000002,34.2486,45.63363699910676,28.727208755209137,30.4,33.64646,29.094610454242893,30.02891
2018-09-14,38.51444,20.13622,22.65338,35.09317,47.301198686549654,27.837090359188434,28.99713,31.550799999999995,30.04191548691541,26.725340000000006
2018-09-15,38.30973,19.324379999999998,22.73622,33.61858,60.35768,28.15728842638812,28.221909999999998,31.32087,29.875014834399764,23.552629999999997
2018-09-16,33.413410000000006,19.28395,19.74406,32.21956999999999,42.23243518764666,27.508007146678963,28.221909999999998,31.98345,31.78148803729794,21.66667
2018-09-17,33.70058,18.988229999999998,19.82456,32.78689,41.25121280699188,27.508007146678963,28.221909999999998,33.26566,32.579188111282,20.99379
2018-09-18,33.74172,18.69997,20.31184,33.23782,39.386546894580285,27.617901981228247,28.221909999999998,34.023759999999996,31.93832390028013,23.81697
2018-09-19,35.70743000000001,18.96681,24.77366,31.337050000000005,53.96289999999999,27.019300234045573,28.221909999999998,34.44342,31.020929464663556,24.592770000000005
2018-09-20,35.40708,19.622640000000004,26.461540000000003,29.94429,39.05741389224405,27.019300234045573,28.221909999999998,36.14887,30.71238908205377,24.5519
2018-09-21,35.40708,19.622640000000004,26.461540000000003,29.94429,39.05741389224405,27.019300234045573,28.221909999999998,36.14887,30.71238908205377,24.5519
2018-09-22,35.40708,19.47566,25.454550000000005,29.43593000000001,39.05741389224405,27.019300234045573,28.221909999999998,37.12934,30.71238908205377,25.729440000000004
2018-09-23,35.40708,19.47566,26.74747,27.098559999999992,38.35404886550271,26.76704948549633,28.221909999999998,36.3883,30.27175600505878,23.716379999999997
2018-09-24,35.40708,19.47566,28.48126,27.59382,37.27932301649193,26.38388211843096,28.221909999999998,35.99069,30.013963031675488,23.23751
2018-09-25,34.0544,19.42117,28.3095,27.085220000000003,36.511269551347134,26.707581584208953,28.3834,37.17305,30.22587412877532,26.233180000000004
2018-09-26,34.0544,19.522489999999998,29.640190000000004,24.63065,35.6243485305526,26.37011597200425,28.3834,37.470040000000004,33.21357348138644,26.402320000000003
2018-09-27,34.0544,18.52609,29.799430000000005,26.1005,37.07902176635093,26.23571171140621,28.3834,38.26897,34.328086283518715,25.979589999999998
2018-09-28,34.0544,17.53629,29.799430000000005,27.200180000000003,37.07902176635093,25.54450411334437,28.3834,38.33787000000001,33.806113593495525,26.628420000000002
2018-09-29,34.0544,16.691730000000003,27.128429999999998,25.143590000000003,38.78078856731877,25.640771411099745,28.505750000000006,39.30168,35.36794205957247,27.319940000000003
2018-09-30,34.0544,16.01831,27.011490000000002,25.30562,37.425341606817476,26.013582442447554,28.505750000000006,38.59598999999999,35.821017974247205,26.22302
2018-10-01,33.676140000000004,15.52106,26.517460000000003,24.98994,36.18003515754676,26.8043693559066,29.05609,38.371159999999996,35.84605900356607,25.22491
2018-10-02,31.545740000000002,15.49874,27.762390000000003,24.278070000000003,38.077525253516825,28.44244683543736,29.916370000000004,38.30258,36.688419005407184,27.928770000000004
2018-10-03,32.7672,15.669689999999996,27.762390000000003,24.046610000000005,39.09070780835866,28.76065315441417,30.43195,37.42857,36.08635552642834,27.0827
2018-10-04,32.6087,16.05092,27.37834,22.26304,39.58951714833592,31.738041458799525,34.92545,39.80632,37.22887748666616,28.261610000000005
2018-10-05,33.16813,15.640410000000001,26.731710000000003,21.504570000000005,39.63468750083583,34.535299358019515,37.93872,39.061679999999996,37.53713312288095,27.858629999999998
2018-10-06,33.930609999999994,16.14684,28.23529,19.88019,39.13742977379359,35.82228147308931,39.43343,35.061859999999996,37.549586409648526,28.74871
2018-10-07,34.44317,15.587529999999996,29.277109999999997,20.46093,38.594096109290426,39.38597343184268,43.65970999999999,35.29412000000001,37.569942335199926,26.99725
2018-10-08,34.052209999999995,15.636919999999998,29.74063,20.35288,37.77864910437098,41.361455732172544,45.82862,34.44613,39.11583679483584,27.46289
2018-10-09,34.324940000000005,14.788169999999996,30.0,20.80227,41.96625585307557,41.10747805226628,45.69474,36.4532,39.100106630156155,29.89757
2018-10-10,35.66122,14.4173,30.57778,21.02619,42.398187854910844,41.05554800198549,45.62874,35.876529999999995,41.92227873991995,28.727729999999998
2018-10-11,34.883720000000004,14.336660000000002,31.24043,20.24026,42.12431867655024,40.835453854054386,45.157379999999996,35.125659999999996,42.2552808780934,27.951109999999996
2018-10-12,31.19349,13.714100000000002,32.48408000000001,19.5823,40.628136156879116,41.64905212093395,45.608109999999996,34.942820000000005,42.048463752368654,27.53574
2018-10-13,33.67759000000001,13.80991,32.679739999999995,19.778150000000004,42.446602899638954,42.29347487689853,45.44143,33.64247,42.428435094278704,28.35417
2018-10-14,33.845420000000004,14.43806,33.00330000000001,20.69229,44.128657210425814,43.11795884337931,46.4893,32.99968,42.86917947695646,28.062440000000002
