"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2018,1,1,8.324,8.008
2018,1,2,7.401,6.571
2018,1,3,8.504,8.495
2018,2,1,8.255,8.056
2018,2,2,19.013,7.769
2018,2,3,12.804,5.902
2018,3,1,5.768,6.606
2018,3,2,5.792,7.559
2018,3,3,5.983,7.537
2018,4,1,2.785,6.138
2018,4,2,1.741,5.517
2018,4,3,6.575,4.508
2018,5,1,10.866,2.844
2018,5,2,4.753,2.291
2018,5,3,5.181,1.526
2018,6,1,0.718,0.066
2018,6,2,0,0
2018,6,3,0,0
2018,7,1,0,0
2018,7,2,0,0
2018,7,3,0,0
2018,8,1,0,0
2018,8,2,0,0
2018,8,3,0,0
2018,9,1,0,0
2018,9,2,0.003,0.002
2018,9,3,0.022,0.017
2018,10,1,2.848,0.973
2018,10,2,8.07,1.852
2018,10,3,9.49,3.745
2018,11,1,13.742,4.36
2018,11,2,10.964,5.335
2018,11,3,19.9,5.651
2018,12,1,26.145,5.796
2018,12,2,15.24,5.934
2018,12,3,5.556,7.214
2019,1,1,5.497,8.008
2019,1,2,2.614,6.571
2019,1,3,14.248,8.495
2019,2,1,16.888,8.056
2019,2,2,8.589,7.769
2019,2,3,7.168,5.902
2019,3,1,9.586,6.606
2019,3,2,11.291,7.559
2019,3,3,21.684,7.537
2019,4,1,13.135,6.138
2019,4,2,10.864,5.517
2019,4,3,7.663,4.508
2019,5,1,4.867,2.844
2019,5,2,1.022,2.291
2019,5,3,1.368,1.526
2019,6,1,0.939,0.066
2019,6,2,0,0
2019,6,3,0,0
2019,7,1,0,0
2019,7,2,0,0
2019,7,3,0,0
2019,8,1,0,0
2019,8,2,0,0
2019,8,3,0,0
2019,9,1,0,0
2019,9,2,0.001,0.002
2019,9,3,0.015,0.017
2019,10,1,0.547,0.973
2019,10,2,0.921,1.852
2019,10,3,3.827,3.745
2019,11,1,1.335,4.36
2019,11,2,1.663,5.335
2019,11,3,3.138,5.651
2019,12,1,8.721,5.796
2019,12,2,7.57,5.934
2019,12,3,5.682,7.214
2020,1,1,4.545,8.008
2020,1,2,5.433,6.571
2020,1,3,5.325,8.495
2020,2,1,4.247,8.056
2020,2,2,8.132,7.769
2020,2,3,5.768,5.902
2020,3,1,6.343,6.606
2020,3,2,15.547,7.559
2020,3,3,6.974,7.537
2020,4,1,3.199,6.138
2020,4,2,,5.517
2020,4,3,,4.508
2020,5,1,,2.844
2020,5,2,,2.291
2020,5,3,,1.526
2020,6,1,,0.066
2020,6,2,,0
2020,6,3,,0
2020,7,1,,0
2020,7,2,,0
2020,7,3,,0
2020,8,1,,0
2020,8,2,,0
2020,8,3,,0
2020,9,1,,0
2020,9,2,,0.002
2020,9,3,,0.017
2020,10,1,,0.973
2020,10,2,,1.852
2020,10,3,,3.745
2020,11,1,,4.36
2020,11,2,,5.335
2020,11,3,,5.651
2020,12,1,,5.796
2020,12,2,,5.934
2020,12,3,,7.214