split,h,1 Month Anomaly Rainfalls (%),Day,FCG,Fatalities,Month,NDVI Anomaly,Price cereals and tubers,Rainfalls (mm),Ramadan,Year,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,rCSI,reg_alpha,reg_lambda,subsample,attempt,r2_train,r2_val,shape_train,shape_val,r2_difference,loss_to_minimize
4,26,0,1,1,0,1,0,0,0,1,1,0.7000000000000001,0.31,0.296,3,2.5,64,0,0.725,0.93,0.8500000000000001,458,0.6155819662096267,0.4902056619116913,"(5409, 16)","(1354, 16)",0.1253763042979353,0.2030888231456667
4,27,0,1,1,0,1,0,0,0,1,1,0.75,0.465,0.077,3,9.1,127,0,0.17,0.795,0.9,578,0.644014960813198,0.4652233846057376,"(5398, 16)","(1353, 16)",0.1787915762074603,0.2319496151012628
4,28,0,1,1,0,1,0,0,0,1,1,0.9,0.805,0.284,3,8.1,66,0,0.115,0.885,0.8,456,0.6041106677034715,0.4640955072328204,"(5387, 16)","(1352, 16)",0.1400151604706511,0.2167774120184143
4,29,0,1,1,0,1,0,0,0,1,1,0.65,0.755,0.201,3,2.8000000000000003,70,0,0.87,0.845,0.6000000000000001,465,0.5906854742937482,0.4617248771920218,"(5375, 16)","(1352, 16)",0.1289605971017263,0.2130667756830839
4,30,0,1,1,0,1,0,0,0,1,1,0.6000000000000001,0.805,0.243,3,4.0,69,0,0.335,0.945,0.6000000000000001,409,0.5991438235487063,0.4540659662868275,"(5363, 16)","(1352, 16)",0.1450778572618788,0.2218113530187032
5,1,1,1,1,0,1,1,1,0,1,1,0.95,0.135,0.121,3,5.5,98,0,0.7000000000000001,1.0,0.65,557,0.9775593782340086,0.9640536930645924,"(5939, 19)","(1496, 19)",0.013505685169416,0.0161861661483886
5,2,0,1,1,0,1,1,0,0,1,1,0.95,0.49,0.201,3,2.7,71,0,0.095,0.29,0.95,582,0.956111407100556,0.935700555634112,"(5937, 17)","(1486, 17)",0.0204108514664439,0.027454173896344
5,3,0,1,1,0,1,1,1,0,1,1,0.95,0.085,0.109,3,9.4,96,1,0.96,0.85,0.8,326,0.9391572156531862,0.9057977258619668,"(5926, 23)","(1485, 23)",0.0333594897912192,0.0416044781578976
5,4,0,1,1,0,1,0,0,0,1,1,0.8500000000000001,0.25,0.202,3,5.800000000000001,79,1,0.1,0.635,1.0,586,0.9215625941032644,0.8797211326283119,"(5915, 21)","(1484, 21)",0.0418414614749526,0.0528202448014874
5,5,0,1,1,0,1,0,1,0,1,1,1.0,0.24,0.279,3,3.3000000000000003,66,1,0.885,0.0,0.9,406,0.9007578172621132,0.851615234531258,"(5903, 22)","(1484, 22)",0.0491425827308551,0.0641724627329646
5,6,0,1,1,0,1,0,0,0,1,1,0.75,0.745,0.063,3,4.7,147,0,0.015,0.35,0.6000000000000001,580,0.8867368058581786,0.8248646768102252,"(5891, 16)","(1484, 16)",0.0618721290479533,0.0772894485761137
5,7,0,1,1,0,1,0,1,1,1,1,0.8500000000000001,0.86,0.155,3,9.1,81,1,0.73,0.8,0.65,432,0.8703989645720713,0.7986225029697385,"(5889, 23)","(1474, 23)",0.0717764616023328,0.0891238337500116
5,8,0,1,1,0,1,0,0,0,1,1,0.9,0.5700000000000001,0.239,3,1.8,67,1,0.395,0.585,0.7000000000000001,593,0.8463880972321313,0.770900513546424,"(5878, 21)","(1473, 21)",0.0754875836857073,0.0989248794103557
5,9,0,1,1,0,1,0,1,1,1,1,0.7000000000000001,0.33,0.213,3,6.6000000000000005,72,1,0.75,0.99,0.75,418,0.8410617724406083,0.7556032555078425,"(5867, 23)","(1472, 23)",0.0854585169327658,0.1075024301207535
5,10,0,1,1,0,1,0,1,1,1,1,0.75,0.775,0.243,3,6.6000000000000005,72,1,0.615,0.6,0.9,398,0.8304558004972782,0.7356075680698311,"(5855, 23)","(1472, 23)",0.0948482324274471,0.1172570225500295
5,11,0,1,1,0,1,0,0,0,1,1,0.7000000000000001,0.01,0.285,3,3.9,65,1,0.715,0.935,0.75,370,0.8023899315403715,0.7132717686084216,"(5843, 21)","(1472, 21)",0.0891181629319499,0.1216657345902535
5,12,0,1,1,0,1,0,0,0,1,1,1.0,0.41,0.282,3,8.1,64,0,0.41,0.635,0.7000000000000001,557,0.7800813041684296,0.6941980994556709,"(5841, 16)","(1462, 16)",0.0858832047127586,0.1260938520484022
5,13,0,1,1,0,1,0,0,0,1,1,0.6000000000000001,0.07,0.151,3,4.2,78,0,0.025,0.05,0.9,422,0.7738847859523016,0.6681083893509586,"(5830, 16)","(1461, 16)",0.1057763966013429,0.1418780418352496
5,14,0,1,1,0,1,1,0,0,1,1,0.6000000000000001,0.56,0.251,3,6.5,66,0,0.785,0.645,0.95,580,0.7684192968613492,0.66058629404481,"(5819, 17)","(1460, 17)",0.1078330028165392,0.1449573129131727
5,15,0,1,1,0,1,0,0,0,1,1,0.7000000000000001,0.615,0.211,3,7.0,69,1,0.58,0.225,1.0,448,0.7539701355445132,0.6448054893291232,"(5807, 21)","(1460, 21)",0.10916464621539,0.150224211687419
5,16,0,1,1,0,1,0,0,0,1,1,0.8,0.3,0.256,3,9.1,68,1,0.135,0.915,0.7000000000000001,450,0.7525063914151859,0.627844796580047,"(5795, 21)","(1460, 21)",0.1246615948351389,0.1615111989600414
5,17,0,1,1,0,1,0,0,0,1,1,0.6000000000000001,0.455,0.247,3,9.6,67,1,0.125,0.55,0.65,578,0.7373843501270346,0.5934433004192237,"(5793, 21)","(1450, 21)",0.1439410497078109,0.1795434297573572
5,18,0,1,1,0,1,1,0,0,1,1,0.65,0.58,0.264,3,5.4,63,0,0.445,0.645,0.8,273,0.7200132768825598,0.5851976438624096,"(5782, 17)","(1449, 17)",0.1348156330201502,0.1783669600493372
5,19,0,1,1,0,1,0,0,0,1,1,0.6000000000000001,0.97,0.179,3,6.5,80,0,0.55,0.425,0.65,455,0.7237071932017045,0.5720102911468367,"(5771, 16)","(1448, 16)",0.1516969020548678,0.1890756734778961
5,20,0,1,1,0,1,0,0,0,1,1,0.8,0.75,0.222,3,3.0,70,0,0.665,0.905,0.75,553,0.6975541592348329,0.5503205939384115,"(5759, 16)","(1448, 16)",0.1472335652964214,0.1937972479370451
5,21,0,1,1,0,1,0,0,1,1,1,0.8,0.5700000000000001,0.258,3,7.7,68,0,0.835,0.88,0.6000000000000001,507,0.7132709565186108,0.5467393035143978,"(5747, 17)","(1448, 17)",0.166531653004213,0.2025908701473658
5,22,0,1,1,0,1,0,0,0,1,1,0.8500000000000001,0.545,0.21,3,2.4000000000000004,79,1,0.05,0.55,0.65,549,0.7132215396982475,0.5311670172667113,"(5745, 21)","(1438, 21)",0.1820545224315362,0.213471703792601
5,23,0,1,1,0,1,0,0,0,1,1,0.6000000000000001,0.03,0.067,3,9.1,129,0,0.18,0.7000000000000001,0.6000000000000001,412,0.6865354388526235,0.5045164035726912,"(5734, 16)","(1437, 16)",0.1820190352799322,0.2214526930401655
5,24,0,1,1,0,1,0,0,0,1,1,0.65,0.955,0.199,3,8.8,74,0,0.495,0.88,0.65,433,0.6650971742432951,0.5170234939395881,"(5723, 16)","(1436, 16)",0.1480736803037069,0.2041224239396063
5,25,0,1,1,0,1,0,0,1,1,1,0.7000000000000001,0.255,0.172,3,5.2,81,0,0.98,0.0,0.95,439,0.6882540381707953,0.4917542101661982,"(5711, 17)","(1436, 17)",0.1964998280045971,0.2310736681519793
5,26,0,1,1,0,1,0,0,1,1,1,0.7000000000000001,0.665,0.24,3,3.0,69,0,0.62,0.61,0.75,586,0.672836311372778,0.4791128613824754,"(5699, 17)","(1436, 17)",0.1937234499903025,0.2337555215813783
5,27,0,1,1,0,1,0,0,0,1,1,0.6000000000000001,0.76,0.146,3,9.3,92,0,0.505,0.64,1.0,196,0.6626459037773003,0.4556592609387376,"(5697, 16)","(1426, 16)",0.2069866428385626,0.2460968788538037
5,28,0,1,1,0,1,0,0,0,1,1,0.65,0.86,0.22,3,8.4,75,0,0.81,0.545,0.8,581,0.6414427606618465,0.4680266452763325,"(5686, 16)","(1425, 16)",0.1734161153855139,0.2289584525713058
5,29,0,1,1,0,1,0,1,1,1,1,0.95,0.98,0.259,3,6.7,69,0,0.025,0.97,0.95,75,0.7060204522844595,0.4425069024497402,"(5675, 18)","(1424, 18)",0.2635135498347193,0.2726533491989656
5,30,0,1,1,0,1,0,0,0,1,1,0.65,0.475,0.153,3,2.0,89,0,0.045,0.845,0.7000000000000001,587,0.6379506962393295,0.4157303455961036,"(5663, 16)","(1424, 16)",0.2222203506432258,0.2641690365784592
6,1,0,1,1,0,1,1,1,0,1,1,0.95,0.22,0.147,3,9.1,87,1,0.62,0.46,0.8,149,0.9773911037797705,0.9679333161422952,"(6227, 23)","(1568, 23)",0.0094577876374751,0.0134031202123015
6,2,0,1,1,0,1,0,0,1,1,1,0.9,0.955,0.197,3,9.5,81,1,0.8150000000000001,0.405,0.6000000000000001,405,0.958081020323354,0.9403370676055268,"(6225, 22)","(1558, 22)",0.0177439527178272,0.0249964608054728
6,3,0,1,1,0,1,0,1,0,1,1,1.0,0.495,0.034,3,10.0,203,1,0.46,0.165,0.6000000000000001,405,0.9404055793408532,0.9138693891456016,"(6214, 22)","(1557, 22)",0.0265361901952515,0.0364536593344201
6,4,1,1,1,0,1,0,0,0,1,1,0.9,0.41,0.233,3,6.2,73,0,0.04,0.0,0.7000000000000001,405,0.9236333859187924,0.8905887317332728,"(6203, 17)","(1556, 17)",0.0330446541855194,0.0460412421542259
6,5,0,1,1,0,1,0,0,0,1,1,0.95,0.975,0.204,3,5.300000000000001,76,1,0.8200000000000001,0.495,0.6000000000000001,335,0.9042441290305716,0.8640789652913197,"(6191, 21)","(1556, 21)",0.040165163739252,0.0568423759083049
6,6,0,1,1,0,1,0,0,1,1,1,1.0,0.43,0.253,3,9.1,69,1,0.185,0.11,0.8500000000000001,586,0.8865192116711104,0.8359484550768059,"(6179, 22)","(1556, 22)",0.0505707565943044,0.0694437661146799
6,7,0,1,1,0,1,0,0,0,1,1,0.8,0.065,0.242,3,9.4,77,1,0.185,0.525,0.7000000000000001,579,0.8746701627817041,0.8131146716711821,"(6177, 21)","(1546, 21)",0.0615554911105219,0.0806877949428541
6,8,0,1,1,0,1,0,1,1,1,1,0.8500000000000001,0.8200000000000001,0.212,3,5.5,71,1,0.8250000000000001,0.49,0.7000000000000001,405,0.8530064122237895,0.7828679176086824,"(6166, 23)","(1545, 23)",0.0701384946151071,0.0931950225634381
6,9,0,1,1,0,1,0,0,1,1,1,0.95,0.355,0.179,3,7.800000000000001,92,0,0.775,0.8200000000000001,0.65,478,0.8577898292109889,0.7661091669826531,"(6155, 17)","(1544, 17)",0.0916806622283358,0.1068395147965384
6,10,0,1,1,0,1,0,1,0,1,1,0.65,0.325,0.273,3,6.9,63,1,0.89,0.59,0.95,514,0.8151916282369587,0.7243473946908523,"(6143, 22)","(1544, 22)",0.0908442335461063,0.1190334750111868
6,11,0,1,1,0,1,0,0,0,1,1,0.7000000000000001,0.87,0.198,3,8.5,74,1,0.445,0.295,0.6000000000000001,583,0.8150777532114759,0.703651296831248,"(6131, 21)","(1544, 21)",0.1114264563802278,0.1334751935027167
6,12,0,1,1,0,1,0,0,1,1,1,0.75,0.615,0.3,3,7.0,72,1,0.8,0.475,0.6000000000000001,380,0.8202176588594243,0.6943355160319893,"(6129, 22)","(1534, 22)",0.125882142827435,0.1420522023213772
6,13,0,1,1,0,1,0,0,0,1,1,0.9,0.775,0.24,3,5.300000000000001,69,0,0.645,0.835,0.8,159,0.7818880242630105,0.6514148751360129,"(6118, 16)","(1533, 16)",0.1304731491269976,0.1567647971099951
6,14,1,1,1,0,1,0,0,1,1,1,0.8,0.9,0.215,3,7.800000000000001,70,0,0.3,0.745,0.9,580,0.7815960610247246,0.6288179791123818,"(6107, 18)","(1532, 18)",0.1527780819123427,0.1724658390312225
6,15,1,1,1,0,1,0,0,0,1,1,0.8,0.55,0.273,3,5.800000000000001,64,0,0.705,0.445,0.9,540,0.7591080768178347,0.6055696623666365,"(6095, 17)","(1532, 17)",0.1535384144511982,0.1797444670704883
6,16,1,1,1,0,1,0,0,1,1,1,0.9,0.955,0.267,3,8.9,71,1,0.505,0.475,0.9,578,0.782187394440607,0.5909571623233467,"(6083, 23)","(1532, 23)",0.1912302321172603,0.1992049441499001
6,17,1,1,1,0,1,0,0,1,1,1,0.65,0.93,0.104,3,1.0,143,0,0.445,0.625,0.7000000000000001,470,0.8052530364794731,0.5707866708725744,"(6081, 18)","(1522, 18)",0.2344663656068987,0.2225505449809871
6,18,0,1,1,0,1,0,0,1,1,1,0.6000000000000001,0.58,0.107,3,9.8,143,1,0.235,0.43,0.95,561,0.8017820071392583,0.5522613699930023,"(6070, 22)","(1521, 22)",0.2495206371462559,0.2341298438606016
6,19,0,1,1,0,1,0,1,0,1,1,0.6000000000000001,0.195,0.231,3,9.7,79,1,0.33,0.905,0.7000000000000001,590,0.7618598274488398,0.5317646485129282,"(6059, 22)","(1520, 22)",0.2300951789359117,0.2325086770204862
6,20,1,1,1,0,1,0,0,0,1,1,0.8500000000000001,0.51,0.16,3,4.7,82,0,0.26,0.755,0.8,502,0.7333994326740327,0.4970695362261508,"(6047, 17)","(1520, 17)",0.2363298964478819,0.2454110977113075
6,21,1,1,1,0,1,0,0,0,1,1,0.95,0.06,0.057,3,4.0,143,0,0.1,0.395,0.7000000000000001,470,0.7305971994398105,0.4587915888744714,"(6035, 17)","(1520, 17)",0.271805610565339,0.2710847675637942
6,22,1,1,1,0,1,0,0,0,1,1,0.8,0.77,0.096,3,5.9,111,0,0.86,0.09,1.0,308,0.7300082275612709,0.4456091595219148,"(6033, 17)","(1510, 17)",0.2843990680393561,0.280076879359168
6,23,1,1,1,0,1,0,0,0,1,1,0.95,0.445,0.149,3,8.1,85,0,0.0,0.76,0.6000000000000001,568,0.7100366175153772,0.4602492978797233,"(6022, 17)","(1509, 17)",0.2497873196356538,0.2618401384903445
6,24,0,1,1,0,1,0,0,1,1,1,0.6000000000000001,0.375,0.283,3,7.5,88,1,0.685,0.53,0.95,442,0.7707028447356281,0.5069225450809915,"(6011, 22)","(1508, 22)",0.2637802996546365,0.2534353563375571
6,25,1,1,1,0,1,0,0,1,1,1,0.65,0.06,0.141,3,8.6,104,0,0.475,0.095,0.6000000000000001,262,0.7342519343559889,0.4275315596155122,"(5999, 18)","(1508, 18)",0.3067203747404766,0.294428682011537
6,26,0,1,1,0,1,0,0,0,1,1,0.95,0.55,0.075,3,6.2,150,0,0.275,0.98,0.7000000000000001,449,0.7091844494599906,0.4066281386324234,"(5987, 16)","(1508, 16)",0.3025563108275672,0.2990340827412998
6,27,0,1,1,0,1,0,0,0,1,1,1.0,0.92,0.259,3,6.6000000000000005,77,1,0.315,0.925,0.75,585,0.7080749194171769,0.4169952476283913,"(5985, 21)","(1498, 21)",0.2910796717887856,0.2913332944269968
6,28,1,1,1,0,1,0,0,1,1,1,0.8500000000000001,0.535,0.234,3,8.6,81,1,0.355,0.23,0.6000000000000001,432,0.7320329479631678,0.4047075205559372,"(5974, 23)","(1497, 23)",0.3273254274072306,0.309517914796111
6,29,0,1,1,0,1,0,0,0,1,1,0.65,0.29,0.147,3,9.8,90,0,0.845,0.45,0.8500000000000001,440,0.6643690886338531,0.3727884756633608,"(5963, 16)","(1496, 16)",0.2915806129704923,0.3047957024891887
6,30,0,1,1,0,1,0,0,1,1,1,0.75,0.11,0.257,3,3.0,68,1,0.5,0.675,0.75,423,0.6743948681625986,0.3599302995234373,"(5951, 22)","(1496, 22)",0.3144645686391613,0.3178067375986332
7,1,0,1,1,1,1,1,1,0,1,1,0.8500000000000001,0.705,0.143,3,9.6,90,0,0.025,0.065,0.7000000000000001,148,0.9781898217789186,0.9715392470360572,"(6527, 21)","(1640, 21)",0.0066505747428612,0.0111984557863272
7,2,0,1,1,0,1,0,1,1,1,1,0.65,0.91,0.051,3,8.3,160,0,0.525,0.64,0.75,390,0.95844295290578,0.945859725116084,"(6515, 18)","(1640, 18)",0.0125832277896961,0.0212753735810532
7,3,0,1,1,0,1,1,0,1,1,1,0.8500000000000001,0.02,0.197,3,4.2,84,1,0.14,0.355,0.9,187,0.943958595857954,0.9265615813395476,"(6513, 23)","(1630, 23)",0.0173970145184062,0.0289903314054981
7,4,0,1,1,0,1,0,1,1,1,1,0.8500000000000001,0.46,0.14,3,8.3,83,1,0.55,0.56,0.9,406,0.9215693266621948,0.9003901072560706,"(6502, 23)","(1629, 23)",0.0211792194061241,0.0383546555856284
7,5,0,1,1,0,1,0,0,1,1,1,0.8500000000000001,0.615,0.073,3,8.200000000000001,151,0,0.935,0.17,0.6000000000000001,261,0.9104870364191128,0.8823683590846855,"(6491, 17)","(1628, 17)",0.0281186773344271,0.0465369632083652
7,6,0,1,1,0,1,0,0,1,1,1,0.8,0.105,0.108,3,8.5,113,0,0.845,0.45,0.75,495,0.8932431685590209,0.8611452563131022,"(6479, 17)","(1628, 17)",0.0320979122459186,0.0544955880044367
7,7,0,1,1,0,1,1,1,1,1,1,1.0,0.41,0.238,3,2.2,70,0,0.725,0.54,0.7000000000000001,318,0.874382145104001,0.837576515293683,"(6467, 19)","(1628, 19)",0.0368056298103179,0.0634492973360222
7,8,0,1,1,0,1,0,1,1,1,1,0.9,0.33,0.086,3,6.1000000000000005,106,0,0.3,0.31,0.75,579,0.8583272390945341,0.8099950080276324,"(6465, 18)","(1618, 18)",0.0483322310669017,0.076334390018471
7,9,0,1,1,0,1,0,0,1,1,1,0.8,0.29,0.127,3,2.5,103,0,0.08,0.47,0.8500000000000001,543,0.8513350683535718,0.7911525718672981,"(6454, 17)","(1617, 17)",0.0601824964862736,0.08672722703432
7,10,0,1,1,0,1,1,0,1,1,1,1.0,0.2,0.178,3,1.9,74,0,0.49,0.125,0.75,268,0.8304738004005042,0.7737094917287946,"(6443, 18)","(1616, 18)",0.0567643086717096,0.0905928759500455
7,11,0,1,1,0,1,1,0,1,1,1,0.7000000000000001,0.8250000000000001,0.293,3,1.8,65,0,0.53,0.31,0.95,472,0.8158250130302704,0.7575099134313965,"(6431, 18)","(1616, 18)",0.0583150995988739,0.0960730658101306
7,12,0,1,1,0,1,0,0,1,1,1,1.0,0.95,0.172,3,8.6,79,0,0.435,0.0,0.8500000000000001,594,0.8047999949464261,0.7298358361086228,"(6419, 17)","(1616, 17)",0.0749641588378032,0.1110349127025344
7,13,0,1,1,0,1,0,0,1,1,1,0.9,0.165,0.157,3,1.3,83,0,0.14,0.415,1.0,254,0.7945539934820862,0.7107993842431646,"(6417, 17)","(1606, 17)",0.0837546092389216,0.1202620284226192
7,14,0,1,1,0,1,0,0,1,1,1,0.95,0.175,0.277,3,8.5,72,0,0.255,0.23,0.65,488,0.7952135231481285,0.7000599927611935,"(6406, 17)","(1605, 17)",0.095153530386935,0.1280434143264159
7,15,0,1,1,0,1,0,0,1,1,1,1.0,0.405,0.291,3,6.9,66,0,0.375,0.345,0.75,414,0.769134734365632,0.6638870814602356,"(6395, 17)","(1604, 17)",0.1052476529053964,0.1429329367240878
7,16,0,1,1,0,1,0,0,1,1,1,0.9,0.755,0.151,3,3.8,99,0,0.555,0.185,1.0,261,0.789502780066525,0.6527860382024452,"(6383, 17)","(1604, 17)",0.1367167418640797,0.1588508852848983
7,17,1,1,1,0,1,0,1,1,1,1,0.7000000000000001,0.785,0.3,3,7.7,71,0,0.98,0.635,0.8500000000000001,538,0.7823671145261428,0.6215153662474631,"(6371, 19)","(1604, 19)",0.1608517482786797,0.1778860894372329
7,18,0,1,1,0,1,0,0,1,1,1,0.65,0.185,0.091,3,2.5,117,0,0.92,0.02,0.9,169,0.7604824088308051,0.6078560864474211,"(6369, 17)","(1594, 17)",0.152626322383384,0.1786937030191273
7,19,0,1,1,0,1,0,0,1,1,1,0.6000000000000001,0.605,0.093,3,9.5,122,0,0.925,0.055,1.0,449,0.7528798814672184,0.5935614844050925,"(6358, 17)","(1593, 17)",0.1593183970621259,0.1856589135033226
7,20,0,1,1,0,1,0,0,1,1,1,0.7000000000000001,0.41,0.115,3,6.5,125,1,0.65,0.865,0.8,190,0.7867447906298546,0.5908217832129578,"(6347, 22)","(1592, 22)",0.1959230074168968,0.2011226680028713
7,21,0,1,1,0,1,0,1,0,1,1,0.6000000000000001,0.635,0.268,3,4.7,71,1,0.62,0.5750000000000001,0.95,594,0.7484094021574439,0.5236360720449604,"(6335, 22)","(1592, 22)",0.2247733301124834,0.2328185104315052
7,22,0,1,1,0,1,0,0,1,1,1,0.75,0.15,0.089,3,8.9,122,0,0.9,0.47,1.0,517,0.7337788632350617,0.5358058876958073,"(6323, 17)","(1592, 17)",0.1979729755392544,0.2184474239069596
7,23,1,1,1,0,1,0,0,0,1,1,0.8500000000000001,0.5750000000000001,0.3,3,7.0,68,0,0.545,0.19,0.95,259,0.7103864579181538,0.4807336117962845,"(6321, 17)","(1582, 17)",0.2296528461218693,0.2476410549098623
7,24,0,1,1,0,1,0,0,1,1,1,0.8,0.365,0.105,3,7.7,181,1,0.215,0.365,0.8500000000000001,333,0.8011299609792596,0.5404924499748729,"(6310, 22)","(1581, 22)",0.2606375110043867,0.2421072694092928
7,25,0,1,1,0,1,0,0,1,1,1,0.6000000000000001,0.365,0.176,3,4.2,102,1,0.165,0.36,1.0,317,0.76014865002878,0.4939448387213238,"(6299, 22)","(1580, 22)",0.2662038113074562,0.2582980729065853
7,26,0,1,1,0,1,0,0,1,1,1,1.0,0.5,0.23,3,5.7,105,1,0.6950000000000001,0.295,0.75,403,0.787679907531865,0.4974672697263287,"(6287, 22)","(1580, 22)",0.2902126378055363,0.2668448742043159
7,27,0,1,1,0,1,0,0,1,1,1,0.9,0.32,0.05,3,9.3,381,1,0.865,0.54,1.0,432,0.8026028435023688,0.4674345635913368,"(6275, 22)","(1580, 22)",0.3351682799110319,0.2938369428870117
7,28,0,1,1,0,1,0,0,1,1,1,0.65,0.54,0.297,3,5.800000000000001,92,1,0.925,0.81,1.0,46,0.770983920952865,0.4402640615870817,"(6273, 22)","(1570, 22)",0.3307198593657833,0.3002087252701887
7,29,0,1,1,0,1,0,0,1,1,1,0.6000000000000001,0.835,0.171,3,6.6000000000000005,106,1,0.04,0.07,1.0,322,0.7365895449240464,0.4183658744415423,"(6262, 22)","(1569, 22)",0.3182236704825041,0.3017797058605389
7,30,0,1,1,0,1,0,0,1,1,1,0.75,0.145,0.154,3,5.2,145,1,0.31,0.545,0.9,392,0.7880011085981633,0.4207663372100717,"(6251, 22)","(1568, 22)",0.3672347713880916,0.3206640073922151
