split,h,1 Month Anomaly Rainfalls (%),Day,FCG,Fatalities,Month,NDVI Anomaly,Price cereals and tubers,Rainfalls (mm),Ramadan,Year,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,rCSI,reg_alpha,reg_lambda,subsample,attempt,r2_train,r2_val,shape_train,shape_val,r2_difference,loss_to_minimize
2,12,0,1,1,1,1,0,0,0,1,1,1.0,0.01,0.258,3,8.0,82,0,0.235,0.66,0.7000000000000001,481,0.806193570908942,0.7392361273046517,"(4955, 19)","(1244, 19)",0.0669574436042902,0.1050121392503205
2,13,0,1,1,1,1,1,0,0,1,1,0.65,0.015,0.183,3,5.800000000000001,125,0,0.33,0.77,0.95,138,0.845133604747267,0.7339729429220593,"(4943, 20)","(1244, 20)",0.1111606618252076,0.1242723818534652
2,14,0,1,1,1,1,0,0,0,1,1,0.95,0.8200000000000001,0.23,3,9.1,88,0,0.725,0.245,0.6000000000000001,419,0.7917113930451599,0.6980879337147009,"(4931, 19)","(1244, 19)",0.093623459330459,0.1280230036177733
2,15,0,1,1,1,1,0,0,0,1,1,0.65,0.265,0.231,3,4.7,102,0,0.955,0.065,0.8500000000000001,422,0.8065606544126248,0.6859888239828589,"(4929, 19)","(1234, 19)",0.1205718304297659,0.1424320849770487
2,16,0,1,1,1,1,1,0,0,1,1,1.0,0.48,0.277,3,7.300000000000001,89,0,0.7000000000000001,0.92,0.6000000000000001,582,0.8154239602130897,0.6967943690616216,"(4918, 20)","(1233, 20)",0.1186295911514681,0.1384135257421007
2,17,0,1,1,1,1,1,0,0,1,1,1.0,0.55,0.24,3,3.5,97,0,0.8150000000000001,0.25,0.8500000000000001,425,0.8263782313391703,0.6759942933568495,"(4907, 20)","(1232, 20)",0.1503839379823208,0.1573552871858735
2,18,0,1,1,1,1,0,0,0,1,1,0.95,0.4,0.27,3,9.0,78,0,0.62,0.2,0.9,427,0.7607214479104609,0.6242213992887854,"(4895, 19)","(1232, 19)",0.1365000486216755,0.1673335996620346
2,19,0,1,1,1,1,1,0,0,1,1,0.65,0.22,0.221,3,7.300000000000001,91,0,0.22,0.15,0.6000000000000001,407,0.7983531148792115,0.6478348014173341,"(4883, 20)","(1232, 20)",0.1505183134618773,0.1658568849595507
2,20,1,1,1,1,1,1,0,0,1,1,0.9,0.5750000000000001,0.296,3,1.4,70,0,0.13,0.585,0.75,565,0.7662130763811724,0.6302164491386498,"(4881, 21)","(1222, 21)",0.1359966272425226,0.1653337161554141
2,21,1,1,1,1,1,1,0,1,1,1,0.65,0.65,0.286,3,5.7,81,0,0.675,0.465,0.75,410,0.8039740920596652,0.624144355501042,"(4870, 22)","(1221, 22)",0.1798297365586232,0.1846885879731367
2,22,0,1,1,1,1,1,0,0,1,1,1.0,0.045,0.187,3,5.300000000000001,124,0,0.425,0.775,0.6000000000000001,264,0.8285184114272721,0.6350130621887558,"(4859, 20)","(1220, 20)",0.1935053492385163,0.1868982210387798
2,23,0,1,1,1,1,1,0,0,1,1,0.8500000000000001,0.46,0.264,3,2.8000000000000003,96,0,0.355,0.685,0.7000000000000001,153,0.810069630644684,0.6249169143323242,"(4847, 20)","(1220, 20)",0.1851527163123597,0.1865860122252466
2,24,1,1,1,1,1,1,0,0,1,1,1.0,0.85,0.123,3,2.4000000000000004,148,0,0.6,0.7000000000000001,0.8,181,0.8199769266496488,0.5876868948495977,"(4835, 21)","(1220, 21)",0.2322900318000511,0.2166099442651411
2,25,0,1,1,1,1,1,0,0,1,1,0.8500000000000001,0.775,0.218,3,9.3,109,0,0.0,0.275,0.95,223,0.8110123126307516,0.5808913175822202,"(4833, 20)","(1210, 20)",0.2301209950485313,0.2177810027447464
2,26,0,1,1,1,1,1,0,0,1,1,0.9,0.775,0.3,3,5.6000000000000005,70,0,0.63,0.48,0.6000000000000001,196,0.7369027661258443,0.5540636015123259,"(4822, 20)","(1209, 20)",0.1828391646135183,0.2069165853917095
2,27,0,1,1,1,1,1,0,0,1,1,0.6000000000000001,0.455,0.16,3,5.0,130,0,0.485,0.6950000000000001,0.6000000000000001,330,0.804116343311692,0.5618607957275119,"(4811, 20)","(1208, 20)",0.2422555475841801,0.2283439803154184
2,28,0,1,1,1,1,1,0,0,1,1,0.7000000000000001,0.6950000000000001,0.229,3,4.1000000000000005,97,0,0.975,0.375,0.95,105,0.7778553772491911,0.5546000742636932,"(4799, 20)","(1208, 20)",0.2232553029854979,0.2229220989150911
2,29,0,1,1,1,1,1,0,0,1,1,0.65,0.355,0.201,3,1.0,102,0,0.8200000000000001,0.56,0.95,587,0.7819875674991645,0.5358169025083297,"(4787, 20)","(1208, 20)",0.2461706649908348,0.237723195243835
2,30,0,1,1,1,1,1,0,0,1,1,0.65,0.13,0.231,3,4.0,91,0,0.925,0.305,1.0,489,0.7719412223613543,0.5269894810401328,"(4785, 20)","(1198, 20)",0.2449517413212215,0.2398838522164487
3,1,0,1,1,0,1,1,1,0,1,1,0.75,0.215,0.251,3,3.1,70,0,0.49,0.84,0.75,581,0.9728385099277288,0.9682310702695498,"(5361, 18)","(1342, 18)",0.0046074396581791,0.0113736547824067
3,2,0,1,1,0,1,0,1,0,1,1,0.8500000000000001,0.02,0.196,3,6.1000000000000005,75,0,0.045,0.675,0.9,449,0.9497311407639966,0.9475024800585572,"(5350, 17)","(1341, 17)",0.0022286607054392,0.0166407202646085
3,3,0,1,1,0,1,1,1,1,1,1,1.0,0.89,0.299,3,1.3,66,0,0.56,0.015,0.75,595,0.9312164855923026,0.9289096361458324,"(5339, 19)","(1340, 19)",0.0023068494464703,0.0222498489348384
3,4,1,1,1,0,1,0,0,0,1,1,0.9,0.915,0.237,3,2.2,72,0,0.8,0.735,0.75,524,0.9099072026825938,0.9005752839638195,"(5327, 17)","(1340, 17)",0.0093319187187743,0.0335601822983639
3,5,0,1,1,0,1,0,0,0,1,1,0.95,0.41,0.245,3,7.6,74,1,0.03,0.375,0.7000000000000001,304,0.8902203970279648,0.8727322168036104,"(5315, 21)","(1340, 21)",0.0174881802243545,0.0451756070486586
3,6,0,1,1,0,1,0,0,0,1,1,0.95,0.24,0.296,3,8.3,69,0,0.7000000000000001,0.415,0.7000000000000001,545,0.8680002465401055,0.8435845659279564,"(5313, 16)","(1330, 16)",0.0244156806121491,0.0566909024664727
3,7,1,1,1,0,1,0,0,0,1,1,1.0,0.33,0.188,3,5.7,79,0,0.88,0.515,0.65,543,0.8536731022269617,0.8146654445370332,"(5302, 17)","(1329, 17)",0.0390076576899285,0.0712034297148614
3,8,0,1,1,0,1,0,0,0,1,1,0.75,1.0,0.119,3,7.9,108,0,0.43,0.12,0.7000000000000001,557,0.8405398754552521,0.7991962993358835,"(5291, 16)","(1328, 16)",0.0413435761193685,0.0767785406469823
3,9,0,1,1,0,1,0,0,0,1,1,0.95,0.34,0.231,3,6.800000000000001,76,0,0.715,0.53,0.9,544,0.8207358615340592,0.7683573146133129,"(5279, 16)","(1328, 16)",0.0523785469207462,0.0904442243843046
3,10,0,1,1,0,1,0,0,0,1,1,1.0,0.89,0.29,3,8.3,75,0,0.0,0.73,0.8,585,0.8115400252765621,0.7501837446972177,"(5267, 16)","(1328, 16)",0.0613562805793443,0.0994873888225724
3,11,0,1,1,0,1,0,0,0,1,1,0.95,0.985,0.248,3,3.0,82,0,0.08,0.335,0.95,589,0.8028656039860107,0.7313351917276494,"(5265, 16)","(1318, 16)",0.0715304122583613,0.1092116073850497
3,12,0,1,1,0,1,0,0,0,1,1,1.0,0.555,0.071,3,2.7,166,0,0.78,0.085,1.0,274,0.7907577709505303,0.6962718925881328,"(5254, 16)","(1317, 16)",0.0944858783623975,0.1289127835685191
3,13,0,1,1,0,1,0,0,0,1,1,0.8500000000000001,0.5750000000000001,0.159,3,4.800000000000001,104,0,0.795,0.415,0.8,166,0.7784308087219127,0.6700006624680921,"(5243, 16)","(1316, 16)",0.1084301462538206,0.1423718597611006
3,14,1,1,1,1,1,0,0,0,1,1,0.8,0.25,0.276,3,6.1000000000000005,67,0,0.585,0.645,0.7000000000000001,525,0.7578321992209749,0.6390143718840846,"(5231, 20)","(1316, 20)",0.1188178273368902,0.1558228193695307
3,15,0,1,1,0,1,0,0,0,1,1,0.8,0.78,0.163,3,3.0,89,0,0.77,1.0,0.95,155,0.7458091512389532,0.6014521400018916,"(5219, 16)","(1316, 16)",0.1443570112370615,0.1773071624942571
3,16,0,1,1,0,1,0,0,0,1,1,0.7000000000000001,0.0,0.286,3,3.5,71,0,0.8300000000000001,0.26,0.75,579,0.7346409945504764,0.5730818081610469,"(5217, 16)","(1306, 16)",0.1615591863894294,0.1926991321074577
3,17,1,1,1,1,1,0,0,0,1,1,0.95,0.02,0.294,3,2.2,72,0,0.75,0.495,0.6000000000000001,200,0.7718035396625283,0.6053615966159109,"(5206, 20)","(1305, 20)",0.1664419430466174,0.1849682982338736
3,18,1,1,1,1,1,0,0,0,1,1,0.95,1.0,0.3,3,6.2,70,0,0.39,0.625,0.8500000000000001,547,0.7533189132990888,0.5674432163625232,"(5195, 20)","(1304, 20)",0.1858756969365657,0.2041173138658693
3,19,1,1,1,1,1,0,0,0,1,1,0.7000000000000001,0.76,0.174,3,3.5,86,0,0.73,0.665,0.6000000000000001,594,0.7528527915149662,0.5459862563473037,"(5183, 20)","(1304, 20)",0.2068665351676625,0.2189507371628739
3,20,1,1,1,1,1,0,0,0,1,1,1.0,0.285,0.175,3,5.0,83,0,0.24,0.5,0.8500000000000001,378,0.7462219045890781,0.5398723586860553,"(5171, 20)","(1304, 20)",0.2063495459030228,0.2205781107553925
3,21,1,1,1,1,1,0,0,0,1,1,0.6000000000000001,0.64,0.217,3,5.5,78,0,0.15,0.585,0.8500000000000001,185,0.7320246018610955,0.5216936162969947,"(5169, 20)","(1294, 20)",0.2103309855641008,0.2276243093365418
3,22,1,1,1,1,1,0,0,0,1,1,0.8500000000000001,0.33,0.235,3,9.4,71,0,0.77,0.095,0.65,448,0.7093090935300819,0.513395754261604,"(5158, 20)","(1293, 20)",0.1959133392684778,0.2243466094289099
3,23,1,1,1,1,1,0,0,0,1,1,0.65,0.085,0.256,3,6.0,74,0,0.8200000000000001,0.33,0.7000000000000001,590,0.7171062809595309,0.463450094397174,"(5147, 20)","(1292, 20)",0.2536561865623569,0.2624274463057905
3,24,0,1,1,1,1,1,0,0,1,1,0.8,0.395,0.3,3,8.700000000000001,110,0,0.32,0.085,0.9,565,0.8412889873580647,0.494322906142043,"(5135, 20)","(1292, 20)",0.3469660812160217,0.2904895606437958
3,25,1,1,1,1,1,0,0,0,1,1,0.7000000000000001,0.76,0.288,3,1.0,66,0,0.04,0.5650000000000001,0.75,266,0.6754173823525789,0.4153205559945321,"(5123, 20)","(1292, 20)",0.2600968263580467,0.279442563744859
3,26,1,1,1,1,1,1,0,0,1,1,0.65,0.19,0.236,3,2.0,97,0,0.905,0.51,0.65,412,0.7951817600045945,0.4672007601040573,"(5121, 21)","(1282, 21)",0.3279809999005372,0.2910321719289976
3,27,0,1,1,1,1,1,0,0,1,1,0.75,0.8250000000000001,0.155,3,1.2000000000000002,129,0,0.91,0.125,0.7000000000000001,518,0.802026195127137,0.3904539894987241,"(5110, 20)","(1281, 20)",0.4115722056284129,0.3474926854017479
3,28,1,1,1,1,1,1,0,0,1,1,0.65,0.93,0.26,3,7.800000000000001,72,0,0.715,0.915,0.7000000000000001,425,0.7239161414033197,0.4188396486539543,"(5099, 21)","(1280, 21)",0.3050764927493654,0.2963787025035599
3,29,0,1,1,1,1,1,0,0,1,1,0.8500000000000001,0.025,0.299,4,2.1,81,0,0.94,0.955,0.6000000000000001,419,0.8489734951880742,0.4969340027743146,"(5087, 20)","(1280, 20)",0.3520394924137595,0.2917355961332094
3,30,0,1,1,1,1,1,0,0,1,1,0.65,0.6,0.299,4,2.9000000000000004,74,0,0.545,0.655,0.7000000000000001,263,0.8112180838720008,0.4328113983525899,"(5075, 20)","(1280, 20)",0.3784066855194108,0.3215192547019873
4,1,1,1,1,0,1,1,0,1,1,1,0.95,0.84,0.283,3,1.0,71,1,0.47,0.865,0.7000000000000001,547,0.97626550111488,0.9595353815915733,"(5649, 24)","(1414, 24)",0.0167301195233067,0.0188314333318507
4,2,1,1,1,0,1,0,1,1,1,1,0.8,0.22,0.268,3,4.800000000000001,69,1,0.48,0.76,1.0,584,0.9552381800481256,0.9288893840097724,"(5638, 24)","(1413, 24)",0.0263487960383532,0.0318727032124095
4,3,1,1,1,0,1,0,1,0,1,1,0.95,0.26,0.209,3,6.7,72,1,0.795,0.67,0.8500000000000001,448,0.9345577408322524,0.9017496189620994,"(5627, 23)","(1412, 23)",0.0328081218701529,0.0425983630594313
4,4,1,1,1,0,1,0,0,0,1,1,0.9,0.785,0.165,3,6.2,84,0,0.42,0.475,1.0,509,0.9177397294671976,0.8692644520120214,"(5615, 17)","(1412, 17)",0.0484752774551763,0.0586107753784641
4,5,0,1,1,0,1,0,0,0,1,1,0.65,0.08,0.293,3,6.9,66,1,0.84,0.785,0.9,580,0.8913930292689912,0.8376724828552555,"(5603, 21)","(1412, 21)",0.0537205464137356,0.0701864737089176
4,6,1,1,1,0,1,0,0,0,1,1,0.8,0.21,0.285,3,5.6000000000000005,71,1,0.53,0.81,1.0,546,0.8850130180029913,0.8205741373260536,"(5601, 22)","(1402, 22)",0.0644388806769377,0.079603311072959
4,7,0,1,1,0,1,0,0,0,1,1,0.95,0.065,0.285,3,7.9,80,1,0.31,0.25,0.75,578,0.8778928507350549,0.7923053039334633,"(5590, 21)","(1401, 21)",0.0855875468015915,0.0965434275405976
4,8,0,1,1,0,1,1,0,0,1,1,0.9,0.795,0.136,3,8.0,113,1,0.47,0.59,0.8500000000000001,156,0.8705056961024424,0.7666977755567593,"(5579, 22)","(1400, 22)",0.1038079205456831,0.1115138355512454
4,9,0,1,1,0,1,0,0,0,1,1,1.0,0.31,0.238,3,9.9,74,0,0.495,0.66,0.75,264,0.8269208863736203,0.7327039872314791,"(5567, 16)","(1400, 16)",0.0942168991421411,0.1178755634874127
4,10,0,1,1,0,1,0,0,1,1,1,0.9,0.19,0.249,3,8.9,82,1,0.97,0.32,0.8500000000000001,258,0.8462261896108217,0.7218689022281631,"(5555, 22)","(1400, 22)",0.1243572873826586,0.1331822442846145
4,11,0,1,1,0,1,0,0,0,1,1,0.65,0.275,0.258,3,4.9,73,1,0.19,0.785,0.75,573,0.8050267923095531,0.692827469574086,"(5553, 21)","(1390, 21)",0.112199322735467,0.137031488221961
4,12,0,1,1,0,1,0,0,0,1,1,1.0,0.53,0.23,3,7.1000000000000005,80,0,0.37,0.13,0.8,509,0.7996554584833125,0.6781178652693182,"(5542, 16)","(1389, 16)",0.1215375932139943,0.1451796777048022
4,13,1,1,1,0,1,0,0,0,1,1,0.7000000000000001,0.96,0.293,3,6.800000000000001,65,0,0.51,0.07,0.8,513,0.7666455683941269,0.6454972771873206,"(5531, 17)","(1388, 17)",0.1211482912068062,0.1548101333265263
4,14,0,1,1,0,1,0,0,0,1,1,0.65,0.2,0.191,3,8.1,82,0,0.62,0.735,0.65,450,0.7633578544603065,0.6323253884435844,"(5519, 16)","(1388, 16)",0.131032466016722,0.1627153698736134
4,15,0,1,1,0,1,0,0,0,1,1,0.65,0.02,0.272,3,7.300000000000001,67,0,0.075,0.115,0.6000000000000001,299,0.7439470178616435,0.5946767343148418,"(5507, 16)","(1388, 16)",0.1492702835468017,0.1813050931242681
4,16,0,1,1,0,1,0,0,0,1,1,0.9,0.245,0.266,3,7.1000000000000005,64,1,0.465,0.525,0.65,385,0.7244190932454639,0.5717614216252341,"(5505, 21)","(1378, 21)",0.1526576716202298,0.1895346421605216
4,17,0,1,1,0,1,0,0,0,1,1,0.75,0.125,0.276,3,5.1000000000000005,68,0,0.405,0.37,0.7000000000000001,409,0.7310874476739335,0.5966967934614522,"(5494, 16)","(1377, 16)",0.1343906542124813,0.1747472236465568
4,18,0,1,1,0,1,0,0,0,1,1,1.0,0.255,0.293,3,8.8,66,0,0.0,0.505,0.65,498,0.7217885663103278,0.5727524335378873,"(5483, 16)","(1376, 16)",0.1490361327724405,0.18778872304761
4,19,0,1,1,0,1,0,0,0,1,1,0.9,0.15,0.291,3,9.5,63,0,0.165,0.995,1.0,591,0.6877132574750022,0.5455894559749853,"(5471, 16)","(1376, 16)",0.1421238015000169,0.1931726838075111
4,20,0,1,1,0,1,0,0,0,1,1,0.8,0.61,0.231,3,5.1000000000000005,66,0,0.09,0.68,1.0,260,0.6772252917554813,0.531777523152218,"(5459, 16)","(1376, 16)",0.1454477686032632,0.1986458504956398
4,21,0,1,1,0,1,0,0,0,1,1,0.65,0.325,0.297,3,5.5,70,1,0.485,0.555,1.0,466,0.7034910727264096,0.5478637725486821,"(5457, 21)","(1366, 21)",0.1556273001777275,0.1978917883064863
4,22,0,1,1,0,1,0,0,0,1,1,0.65,0.685,0.256,3,7.2,70,0,0.165,0.765,0.95,412,0.6715527106632386,0.5367759252000501,"(5446, 16)","(1365, 16)",0.1347767854631885,0.1928779366252603
4,23,0,1,1,0,1,0,0,0,1,1,0.65,0.03,0.219,3,5.2,68,0,0.965,0.225,0.95,29,0.6512287496752855,0.5162298944874462,"(5435, 16)","(1364, 16)",0.1349988551878393,0.1991305737289019
4,24,0,1,1,0,1,0,0,0,1,1,0.75,0.915,0.177,3,9.3,77,0,0.88,0.07,0.8500000000000001,405,0.6582876970554612,0.5174816330300678,"(5423, 16)","(1364, 16)",0.1408060640253934,0.201077935701137
4,25,0,1,1,0,1,0,0,0,1,1,0.75,0.61,0.292,3,3.0,67,0,0.76,0.6950000000000001,0.65,292,0.6441467562656962,0.5152284265448461,"(5411, 16)","(1364, 16)",0.12891832972085,0.1969988039248861
