Country,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria
Split,Split 1,Split 1,Split 2,Split 2,Split 3,Split 3,Split 4,Split 4,Split 5,Split 5,Split 6,Split 6,Split 7,Split 7
Type,r2_model,r2_naive,r2_model,r2_naive,r2_model,r2_naive,r2_model,r2_naive,r2_model,r2_naive,r2_model,r2_naive,r2_model,r2_naive
Prediction horizon,,,,,,,,,,,,,,
20,0.054661927078498374,-0.19502918915524825,0.12217671365194549,0.2728103230542144,0.23616375833196557,0.4938493741644854,0.5881280256354664,0.0179103920745608,-0.20150272592577423,-0.600245600138607,-0.2818123444407006,-0.5708440007963913,0.6594178503465856,0.7822203391268437
21,0.06568463126897939,-0.19502918915524825,0.08694859515718412,0.265708132674482,0.23870951890312242,0.49102089135186977,0.45012837213067414,-0.18396052630683135,-0.24187744828758295,-0.6066609331792825,-0.37354925969586716,-0.5179385710579221,0.6473870924700144,0.7710324406545317
22,0.06125323085509926,-0.19502918915524825,0.041658668438027235,0.2658603496530929,0.3012513621543772,0.5709579394846123,0.4069192324283747,-0.27658699464926273,-0.2562001452042644,-0.741792201540983,-0.6167714646082996,-0.6738931384035609,0.6395573604311733,0.7832536107714535
23,0.041238016222035156,-0.19502918915524825,0.10786310261941034,0.313179268392226,0.34222748358481825,0.614257474748765,0.45323875948559444,-0.12871643849615522,-0.3140348235885835,-0.7302771724407173,-0.7095390205013272,-0.7575158664124404,0.6065928789827404,0.7568990840741662
24,0.05254832885585703,-0.19502918915524825,0.12071343350732855,0.3276824753353912,0.35102485618390633,0.616715624921255,0.39725949753013867,-0.3050867554223964,-0.3454799547524534,-0.8109109575370963,-0.8085771475527241,-0.7827895699652576,0.5950325180966661,0.7629339518050996
25,0.0720666791344613,-0.19502918915524825,0.12601495996267986,0.32281460001060214,0.38140716103337824,0.6307698426553833,0.39219992076095733,-0.3050867554223964,-0.3383071326626921,-0.8180568858505266,-1.085109846325667,-0.8614874295362027,0.5504785370156398,0.7677884574528949
26,0.10124584540902382,-0.19502918915524825,0.12340612588646693,0.3181292136096894,0.40037408471278924,0.625993638253465,0.39467701973642355,-0.2243443076340672,-0.35628584090392534,-0.8396860351621311,-1.2804895608894333,-1.2332362889868946,0.5308019932237531,0.7579154970695406
27,0.139243342179036,-0.19502918915524825,0.1201683250382376,0.3181292136096894,0.45227445089071894,0.6615587430420288,0.35996849777021167,-0.18243579641586916,-0.42603274911960076,-0.9606898053576092,-1.0776426816743,-1.2259216308927132,0.4803191039037299,0.7424883963423584
28,0.17893642449179947,-0.19502918915524825,0.10348268742153499,0.31640971704954923,0.5280243601141973,0.6790121224706362,0.3450063859370751,-0.17704515450527225,-0.4900622907418286,-1.0495705560529163,-0.7732784259082384,-1.060276822903338,0.45993196979553863,0.7224447425862477
29,0.20148336091693575,-0.19502918915524825,0.0717412939546298,0.31755751427609846,0.48446552425057776,0.5652068128996706,0.32471468103656587,-0.15756514422681067,-0.5662903162081949,-1.2026145847366254,-0.6726772449748908,-1.2761190448723574,0.42194415513722616,0.7227684886355957
30,0.17207966401008268,0.0813609742874416,0.006202496413809544,0.31999785579224405,0.5159618390712404,0.5710465690584616,0.29664379158184295,-0.03735164497395527,-0.6824990336905516,-1.5233097342920194,-0.4199013649596308,-1.1906632194531577,0.38934839545357425,0.7192436581513433
