bxcx,p,stationary,loss
True,27,True,317243805.5438482
False,206,True,314048.61417697364
False,136,False,27.956290960291664
True,67,True,298710287.5600993
False,227,True,462261.89327640296
True,172,True,330045854.0325902
False,206,True,314048.61417697364
False,4,True,217308.5271620484
False,140,True,220150.8845665704
False,174,False,55.74472693192681
True,75,False,21.149965095482
False,159,True,234268.0427693995
True,171,True,328377834.1172676
False,141,True,219442.84731255946
True,93,False,22.907677076741194
True,75,False,21.149965095482
True,164,False,44.09332277169516
True,104,False,26.02844973015999
True,36,False,22.948538246103748
True,75,False,21.149965095482
True,75,False,21.149965095482
True,11,False,31.09448422677725
True,82,False,21.101886311665623
True,201,False,138.94370927838423
True,73,False,22.381813193480507
True,37,False,24.046705257865785
True,131,False,22.975975733525644
True,160,False,42.7362362169159
True,40,False,22.801968310681676
True,214,False,182.748765380276
False,134,False,28.0656340095276
True,143,False,28.762569141426876
True,82,True,288714305.16574806
True,151,False,41.80877414771292
False,90,False,27.889048989422303
True,77,True,286792159.2500819
True,126,True,266331738.93624553
True,200,False,112.77752478342079
False,12,False,32.554304774367694
True,19,True,305639169.7162173
True,190,False,71.8616631063572
False,21,False,36.4478116690462
True,211,True,471344932.9482772
True,34,False,22.529101016521377
True,75,False,21.149965095482
True,137,False,29.53188838122775
True,39,False,22.785648971222603
True,75,False,21.149965095482
True,16,False,32.309973452771644
True,82,False,21.101886311665623
True,76,False,19.585500188527888
True,76,False,19.585500188527888
True,167,False,53.70547804718408
True,76,True,291682925.0974562
True,64,False,20.579405095362834
True,182,False,36.06933243629898
True,76,False,19.585500188527888
True,48,True,286059421.90189654
True,76,False,19.585500188527888
True,76,False,19.585500188527888
True,188,True,377861655.39882374
False,195,False,108.85702663878844
True,76,False,19.585500188527888
True,169,True,325817615.97196406
True,56,False,24.365870044870707
True,59,False,24.721009686821713
False,88,False,23.91481988080048
True,187,True,387624172.96651274
True,98,False,24.609912983679603
False,18,False,33.84464773043931
True,184,True,322606190.3882753
True,116,False,20.68143525807214
False,175,False,52.875273534088876
True,202,False,174.97689004598837
True,130,False,21.169259055523916
False,22,False,35.834704984189244
True,68,False,22.928912547401925
True,70,False,24.96157535024246
False,100,False,24.612177884605984
True,163,False,41.58375652643418
True,162,True,303550831.45365316
True,222,False,242.2181551953547
True,80,False,20.45166633967041
True,86,True,286765415.8359961
True,109,False,26.134340675821104
True,198,False,108.3283241784987
False,10,False,30.56591505255186
True,149,True,302171972.4210611
True,111,False,25.56542357207178
True,17,False,33.17373202112896
True,76,True,291682925.0974562
True,38,False,24.099878233936636
True,196,False,104.2280237945211
False,106,False,28.444190614343952
True,210,False,201.0749447999206
True,173,False,50.12876559635301
True,76,False,19.585500188527888
True,76,False,19.585500188527888
True,43,False,21.91828114614778
True,156,False,33.706518196105556
True,91,False,25.790582497703284
True,145,False,29.83612276724989
True,50,False,22.65370421264834
True,133,False,28.8383131865733
True,65,False,22.93449553167166
True,44,False,21.953432596722166
True,112,False,24.47661116564079
True,139,False,29.68487346644534
True,218,False,210.99973216647913
True,204,False,206.77796068035514
True,138,False,28.416962328769348
True,76,False,19.585500188527888
True,166,True,326048961.86946493
True,26,True,318165420.82850116
False,69,False,24.423139240452812
True,6,True,296149820.2807323
True,46,False,21.87869586618036
True,110,False,25.563829949869852
False,55,False,24.625045673396244
True,71,False,23.96948102705009
True,203,True,409877060.8821426
True,209,False,263.55884517787905
True,146,False,27.66369177202394
True,33,False,21.78811852855864
True,179,False,47.44707079618389
True,92,False,23.097684853375643
False,132,False,26.447261067249418
True,78,False,18.58772521744076
True,152,False,38.67984035601719
True,120,True,275866851.5612669
True,78,False,18.58772521744076
True,124,False,22.142716124415717
False,78,False,18.739109284164577
False,150,False,35.625261731555234
False,180,True,244090.90191730764
False,78,False,18.739109284164577
False,84,False,22.389679035423114
False,78,False,18.739109284164577
False,78,False,18.739109284164577
False,78,True,211708.4589232132
False,78,False,18.739109284164577
False,28,False,39.548368860274714
False,81,False,20.25272436599063
False,51,False,23.793756515430072
False,14,False,32.32661763777245
False,199,False,103.43804270010162
False,23,False,35.68037165207225
False,208,False,254.92613670392166
False,32,False,23.062543562893982
False,183,True,227232.41837340267
False,61,False,26.631271801287358
False,85,False,25.03196934850214
False,30,False,43.376224195451776
False,154,True,230953.40643758318
False,78,False,18.739109284164577
False,230,False,3801.5529721440143
False,221,False,534.4269435763064
False,53,False,24.80539537119564
False,99,True,212109.96723373304
False,24,False,37.4553357652062
False,66,False,23.695288385332855
False,193,False,92.58811086459399
False,144,False,28.3944574671098
False,95,False,24.144594957984452
False,223,False,883.3252456765252
False,178,False,44.338340141818556
False,42,False,22.737809209210045
False,47,True,207924.49636170967
False,74,False,21.221871369716013
False,216,False,360.70239086057603
False,49,False,22.687521630060846
False,79,False,22.34577269851182
False,78,False,18.739109284164577
False,189,False,57.03508033886311
False,78,False,18.739109284164577
False,108,False,27.23150064330783
False,123,False,23.226088324695496
False,205,False,219.55682668747303
False,45,False,22.787780518632772
False,186,False,72.7538066752339
False,115,False,23.027897254418487
False,127,False,19.501831011822333
False,119,False,22.81655772976643
False,220,False,186.63662443147328
False,207,False,222.47862639233142
False,165,False,48.8541832825776
False,9,True,216769.33190956587
False,7,False,29.317520472106153
False,62,False,25.18335140376644
False,57,False,25.381465278102834
False,125,True,208823.18462601383
False,5,False,29.51770112557961
