bxcx,p,stationary,loss
True,139,True,47.41939386962093
True,81,False,19.0284108675568
False,211,False,110.75327799021488
True,174,True,52.98493753975828
True,133,False,54.516729510837614
False,62,True,15.552057042497657
True,87,False,19.181090526296785
False,88,False,18.3489364919246
False,54,True,18.890076703657197
False,214,False,124.4968199280877
True,55,False,26.819109683151556
True,113,False,38.18114274762705
True,46,False,24.880226753997764
False,193,False,79.83365724779448
False,34,True,14.015133428768557
False,62,True,15.552057042497657
False,34,True,14.015133428768557
False,63,True,14.349251410014404
False,34,True,14.015133428768557
False,210,True,98.43567790932661
False,34,True,14.015133428768557
False,137,True,42.882702344015485
False,147,True,49.29535010423441
False,34,True,14.015133428768557
False,146,True,48.610199180428005
False,144,True,46.491799537132465
False,17,True,21.99368991401509
False,36,True,14.53639263446155
False,141,True,47.214772881247434
True,110,False,36.41333013727667
False,187,False,69.37629133347555
True,224,True,193.656269283152
False,112,False,36.86121262931687
False,66,True,14.966811996576846
False,155,False,50.92157069651599
False,196,False,87.23993090824615
False,34,True,14.015133428768557
False,34,True,14.015133428768557
False,34,True,14.015133428768557
False,35,True,14.489381340249828
False,166,True,38.42615410784527
False,15,True,22.777160278718195
False,162,True,40.70092599549921
False,192,True,73.22767444907122
False,30,True,24.091327043264968
False,89,True,16.37360389048949
True,72,True,13.242681359735803
True,191,False,88.24042099230637
True,157,True,48.807785657451774
True,208,True,63.10219130717263
True,72,True,13.242681359735803
True,72,False,17.844623969755563
True,99,True,19.191038024712423
True,107,True,21.727590636610174
True,72,True,13.242681359735803
True,160,True,46.511175522019165
True,72,True,13.242681359735803
True,8,True,23.748935920667225
True,72,True,13.242681359735803
True,5,True,24.401837575432705
True,173,False,66.77453164180214
True,220,True,171.41245932838714
True,124,True,27.614777033210032
True,185,True,75.14910176964777
True,130,True,34.465953833810026
True,156,True,48.30263688666369
True,148,True,57.13221369078554
True,72,True,13.242681359735803
True,86,True,15.919711158474266
True,203,True,72.73915287868557
True,18,True,22.136633417971236
True,198,True,84.65574443056404
True,74,True,13.486226801318073
True,123,True,28.52404222416384
True,132,True,40.26634741287494
True,52,True,18.410745504510228
True,122,True,27.050007250074767
True,49,True,16.135043544462444
True,181,True,63.94372582197659
True,51,False,23.61321353809079
True,43,True,14.892106910871561
True,153,True,48.157772265900526
True,91,True,18.241896035944695
True,228,True,271.34162735232786
True,114,False,38.10767114270989
True,152,True,52.04574975285677
True,67,True,14.887199983532403
True,194,True,79.01374915871817
True,167,True,44.952755469627846
True,104,False,33.95856947815438
True,75,True,14.239580583743399
True,111,True,21.463442358980604
True,159,True,47.61561060631601
True,77,True,16.140289896700835
True,71,True,13.777178912847551
True,229,True,281.69439243493235
True,72,True,13.242681359735803
True,60,True,17.922470929861746
True,72,True,13.242681359735803
True,188,True,75.26697514349361
True,72,True,13.242681359735803
True,125,True,30.34979687480551
True,120,True,26.309843101829372
True,207,True,52.089532908219695
True,11,True,22.12226541671373
True,16,True,22.115582344311154
True,183,False,71.06430190503673
True,140,True,51.23080919167313
True,59,True,17.962995944701333
True,76,True,15.080441769364144
True,25,True,23.685137140103652
True,204,False,78.78038179139526
True,129,True,36.8863367573176
True,64,True,14.441851603231624
True,178,False,61.951686779971084
True,31,True,14.106824469303609
True,176,True,46.151498767734836
True,72,True,13.242681359735803
True,145,False,73.04089012505213
True,22,True,23.13076065287645
True,216,True,132.77937227332686
False,225,True,285.5635505048349
True,98,True,18.390791111284518
False,4,False,33.580078110021084
True,82,True,15.933999003135497
True,163,True,47.213160173447875
True,58,True,17.8573218191823
True,41,True,15.20136870518867
False,170,True,44.38221482617096
True,217,False,178.3094814537864
True,19,True,22.456978656796384
True,197,True,83.1510321237157
False,186,True,73.71578807324885
True,136,False,54.49728247800862
True,126,True,32.38752312972027
True,135,True,41.12642721674534
True,218,True,145.26645098044506
True,212,True,107.49220776603363
False,119,True,21.185543462213946
True,23,False,31.657542855151032
True,118,True,24.364775435574245
True,105,True,21.79266190874804
True,72,True,13.242681359735803
False,61,True,17.41528674669348
True,10,False,33.64628880016137
True,127,True,34.90068449952516
True,131,True,37.8833519945578
False,81,True,15.477032199534177
True,39,True,14.885754640878135
True,172,False,67.23254629457062
True,171,True,54.692614499581104
True,96,True,18.73906914941014
False,7,True,24.207675941267123
True,215,False,147.52055464156277
True,202,True,74.14123248402923
True,40,True,14.687087442531215
