bxcx,p,stationary,loss
True,92,False,11.60252839020241
True,37,True,26.724560248857085
False,12,True,35.567054336711315
False,220,False,775.2645876967954
True,131,False,52.93585076630715
False,138,False,74.04658437867455
False,229,False,4624.138986318415
True,202,False,270.2361480949848
True,47,True,30.768627759988306
False,55,False,15.824225668433579
True,157,True,37.19915841485459
True,211,True,118.27655826608175
True,154,True,40.99246036378235
True,191,True,64.18698330669882
False,56,True,27.899911815607954
False,37,False,10.284863785958699
False,140,False,69.01182129340486
False,57,False,12.039897061891224
False,37,False,10.284863785958699
False,37,False,10.284863785958699
False,161,False,64.21500161878912
False,142,False,59.67237388859254
False,198,False,87.61226312820509
False,169,False,65.10342799639376
False,179,False,138.9333261902777
False,185,False,89.1099007120557
False,37,False,10.284863785958699
False,166,False,63.735874478738914
False,108,False,20.8224085950484
True,130,True,38.31243324318448
False,221,False,825.8731407426918
False,31,True,21.910905955391822
True,39,False,10.710364317552697
False,73,False,11.859731637792606
True,106,True,23.95692991384637
False,59,True,28.72100604168301
True,148,False,48.02433447414152
False,8,False,16.135336366335224
False,87,True,24.38589208385267
False,197,False,75.18545679795808
True,37,False,8.716024945881877
True,103,False,18.490159361630983
True,128,False,40.254720808141016
True,205,False,353.4568097267729
True,71,False,14.048167789974215
True,81,False,11.034365406953603
False,127,False,41.28963337626953
True,37,False,8.716024945881877
True,37,False,8.716024945881877
True,37,False,8.716024945881877
True,129,False,46.82032678954052
True,194,False,179.80107597644152
True,78,False,8.97637624488964
True,183,False,192.73774861686763
True,145,False,47.41450692442368
True,218,False,1296.097014912218
True,76,False,7.897929625339921
True,168,False,48.62230311544918
True,79,True,26.293233056638496
True,76,False,7.897929625339921
True,76,False,7.897929625339921
True,137,False,56.13716459868137
True,76,False,7.897929625339921
True,200,False,259.7260275329158
True,107,True,23.5576011145557
True,76,False,7.897929625339921
True,76,False,7.897929625339921
True,210,False,512.2010115614692
True,174,True,52.421794380824856
True,152,False,44.25039309465217
True,65,False,15.819056409689876
True,46,False,12.410536468531049
True,150,False,45.552553421112435
True,201,True,71.8216992393546
True,163,False,36.2036397893685
True,171,False,67.14884715605393
True,6,False,11.457853891117358
True,76,True,26.210584126782365
True,121,False,24.014158308778622
True,126,False,41.521285942661
True,104,False,24.63786128911782
True,20,True,37.26196146474157
True,51,False,11.603200655977536
True,176,False,76.53615844727771
True,92,True,27.68975442237975
True,212,False,1052.9257292637524
True,139,False,56.174549130497034
True,223,True,307.7326450519343
False,105,False,25.133417844732644
True,141,False,43.88417257211554
True,147,False,49.347262482296884
True,144,False,41.43555328296298
False,178,False,116.10696531722367
False,4,False,15.365034686359047
True,18,False,10.917607074971704
False,61,False,10.574432108611523
True,5,False,11.732983644866428
True,41,True,32.58861699237465
True,76,False,7.897929625339921
True,45,False,13.675969064349665
True,35,False,9.947416182273356
True,76,False,7.897929625339921
True,203,False,230.69242423713175
True,76,False,7.897929625339921
True,120,False,21.292123414677224
True,132,False,45.30082714905183
True,62,False,8.255802686319829
True,86,True,26.3789310392297
True,95,False,13.995524901021264
True,94,False,12.49338196892743
True,109,True,23.801538576777034
True,28,False,10.8735856506542
True,214,False,1428.669973630068
True,30,False,11.259139316927687
True,233,True,6451.777133333268
True,93,False,12.266334722205405
False,149,False,64.19523036584341
True,82,False,10.183885454711746
True,16,False,11.964802848144878
False,29,False,13.751367303781777
True,136,False,56.60899154244597
True,69,False,18.389029128343353
True,25,False,10.525644955003926
True,48,False,11.156792995331863
True,76,False,7.897929625339921
True,53,False,15.430120002209785
True,180,True,107.34138690531567
True,83,False,9.738996297022258
True,164,False,34.63494942298373
True,13,True,38.38833446707198
True,146,False,40.01579164662159
False,208,False,117.89197336107033
True,60,False,8.369201273290514
True,153,True,39.48134373503448
True,133,False,73.67885149746566
True,74,False,9.083090967375131
True,115,True,26.773517515815467
True,17,False,11.255477535029469
True,15,False,11.172408654959495
False,84,False,9.198422298166205
True,102,False,13.96885444490304
True,224,True,259.3444131945867
True,22,False,9.392664668243148
True,75,False,8.733504300321181
False,98,False,15.842868320148966
True,63,False,10.748542737888739
True,182,False,203.81801416078747
True,76,False,7.897929625339921
True,225,False,1929.639182689012
False,173,False,81.52749439247127
True,42,False,15.788156719316442
True,101,True,24.137781652481646
True,7,False,12.867470560107273
True,27,False,10.55046322233202
True,189,False,227.11110268637535
True,36,False,10.250619799420804
True,172,False,64.62181530522264
False,68,False,25.61322905419965
True,158,False,36.93590998408545
True,228,False,1425.4758112219977
True,117,False,19.7908344846872
False,123,False,31.531414102073324
True,24,False,10.14149355929726
True,32,False,10.217346276441306
True,167,True,46.62211390303546
True,215,False,2043.0466955026477
True,97,False,14.582501442360204
True,49,False,11.22133867698775
True,217,False,1128.5435093305505
True,100,False,16.40676346339838
True,76,False,7.897929625339921
True,76,False,7.897929625339921
True,40,False,13.260251146762537
True,34,False,10.26850197976533
True,151,False,46.58241059688685
