bxcx,p,stationary,loss
True,193,False,15.609151484211097
True,221,False,17.78264954542313
True,30,True,22.887725783374464
True,156,False,9.408722722959455
True,167,False,10.731396143367
False,28,True,22.05452768710974
True,195,True,19.268602143569343
True,155,True,23.09143699785957
True,164,True,35.046631462941114
True,148,False,4.618634923480148
False,206,False,30.707534041485133
False,144,False,10.583854519713801
True,55,False,10.064040252996818
False,226,True,200.16231282055597
False,24,True,23.181248931992865
True,68,False,11.715816258099805
True,21,False,10.091511085443747
True,65,False,12.582088612230793
True,88,False,8.480031524495184
True,148,False,4.618634923480148
True,10,False,11.489181792592392
True,104,False,8.985453168937632
True,74,False,12.577883710129996
True,81,False,11.341333932604117
True,148,False,4.618634923480148
True,82,False,10.200069564793246
True,148,False,4.618634923480148
True,211,False,14.19965171452161
True,202,False,14.865624349951554
True,133,True,14.61077425176658
False,147,False,7.827067860555105
True,32,True,18.022165647175527
True,148,False,4.618634923480148
False,126,False,14.915234877153296
True,132,True,13.706947582790301
True,218,False,16.061413254454603
False,105,False,10.389491002752179
True,142,True,16.20467646152787
True,149,False,5.647821061593558
False,230,False,2954.5903659473242
True,43,True,21.274201831160827
False,182,True,42.48544337623278
False,220,False,37.38248078177512
True,69,True,21.40521872018472
True,163,False,11.110563218623442
True,148,False,4.618634923480148
True,14,False,11.929087532448902
True,148,False,4.618634923480148
True,210,False,13.846402481749358
True,148,False,4.618634923480148
True,131,False,9.00846936349842
True,123,False,9.587155336521514
True,17,False,10.234613577423746
True,172,False,12.17150532088945
True,145,True,13.97389909280175
True,136,False,9.539153407249346
False,15,False,11.426499773982314
True,174,False,12.73879416408912
True,85,False,9.06812663605918
False,11,False,11.45762557292484
True,124,False,8.368766681611236
True,196,False,13.880860829084618
False,97,False,11.100260002337675
True,138,True,15.392853831669834
True,44,False,10.133762875982308
True,148,True,15.86962845890244
True,52,False,10.061503407578739
True,107,False,9.949245334332867
False,122,False,10.584869051165914
True,109,True,10.365969306424669
True,100,False,8.91215495615336
True,213,False,14.677327861784127
False,87,False,9.345530833863451
True,5,False,12.122770629492331
True,7,False,13.202631632816173
True,176,False,14.18566477627328
True,224,False,22.15846994673838
True,207,False,17.132838474159175
False,118,False,10.103510533562849
True,39,False,8.698087774494065
True,227,True,62.255562047964986
True,99,False,9.111631662094625
True,33,False,10.4898384175998
False,119,False,9.834475577126662
True,62,True,19.751229611980367
True,177,False,14.751330921611855
True,148,False,4.618634923480148
True,106,False,9.494098201739144
True,63,True,19.473345869555565
True,38,False,9.089235275960384
True,203,False,13.620484999574979
True,36,False,10.156877971946955
False,48,True,21.87543148259893
True,93,False,8.049235255874374
False,79,False,12.449666809958252
True,9,True,23.879972891546867
True,158,False,14.252579745149625
True,179,False,13.839820290990994
True,71,False,12.094004977252569
False,115,False,10.16255337383161
True,102,False,9.055304188378328
True,219,False,18.454979369356014
True,53,False,10.9319968817066
True,137,False,8.756648868868163
True,66,False,12.155419865228822
True,148,False,4.618634923480148
True,148,False,4.618634923480148
True,29,False,9.294594497915911
True,96,False,10.285770456231544
True,26,False,9.515725446840397
True,188,False,12.909183871777392
True,8,False,12.860445520073577
False,72,True,22.585211641773316
True,41,False,8.614136291209057
True,148,False,4.618634923480148
True,185,False,13.65174167114022
True,199,False,13.259633470499237
True,111,False,6.857264631316844
False,20,True,23.829499672198732
True,166,False,11.773802045826583
True,78,False,12.808136254459454
True,204,False,14.716962038339766
False,205,False,27.757077416127107
True,35,True,18.14269840587649
True,191,False,14.36026997682182
True,22,False,10.00375755044031
True,168,False,10.552889120157767
False,146,False,8.037317744495647
True,103,False,8.893444481688546
True,34,False,9.934520357318673
True,150,True,20.715117105427407
True,173,False,13.132459115652672
True,37,False,9.739572545379616
False,128,False,12.23609574177492
True,148,False,4.618634923480148
True,151,False,8.607819979376677
True,117,False,7.895729517607399
True,192,False,14.549319674072086
True,194,False,15.295203341488708
False,73,False,13.34636274708638
True,178,True,37.137353047491864
True,19,False,10.139547604213627
True,83,False,8.997678108105038
False,212,True,92.69905408027984
True,197,False,13.621414641358962
True,80,False,12.377327844776794
True,148,False,4.618634923480148
True,141,False,7.720756072849547
False,193,False,24.778229758617897
True,13,False,11.490211757646904
True,135,False,8.904833104116983
True,46,False,9.208644315200722
True,61,True,21.831338094377738
True,42,False,9.147653436559933
True,154,False,10.237339791445255
True,27,False,9.461310067848455
True,23,False,10.004664624900974
False,139,False,9.666190893717351
True,121,True,12.052647406453923
True,153,False,13.686259286040183
True,125,False,12.215918513127702
True,54,False,10.949023832901062
True,47,False,9.579380850059144
True,169,False,10.218409865383293
True,221,False,17.78264954542313
False,90,False,8.823482872155695
True,114,True,10.917897390825209
True,110,False,7.513301559807424
True,223,False,27.470034578443954
True,130,False,8.021470585451258
True,180,False,14.011662018795091
True,67,False,11.983562405132465
True,148,False,4.618634923480148
True,148,False,4.618634923480148
True,40,False,8.362696578406537
True,170,False,12.716782355983108
True,157,False,7.77584802233698
True,209,False,14.139016090425889
True,76,False,12.646312434697931
True,200,False,13.380201763888339
True,127,False,9.967483713786212
True,216,False,17.620147928949418
True,148,False,4.618634923480148
True,16,False,10.203636627204828
True,159,False,12.888366925402353
False,92,True,11.4699808298535
True,70,False,12.4539798314621
True,161,False,11.285242979195191
True,160,False,13.937371864099738
True,94,True,13.209868534377444
True,198,False,13.558174360128861
True,120,False,7.556160547681382
True,64,False,12.206953273059684
True,112,False,6.565190198276593
True,148,False,4.618634923480148
True,58,False,10.739588218251471
True,6,False,11.573225841489112
False,189,False,22.697550930249964
