bxcx,p,stationary,loss
True,53,True,1945761473026.2122
True,47,False,7.377875917447928
False,70,True,139295.16731244454
False,69,False,7.524211085695615
False,129,True,119309.17059940314
True,63,True,1806902878972.0208
False,84,False,12.079027552431475
False,185,False,76.06199406200689
False,116,False,13.008234090027434
True,26,True,1543986786098.2024
False,172,False,71.0251777027563
False,28,False,8.067597656367772
False,28,False,8.067597656367772
False,102,False,13.18549608632747
False,219,False,2024.1426947188131
False,69,False,7.524211085695615
False,51,False,7.76582548780947
False,64,False,6.356142414571548
False,160,False,69.0596026913536
False,93,False,8.003083246766577
False,46,False,7.404947409283573
False,187,False,87.85239134608123
False,140,False,32.586344255727845
False,64,True,133857.56403988609
False,184,False,76.03883402985925
True,60,False,6.4825849038105625
True,149,False,20.767109741310882
True,186,False,55.715134647253656
True,60,False,6.4825849038105625
True,107,False,14.021124731665312
True,65,False,6.847678739071266
True,162,False,34.16506694126213
True,191,True,2075626390062.6409
True,197,False,153.73135753192182
True,192,False,66.08495691528381
False,210,True,85479.8023729695
False,62,False,6.815958926570926
False,232,False,4160.6911042118
True,132,True,1684292781557.047
False,4,False,15.86154521865019
False,109,False,13.361333197263065
False,164,False,81.47485089126995
False,75,True,137641.40473863398
True,90,False,8.292010236846766
True,64,False,6.886241220047389
True,224,False,225.654501702684
True,68,False,7.470155718205885
True,60,False,6.4825849038105625
True,41,False,5.60220660693112
True,126,False,11.548286077138558
True,41,False,5.60220660693112
True,42,False,5.355544148697859
True,42,False,5.355544148697859
True,42,False,5.355544148697859
True,42,False,5.355544148697859
True,42,False,5.355544148697859
True,72,False,7.664727685188214
True,204,True,2174105533205.3367
True,23,False,7.540117531769009
True,130,False,10.711111091169942
True,30,True,1602645317489.3037
True,42,False,5.355544148697859
True,34,False,5.274731606002946
True,113,False,11.242946170902854
True,143,False,22.648989710685772
True,34,False,5.274731606002946
True,34,False,5.274731606002946
True,34,False,5.274731606002946
True,103,True,1896423469275.794
True,34,False,5.274731606002946
True,34,False,5.274731606002946
True,50,False,8.378800830002321
True,87,True,1837013583858.1973
True,230,False,1091.6176204903963
False,38,False,4.9489647076389085
False,38,False,4.9489647076389085
False,205,False,644.240695016873
False,14,True,129169.33263245066
False,173,False,82.43251687505672
False,168,False,94.48685872397226
False,228,False,2918.2937492611054
False,134,False,18.50371280958668
False,225,False,2672.966161918374
False,57,False,5.694533271144208
False,38,False,4.9489647076389085
False,38,True,132426.94367415717
False,38,False,4.9489647076389085
False,112,False,12.540868737288326
False,32,False,5.760493724862275
False,95,True,136194.02825908674
False,178,False,77.46289359789382
False,35,False,5.589240812312194
False,142,False,33.76812502059428
False,206,False,679.1223806696679
False,125,False,12.963103468882721
False,176,False,73.7809667039633
False,91,False,10.185785548229024
False,74,True,137926.79129832503
False,147,False,22.20560537667265
False,38,False,4.9489647076389085
False,20,False,7.1790799586707665
False,38,False,4.9489647076389085
False,38,False,4.9489647076389085
False,38,False,4.9489647076389085
False,118,False,13.437648508601002
False,111,False,12.616157297012315
False,231,False,4227.510848773813
False,114,False,13.780754486407787
False,53,False,7.943114137100444
False,76,False,7.752308349527819
False,36,False,5.691099802099569
False,61,False,6.377366120628946
False,33,False,5.4347719054899555
False,94,True,136984.45886453392
False,124,False,15.201260302296243
False,25,False,7.825318696529514
False,150,False,29.845292680311683
False,179,True,149356.86263526435
False,133,False,15.998244316158962
False,218,False,1855.5605146489572
False,47,False,8.020416367912203
False,58,True,134387.08695199012
False,48,False,8.360573619037014
False,233,False,4679.4685108982385
False,211,True,85882.61640703348
False,175,False,76.24282841250913
False,117,False,14.01096208562202
False,13,False,7.104618463503233
False,38,True,132426.94367415717
False,3,False,16.85612338990995
False,96,False,9.83051009083776
False,49,False,8.889108190142132
False,217,False,1419.966795014777
False,189,False,88.50157206072019
False,212,True,75018.57282896746
False,99,False,10.390142992344293
False,188,False,78.76857054939755
False,220,False,1963.7719206521433
False,170,True,142923.68205005766
False,169,False,90.50300765744487
False,222,False,2292.0710153288533
False,2,False,17.310814848581067
False,19,False,7.381563759182605
False,40,True,134886.16260898087
False,146,False,28.971654123235464
False,198,False,521.1756298042034
False,194,False,305.65027929603156
False,80,False,8.826814348405188
False,52,False,7.712110556330612
False,101,False,12.413606868913158
False,121,False,14.158693843627233
False,199,False,489.0346507064625
False,214,False,1374.6442954127335
False,104,True,141763.80899805226
False,166,False,100.64098591558583
False,161,False,61.26817490412353
False,200,False,500.9180870188421
False,141,False,34.73384048397047
False,105,False,12.408056420612864
False,177,False,80.624704125312
False,38,False,4.9489647076389085
False,108,False,14.494655224319224
False,5,False,15.716781754052718
False,45,False,6.221237389644524
False,12,True,128959.99299243845
False,37,False,5.065058451234176
False,193,False,215.88174886438688
False,55,True,135673.52129682704
False,24,False,7.846756044924458
False,43,False,5.033163413363634
False,115,False,13.925137160168141
False,123,True,134198.26572140475
False,229,False,3629.70452381714
False,195,False,365.12535020508653
False,6,False,14.6518471409281
False,38,False,4.9489647076389085
False,38,False,4.9489647076389085
False,156,False,72.92474649333687
False,89,False,10.955712317409194
False,209,False,808.2993159157339
False,171,False,81.45193387458538
False,77,False,7.423619130022691
False,139,False,28.068262718474898
False,106,False,11.987009036859943
False,181,False,82.00408321784617
False,182,False,79.26713394963792
False,155,False,69.01235049621462
False,39,False,5.398709225890408
False,18,False,6.943505179845073
False,82,False,11.708316304295977
False,67,False,7.0733317095181825
False,38,False,4.9489647076389085
False,15,False,6.953401738145625
False,215,False,1099.6462253841362
False,138,False,24.47825966715087
False,44,False,5.923177341351664
False,202,True,108730.24662912056
False,86,False,12.719372334307963
True,153,False,32.14335144639107
False,79,False,8.313733289503874
False,180,False,82.68690628911726
False,100,False,11.357201557117667
False,56,False,5.516770723752533
False,120,True,137468.39920987978
True,135,False,20.492110702728084
False,148,False,23.770543856443613
False,154,False,59.260830455195055
False,145,False,28.530971954738366
True,88,True,1867285967829.408
False,221,False,1661.3628850872392
False,8,False,11.072905661513433
False,151,True,140045.25266663678
True,31,False,9.019942648027937
False,152,False,31.72718972995771
False,157,False,88.45511516041627
False,73,False,7.7486749886279185
False,92,False,8.706931671798877
False,38,False,4.9489647076389085
False,158,True,147016.20010633214
True,208,False,159.78823832535386
False,59,False,5.5923103612447695
False,110,False,13.035211889490483
False,137,False,33.59708452357953
False,119,False,13.424693929223197
False,85,False,12.216334009280205
False,66,True,134578.52937966256
True,81,False,10.046008814827902
False,196,False,433.6886909186616
False,213,False,1442.2537173398734
False,29,False,8.780099296906007
False,7,True,130755.83736847971
False,136,False,25.97488725095721
False,190,False,124.25689691335226
True,183,False,55.388307288147075
False,83,False,11.910707033635633
False,165,False,70.31968066821626
False,226,False,2301.688220055456
False,227,False,2396.181509504277
False,163,False,58.27285678061168
False,167,False,98.38152018480741
False,207,False,724.0347903081633
False,11,False,7.7322052651149
False,159,False,77.32181891000867
False,38,False,4.9489647076389085
False,10,False,7.430883796663821
False,78,False,8.07538021432451
False,9,False,9.020726361524282
False,128,False,8.634220140005231
False,21,False,7.4051573652674625
False,97,False,8.550474837064273
False,131,True,122497.2462893984
True,84,False,10.028809680999803
False,174,False,90.13508093864921
False,71,False,8.36521351426316
True,216,True,595797678742.5118
False,16,False,7.016414665657578
False,219,False,2024.1426947188131
False,127,False,9.772771576392417
False,70,False,8.415288948180532
False,98,False,9.015608540347534
False,122,False,14.51163321875641
False,203,True,109703.09251097405
False,38,False,4.9489647076389085
False,51,False,7.76582548780947
False,27,False,7.776895982214391
False,184,False,76.03883402985925
False,17,False,7.023916926336223
False,38,False,4.9489647076389085
False,234,False,4267.361513718857
False,129,False,9.63458727549027
False,144,False,31.55533114715496
False,116,False,13.008234090027434
False,160,False,69.0596026913536
False,109,False,13.361333197263065
False,107,False,14.232311638124997
False,68,False,7.316702761772588
False,38,False,4.9489647076389085
