bxcx,p,stationary,loss
False,134,False,19.479762479830274
False,67,False,14.252531202019602
False,101,False,23.38132257815772
False,79,False,15.763146600930014
False,103,True,242877.16953022964
True,200,False,27.952170380316506
False,230,True,88662.77133285458
True,36,False,11.476773091427079
False,199,True,226226.96864553948
True,57,False,13.43276304927558
False,130,False,19.378762284739004
True,9,False,25.06108580628826
True,152,False,17.102676253861034
True,39,False,12.027393411524669
True,131,False,18.1122267821815
True,108,False,23.074132512408045
False,39,False,12.089761698199235
True,163,False,19.00658862443323
False,221,False,64.914860871753
False,148,False,16.037949439347297
True,231,False,708.4145866369041
False,36,True,236250.36855356916
True,71,False,13.477641156649229
True,73,False,13.972582517831958
False,38,True,237658.98098160606
True,83,False,13.440737110265104
False,132,True,239706.88727742605
True,194,False,32.79751249098276
False,214,True,208008.79088423072
True,4,False,27.68424880530417
True,215,False,103.78935633915934
True,217,False,114.17312993990562
False,107,True,244371.0047125705
True,50,False,12.683442627099234
True,229,False,494.55685317162494
True,93,False,22.303967527466185
False,39,True,236566.5777066094
True,162,False,20.333379024007154
False,39,False,12.089761698199235
False,204,False,11.852083710033364
False,111,False,23.414963850067462
False,29,False,32.3664683099992
False,145,False,19.19219069854262
False,160,False,15.898710824629163
False,46,False,12.46443507599264
True,204,False,32.75331279960268
False,36,False,11.899430781380978
False,36,False,11.899430781380978
False,82,False,14.853708762151479
False,176,False,24.874819985922453
False,172,False,17.14467556452116
False,56,False,13.55185102736312
False,20,False,26.811267920219336
False,22,True,253446.7594328871
False,36,False,11.899430781380978
False,105,False,26.8859700760855
False,77,True,231155.3046887434
False,204,False,11.852083710033364
False,44,False,12.407412059016872
True,61,False,13.183455881996343
True,204,False,32.75331279960268
False,72,False,14.679601493911091
False,48,False,12.38021460035831
False,59,False,13.244635568698273
True,204,False,32.75331279960268
False,75,True,233340.60749578886
True,164,False,16.669860993673048
False,212,False,22.21365018837446
False,41,False,12.252991351249316
True,45,False,12.827405335791546
True,189,False,37.73496609656315
False,213,True,207107.69217881517
True,207,False,34.217960121780976
False,198,False,9.481775375892957
False,104,False,27.06661998163902
False,81,False,15.202444662924881
True,54,False,13.321866128037845
False,158,False,14.058489422309558
False,40,False,12.39198795860655
True,118,False,20.238264800015667
False,187,False,21.476693462122824
False,202,False,14.295069054481829
False,89,False,18.62143341601609
True,161,False,16.991946938687672
False,84,False,15.826791191347409
False,173,False,17.91557579019229
False,102,False,26.62345963374076
False,198,False,9.481775375892957
False,7,False,27.02133128983698
False,125,False,20.46807654951274
False,198,False,9.481775375892957
False,198,False,9.481775375892957
False,116,False,20.960731621292705
False,95,False,21.0913276928822
False,198,False,9.481775375892957
False,220,False,40.72374414159261
False,225,False,53.62095430622011
False,192,False,18.024569568726534
False,198,False,9.481775375892957
False,198,False,9.481775375892957
False,209,False,19.105541449468777
False,196,False,11.170396151397755
False,198,False,9.481775375892957
False,198,False,9.481775375892957
False,208,False,14.106612076853756
False,13,True,253410.61826879787
False,144,False,18.786392195787286
False,185,False,19.046907619082567
False,179,True,242404.5542138619
False,157,False,15.974290329028493
False,184,False,15.059024522159069
False,62,False,13.06258143925651
False,136,False,20.131752677786146
False,69,False,14.544442029895706
False,183,False,15.29879134356758
False,16,False,26.48596922129966
False,224,False,43.79513395016959
False,223,False,44.77354208614934
False,203,False,13.237366100007351
False,216,False,185.37677554914373
False,25,False,28.002553901327996
False,63,True,240509.71725110352
False,15,False,26.285404280090912
False,201,False,11.957294743901036
False,5,False,27.944393888666355
False,8,False,25.746286649204805
False,126,False,20.39672101768924
False,33,False,12.298744632895447
False,146,False,18.32737162238624
False,226,False,515.8348928954003
False,28,False,28.28535094659038
False,42,True,234880.93298089402
False,117,False,20.639566819978864
False,86,False,15.644167620563955
False,12,False,26.297292822811823
False,80,True,232531.0264967331
False,167,False,14.139887532055027
False,14,False,26.29263354395263
False,128,False,20.181062240979976
False,169,True,229721.73683658708
False,121,False,21.314314986890185
False,154,False,16.23355910919859
False,43,False,12.025880145361404
False,10,False,25.426570686018238
False,198,False,9.481775375892957
False,149,True,228510.05689004992
False,49,False,12.360638823427832
False,35,False,13.063205437378437
False,228,False,1581.885809539548
False,177,True,251370.5503256273
False,98,False,21.821632838528426
False,119,False,22.32835856346078
False,18,False,26.41538348533166
False,23,False,27.38781155244351
False,90,False,19.669819065777027
False,31,False,39.62680079790152
False,142,False,19.03723723616162
False,156,False,16.19607500262253
False,94,False,19.647551981182154
False,182,False,17.274208302071276
False,21,False,26.740896881639117
False,114,False,22.155021253045813
False,165,False,14.608022013190615
False,150,False,16.590616094529846
False,147,False,16.945764145557025
True,133,False,18.978424631978964
False,198,False,9.481775375892957
False,234,False,474661103774.98236
False,210,False,24.643832007084352
False,197,False,13.757104052988135
False,198,False,9.481775375892957
False,233,False,195806.33972528958
False,155,False,18.427716135779185
False,113,False,20.073469431870326
False,64,False,14.789015418077758
False,159,False,15.077700786022241
False,19,False,26.56681096971499
False,109,False,23.72785736971039
False,92,False,21.582592071947534
False,135,False,19.55402260157413
False,91,False,19.62290404255514
False,198,False,9.481775375892957
False,140,False,19.583691552207696
False,206,False,13.561829968453296
False,27,True,255077.87124267555
False,66,False,14.856947315852276
False,100,False,23.449300621351323
False,195,False,14.896934111081626
False,11,False,25.75553043993207
False,6,False,27.341282028255947
False,88,False,16.65356332424667
False,211,False,18.70924052575098
False,193,False,19.645488888810807
False,141,False,19.480864802925353
False,170,True,229179.05396342688
False,58,False,12.796272362472932
False,198,False,9.481775375892957
False,68,False,14.292035974247534
False,47,True,234151.50563355084
False,51,False,12.638683309659811
False,188,False,21.73092914436285
False,96,False,18.570386668476417
False,139,False,19.365245863183766
False,175,False,22.86362123044378
True,153,False,16.768139640945094
False,34,False,11.306021980903944
False,120,True,248728.34803784956
False,143,False,19.079565910525087
False,65,False,15.514694921931214
False,181,False,20.293953663805052
True,24,False,26.904831705695557
False,85,False,16.139847209081378
False,78,False,15.621316725697517
False,55,False,13.306372492018811
True,52,False,12.906964264409922
False,122,True,246784.20715520278
False,190,False,26.09052314047169
False,53,False,12.965070170672284
False,129,False,19.905790797118062
False,198,False,9.481775375892957
False,191,False,20.965005356388357
True,222,False,266.2593635405254
False,166,True,224992.01469579505
False,26,False,28.121739191689983
False,180,False,17.83790703196544
False,186,False,21.21871179251743
False,30,False,35.430441020667786
False,232,False,533564.8258269685
False,106,False,26.33468801770547
False,2,False,28.14634214953989
True,99,False,20.67628209502214
False,67,True,234103.85720722284
False,115,False,22.231160975206752
False,101,False,23.38132257815772
False,123,False,21.327368406636328
True,178,False,25.390724519474418
False,218,False,51.460677695094546
False,200,False,10.779040671116768
False,32,False,11.341425778882503
False,112,False,21.69100813439835
False,227,False,568.8722521481637
False,171,False,21.412008765975884
False,37,False,12.33435833873276
False,205,False,14.230100729316527
False,3,False,28.362316798066455
False,152,False,16.198089131921904
False,198,False,9.481775375892957
False,79,False,15.763146600930014
False,138,False,19.816882809574153
False,130,False,19.378762284739004
True,103,False,23.476163460633956
False,57,True,233865.98136987828
False,110,False,26.56464298443726
False,132,False,19.21159623880659
False,137,False,20.497179953748805
False,198,False,9.481775375892957
False,71,False,14.687222488098763
False,162,False,18.282924426500454
False,74,False,15.288894839125811
False,168,False,14.827591736931316
False,108,False,25.074460191259238
False,97,False,19.495550260109113
False,198,False,9.481775375892957
False,221,False,64.914860871753
False,124,False,21.15514526559978
False,199,False,11.801166024997713
False,148,False,16.037949439347297
False,231,False,78891.55172810108
False,73,False,14.909228646422067
False,198,False,9.481775375892957
False,230,False,3754.556984850417
False,29,False,32.3664683099992
False,83,False,14.653503133737829
False,198,False,9.481775375892957
False,46,False,12.46443507599264
False,229,False,472.04022882315843
False,50,False,12.311315482849698
True,219,False,139.07608586184278
False,93,True,240376.01950477346
False,131,False,18.748933630148876
False,56,False,13.55185102736312
False,160,False,15.898710824629163
True,87,False,15.312858058702865
False,134,True,239396.61574155212
False,4,False,28.302750310410854
False,217,False,92.26691184559984
False,163,False,16.529247721158246
False,44,False,12.407412059016872
False,82,False,14.853708762151479
False,20,False,26.811267920219336
True,38,False,13.071982488349065
False,102,True,244081.80147041832
False,9,False,26.02217336393078
False,145,False,19.19219069854262
False,198,False,9.481775375892957
False,173,False,17.91557579019229
True,194,False,32.79751249098276
False,215,False,68.00720025576466
False,48,False,12.38021460035831
False,172,False,17.14467556452116
False,107,True,244371.0047125705
False,77,False,14.458283262882636
False,207,False,12.825490857003354
False,22,False,26.647184001932157
False,158,False,14.058489422309558
False,105,False,26.8859700760855
False,45,False,12.551739338698637
True,54,False,13.321866128037845
False,164,True,227551.94776267128
False,95,False,21.0913276928822
False,75,False,14.75002568247051
False,213,False,20.260089500104108
False,189,False,23.821810487044775
False,72,False,14.679601493911091
False,161,False,16.158078425994336
False,127,False,20.69416787793411
False,212,False,22.21365018837446
True,111,False,22.353883162995604
False,116,False,20.960731621292705
False,59,True,232883.48672022249
False,81,False,15.202444662924881
False,225,False,53.62095430622011
False,198,False,9.481775375892957
False,198,False,9.481775375892957
True,187,False,33.34252140681064
False,61,True,233855.62895951196
False,41,False,12.252991351249316
False,144,False,18.786392195787286
False,40,False,12.39198795860655
False,214,False,42.80377907575012
True,176,False,25.12483974290545
False,209,False,19.105541449468777
False,157,False,15.974290329028493
False,184,False,15.059024522159069
False,104,True,244592.2536030338
False,118,False,20.273979475621843
False,89,False,18.62143341601609
False,125,False,20.46807654951274
False,174,False,19.60105870407916
False,185,False,19.046907619082567
False,136,False,20.131752677786146
True,167,False,14.39389034945557
False,201,False,11.957294743901036
False,216,False,185.37677554914373
True,220,False,57.361399221083225
False,13,True,253410.61826879787
False,7,False,27.02133128983698
False,224,False,43.79513395016959
False,192,False,18.024569568726534
False,62,False,13.06258143925651
False,208,False,14.106612076853756
False,25,False,28.002553901327996
False,86,False,15.644167620563955
False,183,False,15.29879134356758
False,5,False,27.944393888666355
True,196,False,25.639312849479143
False,198,False,9.481775375892957
False,60,False,13.38607392696303
False,63,False,16.189183569387747
False,12,False,26.297292822811823
False,42,False,11.631361100118369
True,84,False,14.458736618860653
False,16,False,26.48596922129966
False,39,False,12.089761698199235
False,179,False,15.69057408105733
False,203,False,13.237366100007351
False,223,False,44.77354208614934
False,15,False,26.285404280090912
True,146,False,21.276141325462074
False,198,False,9.481775375892957
False,33,False,12.298744632895447
False,226,False,515.8348928954003
False,80,False,15.825526481643228
False,8,False,25.746286649204805
False,28,False,28.28535094659038
False,198,False,9.481775375892957
False,150,False,16.590616094529846
False,10,False,25.426570686018238
False,202,False,14.295069054481829
False,198,False,9.481775375892957
False,69,False,14.544442029895706
False,117,False,20.639566819978864
False,154,False,16.23355910919859
False,126,False,20.39672101768924
False,121,False,21.314314986890185
False,177,False,22.50887683958358
False,128,False,20.181062240979976
False,35,False,13.063205437378437
False,94,False,19.647551981182154
False,119,False,22.32835856346078
False,210,False,24.643832007084352
False,14,False,26.29263354395263
False,182,False,17.274208302071276
False,228,False,1581.885809539548
False,169,False,16.66162409954237
False,149,False,15.972512170800412
False,114,False,22.155021253045813
False,135,False,19.55402260157413
False,21,False,26.740896881639117
False,64,False,14.789015418077758
False,156,False,16.19607500262253
False,198,False,9.481775375892957
True,17,False,25.161371779560028
False,142,False,19.03723723616162
False,197,True,229613.205404461
False,43,False,12.025880145361404
False,198,False,9.481775375892957
False,159,False,15.077700786022241
False,155,False,18.427716135779185
False,165,False,14.608022013190615
False,76,False,13.90739693806254
True,113,False,20.246572998176568
False,70,False,14.480307814402442
False,23,False,27.38781155244351
False,49,False,12.360638823427832
True,140,False,21.069130209023484
False,195,True,227764.5588243854
False,91,False,19.62290404255514
False,18,False,26.41538348533166
False,90,False,19.669819065777027
False,198,False,9.481775375892957
False,19,True,254114.5600791081
False,206,False,13.561829968453296
False,147,False,16.945764145557025
False,193,False,19.645488888810807
False,151,False,16.846338031250905
False,58,False,12.796272362472932
False,139,False,19.365245863183766
False,109,False,23.72785736971039
False,233,False,195806.33972528958
False,100,False,23.449300621351323
False,68,False,14.292035974247534
False,211,False,18.70924052575098
False,24,False,28.214830548175684
False,51,False,12.638683309659811
False,66,False,14.856947315852276
True,31,False,37.46073766523809
False,47,False,12.535097384634986
False,96,True,235084.99764739748
False,234,False,474661103774.98236
False,6,False,27.341282028255947
False,92,False,21.582592071947534
False,153,False,15.677892567316713
False,85,False,16.139847209081378
False,190,False,26.09052314047169
False,188,True,240539.77718060487
False,27,False,26.888252554051377
False,11,False,25.75553043993207
False,170,False,15.25372823247217
True,120,False,21.295365487418227
False,78,False,15.621316725697517
False,53,False,12.965070170672284
False,26,False,28.121739191689983
False,36,False,11.899430781380978
True,166,False,12.698333085435166
False,181,False,20.293953663805052
False,175,True,247823.32512102625
False,34,False,11.306021980903944
False,180,False,17.83790703196544
False,186,False,21.21871179251743
False,198,False,9.481775375892957
True,129,False,19.219251761056253
False,191,False,20.965005356388357
False,122,False,20.90352743027373
