bxcx,p,stationary,loss
False,152,False,4.440692180255414
True,185,False,9.643702625201295
False,36,True,136820.08966160126
False,67,False,4.689708436685036
True,195,False,12.98750997127648
False,154,True,143476.99999074932
True,118,True,2881.6114254533536
True,116,False,2.390393229729069
True,112,True,3003.449604254471
True,80,False,4.05289613621828
False,174,False,7.004389583296525
False,6,False,3.5468030570328737
True,98,False,3.4760370633128796
True,190,True,3528.582496536172
True,37,True,3084.172303023877
False,171,False,7.17849062405273
True,116,False,2.390393229729069
True,116,False,2.390393229729069
True,83,False,3.9562470110586543
True,116,False,2.390393229729069
True,132,False,2.8813017209590455
True,231,False,190.81469709388355
False,159,False,5.059099805363851
False,128,True,141881.14945188919
True,199,True,3497.6181508163077
True,43,False,4.591001579967373
False,156,False,5.503195399791635
True,200,False,12.261515955450555
False,108,False,2.9534669431305893
True,86,False,4.141534630689811
True,168,True,2864.4977352172223
False,163,False,5.856361552448164
True,34,False,3.5410271921105108
True,26,False,4.239480276304958
False,116,True,139670.47586890947
True,54,False,5.132651554698324
True,221,False,51.36761701406351
False,116,False,2.1776062370892233
False,38,False,3.593865632418846
False,4,False,3.3745014490804652
False,96,True,138735.50447154127
False,147,False,3.0000771783218307
False,49,False,4.861814851337535
False,116,False,2.1776062370892233
False,228,False,15.674250125655895
False,116,False,2.1776062370892233
False,116,False,2.1776062370892233
False,120,False,2.699191844765245
False,14,False,3.572065399383192
False,47,False,4.211286692464939
False,220,False,15.268968361575254
False,51,False,4.9653456694041465
False,88,False,3.362329419771919
False,126,True,141895.51973805288
False,210,False,9.849489968035547
False,50,False,5.133223534815751
False,218,False,13.896553561933155
False,5,False,3.560011605723929
False,101,False,3.0898221899609912
False,143,False,3.5728340320230703
False,116,True,139670.47586890947
False,60,False,5.312138953505024
False,31,False,4.08728581503421
False,25,False,4.095191190864555
False,77,False,3.637424781548425
False,115,True,140001.23585747392
False,201,False,9.482452070536908
False,113,False,2.6503703625580792
False,230,False,41.57996091343426
False,79,True,136475.28727294065
False,16,False,3.923651817441952
False,92,False,2.995388806151553
False,148,False,2.8449488824459266
False,52,False,4.8252074992681875
False,133,False,3.102980670010179
False,178,True,146499.89335653756
False,225,False,15.944535095204552
False,22,False,3.9699024659528366
False,207,False,8.43489399293941
True,78,True,3085.496959347849
False,121,False,2.705803339630725
False,141,False,3.9281123712235106
False,191,False,9.07910986220648
False,188,False,9.06671206289333
False,70,False,4.673946015065368
False,72,False,4.590926717519724
True,142,False,3.1722254248068817
False,42,False,4.034981835783373
True,155,False,5.575685855588145
False,216,True,142947.08514230928
False,61,False,5.294462804877626
False,204,False,9.798746140741294
False,183,False,9.410754968957098
True,116,False,2.390393229729069
False,10,False,3.28333673393623
False,116,False,2.1776062370892233
False,116,False,2.1776062370892233
False,116,False,2.1776062370892233
False,58,False,5.145431638261466
False,18,False,3.9815830874771927
False,30,False,4.040126415573719
False,149,False,2.971288896503415
False,232,False,260.76240078699726
False,189,False,9.417674641118806
False,46,False,4.358145373756483
False,73,False,4.487589056408406
False,85,False,3.549665738803787
False,102,True,135311.98303970988
False,95,False,3.2613741228467177
False,8,False,3.451199248757503
False,87,False,3.4381558252364557
False,97,True,137756.22046099277
True,84,False,4.051782426105907
False,3,False,3.3222978801434944
False,111,False,2.718129990151414
False,40,True,138230.66377018485
True,116,False,2.390393229729069
False,99,True,136611.0077450534
False,196,False,8.193288544815973
True,193,False,12.084050674566098
False,181,False,10.441295973081097
True,68,False,4.58460631618616
False,90,True,134871.6098311649
False,39,False,3.877376337656958
True,184,False,9.97845478824157
False,56,False,5.105522827648948
False,23,False,4.0183397874490145
False,164,False,5.5417117143538865
False,2,False,3.3267359280301565
False,21,False,4.05487618114985
False,24,False,4.0895562266037535
True,202,False,11.674814715664988
False,229,False,24.404195486150005
False,13,False,3.3573976210773626
False,160,True,145035.21478185238
False,107,False,2.9336428756868247
False,173,False,7.050096187800839
True,114,False,2.874729346984719
False,94,False,3.5390792439302743
False,53,True,140552.36030391618
False,20,False,3.976981726964185
True,116,False,2.390393229729069
False,234,True,1976205.0649566557
False,172,False,6.8084840323987486
False,226,False,14.826313874341338
True,35,False,3.540293434807572
False,136,False,3.749217279516918
False,151,False,3.532927548853019
False,62,False,5.461521440771321
False,75,False,3.692540777197419
True,137,False,3.7818492198384406
False,119,False,2.565378882379027
False,177,False,6.577572099403169
False,219,True,131545.76635575067
True,81,False,4.04022860836744
False,91,False,3.162636016894185
False,192,False,8.888324160655372
False,105,False,3.0191482740572564
False,59,True,142456.72614005805
True,130,False,2.4800432174794738
False,138,False,4.196206130514212
False,100,False,3.168805071870549
False,131,False,2.6478378187645517
False,7,False,3.674973183988264
True,170,False,6.214606004049848
False,9,False,3.2966724273673402
False,89,False,3.1574115808412966
False,116,False,2.1776062370892233
False,116,False,2.1776062370892233
False,57,False,5.106388109582298
False,167,False,5.293062531326663
False,157,False,5.73435138813043
False,122,False,2.645719658967322
False,211,False,10.303307616506139
False,162,False,6.076625315447525
False,12,False,3.2432187208624743
False,116,False,2.1776062370892233
False,15,False,3.781703005735698
False,205,False,10.012284376824441
False,233,False,294618.95834560477
False,180,False,9.503676712801775
False,175,False,6.431512700328947
False,48,False,4.2613378626896194
False,109,False,3.0857302658972308
False,135,True,144215.7950405444
False,186,False,8.735776263763558
False,166,False,5.8953448865171545
True,63,False,4.669356309384294
False,69,False,4.55334600934956
False,139,False,4.043669932438328
False,158,False,5.702018470528643
True,45,False,4.499252362403451
False,32,False,3.307095046130907
False,71,False,4.64800356307401
False,176,True,148337.26560057464
False,93,False,2.7849675141056203
False,110,False,2.8221077249214
False,104,False,3.0721129770448954
False,208,False,8.930877826778723
False,55,False,5.041129965738296
True,161,False,5.973233153968142
False,116,False,2.1776062370892233
False,182,False,10.094048555994744
False,65,False,4.6837317633713385
False,153,True,142873.87643139108
False,11,False,3.2724658659271864
False,134,False,2.878288217843304
False,44,False,4.280731207703703
False,33,False,3.3193388398761137
False,144,False,3.43318001049637
False,66,False,4.659141140947729
False,74,False,3.9711452990235543
False,145,False,3.9187007080821523
True,198,False,13.423504584923782
False,217,False,13.27270970117061
False,203,True,141121.31245381516
False,41,False,4.086880402215539
False,116,False,2.1776062370892233
False,26,False,3.933354481295776
False,212,True,145170.4754446793
False,19,False,4.067643296038832
False,169,False,6.133370980363676
False,127,False,2.709184862064824
False,227,False,13.160225426635124
False,125,False,2.680333390285272
False,152,False,4.440692180255414
True,223,False,29.84555493943519
False,224,False,12.51180482124087
False,28,False,4.04804521835846
False,112,False,2.596555715875959
False,146,True,144329.63962917085
False,197,False,8.299366701693748
False,174,False,7.004389583296525
False,98,False,3.148319139290384
False,116,False,2.1776062370892233
True,179,False,8.005301741806663
