"SvyDate","Date","Dmgrph","DmgrphCode","Mean_crrnt","Pop","PopNmbr"
"2020-1-29_2020-2-28",2020-02-28,Tartous,900231,36.57337,813169,297403
"2020-1-29_2020-2-28",2020-02-28,Al-Hasakeh,900218,44.73825,1010783,452206
"2020-1-29_2020-2-28",2020-02-28,Aleppo,900219,33.44843095830993,3795327,1269477
"2020-1-29_2020-2-28",2020-02-28,Ar-Raqqa,900220,52.434564742726245,671386,352038
"2020-1-29_2020-2-28",2020-02-28,As-Sweida,900221,46.59731,363882,169559
"2020-1-29_2020-2-28",2020-02-28,Damascus,900222,36.28406999999999,1812164,657526
"2020-1-29_2020-2-28",2020-02-28,Dar'a,900223,36.216847087394335,984057,356394
"2020-1-29_2020-2-28",2020-02-28,Deir-ez-Zor,900224,54.84605191105773,689610,378223
"2020-1-29_2020-2-28",2020-02-28,Hama,900225,42.29913430336336,1538162,650629
"2020-1-29_2020-2-28",2020-02-28,Homs,900226,42.3039174903728,1452395,614419
"2020-1-29_2020-2-28",2020-02-28,Lattakia,900228,38.25455,1163263,445001
"2020-1-29_2020-2-28",2020-02-28,Rural Damascus,900230,36.90426811156525,3177441,1172611
"2020-1-30_2020-2-29",2020-02-29,Al-Hasakeh,900218,44.73825,1010783,452206
"2020-1-30_2020-2-29",2020-02-29,Aleppo,900219,33.44843095830993,3795327,1269477
"2020-1-30_2020-2-29",2020-02-29,Ar-Raqqa,900220,52.434564742726245,671386,352038
"2020-1-30_2020-2-29",2020-02-29,As-Sweida,900221,46.59731,363882,169559
"2020-1-30_2020-2-29",2020-02-29,Damascus,900222,36.28406999999999,1812164,657526
"2020-1-30_2020-2-29",2020-02-29,Dar'a,900223,36.216847087394335,984057,356394
"2020-1-30_2020-2-29",2020-02-29,Deir-ez-Zor,900224,54.84605191105773,689610,378223
"2020-1-30_2020-2-29",2020-02-29,Hama,900225,42.29913430336336,1538162,650629
"2020-1-30_2020-2-29",2020-02-29,Homs,900226,42.3039174903728,1452395,614419
"2020-1-30_2020-2-29",2020-02-29,Lattakia,900228,38.25455,1163263,445001
"2020-1-30_2020-2-29",2020-02-29,Rural Damascus,900230,36.90426811156525,3177441,1172611
"2020-1-30_2020-2-29",2020-02-29,Tartous,900231,36.57337,813169,297403
"2020-1-31_2020-3-1",2020-03-01,Al-Hasakeh,900218,46.03665000000001,1010783,465330
"2020-1-31_2020-3-1",2020-03-01,Aleppo,900219,33.61186211315098,3795327,1275680
"2020-1-31_2020-3-1",2020-03-01,Ar-Raqqa,900220,54.32211056530818,671386,364711
"2020-1-31_2020-3-1",2020-03-01,As-Sweida,900221,46.44019000000001,363882,168987
"2020-1-31_2020-3-1",2020-03-01,Damascus,900222,37.694770000000005,1812164,683091
"2020-1-31_2020-3-1",2020-03-01,Dar'a,900223,34.03130537070515,984057,334887
"2020-1-31_2020-3-1",2020-03-01,Deir-ez-Zor,900224,57.26043260486991,689610,394873
"2020-1-31_2020-3-1",2020-03-01,Hama,900225,42.64174668109731,1538162,655899
"2020-1-31_2020-3-1",2020-03-01,Homs,900226,41.96428393796454,1452395,609487
"2020-1-31_2020-3-1",2020-03-01,Lattakia,900228,39.62906,1163263,460990
"2020-1-31_2020-3-1",2020-03-01,Rural Damascus,900230,37.19024622100615,3177441,1181698
"2020-1-31_2020-3-1",2020-03-01,Tartous,900231,37.43125,813169,304379
"2020-2-1_2020-3-2",2020-03-02,As-Sweida,900221,44.16259,363882,160699
"2020-2-1_2020-3-2",2020-03-02,Damascus,900222,34.923739999999995,1812164,632875
"2020-2-1_2020-3-2",2020-03-02,Dar'a,900223,37.22078286849238,984057,366273
"2020-2-1_2020-3-2",2020-03-02,Deir-ez-Zor,900224,56.75608649997227,689610,391395
"2020-2-1_2020-3-2",2020-03-02,Hama,900225,43.57333007337329,1538162,670228
"2020-2-1_2020-3-2",2020-03-02,Homs,900226,43.1728259429976,1452395,627039
"2020-2-1_2020-3-2",2020-03-02,Lattakia,900228,37.36913,1163263,434701
"2020-2-1_2020-3-2",2020-03-02,Rural Damascus,900230,35.997301915796385,3177441,1143793
"2020-2-1_2020-3-2",2020-03-02,Tartous,900231,38.279379999999996,813169,311276
"2020-2-1_2020-3-2",2020-03-02,Al-Hasakeh,900218,46.86517,1010783,473705
"2020-2-1_2020-3-2",2020-03-02,Aleppo,900219,34.87336184708039,3795327,1323558
"2020-2-1_2020-3-2",2020-03-02,Ar-Raqqa,900220,51.601172191138936,671386,346443
"2020-2-2_2020-3-3",2020-03-03,Al-Hasakeh,900218,47.45958,1010783,479713
"2020-2-2_2020-3-3",2020-03-03,Aleppo,900219,36.370756442289895,3795327,1380389
"2020-2-2_2020-3-3",2020-03-03,Ar-Raqqa,900220,53.03319428963369,671386,356057
"2020-2-2_2020-3-3",2020-03-03,As-Sweida,900221,48.80478,363882,177591
"2020-2-2_2020-3-3",2020-03-03,Damascus,900222,34.61785,1812164,627332
"2020-2-2_2020-3-3",2020-03-03,Dar'a,900223,37.79335716719662,984057,371908
"2020-2-2_2020-3-3",2020-03-03,Deir-ez-Zor,900224,56.12624606412463,689610,387052
"2020-2-2_2020-3-3",2020-03-03,Hama,900225,43.142346832680815,1538162,663599
"2020-2-2_2020-3-3",2020-03-03,Homs,900226,42.84886274185053,1452395,622334
"2020-2-2_2020-3-3",2020-03-03,Lattakia,900228,36.79930000000001,1163263,428072
"2020-2-2_2020-3-3",2020-03-03,Rural Damascus,900230,37.23305258672308,3177441,1183058
