AdminStrata,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe
Indicator,1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Cereals and tubers,Code,FCS,Fatality,Fuel,Lat,Lon,NDVI,NDVI Anomaly,Oil and fats,Population,Pulses and nuts,Rainfall (mm),Ramadan,rCSI,1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Cereals and tubers,Code,FCS,Fatality,Fuel,Lat,Lon,NDVI,NDVI Anomaly,Oil and fats,Population,Pulses and nuts,Rainfall (mm),Ramadan,rCSI,1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Cereals and tubers,Code,FCS,Fatality,Fuel,Lat,Lon,NDVI,NDVI Anomaly,Oil and fats,Population,Pulses and nuts,Rainfall (mm),Ramadan,rCSI
2020-02-09,,,,14.0,21.965492431075607,3.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,7.210535756955513,,,,20.0,32.87428320367919,223.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,9.883269164717351,,,,48.0,24.960022472803868,2.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,9.67700433933499
2020-02-10,100.009993004897,100.099930048966,,14.0,22.374705454039887,3.0,,9.323227331978973,12.400240775699976,0.289598,102.90174946124701,,4946724.0,,0.003,0.0,7.935528174118874,100.0,100.0,,20.0,32.351006834054594,220.0,,11.88898010020693,13.153346984526964,0.2478574,108.49152268267,,5884116.0,,0.0,0.0,9.196935470454696,100.0,100.0,,48.0,24.70085797892728,2.0,,12.298680220936609,11.43706583990847,0.2205929,103.92957031331,,4340967.0,,0.0,0.0,10.385749203967688
2020-02-11,,,,14.0,21.96597907471489,3.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,8.811176550771785,,,,20.0,31.54869483025997,216.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,9.078057849077076,,,,48.0,24.36625909376643,2.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,10.28361437178168
2020-02-12,,,,14.0,20.96222037241011,3.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,9.283966314372906,,,,20.0,30.030804251450853,205.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,8.79680140925502,,,,48.0,25.03767090273665,2.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,10.791057814406333
2020-02-13,,,,14.0,20.64912778439428,3.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,8.84374414844855,,,,20.0,29.44562000015976,205.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,8.796470722710087,,,,48.0,25.315260504343854,2.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,10.304964650007706
2020-02-14,,,,14.0,20.91044559254368,2.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,8.84374414844855,,,,20.0,30.94748803126077,205.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,9.160564379106397,,,,48.0,25.732595486143985,2.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,10.300147455785774
2020-02-15,,,,14.0,21.084661504892935,2.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,9.277860730483447,,,,20.0,30.54172013652518,198.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,8.681741956774815,,,,48.0,25.249173507213946,2.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,10.300147455785774
2020-02-16,,,,14.0,21.952892891816887,2.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,9.884774309258006,,,,20.0,29.78231838481091,198.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,8.433256090134865,,,,48.0,25.04064983277689,2.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,10.581725633546627
2020-02-17,,,,14.0,23.04411426593236,2.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,11.002396213299956,,,,20.0,29.99636064518442,185.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,8.72452985059778,,,,48.0,25.97214262672349,2.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,10.207058226945746
2020-02-18,,,,14.0,23.04411426593236,2.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,10.742807039737814,,,,20.0,29.872118774142127,154.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,9.240593855712566,,,,48.0,26.85292998820309,2.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,10.883566790417895
2020-02-19,,,,14.0,22.869913826580987,3.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,11.176596652651329,,,,20.0,29.222740488448892,153.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,9.251257756346071,,,,48.0,26.780634654409948,0.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,11.158494763436348
2020-02-20,100.029937132023,100.029937132023,,14.0,23.68793424188008,2.0,,9.323227331978973,12.400240775699976,0.2802881,102.28886946751498,,4946724.0,,0.016,0.0,10.75300355352148,100.0,100.0,,20.0,29.40580143004659,167.0,,11.88898010020693,13.153346984526964,0.241909,108.55671253254,,5884116.0,,0.0,0.0,9.130806929064622,100.0,100.0,,48.0,27.388994256341963,0.0,,12.298680220936609,11.43706583990847,0.2158693,103.769706909425,,4340967.0,,0.0,0.0,10.885234634727702
2020-02-21,,,,14.0,25.193321773846694,4.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,11.48213933425637,,,,20.0,28.99945574295782,160.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,8.770774188141429,,,,48.0,28.070980505055665,0.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,10.885234634727702
2020-02-22,,,,14.0,24.79375004044495,4.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,11.493882482521766,,,,20.0,28.78123163075983,160.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,9.282372767513419,,,,48.0,27.929657288776887,0.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,10.885234634727702
2020-02-23,,,,14.0,24.52331061816669,4.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,10.622585697995278,,,,20.0,30.636814464623065,150.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,9.4116472984744,,,,48.0,27.789072565983574,0.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,11.089500999606766
2020-02-24,,,,14.0,24.349110178815323,4.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,10.622585697995278,,,,20.0,31.47905420174245,137.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,9.876775393797473,,,,48.0,27.85696248480811,0.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,11.390542063153207
2020-02-25,,,,14.0,26.529203079868626,7.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,11.056379230715118,,,,20.0,32.24719862050646,117.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,10.629648581914427,,,,48.0,29.64271566464568,0.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,11.359750948362427
2020-02-26,,,,14.0,27.39678230569565,7.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,11.056379230715118,,,,20.0,32.50946079446938,111.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,10.660165059113384,,,,48.0,30.338392826296534,0.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,11.635803039947088
2020-02-27,,,,14.0,27.091333361679364,7.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,11.039520778090713,,,,20.0,33.595382654871194,122.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,10.497552391055851,,,,48.0,31.437238672671317,0.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,10.745476742373299
2020-02-28,,,,14.0,27.576939133220293,7.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,11.0506218125329,,,,20.0,33.4922100590726,105.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,10.383512634699928,,,,48.0,31.836123555894343,0.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,10.745476742373299
2020-02-29,100.26608849906401,100.26595744680901,0.3197335120589996,14.0,27.581707818999,7.0,0.9292114577414304,9.323227331978973,12.400240775699976,0.2717329,101.461341726086,0.3151996056172777,4946724.0,0.0886261115648771,0.155,0.0,11.0506218125329,100.0,100.0,0.20908117880042296,20.0,33.597291606645754,115.0,0.93292636548588,11.88898010020693,13.153346984526964,0.2350753,108.1536970258,0.8081332632628362,5884116.0,0.12995278747500366,0.0,0.0,10.646812117716578,100.0,100.0,0.2262221193365441,48.0,32.45767352897638,0.0,0.9585605788480328,12.298680220936609,11.43706583990847,0.2112652,103.60069282526199,0.18471549887743666,4340967.0,0.009070780658524402,0.0,0.0,11.414923400191707
2020-03-01,,,,14.0,26.973931998595447,7.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,11.0506218125329,,,,20.0,32.668798723570376,118.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,10.70267442472922,,,,48.0,32.09313957277491,0.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,11.541246207656036
2020-03-02,,,,14.0,27.269949694076324,7.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,10.624855524007403,,,,20.0,33.417462964224356,111.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,10.723764399022727,,,,48.0,33.00993495763962,0.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,11.082233910188673
2020-03-03,,,,14.0,27.92036048710419,7.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,10.175842989984886,,,,20.0,33.58655898426543,111.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,10.602917243038716,,,,48.0,33.62530411486887,0.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,10.614359123580071
2020-03-04,,,,14.0,26.74838289216257,7.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,8.964444876615312,,,,20.0,32.90110040045267,154.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,10.235337322250274,,,,48.0,33.823050421357735,8.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,10.382608997269504
2020-03-05,,,,14.0,25.58338939923877,7.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,8.004679064926606,,,,20.0,32.36125129669945,164.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,10.58847972857775,,,,48.0,33.56893691438566,8.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,9.868952646336636
2020-03-06,,,,14.0,27.14367722760155,7.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,8.264268238488746,,,,20.0,32.009985100225755,164.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,11.298681013088455,,,,48.0,34.50049327777198,8.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,10.068393821494153
2020-03-07,,,,14.0,26.169908017178642,7.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,8.396713182287915,,,,20.0,32.15498518193387,160.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,11.438236586047928,,,,48.0,34.55954069413105,8.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,10.601067834565432
2020-03-08,,,,14.0,25.045227757255105,7.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,7.335383998428051,,,,20.0,31.273203336502885,170.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,10.723384232012082,,,,48.0,34.62783992649564,8.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,10.201258151609998
2020-03-09,,,,14.0,25.714749181549244,7.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,8.167853330840774,,,,20.0,32.632021922241165,170.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,11.371766220059225,,,,48.0,34.54178823274399,8.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,10.435488179191411
2020-03-10,96.32221026193041,96.3334827431645,,14.0,26.646328176750927,7.0,,9.323227331978973,12.400240775699976,0.2615017,100.784334026256,,4946724.0,,0.5670000000000001,0.0,8.167853330840774,100.0,100.0,,20.0,31.46898310194769,167.0,,11.88898010020693,13.153346984526964,0.2228404,107.65869513149299,,5884116.0,,0.0,0.0,10.830425703116662,100.0,100.0,,48.0,33.80509278114761,8.0,,12.298680220936609,11.43706583990847,0.2051415,104.29979658511499,,4340967.0,,0.0,0.0,10.902249838464565
2020-03-11,,,,14.0,27.57650833491013,7.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,8.167853330840774,,,,20.0,31.175478012139802,140.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,10.696314781906066,,,,48.0,35.1426000661166,8.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,10.369575825393284
2020-03-12,,,,14.0,27.41114388447991,7.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,7.769087253273074,,,,20.0,31.64387652780129,140.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,10.647783266937633,,,,48.0,35.906457308832344,8.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,9.44778358940531
2020-03-13,,,,14.0,28.782448715713677,7.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,7.095772383068067,,,,20.0,31.5525691371771,140.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,10.802619631196938,,,,48.0,35.234638343760736,8.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,8.775964624333703
2020-03-14,,,,14.0,29.18839224037969,7.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,6.8544005237830135,,,,20.0,32.965271269857695,140.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,10.800238162733365,,,,48.0,34.305999297686434,8.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,8.339124340496024
2020-03-15,,,,14.0,28.94985260708299,7.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,6.879544881206229,,,,20.0,34.508455197542,148.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,11.038373717912764,,,,48.0,34.106558122528924,8.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,8.339124340496024
2020-03-16,,,,14.0,28.789188238967853,7.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,6.879544881206229,,,,20.0,34.61919942362285,148.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,11.056887712052244,,,,48.0,34.24454299511605,8.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,7.790749439408318
2020-03-17,,,,14.0,28.47976196785387,7.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,7.574985863207651,,,,20.0,35.89924171812214,148.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,11.741949561976686,,,,48.0,35.46598566807349,8.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,8.339124340496024
2020-03-18,,,,14.0,27.36558447602292,7.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,6.973199391100049,,,,20.0,36.43158516417079,158.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,11.762154083148598,,,,48.0,36.10381145918179,8.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,7.873213910527308
2020-03-19,,,,14.0,26.95578816846665,7.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,6.463232091741928,,,,20.0,36.2981885379758,158.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,11.622693568529241,,,,48.0,36.45165333545037,8.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,9.174074219589784
2020-03-20,90.3593883412249,90.398326100434,,14.0,28.072262098243193,7.0,,9.323227331978973,12.400240775699976,0.26127310000000004,101.02163016851601,,4946724.0,,0.919,0.0,6.721112229748415,100.0,100.0,,20.0,37.40546692592736,158.0,,11.88898010020693,13.153346984526964,0.2180157,107.405366587507,,5884116.0,,0.001,0.0,11.192519281610014,100.0,100.0,,48.0,36.78435333637643,8.0,,12.298680220936609,11.43706583990847,0.2024653,104.549934528251,,4340967.0,,0.0,0.0,9.4521892222954
2020-03-21,,,,14.0,29.07324925260233,5.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,6.258897538552787,,,,20.0,38.09126106311125,187.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,10.848485264337071,,,,48.0,38.727801773510365,8.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,9.751590323589193
2020-03-22,,,,14.0,28.280490980206288,5.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,7.1110739402258965,,,,20.0,38.13581632873315,167.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,10.746965418285427,,,,48.0,39.40457022188835,8.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,10.23083946873819
2020-03-23,,,,14.0,27.629150523631395,3.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,6.4869531753136025,,,,20.0,38.04701193815859,166.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,10.500350613689463,,,,48.0,39.22872990506493,8.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,10.998922605444825
2020-03-24,,,,14.0,27.507385192309087,5.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,6.218316462234402,,,,20.0,38.457416867566856,170.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,9.994820725718187,,,,48.0,39.7109393794286,8.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,12.233908394583512
2020-03-25,,,,14.0,27.671187151551212,5.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,7.065098727842911,,,,20.0,37.038834094409424,170.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,10.020829015666923,,,,48.0,40.81533707336406,8.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,12.716117868947167
2020-03-26,,,,14.0,28.511715190198608,5.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,7.488489860647168,,,,20.0,36.531988911255326,170.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,9.085140839675834,,,,48.0,42.69513705346068,8.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,12.417192350923193
2020-03-27,,,,14.0,26.901441231978986,2.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,7.3184376119771395,,,,20.0,34.530192316602864,180.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,8.57399085239652,,,,48.0,41.09291925194317,18.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,11.984406210171606
2020-03-28,,,,14.0,25.35917593848777,2.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,7.74182480724819,,,,20.0,33.478185369856746,183.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,8.3352332587138,,,,48.0,40.46851567700238,18.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,12.18703884939692
2020-03-29,,,,14.0,24.924839123353163,2.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,7.8070940443554155,,,,20.0,32.30539559523469,170.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,8.362751895523473,,,,48.0,40.44828469713315,18.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,12.80160696746831
2020-03-30,,,,14.0,24.478866180908817,2.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,7.8023778773224475,,,,20.0,32.10986179296261,170.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,8.338636067992201,,,,48.0,40.5873777198168,18.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,13.009221836710575
2020-03-31,153.304710648848,152.981005452693,0.35085007235375576,14.0,24.665246029984694,2.0,0.9208815951841628,9.323227331978973,12.400240775699976,0.263824,100.958290493146,0.32118493172602003,4946724.0,0.10643951300605466,13.866,0.0,7.547504870793277,100.93777473869301,100.93777473869301,0.22316082991367736,20.0,31.97279120650919,166.0,0.9148089144238228,11.88898010020693,13.153346984526964,0.21443470000000006,106.97412973563401,0.7777637663741119,5884116.0,0.1748834759337163,0.332,0.0,8.338636067992201,100.409345047923,100.409345047923,0.2621126928827773,48.0,40.92927841752079,18.0,0.939697910876664,12.298680220936609,11.43706583990847,0.2001095,104.54928887447201,0.16587109524557064,4340967.0,0.032559052262389615,0.057,0.0,12.593992098226039
2020-04-01,,,,14.0,24.523722541542643,2.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,7.7968476706341425,,,,20.0,32.508951160128376,163.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,8.185888735726829,,,,48.0,42.5600385042941,18.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,12.480918194865339
2020-04-02,,,,14.0,24.42056324625752,2.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,8.048459398304818,,,,20.0,31.968090014654702,162.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,8.018125030482063,,,,48.0,43.08492601193928,18.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,12.513061441185801
2020-04-03,,,,14.0,23.502459351589057,2.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,8.258315193643307,,,,20.0,30.97846558943093,168.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,7.942999235965095,,,,48.0,41.9234959117381,18.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,12.247793306569712
2020-04-04,,,,14.0,24.545719168431468,2.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,8.27545219212958,,,,20.0,31.25736379590579,132.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,8.033528817438338,,,,48.0,41.40135413233273,10.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,12.432248506982427
2020-04-05,,,,14.0,24.647501240627125,2.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,8.28618226442591,,,,20.0,32.16937105347685,122.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,7.812085883835398,,,,48.0,41.9444836916452,10.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,12.432248506982427
2020-04-06,,,,14.0,23.60820716050865,5.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,8.298922523615628,,,,20.0,31.744745940411445,132.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,7.318257843740675,,,,48.0,40.77307959122011,10.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,12.432248506982427
2020-04-07,,,,14.0,24.79362505187676,5.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,8.80208375678328,,,,20.0,32.00976968454225,139.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,7.3266880801160275,,,,48.0,41.414048952549045,10.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,12.490852045053554
2020-04-08,,,,14.0,25.435302062055612,5.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,9.073795159723892,,,,20.0,32.08336545712049,132.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,7.214538525890719,,,,48.0,41.60491012074729,10.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,13.215151991307467
2020-04-09,,,,14.0,25.327086994720144,5.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,8.7502325720962,,,,20.0,30.984552163115072,132.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,6.4292839903853025,,,,48.0,42.85549820163802,10.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,13.773601389091413
2020-04-10,191.080190406445,185.947655014931,,14.0,24.28641561317551,5.0,,9.323227331978973,12.400240775699976,0.2702634,100.747402776139,,4946724.0,,27.399,0.0,8.767236725632966,109.224426694151,109.224426694151,,20.0,31.355823437790818,132.0,,11.88898010020693,13.153346984526964,0.2111032,105.829166014784,,5884116.0,,2.384,0.0,6.479720708509146,103.213975484992,103.213975484992,,48.0,42.67101009465864,10.0,,12.298680220936609,11.43706583990847,0.196956,103.69732119312599,,4340967.0,,0.637,0.0,13.876227226447474
2020-04-11,,,,14.0,25.106079553298308,5.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,9.883999699607255,,,,20.0,31.20647536944037,125.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,5.833976496413396,,,,48.0,40.48388011543971,10.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,13.968845925013945
2020-04-12,,,,14.0,25.351190245453356,5.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,9.937830816922473,,,,20.0,31.249189577239804,122.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,6.0523835040148795,,,,48.0,41.06063566488066,10.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,14.406401554441675
2020-04-13,,,,14.0,24.78488322058599,5.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,10.053379569345287,,,,20.0,31.45175279043615,122.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,5.9945912937899255,,,,48.0,41.97839526004,10.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,14.902905113473565
2020-04-14,,,,14.0,25.13908275058403,6.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,11.009355293800505,,,,20.0,29.02881671504948,127.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,5.628364924076957,,,,48.0,43.144336350836106,10.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,15.570488409635455
2020-04-15,,,,14.0,26.48924910260609,6.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,12.40485629257666,,,,20.0,29.05571950877243,119.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,5.7491791105002,,,,48.0,42.98766960765424,10.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,15.605472240784135
2020-04-16,,,,14.0,27.481207461647355,6.0,,9.323227331978973,12.400240775699976,,,,4946724.0,,,0.0,13.11364784303915,,,,20.0,28.06625478558207,129.0,,11.88898010020693,13.153346984526964,,,,5884116.0,,,0.0,5.897860198964466,,,,48.0,43.33772941305705,10.0,,12.298680220936609,11.43706583990847,,,,4340967.0,,,0.0,16.441599781732965
