AdminStrata,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe
Indicator,1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Cereals and tubers,Code,FCS,Fatality,Fuel,Lat,Lon,NDVI,NDVI Anomaly,Oil and fats,Population,Pulses and nuts,Rainfall (mm),Ramadan,rCSI,1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Cereals and tubers,Code,FCS,Fatality,Fuel,Lat,Lon,NDVI,NDVI Anomaly,Oil and fats,Population,Pulses and nuts,Rainfall (mm),Ramadan,rCSI,1 Month Anomaly (%) Rainfall,3 Months Anomaly (%) Rainfall,Cereals and tubers,Code,FCS,Fatality,Fuel,Lat,Lon,NDVI,NDVI Anomaly,Oil and fats,Population,Pulses and nuts,Rainfall (mm),Ramadan,rCSI
2017-05-28,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-05-29,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-05-30,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-05-31,107.32304696277399,103.35348376674101,,14.0,,,,9.323227331978973,12.400240775699976,0.4200462,96.90179741351231,,4946724.0,,44.48,,,122.811263574375,121.59076630347,,20.0,,,,11.88898010020693,13.153346984526964,0.2422996,105.93317176962299,,5884116.0,,23.759,,,100.425738119137,98.7135914620589,,48.0,,,,12.298680220936609,11.43706583990847,0.1940048,100.229990441369,,4340967.0,,9.338,,
2017-06-01,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-06-02,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-06-03,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-06-04,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-06-05,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-06-06,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-06-07,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-06-08,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-06-09,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-06-10,106.75300385400101,104.429439679604,,14.0,,,,9.323227331978973,12.400240775699976,0.4593321,98.3867559258203,,4946724.0,,54.551,,,121.502749945998,120.140401538442,,20.0,,,,11.88898010020693,13.153346984526964,0.2673128,110.44711700448,,5884116.0,,28.785,,,116.022141727463,111.444101660056,,48.0,,,,12.298680220936609,11.43706583990847,0.2081658,104.45603242693001,,4340967.0,,22.024,,
2017-06-11,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-06-12,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-06-13,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-06-14,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-06-15,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-06-16,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-06-17,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-06-18,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-06-19,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-06-20,141.338225510554,124.672940096397,,14.0,,,,9.323227331978973,12.400240775699976,0.4968575,99.39928646523279,,4946724.0,,101.293,,,138.928552400234,132.3332663432,,20.0,,,,11.88898010020693,13.153346984526964,0.3025021,116.021197687094,,5884116.0,,41.758,,,120.85524900768401,114.130316713995,,48.0,,,,12.298680220936609,11.43706583990847,0.2310239,110.399581067257,,4340967.0,,20.447,,
2017-06-21,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-06-22,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-06-23,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-06-24,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-06-25,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-06-26,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-06-27,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-06-28,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-06-29,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-06-30,132.037406879062,118.133890560169,,14.0,,,,9.323227331978973,12.400240775699976,0.5291861,99.6444232794365,,4946724.0,,42.412,,,137.539542660882,133.677155481251,,20.0,,,,11.88898010020693,13.153346984526964,0.342516,120.294898968663,,5884116.0,,41.19600000000001,,,124.68420812622601,118.02782680450198,,48.0,,,,12.298680220936609,11.43706583990847,0.2570903,114.918467430943,,4340967.0,,29.555,,
2017-07-01,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-07-02,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-07-03,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-07-04,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-07-05,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-07-06,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-07-07,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-07-08,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-07-09,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-07-10,144.088311747799,124.241925741238,,14.0,,,,9.323227331978973,12.400240775699976,0.5673678000000001,96.2963136272786,,4946724.0,,97.951,,,140.00214699778098,133.53409204242,,20.0,,,,11.88898010020693,13.153346984526964,0.4109217000000001,117.861837857465,,5884116.0,,63.54600000000001,,,123.632751001618,120.954640657243,,48.0,,,,12.298680220936609,11.43706583990847,0.298784,110.01969594309,,4340967.0,,53.865,,
2017-07-11,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-07-12,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-07-13,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-07-14,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-07-15,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-07-16,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-07-17,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-07-18,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-07-19,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-07-20,101.666400175884,116.78650146827,,14.0,,,,9.323227331978973,12.400240775699976,0.5814951999999999,95.2287399656571,,4946724.0,,53.104,,,111.902393229459,120.860330401201,,20.0,,,,11.88898010020693,13.153346984526964,0.4495196,114.563591765965,,5884116.0,,44.983,,,98.2087258905827,103.887526694614,,48.0,,,,12.298680220936609,11.43706583990847,0.32794520000000005,106.232239357387,,4340967.0,,28.02,,
2017-07-21,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-07-22,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-07-23,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-07-24,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-07-25,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-07-26,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-07-27,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-07-28,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-07-29,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-07-30,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-07-31,114.90752124873,118.916563617695,,14.0,,,,9.323227331978973,12.400240775699976,0.5945918,94.4032484737996,,4946724.0,,96.894,,,93.02901288521721,110.807088828516,,20.0,,,,11.88898010020693,13.153346984526964,0.4907337000000001,110.71195821421499,,5884116.0,,46.444,,,92.9182821074713,102.137099692997,,48.0,,,,12.298680220936609,11.43706583990847,0.3642828,102.539866719865,,4340967.0,,56.945,,
2017-08-01,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-08-02,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-08-03,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-08-04,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-08-05,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-08-06,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-08-07,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-08-08,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-08-09,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-08-10,95.3938220837894,114.205810042015,,14.0,,,,9.323227331978973,12.400240775699976,0.6221019,94.14309990878469,,4946724.0,,65.72,,,92.1810742004308,112.278582349014,,20.0,,,,11.88898010020693,13.153346984526964,0.56817,104.50687924305099,,5884116.0,,77.443,,,97.96194154936519,108.64684444632401,,48.0,,,,12.298680220936609,11.43706583990847,0.4419523,96.95849931531201,,4340967.0,,73.94,,
2017-08-11,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-08-12,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-08-13,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-08-14,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-08-15,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-08-16,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-08-17,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-08-18,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-08-19,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-08-20,93.61230798235658,108.326250128526,,14.0,,,,9.323227331978973,12.400240775699976,0.6342599,94.56780271693479,,4946724.0,,65.722,,,101.626886389023,112.068609618266,,20.0,,,,11.88898010020693,13.153346984526964,0.5953248000000001,102.965279712391,,5884116.0,,83.561,,,120.306367759103,113.57771681690599,,48.0,,,,12.298680220936609,11.43706583990847,0.4714848,95.2729709554212,,4340967.0,,83.81,,
2017-08-21,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-08-22,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-08-23,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-08-24,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-08-25,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-08-26,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-08-27,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-08-28,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-08-29,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-08-30,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-08-31,76.4245971529735,102.933383829769,,14.0,,,,9.323227331978973,12.400240775699976,0.6437006,95.234529756406,,4946724.0,,70.086,,,93.9456597786997,101.547906636498,,20.0,,,,11.88898010020693,13.153346984526964,0.6117688,102.412153605664,,5884116.0,,39.811,,,103.327168965499,102.83141489666299,,48.0,,,,12.298680220936609,11.43706583990847,0.4897644,94.38625304178801,,4340967.0,,27.248,,
2017-09-01,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-09-02,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-09-03,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
2017-09-04,,,,14.0,,,,9.323227331978973,12.400240775699976,,,,4946724.0,,,,,,,,20.0,,,,11.88898010020693,13.153346984526964,,,,5884116.0,,,,,,,,48.0,,,,12.298680220936609,11.43706583990847,,,,4340967.0,,,,
