"Year","Month","Dekad","NDVI","Average"
2016,1,1,0.216267,0.2279262
2017,1,1,0.2558011,0.2279262
2017,1,1,0.2336955,0.2279262
2018,1,1,0.246995,0.2279262
2018,1,1,0.2344631,0.2279262
2018,1,2,0.2134676,0.2215307
2017,1,2,0.2258709,0.2215307
2016,1,2,0.2380508,0.2215307
2016,1,3,0.2221257,0.2084777
2017,1,3,0.2100397,0.2084777
2018,1,3,0.2047642,0.2084777
2018,2,1,0.1987056,0.2018871
2017,2,1,0.2049548,0.2018871
2016,2,1,0.213652,0.2018871
2016,2,2,0.2064643,0.1956168
2017,2,2,0.2015229,0.1956168
2018,2,2,0.1933899,0.1956168
2018,2,3,0.1880318,0.1899218
2017,2,3,0.1991564,0.1899218
2016,2,3,0.1993933,0.1899218
2016,3,1,0.1877469,0.1824374
2017,3,1,0.1925123,0.1824374
2018,3,1,0.1796894,0.1824374
2018,3,2,0.1786503,0.1823184
2017,3,2,0.1898279,0.1823184
2016,3,2,0.1856609,0.1823184
2016,3,3,0.1900844,0.1854922
2017,3,3,0.1898676,0.1854922
2018,3,3,0.1826637,0.1854922
2018,4,1,0.1913849,0.1924352
2017,4,1,0.1943101,0.1924352
2016,4,1,0.2017307,0.1924352
2016,4,2,0.2526229,0.2166346
2017,4,2,0.2137592,0.2166346
2018,4,2,0.226948,0.2166346
2018,4,3,0.2505268,0.2326017
2017,4,3,0.2288145,0.2326017
2016,4,3,0.286219,0.2326017
2016,5,1,0.3176872,0.248862
2017,5,1,0.2498793,0.248862
2018,5,1,0.2733084,0.248862
2018,5,2,0.2928402,0.2644235
2017,5,2,0.2751967,0.2644235
2016,5,2,0.3431235,0.2644235
2016,5,3,0.3591156,0.2870045
2017,5,3,0.3199911,0.2870045
2018,5,3,0.320914,0.2870045
2018,6,1,0.3306804,0.2919631
2017,6,1,0.331552,0.2919631
2016,6,1,0.3558201,0.2919631
2016,6,2,0.348343,0.2934564
2017,6,2,0.3363983,0.2934564
2018,6,2,0.3361274,0.2934564
2018,6,3,0.3350866,0.2941145
2017,6,3,0.3369056,0.2941145
2016,6,3,0.3393967,0.2941145
2016,7,1,0.331448,0.2992799
2017,7,1,0.3305352,0.2992799
2018,7,1,0.3293542,0.2992799
2018,7,2,0.3301486,0.3100877
2017,7,2,0.3302106,0.3100877
2016,7,2,0.3446134,0.3100877
2016,7,3,0.3714089,0.3263464
2017,7,3,0.3374548,0.3263464
2018,7,3,0.3375626,0.3263464
2018,8,1,0.3656531,0.3691883
2017,8,1,0.3794559,0.3691883
2016,8,1,0.4416447,0.3691883
2016,8,2,0.4649989,0.3910732
2017,8,2,0.4064425,0.3910732
2018,8,2,0.3836078,0.3910732
2018,8,3,0.4002,0.4089419
2017,8,3,0.4273095,0.4089419
2016,8,3,0.4787872,0.4089419
2016,9,1,0.4837313,0.4189408
2017,9,1,0.4420296,0.4189408
2018,9,1,0.4116352,0.4189408
2018,9,2,0.4073413,0.4080369
2017,9,2,0.4399877,0.4080369
2016,9,2,0.4584492,0.4080369
2016,9,3,0.4320028,0.3897357
2017,9,3,0.4152715,0.3897357
2018,9,3,0.3908006,0.3897357
2018,10,1,0.3690346,0.3673972
2017,10,1,0.3828357,0.3673972
2016,10,1,0.403567,0.3673972
2016,10,2,0.3761872,0.3441296
2017,10,2,0.3505229,0.3441296
2018,10,2,0.3480207,0.3441296
2018,10,3,0.3198078,0.3013318
2017,10,3,0.3000849,0.3013318
2016,10,3,0.3251302,0.3013318
2016,11,1,0.3038095,0.2844609
2017,11,1,0.2816643,0.2844609
2018,11,1,0.3129039,0.2844609
2018,11,2,0.3064704,0.2714989
2017,11,2,0.2664391,0.2714989
2016,11,2,0.2881123,0.2714989
2016,11,3,0.2683804,0.2560665
2017,11,3,0.2443922,0.2560665
2018,11,3,0.2907989,0.2560665
2018,12,1,0.2814,0.251386
2017,12,1,0.2360274,0.251386
2016,12,1,0.2624078,0.251386
2016,12,2,0.2563101,0.2464223
2017,12,2,0.2287788,0.2464223
2018,12,2,0.2709877,0.2464223
2018,12,3,0.2596458,0.2408447
2017,12,3,0.2228062,0.2408447
2016,12,3,0.2498128,0.2408447