"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2016,1,1,0,0
2016,1,2,0,0
2016,1,3,0,0
2016,2,1,0,0
2016,2,2,0,0
2016,2,3,0,0
2016,3,1,0,0
2016,3,2,0.009,0
2016,3,3,0.101,0.004
2016,4,1,1.003,0.089
2016,4,2,0.299,0.221
2016,4,3,1.404,0.73
2016,5,1,4.806,3.303
2016,5,2,9.43,4.155
2016,5,3,13.615,7.635
2016,6,1,15.269,16.574
2016,6,2,18.206,15.375
2016,6,3,24.485,23.115
2016,7,1,21.085,35.599
2016,7,2,63.178,35.084
2016,7,3,61.084,48.594
2016,8,1,29.318,50.676
2016,8,2,67.653,52.274
2016,8,3,58.298,48.374
2016,9,1,31.308,31.769
2016,9,2,26.511,27.025
2016,9,3,18.038,16.896
2016,10,1,2.368,7.346
2016,10,2,1.234,1.492
2016,10,3,0.576,0.498
2016,11,1,0.008,0.001
2016,11,2,0,0
2016,11,3,0,0
2016,12,1,0,0
2016,12,2,0,0
2016,12,3,0,0
2017,1,1,0,0
2017,1,2,0,0
2017,1,3,0,0
2017,2,1,0,0
2017,2,2,0,0
2017,2,3,0,0
2017,3,1,0,0
2017,3,2,0,0
2017,3,3,0.009,0.004
2017,4,1,0.149,0.089
2017,4,2,0.16,0.221
2017,4,3,0.911,0.73
2017,5,1,6.495,3.303
2017,5,2,20.212,4.155
2017,5,3,9.186,7.635
2017,6,1,18.654,16.574
2017,6,2,39.329,15.375
2017,6,3,16.75,23.115
2017,7,1,53.293,35.599
2017,7,2,33.519,35.084
2017,7,3,57.085,48.594
2017,8,1,43.647,50.676
2017,8,2,31.3,52.274
2017,8,3,87.244,48.374
2017,9,1,18.413,31.769
2017,9,2,26.365,27.025
2017,9,3,5.591,16.896
2017,10,1,4.13,7.346
2017,10,2,0.326,1.492
2017,10,3,0.653,0.498
2017,11,1,0.011,0.001
2017,11,2,0,0
2017,11,3,0,0
2017,12,1,0,0
2017,12,2,0,0
2017,12,3,0,0
2018,1,1,0,0
2018,1,2,0,0
2018,1,3,0,0
2018,2,1,0,0
2018,2,2,0,0
2018,2,3,0,0
2018,3,1,0,0
2018,3,2,0,0
2018,3,3,0.18,0.004
2018,4,1,0.097,0.089
2018,4,2,0.117,0.221
2018,4,3,0.401,0.73
2018,5,1,2.716,3.303
2018,5,2,4.534,4.155
2018,5,3,19.27,7.635
2018,6,1,16.038,16.574
2018,6,2,13.099,15.375
2018,6,3,37.183,23.115
2018,7,1,30.614,35.599
2018,7,2,58.707,35.084
2018,7,3,36.829,48.594
2018,8,1,82.478,50.676
2018,8,2,40.648,52.274
2018,8,3,58.772,48.374
2018,9,1,33.399,31.769
2018,9,2,26.728,27.025
2018,9,3,55.649,16.896
2018,10,1,14.242,7.346
2018,10,2,5.27,1.492
2018,10,3,1.267,0.498
2018,11,1,0.008,0.001
2018,11,2,0,0
2018,11,3,0,0
2018,12,1,0,0
2018,12,2,0,0
2018,12,3,0,0