"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2017,1,1,0.982,0.943
2017,1,2,0.964,0.836
2017,1,3,1.071,1.064
2017,2,1,3.25,1.479
2017,2,2,10.05,1.564
2017,2,3,3.243,1.218
2017,3,1,2.589,2.432
2017,3,2,2.479,2.4
2017,3,3,4.257,3.768
2017,4,1,5.339,9.632
2017,4,2,5.261,12.336
2017,4,3,21.607,12.196
2017,5,1,24.404,6.289
2017,5,2,25.325,7.214
2017,5,3,18.468,6.775
2017,6,1,0.807,0.582
2017,6,2,0,0
2017,6,3,0.279,0
2017,7,1,6.046,5.782
2017,7,2,8.225,7.611
2017,7,3,12.364,8.718
2017,8,1,15.657,16.218
2017,8,2,32.443,16.236
2017,8,3,32.45,17.243
2017,9,1,2.832,3.125
2017,9,2,4.593,3.339
2017,9,3,4.396,2.436
2017,10,1,1.189,3.896
2017,10,2,1.679,2.486
2017,10,3,2.961,2.282
2017,11,1,2.164,1.807
2017,11,2,1.514,1.946
2017,11,3,1.207,1.368
2017,12,1,1.029,1.607
2017,12,2,1.011,1.329
2017,12,3,1.079,1.518
2018,1,1,0.982,0.943
2018,1,2,0.964,0.836
2018,1,3,1.086,1.064
2018,2,1,4.389,1.479
2018,2,2,4.307,1.564
2018,2,3,3.621,1.218
2018,3,1,2.95,2.432
2018,3,2,2.904,2.4
2018,3,3,3.411,3.768
2018,4,1,7.114,9.632
2018,4,2,13.743,12.336
2018,4,3,10.232,12.196
2018,5,1,7.993,6.289
2018,5,2,10.839,7.214
2018,5,3,11.839,6.775
2018,6,1,3.157,0.582
2018,6,2,0,0
2018,6,3,1.043,0
2018,7,1,6.171,5.782
2018,7,2,1.675,7.611
2018,7,3,13.236,8.718
2018,8,1,32.064,16.218
2018,8,2,14.768,16.236
2018,8,3,22.254,17.243
2018,9,1,8.339,3.125
2018,9,2,13.361,3.339
2018,9,3,8.629,2.436
2018,10,1,7.154,3.896
2018,10,2,11.868,2.486
2018,10,3,8.489,2.282
2018,11,1,0.896,1.807
2018,11,2,1.329,1.946
2018,11,3,1.214,1.368
2018,12,1,3.471,1.607
2018,12,2,3.989,1.329
2018,12,3,3.904,1.518
2019,1,1,0.979,0.943
2019,1,2,0.961,0.836
2019,1,3,1.071,1.064
2019,2,1,1.475,1.479
2019,2,2,1.675,1.564
2019,2,3,1.582,1.218
2019,3,1,2.768,2.432
2019,3,2,2.743,2.4
2019,3,3,3.389,3.768
2019,4,1,6.279,9.632
2019,4,2,8.543,12.336
2019,4,3,6.021,12.196
2019,5,1,3.175,6.289
2019,5,2,5.143,7.214
2019,5,3,11.9,6.775
2019,6,1,1.436,0.582
2019,6,2,0.004,0
2019,6,3,1.089,0
2019,7,1,6.093,5.782
2019,7,2,5.536,7.611
2019,7,3,7.336,8.718
2019,8,1,11.829,16.218
2019,8,2,8.318,16.236
2019,8,3,14.836,17.243
2019,9,1,4.511,3.125
2019,9,2,4.036,3.339
2019,9,3,2.761,2.436
2019,10,1,5.646,3.896
2019,10,2,4.082,2.486
2019,10,3,1.039,2.282
2019,11,1,1.032,1.807
2019,11,2,1.186,1.946
2019,11,3,3.054,1.368
2019,12,1,1.5,1.607
2019,12,2,2.257,1.329
2019,12,3,1.925,1.518