"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2016,1,1,1,0.577
2016,1,2,0.769,0.513
2016,1,3,1.167,0.756
2016,2,1,2.91,1.359
2016,2,2,3.192,1.192
2016,2,3,2.038,0.974
2016,3,1,2.705,1.538
2016,3,2,2.436,1.731
2016,3,3,4.321,4.154
2016,4,1,14.064,12.846
2016,4,2,23.321,16.141
2016,4,3,23.051,16.615
2016,5,1,16.077,11.385
2016,5,2,6.333,12
2016,5,3,9.962,11.038
2016,6,1,4.167,1
2016,6,2,0,0
2016,6,3,1.09,0.051
2016,7,1,8.308,10
2016,7,2,15.897,12.833
2016,7,3,67.359,14.795
2016,8,1,69.705,20.038
2016,8,2,19.641,18.308
2016,8,3,12.526,19.295
2016,9,1,2.718,3.103
2016,9,2,2.103,2.628
2016,9,3,1.808,2.038
2016,10,1,1.269,1.603
2016,10,2,2.192,0.769
2016,10,3,0.705,0.731
2016,11,1,1.974,1
2016,11,2,2.051,1.115
2016,11,3,1.372,0.692
2016,12,1,0.987,0.987
2016,12,2,1.038,0.808
2016,12,3,1.641,0.987
2017,1,1,0.821,0.577
2017,1,2,0.667,0.513
2017,1,3,1.064,0.756
2017,2,1,2.538,1.359
2017,2,2,8.705,1.192
2017,2,3,1.795,0.974
2017,3,1,2.603,1.538
2017,3,2,2.346,1.731
2017,3,3,6.244,4.154
2017,4,1,7.205,12.846
2017,4,2,6.654,16.141
2017,4,3,23.769,16.615
2017,5,1,37.154,11.385
2017,5,2,40.897,12
2017,5,3,26.051,11.038
2017,6,1,0.846,1
2017,6,2,0,0
2017,6,3,0.385,0.051
2017,7,1,18.064,10
2017,7,2,24.923,12.833
2017,7,3,20.205,14.795
2017,8,1,27.91,20.038
2017,8,2,34.487,18.308
2017,8,3,36.859,19.295
2017,9,1,3.615,3.103
2017,9,2,3.628,2.628
2017,9,3,4.051,2.038
2017,10,1,0.756,1.603
2017,10,2,0.487,0.769
2017,10,3,1.372,0.731
2017,11,1,0.782,1
2017,11,2,1.167,1.115
2017,11,3,0.974,0.692
2017,12,1,1,0.987
2017,12,2,1.013,0.808
2017,12,3,1.551,0.987
2018,1,1,0.821,0.577
2018,1,2,0.654,0.513
2018,1,3,1.077,0.756
2018,2,1,4.756,1.359
2018,2,2,4.795,1.192
2018,2,3,2.897,0.974
2018,3,1,2.923,1.538
2018,3,2,2.513,1.731
2018,3,3,4.936,4.154
2018,4,1,11.564,12.846
2018,4,2,19.731,16.141
2018,4,3,18.833,16.615
2018,5,1,9.731,11.385
2018,5,2,14.872,12
2018,5,3,16.385,11.038
2018,6,1,5.038,1
2018,6,2,0,0
2018,6,3,1.09,0.051
2018,7,1,13.923,10
2018,7,2,4.641,12.833
2018,7,3,18.154,14.795
2018,8,1,33.872,20.038
2018,8,2,22.962,18.308
2018,8,3,23.359,19.295
2018,9,1,5.038,3.103
2018,9,2,11.538,2.628
2018,9,3,3.333,2.038
2018,10,1,2.795,1.603
2018,10,2,4.5,0.769
2018,10,3,2.077,0.731
2018,11,1,0.577,1
2018,11,2,1.615,1.115
2018,11,3,0.705,0.692
2018,12,1,1.833,0.987
2018,12,2,2.115,0.808
2018,12,3,2.974,0.987