Split,,Split 1,Split 1,Split 2,Split 2,Split 3,Split 3,Split 4,Split 4
Type,,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive
Country,Prediction horizon,,,,,,,,
Nigeria,1,7.94866855422774,5.21130601836415,10.35448019884591,0.585405469339375,2.9576081086382895,0.5627982382754712,1.0732730890834707,7.102110201594361
Nigeria,2,9.85411016539022,5.023658110830447,18.98416450398901,4.030265947416674,1.05517294547022,1.8737447854496072,0.6739466306556795,4.877015535184236
Nigeria,3,55.07519710108443,46.50129456854193,52.98177437289516,15.364841369399334,0.5918364585866643,6.051915931123468,2.027713475453573,5.393873625562043
Nigeria,4,143.29196170018392,160.68016825435348,99.50429948811468,32.53944913213301,3.695672639593671,17.985500396954514,3.3708893668299424,5.371798829931564
Nigeria,5,215.05338230682617,229.74711658024316,145.55313918839713,46.82817649709924,6.075043217144841,22.526566697193218,3.1308392238211007,7.29393237879297
Nigeria,6,202.4853767315949,210.50385088003748,395.5914012873577,196.880034243785,7.6722750668437465,30.176999938091814,5.15225072743852,7.082006657192298
Nigeria,7,189.45288326181029,234.11331019105168,430.0384246401525,194.67928720868153,9.550465549601212,32.476859976600494,9.8490052027972,8.54130606629817
Nigeria,8,161.6858178892343,208.40690939163653,514.4899867724479,222.0284936477165,17.04083262450231,43.1457229778735,11.735063599588193,7.490909072538158
Nigeria,9,169.93653546386153,214.94320707013057,667.5610585903509,307.0483958147422,24.010958604014647,46.88251726057147,16.100410118573187,6.5432358790704255
Nigeria,10,227.0131766972248,271.31914021085583,638.2194916185202,267.07795921439026,37.53986089469954,58.02934407296462,16.73620091165001,7.146362241686611
Nigeria,11,193.37023772705115,241.34488232416354,599.7456956566756,233.28535467680362,80.0532204339006,81.99075671127848,18.724935399195598,4.614375201159082
Nigeria,12,192.79413861777076,236.02108504092044,640.5457132297079,239.84205780813704,102.02283101841067,79.26299887182238,25.83082430436779,5.479213078674917
Nigeria,13,172.1951240807615,206.4398566902299,647.2163200969707,229.79425723978406,137.70392650173213,84.1560056505323,32.003650280892685,6.7513699537490135
Nigeria,14,132.46746672766574,143.7011680487879,661.3294158552864,235.101446397155,200.7526221978161,103.03852440394091,36.41637023703632,7.790235931814685
Nigeria,15,124.79590638672924,139.81841044052283,593.8434704249033,187.6638519771776,239.91853195483796,110.12519610602425,38.275576938807355,10.776828828095242
Nigeria,16,112.2155447287388,120.77409862557442,612.3431882178733,202.86246532559093,287.7078678608527,123.39922567497074,48.9246370577739,7.453315272354556
Nigeria,17,102.20734615457785,107.41721643486471,589.091288216978,189.13575190489576,279.4661379368753,104.50006610129594,52.28365530549231,6.185726026615556
Nigeria,18,92.18237442323834,88.12339790109377,600.3111584489394,190.49955415062712,297.2155840135453,95.88707349266467,58.24871086408874,9.704134227943593
Nigeria,19,96.4883372359094,82.8248110001617,566.9407804055253,161.20554675656743,291.56256792148287,110.41226699691043,39.1470975788744,30.983295978942973
Nigeria,20,120.74675168508143,95.9899029349333,631.9977394867605,187.7770893392927,345.56366398420687,129.7793443069024,34.148001181272434,47.274448023867
Nigeria,21,153.66367178327098,108.44905153811702,655.0371696690662,203.69876961972477,339.5981156588773,133.2187963417345,57.47078219776041,60.88032516212014
Nigeria,22,170.32081263678865,104.74284602214512,610.1054253007001,186.73414862272668,368.0661215792813,167.4989987343482,55.16764345327177,79.74725619579614
Nigeria,23,168.9994499165,100.55733665518692,534.4759757546932,129.00060037933252,339.0540778420143,154.12200381506494,93.07184167397634,97.79828271901438
Nigeria,24,148.28226470759162,71.24291704638027,456.0359614677754,83.66143151592502,400.69037163911435,159.6131503629368,84.26083712746151,106.95471096698446
Nigeria,25,127.27195159534942,58.35642191099987,385.8074264418737,45.8790027905319,345.32823748278867,170.79930981934874,90.04533205448057,112.52115056240291
Nigeria,26,123.91798539687404,48.561666830673225,360.48271072766397,38.542213539886525,339.07241473339496,171.44403769676333,105.35833077670293,122.02946003137065
Nigeria,27,123.98527544832235,42.329026023038004,264.8892195811365,18.567179657068703,327.0352487344782,161.42000970951972,86.43043583358184,145.57189664274247
Nigeria,28,158.76747800003753,29.882921849940146,237.50100288512962,20.743143362009473,363.3901060074715,191.3828764582215,107.91996290728288,180.20515809468552
Nigeria,29,143.74932261965736,18.216493063721202,190.07438491084872,20.532168345427575,382.83015179995135,204.43643009195853,76.16130663308552,181.68676954969843
Nigeria,30,164.72189214054066,20.363313286907886,124.80874665468527,18.788871244617916,407.5532838626778,208.9740519730667,47.570095740691585,187.22885774722124
