Country,Nigeria,Nigeria,Nigeria,Nigeria,Nigeria,Nigeria,Nigeria,Nigeria
Split,Split 1,Split 1,Split 2,Split 2,Split 3,Split 3,Split 4,Split 4
Type,r2_model,r2_naive,r2_model,r2_naive,r2_model,r2_naive,r2_model,r2_naive
Prediction horizon,,,,,,,,
1,0.8855781118681124,0.9249827225545665,0.8681865936140412,0.9925477389932915,0.8250287507245827,0.9667050172896634,0.9947583790888876,0.965314914047187
2,0.8504358049654479,0.9237516763193807,0.7672633544677765,0.9505908950058133,0.920581456145391,0.8589709079877328,0.996516230837658,0.9747897006188633
3,0.6092710209813071,0.6700982600849172,0.20531412177184682,0.7695391933924363,0.9270589757459429,0.2541301903404938,0.9895064930854018,0.972086465434352
4,0.3123882791510333,0.2289479068557151,-0.5237705775474071,0.5017033891780003,0.19993585165423078,-2.8936224771369354,0.9823261685300049,0.971835246761536
5,-0.14417216761177776,-0.222348858503997,-1.0908137739036645,0.3273316056742811,0.2905341957426223,-1.6307349903088943,0.9837741612610081,0.9621985793294864
6,-0.4311242680295655,-0.48779716526112793,-24.600165419193033,-11.74082659020212,-1.3545971124574767,-8.261226467743318,0.9710623246614074,0.9602238283358023
7,-0.9724723026587676,-1.437450473622301,-21.937221865684382,-9.383727935696392,-1.7662087715734391,-8.40663829148998,0.9510266249245904,0.9575290522234782
8,-0.6354124777362271,-1.107984883986659,-29.056237601588006,-11.970789191180062,-2.3795128804913905,-7.556596367960358,0.9396818062372079,0.9614967485210161
9,-0.45119677760764776,-0.8355375353357157,-45.78579886619255,-20.519386584817262,-1.5887738708068282,-4.05470180026568,0.9166215830646469,0.9661148601052006
10,-0.5031683583617494,-0.7965404145981421,-46.52362301211472,-18.88737795575862,-1.610195450114741,-3.0348559174810816,0.9012883316750185,0.9578500913644928
11,-0.40169564905046773,-0.7494526326842927,-26.02713175461564,-9.512845799366149,-1.3028068746760044,-1.3585419448617686,0.8765563439777417,0.9695798499195896
12,-0.483753343593716,-0.8164300875472941,-45.97751302579983,-16.589975488253465,-2.0132957879567464,-1.3410726624335876,0.828002896930542,0.9635161168095973
13,-0.5083573802633088,-0.8083269377195887,-33.67034501603798,-11.309711504205913,-2.9543201125223275,-1.416632511413947,0.7892942552860701,0.9555503068725492
14,-0.7571806081908166,-0.9061956275560268,-42.5640152623785,-14.48693095075343,-3.1757076800101354,-1.1432285814253658,0.7484658443622422,0.946191495622069
15,-0.29008413335045247,-0.44538004556518884,-26.122710680605426,-7.571202035349513,-2.945263339667626,-0.8109184623244954,0.7061400849377508,0.9172611294892439
16,-0.14150196875758247,-0.22856304524722582,-25.613873653625618,-7.816879366211424,-3.0351920760610165,-0.73071241095336,0.634043116320615,0.9442491105875779
17,-0.03193520647366643,-0.08453659732924979,-25.599551150779412,-7.540146846276864,-3.552600295883641,-0.7023423136869618,0.5662502755424148,0.9486826821128407
18,0.031093964148720232,0.073756857964277,-21.66433025993185,-6.19217817105897,-4.336453669027016,-0.7216355826377978,0.4713139035062571,0.9119218130544788
19,0.019621505107218717,0.158451001704089,-19.521195331573956,-4.8350547850137655,-3.3536939695732846,-0.6487069119271034,0.42374385314787466,0.5439172796493693
20,-0.11452148467867107,0.11399016834652131,-23.67838086994146,-6.332359342182689,-3.404377597033262,-0.654101099729949,0.3629635087679852,0.11808751750393631
21,-0.658307591071684,-0.1703604588066514,-35.094607369599565,-10.224442598897141,-3.2031543491187175,-0.648828828575053,0.0922589992918067,0.038405861678759035
22,-0.9981010441147984,-0.2287798934280012,-52.62322051209211,-15.412387127682152,-2.2690511978566907,-0.48767509517817054,-0.16188519060981954,-0.6795561703509303
23,-0.9675823080384778,-0.17074248847538787,-21.01233175723747,-4.312874930296148,-2.4743554443156093,-0.5793192238000802,-0.44421930138244026,-0.517560682205237
24,-1.0652089712861441,0.007760559127430344,-14.301504688372619,-1.8071158740566773,-9.450909044006018,-3.1630711260831124,-0.7001134490858154,-1.1580030386239115
25,-0.6495170074615271,0.24366752273238357,-4.98661259779658,0.28809090428039397,-2.7828084914189635,-0.8709766806872627,-1.1773081183014233,-1.7207764024003729
26,-0.7294944612245948,0.32223612623707065,-4.485265998315247,0.4135244572384956,-2.417820987284254,-0.728141260460488,-1.2417097473423073,-1.596421450478514
27,-0.7621609098111988,0.3983918272676803,-5.292817269026277,0.5589104420033717,-2.9570341320773195,-0.9531365211932312,-1.3582801669377922,-2.971972528023648
28,-2.7718285377163756,0.2900733900684255,-5.144616107683408,0.46333425426486896,-2.2928926647072285,-0.7342334301938587,-1.3570009314835465,-2.9357289795607406
29,-1.4816959182365625,0.6855094990573576,-4.52503669587922,0.40317584819403873,-1.9549789133344002,-0.5779983295432176,-0.6247351054811907,-2.875890340366485
30,-1.4709837119168339,0.6945310984548536,-4.803745930990033,0.12629653003767805,-2.003149781956704,-0.5398731980993752,0.03657736908366471,-2.7918889147828687
