Split,,Split 1,Split 1,Split 2,Split 2,Split 3,Split 3,Split 4,Split 4
Type,,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive
Country,Prediction horizon,,,,,,,,
Nigeria,1,6.218758543077402,5.21130601836415,13.9957561243231,0.585405469339375,1.728595443225984,0.5627982382754712,2.6507847202923056,7.102110201594361
Nigeria,2,13.081493565645262,5.023658110830447,19.832464176259723,4.030265947416674,2.950924256427122,1.8737447854496072,2.042149538944769,4.877015535184236
Nigeria,3,78.89819894350983,46.50129456854193,40.14447469244854,15.364841369399334,6.143710732104453,6.051915931123468,3.9060039313897224,5.393873625562043
Nigeria,4,178.3603082384784,160.68016825435348,67.70181420344274,32.53944913213301,17.04523685202115,17.985500396954514,5.431427230217111,5.371798829931564
Nigeria,5,258.1597824998175,229.74711658024316,92.3389534963037,46.82817649709924,21.547997215189994,22.526566697193218,4.883005235884135,7.29393237879297
Nigeria,6,240.2509998736696,210.50385088003748,340.2599922921817,196.880034243785,27.848954966627428,30.176999938091814,5.06185045662803,7.082006657192298
Nigeria,7,246.10387027365815,234.11331019105168,358.61033181900535,194.67928720868153,30.98583282277579,32.476859976600494,11.281878917655627,8.54130606629817
Nigeria,8,225.25003253435372,208.40690939163653,422.0647285197402,222.0284936477165,40.957535592781646,43.1457229778735,11.987680862179564,7.490909072538158
Nigeria,9,245.02424761065618,214.94320707013057,563.3937179269609,307.0483958147422,49.703862351169725,46.88251726057147,14.536547198253231,6.5432358790704255
Nigeria,10,316.98649330698066,271.31914021085583,507.4626397824172,267.07795921439026,63.79909128934643,58.02934407296462,10.801081777865654,7.146362241686611
Nigeria,11,274.96606104755057,241.34488232416354,492.01647449623357,233.28535467680362,103.81886967600747,81.99075671127848,7.902829471058106,4.614375201159082
Nigeria,12,247.32507028856818,236.02108504092044,504.3639101771477,239.84205780813704,120.79211713276122,79.26299887182238,9.283591114255538,5.479213078674917
Nigeria,13,203.0627220280297,206.4398566902299,506.571644656414,229.79425723978406,148.05065600389042,84.1560056505323,7.949374221116361,6.7513699537490135
Nigeria,14,139.7010762902094,143.7011680487879,497.89419486004675,235.101446397155,185.54238011951543,103.03852440394091,17.875347149802955,7.790235931814685
Nigeria,15,156.0443220470926,139.81841044052283,416.8505474140211,187.6638519771776,197.64008911695805,110.12519610602425,27.298920543295065,10.776828828095242
Nigeria,16,145.71245246687738,120.77409862557442,434.1880732721929,202.86246532559093,223.1628979421727,123.39922567497074,23.72939346054527,7.453315272354556
Nigeria,17,143.24143600883397,107.41721643486471,409.27935389822323,189.13575190489576,189.01898220660348,104.50006610129594,30.262875982418112,6.185726026615556
Nigeria,18,118.64195988919899,88.12339790109377,400.6292724110808,190.49955415062712,172.7580476014374,95.88707349266467,41.49647975419479,9.704134227943593
Nigeria,19,123.56076063637511,82.8248110001617,366.6111521085973,161.20554675656743,176.0908013577346,110.41226699691043,34.7406425289685,30.983295978942973
Nigeria,20,144.83184204961609,95.9899029349333,416.0898680976429,187.7770893392927,206.26411963566954,129.7793443069024,34.76211020914392,47.274448023867
Nigeria,21,179.88933561572085,108.44905153811702,457.02162087932817,203.69876961972477,211.2968323468216,133.2187963417345,50.900293633783825,60.88032516212014
Nigeria,22,191.20271151712578,104.74284602214512,455.98494687622104,186.73414862272668,246.02129283993835,167.4989987343482,46.18594595445637,79.74725619579614
Nigeria,23,185.88543015331052,100.55733665518692,373.56110851221933,129.00060037933252,233.19290625895874,154.12200381506494,77.00272303193951,97.79828271901438
Nigeria,24,149.39100621028317,71.24291704638027,300.1436941993933,83.66143151592502,282.56987451858623,159.6131503629368,65.91051438297679,106.95471096698446
Nigeria,25,125.62566413279318,58.35642191099987,250.85832280352358,45.8790027905319,284.8977712529126,170.79930981934874,71.39149036383895,112.52115056240291
Nigeria,26,123.99973619213239,48.561666830673225,254.33745324444422,38.542213539886525,307.52613306790323,171.44403769676333,89.25939360503985,122.02946003137065
Nigeria,27,120.79647841048187,42.329026023038004,211.136908637435,18.567179657068703,328.41427922817303,161.42000970951972,77.88796260835872,145.57189664274247
Nigeria,28,145.57846656211416,29.882921849940146,247.05458327248027,20.743143362009473,402.82821164736623,191.3828764582215,112.69234371060726,180.20515809468552
Nigeria,29,93.85730064489032,18.216493063721202,283.1851159278818,20.532168345427575,457.7574189750105,204.43643009195853,100.88159682473294,181.68676954969843
Nigeria,30,59.65630793039636,20.363313286907886,316.8589587971592,18.788871244617916,516.5820204557336,208.9740519730667,94.73088213414428,187.22885774722124
