AdminStrata,Abyan,Aden,Al Bayda,Al Dhale'e,Al Hudaydah,Al Jawf,Al Maharah,Al Mahwit,Amanat Al Asimah,Amran,Dhamar,Hadramaut,Hajjah,Ibb,Lahj,Marib,Raymah,Sa'ada,Sana'a,Shabwah,Taizz
Indicator,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality
2017-01-31,19.0,2.0,68.0,15.0,172.0,183.0,0.0,1.0,1.0,2.0,1.0,3.0,35.0,12.0,74.0,79.0,0.0,102.0,142.0,161.0,903.0
2017-02-01,19.0,1.0,66.0,15.0,178.0,183.0,0.0,1.0,1.0,2.0,1.0,3.0,30.0,12.0,74.0,83.0,0.0,76.0,156.0,161.0,898.0
2017-02-02,31.0,1.0,74.0,11.0,178.0,171.0,0.0,1.0,1.0,2.0,1.0,3.0,21.0,12.0,84.0,73.0,0.0,60.0,140.0,156.0,902.0
2017-02-03,28.0,1.0,94.0,11.0,184.0,165.0,0.0,1.0,1.0,2.0,0.0,3.0,20.0,12.0,84.0,73.0,0.0,72.0,152.0,140.0,899.0
2017-02-04,41.0,1.0,94.0,11.0,184.0,165.0,0.0,1.0,1.0,2.0,0.0,1.0,40.0,12.0,84.0,74.0,0.0,71.0,156.0,124.0,901.0
2017-02-05,42.0,1.0,94.0,11.0,184.0,165.0,0.0,1.0,1.0,2.0,0.0,1.0,40.0,14.0,79.0,74.0,0.0,77.0,166.0,122.0,743.0
2017-02-06,42.0,1.0,94.0,11.0,184.0,165.0,0.0,1.0,1.0,2.0,0.0,2.0,40.0,24.0,79.0,73.0,0.0,82.0,159.0,122.0,681.0
2017-02-07,36.0,1.0,97.0,11.0,186.0,158.0,0.0,1.0,1.0,2.0,1.0,2.0,40.0,24.0,69.0,83.0,0.0,71.0,152.0,122.0,628.0
2017-02-08,36.0,1.0,96.0,11.0,186.0,168.0,0.0,1.0,1.0,0.0,1.0,2.0,42.0,24.0,69.0,81.0,0.0,74.0,152.0,122.0,662.0
2017-02-09,36.0,1.0,96.0,11.0,155.0,168.0,0.0,1.0,1.0,0.0,1.0,2.0,42.0,24.0,59.0,84.0,0.0,74.0,140.0,110.0,672.0
2017-02-10,36.0,1.0,101.0,11.0,155.0,162.0,0.0,1.0,1.0,0.0,1.0,2.0,42.0,25.0,59.0,97.0,0.0,118.0,137.0,80.0,641.0
2017-02-11,35.0,1.0,101.0,11.0,154.0,146.0,0.0,1.0,1.0,0.0,1.0,2.0,42.0,26.0,49.0,97.0,0.0,117.0,137.0,73.0,653.0
2017-02-12,35.0,4.0,101.0,13.0,147.0,146.0,0.0,1.0,1.0,0.0,1.0,2.0,42.0,26.0,39.0,75.0,0.0,106.0,157.0,73.0,644.0
2017-02-13,35.0,4.0,101.0,13.0,141.0,146.0,0.0,1.0,1.0,0.0,1.0,2.0,52.0,26.0,39.0,83.0,0.0,106.0,157.0,73.0,610.0
2017-02-14,35.0,4.0,105.0,13.0,141.0,122.0,0.0,1.0,1.0,0.0,1.0,2.0,52.0,26.0,39.0,83.0,0.0,109.0,157.0,73.0,578.0
2017-02-15,31.0,4.0,91.0,13.0,141.0,44.0,0.0,1.0,1.0,0.0,1.0,2.0,52.0,25.0,39.0,83.0,0.0,99.0,166.0,73.0,575.0
2017-02-16,31.0,4.0,96.0,13.0,141.0,44.0,0.0,1.0,1.0,0.0,1.0,2.0,52.0,25.0,39.0,68.0,0.0,99.0,166.0,36.0,577.0
2017-02-17,31.0,3.0,92.0,13.0,141.0,42.0,0.0,1.0,1.0,0.0,6.0,2.0,52.0,25.0,39.0,68.0,0.0,93.0,152.0,45.0,576.0
2017-02-18,31.0,3.0,88.0,13.0,141.0,52.0,0.0,1.0,0.0,0.0,6.0,2.0,52.0,25.0,39.0,78.0,0.0,93.0,152.0,45.0,538.0
2017-02-19,30.0,3.0,83.0,13.0,112.0,52.0,0.0,1.0,0.0,0.0,13.0,2.0,52.0,28.0,39.0,68.0,0.0,93.0,151.0,45.0,531.0
2017-02-20,30.0,3.0,82.0,13.0,112.0,52.0,0.0,1.0,0.0,0.0,13.0,2.0,73.0,28.0,39.0,68.0,0.0,95.0,151.0,45.0,543.0
2017-02-21,30.0,3.0,79.0,13.0,112.0,40.0,0.0,1.0,0.0,0.0,13.0,2.0,73.0,28.0,29.0,68.0,0.0,90.0,141.0,45.0,475.0
2017-02-22,30.0,3.0,76.0,3.0,113.0,46.0,0.0,1.0,0.0,0.0,23.0,2.0,75.0,28.0,29.0,68.0,0.0,91.0,114.0,45.0,515.0
2017-02-23,30.0,3.0,76.0,3.0,112.0,56.0,0.0,1.0,0.0,0.0,23.0,2.0,75.0,28.0,29.0,68.0,0.0,81.0,114.0,40.0,498.0
2017-02-24,42.0,3.0,132.0,3.0,112.0,61.0,0.0,1.0,0.0,0.0,23.0,1.0,75.0,28.0,13.0,86.0,0.0,91.0,119.0,27.0,474.0
2017-02-25,42.0,3.0,134.0,3.0,112.0,61.0,0.0,0.0,0.0,0.0,25.0,1.0,75.0,27.0,13.0,86.0,0.0,92.0,119.0,27.0,495.0
2017-02-26,42.0,4.0,134.0,3.0,112.0,53.0,0.0,0.0,0.0,0.0,25.0,1.0,75.0,20.0,13.0,86.0,0.0,92.0,119.0,22.0,497.0
2017-02-27,42.0,4.0,134.0,3.0,112.0,65.0,0.0,0.0,0.0,0.0,25.0,1.0,75.0,20.0,13.0,86.0,0.0,95.0,110.0,22.0,452.0
2017-02-28,38.0,4.0,141.0,3.0,108.0,114.0,0.0,0.0,0.0,0.0,25.0,1.0,75.0,20.0,13.0,96.0,0.0,99.0,110.0,22.0,384.0
2017-03-01,38.0,4.0,112.0,3.0,108.0,124.0,0.0,0.0,0.0,0.0,28.0,1.0,71.0,20.0,13.0,96.0,0.0,99.0,110.0,22.0,378.0
2017-03-02,43.0,4.0,119.0,3.0,103.0,144.0,0.0,0.0,0.0,0.0,28.0,1.0,64.0,20.0,13.0,96.0,0.0,104.0,110.0,24.0,374.0
2017-03-03,44.0,4.0,119.0,3.0,23.0,144.0,0.0,0.0,0.0,0.0,28.0,5.0,56.0,17.0,12.0,96.0,0.0,102.0,101.0,24.0,367.0
2017-03-04,46.0,4.0,127.0,3.0,14.0,144.0,0.0,0.0,0.0,4.0,28.0,5.0,57.0,17.0,12.0,88.0,0.0,102.0,97.0,24.0,381.0
2017-03-05,40.0,4.0,126.0,2.0,30.0,145.0,0.0,0.0,0.0,4.0,28.0,10.0,57.0,17.0,2.0,92.0,0.0,102.0,93.0,32.0,387.0
2017-03-06,40.0,4.0,111.0,2.0,24.0,145.0,0.0,0.0,0.0,4.0,28.0,10.0,57.0,17.0,2.0,92.0,0.0,93.0,81.0,34.0,394.0
2017-03-07,27.0,4.0,111.0,2.0,24.0,155.0,0.0,0.0,0.0,4.0,28.0,10.0,45.0,17.0,2.0,81.0,0.0,93.0,83.0,42.0,402.0
2017-03-08,26.0,4.0,111.0,2.0,24.0,165.0,0.0,0.0,0.0,4.0,28.0,10.0,45.0,15.0,2.0,81.0,0.0,87.0,73.0,32.0,404.0
2017-03-09,27.0,5.0,111.0,2.0,24.0,165.0,0.0,0.0,0.0,4.0,28.0,9.0,45.0,5.0,2.0,81.0,0.0,80.0,70.0,32.0,403.0
2017-03-10,27.0,5.0,108.0,2.0,44.0,173.0,0.0,0.0,0.0,4.0,27.0,9.0,48.0,11.0,2.0,71.0,0.0,80.0,65.0,32.0,421.0
2017-03-11,27.0,5.0,108.0,6.0,44.0,163.0,0.0,1.0,0.0,4.0,27.0,9.0,46.0,11.0,2.0,80.0,0.0,77.0,65.0,32.0,367.0
2017-03-12,27.0,5.0,118.0,6.0,44.0,163.0,0.0,1.0,0.0,4.0,27.0,9.0,46.0,11.0,2.0,77.0,0.0,77.0,79.0,40.0,385.0
2017-03-13,27.0,5.0,113.0,6.0,44.0,163.0,0.0,1.0,0.0,4.0,27.0,9.0,54.0,10.0,2.0,67.0,0.0,33.0,79.0,40.0,392.0
2017-03-14,27.0,5.0,116.0,11.0,43.0,173.0,0.0,1.0,0.0,4.0,27.0,11.0,82.0,9.0,19.0,67.0,0.0,36.0,79.0,40.0,390.0
2017-03-15,27.0,2.0,116.0,9.0,50.0,173.0,0.0,1.0,0.0,4.0,27.0,11.0,82.0,9.0,17.0,77.0,0.0,42.0,59.0,40.0,374.0
2017-03-16,27.0,2.0,116.0,10.0,97.0,173.0,0.0,1.0,0.0,4.0,27.0,11.0,72.0,9.0,17.0,69.0,0.0,42.0,69.0,40.0,356.0
2017-03-17,27.0,2.0,112.0,10.0,129.0,173.0,0.0,1.0,0.0,4.0,27.0,11.0,72.0,9.0,17.0,95.0,0.0,50.0,69.0,40.0,368.0
2017-03-18,27.0,2.0,112.0,10.0,129.0,173.0,0.0,1.0,0.0,4.0,27.0,11.0,72.0,9.0,17.0,100.0,0.0,50.0,75.0,40.0,381.0
2017-03-19,27.0,2.0,107.0,10.0,129.0,183.0,0.0,1.0,0.0,4.0,27.0,11.0,72.0,9.0,17.0,100.0,0.0,59.0,90.0,40.0,372.0
2017-03-20,27.0,2.0,107.0,12.0,128.0,183.0,0.0,1.0,0.0,4.0,22.0,11.0,72.0,9.0,17.0,110.0,0.0,60.0,100.0,30.0,372.0
2017-03-21,27.0,2.0,107.0,12.0,128.0,171.0,0.0,1.0,0.0,4.0,22.0,11.0,72.0,9.0,17.0,102.0,0.0,61.0,110.0,31.0,370.0
2017-03-22,27.0,2.0,107.0,12.0,128.0,171.0,0.0,1.0,0.0,4.0,15.0,11.0,72.0,6.0,17.0,102.0,0.0,61.0,130.0,31.0,370.0
2017-03-23,28.0,2.0,107.0,12.0,128.0,181.0,0.0,1.0,0.0,4.0,15.0,11.0,51.0,6.0,17.0,107.0,0.0,59.0,137.0,45.0,358.0
2017-03-24,28.0,2.0,107.0,12.0,128.0,191.0,0.0,1.0,0.0,4.0,15.0,11.0,51.0,6.0,17.0,114.0,0.0,73.0,137.0,58.0,367.0
2017-03-25,28.0,2.0,107.0,13.0,143.0,197.0,0.0,1.0,0.0,4.0,5.0,11.0,49.0,6.0,27.0,114.0,0.0,73.0,137.0,58.0,327.0
2017-03-26,28.0,2.0,107.0,13.0,143.0,187.0,0.0,1.0,0.0,4.0,5.0,11.0,49.0,6.0,27.0,114.0,0.0,73.0,137.0,58.0,304.0
2017-03-27,16.0,2.0,54.0,14.0,143.0,183.0,0.0,1.0,0.0,4.0,5.0,11.0,59.0,6.0,47.0,96.0,0.0,67.0,132.0,58.0,314.0
