Split,,Split 1,Split 1,Split 2,Split 2,Split 3,Split 3
Type,,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive
Country,Prediction horizon,,,,,,
Mali,1,5.418983789099321,2.7398359557142986,2.7284764960289545,1.2245370644285731,1.7398734828870233,0.42562875587142546
Mali,2,8.354899559213285,5.7115157106285706,6.933324657442297,2.415724168914291,0.7541013640458534,0.9162662043999907
Mali,3,8.471542943366522,7.855695119971428,12.012369172672416,3.5700341898714165,1.1152536537536453,0.34658148348571
Mali,4,13.065889436530403,12.771798840999992,20.58246828247277,6.8397162118856745,1.7484675001057082,0.7910787572428465
Mali,5,11.913551220491936,12.003042385114288,21.849895349155794,7.093919967328587,1.3734813770237189,2.1124613014999913
Mali,6,20.778441920653272,17.902548104800026,23.899003670284948,10.389373284071443,2.6353100501313373,3.6953971865143123
Mali,7,40.085626228072776,33.99007289129998,21.215334260450227,9.599852540157144,6.8388059993492405,12.118768499942874
Mali,8,75.1405365826789,61.568548787171494,27.23546348275567,14.590648074471392,6.864953995742825,13.382130350414299
Mali,9,100.06949634566091,76.96356136007155,33.89389228779964,17.930693503785733,8.571884566690702,17.26742780944287
Mali,10,107.8771059576137,81.50276096375731,38.07388200146373,16.536074361857168,10.185379377429877,26.013309892314307
Mali,11,125.57617666520194,90.58322080061444,41.961691869059926,18.353364202014177,6.7460179858237765,31.785940775257124
Mali,12,136.27468294298274,102.85250911878572,65.45485478871068,26.676487302399995,5.967928534828419,35.585726116214296
Mali,13,157.55766069222824,123.55823370034283,99.59481843826867,30.65444013570001,11.781980608497921,42.77755447471435
Mali,14,167.79510259576514,135.48531552777152,137.99639165386236,29.545741345585753,22.90522554831484,37.73984122335724
Mali,15,164.08509493650695,133.49074839217155,187.63588321099132,38.53817064721421,37.43599144710913,47.80232002177146
Mali,16,175.3201684378696,139.20086252512854,235.81171735930133,41.479686944957216,58.31832231686887,54.34741970302855
Mali,17,191.59965657810076,161.80633723525716,248.27748121298552,47.473010762285654,60.61143415858141,61.57571759535726
Mali,18,235.52540779501146,193.71712134888585,229.3004286882044,45.95039464050003,62.588593617836935,70.15827200005712
Mali,19,247.63813197263454,192.26509811482865,250.82083738639616,46.5563586856429,51.13654373473107,84.5180846921143
Mali,20,250.26819261934173,189.2785726650715,265.7863210327601,44.65852522715711,78.63202778951016,96.32793260232852
Mali,21,248.18956905871096,183.95712013208578,243.50258431605613,44.56308896502865,62.633712464574174,128.5701085645
Mali,22,250.2871465282831,180.67015037661434,286.5938572250048,44.055227998342914,51.80628901870908,133.7426065524286
Mali,23,246.83432414382156,179.53595442624297,290.75511548403654,51.25593476307144,46.57709655309738,136.84251297114278
Mali,24,267.3362634752847,201.40203906764282,278.5436646992483,59.320221822485685,43.06080736208836,151.0344904531999
Mali,25,254.7824264426001,190.23869968811428,284.5395788170601,58.407377485714385,42.51090441165418,163.96193369364286
Mali,26,251.22071207785484,200.06425043838576,257.22916550260396,53.48592982121427,44.515808570782646,170.97675876508563
Mali,27,254.5718910267351,205.6545183892144,205.6953817470907,42.057923585185826,55.99049177652546,216.73294928142852
Mali,28,252.66170312896625,201.89116595545718,148.2240737229144,43.55651151237156,59.17538156106452,230.25751428285722
Mali,29,256.72245894235726,198.46487612194292,90.9613241297088,43.230112442057155,62.69533381195388,246.60831668271436
Mali,30,278.0765581706866,214.6358688350858,62.25461160783162,39.67445758947143,68.26615671796958,259.5458315482286
