Country,Mali,Mali,Mali,Mali,Mali,Mali
Split,Split 1,Split 1,Split 2,Split 2,Split 3,Split 3
Type,r2_model,r2_naive,r2_model,r2_naive,r2_model,r2_naive
Prediction horizon,,,,,,
1,0.855383135297542,0.9268817732004472,0.9751970122151113,0.9888684480532014,0.9887962993833364,0.9972592161432832
2,0.8502571741329903,0.8976338977588048,0.9373163396836139,0.9781596217249448,0.9952129125164763,0.9941834789223478
3,0.8661289339844827,0.8758608334946887,0.8841207022794331,0.9655610771851864,0.9927016758006485,0.9977319383626699
4,0.7916519581773278,0.7963415126079595,0.8057329424014638,0.9354435277121971,0.988793159700388,0.9949295635770753
5,0.807732087788281,0.8062878266217415,0.7818926559554727,0.9291879426324915,0.9914347886339063,0.986826412172221
6,0.671088612766741,0.7166124411712002,0.7629092080491999,0.8969319067114226,0.985067383283319,0.979060547429943
7,0.47895609931031635,0.5581877637823525,0.7794506421141277,0.9002023118024732,0.9632764746800802,0.9349237422590657
8,0.17355857203190717,0.32283156746417885,0.734590377531906,0.8578141179986831,0.9611516946188746,0.924271439134871
9,-0.05150957163001335,0.19128281452214801,0.7197742079580906,0.8517537393966483,0.9499393691889116,0.8991565598089523
10,-0.22848039130357245,0.07186475951238114,0.6722300595870088,0.8576444580029337,0.9438908122427866,0.8566979554861959
11,-0.20653731087292249,0.12967540072218864,0.6074165705603451,0.82829036820857,0.9609285165542598,0.8159026760056762
12,-0.22551809451928495,0.07504748299785147,0.4155344617774831,0.7617978443399971,0.9644587516395651,0.7880736804065713
13,-0.3964215655493224,-0.09508722954054716,0.2394820984203897,0.7659190422587046,0.928247611390562,0.7394842332182021
14,-0.37056458711047324,-0.10665551415526786,-0.038160070255379264,0.7777245582767232,0.8434372782973533,0.7420391147822921
15,-0.4142724451380184,-0.1505754816118674,-0.24460381335625359,0.7443732332724342,0.7027841409368928,0.6204826675806523
16,-0.48673908798868837,-0.18044241710382414,-0.48609376859601783,0.7385935483507343,0.45871326993203054,0.4955695580739522
17,-0.8829057544596934,-0.5901181084013167,-0.27670680149132165,0.7558815425733794,0.4490443396709368,0.4402790394428776
18,-1.0918432461953675,-0.7205186300696775,-0.33503099648658874,0.7324680049801648,0.33579974810123014,0.2554691000128144
19,-1.0397034884285077,-0.5836163364824674,-0.47771201299131616,0.7257130179941005,0.4172574736967418,0.036847651509460455
20,-0.9447412552881431,-0.47081355066041675,-0.48030518476013717,0.7512729542264377,0.02589848441943987,-0.19332017472386753
21,-0.9076252025838747,-0.41392420273594777,-0.3930813669929689,0.745054003976179,0.27251546130352644,-0.49332942977159844
22,-0.9257446811689793,-0.39010167305754284,-0.6343001672701107,0.7487752627220899,0.40109187016808,-0.5461353416036909
23,-1.0659817713590067,-0.5027002846331803,-0.5436821180567599,0.7278710993396731,0.47576296874188795,-0.5401971797042169
24,-1.2584627149882648,-0.7014489169701927,-0.4342567164267288,0.6945526416452972,0.5274381607776452,-0.6574964792093925
25,-1.1389079462411278,-0.5970609595287699,-0.48596030641878296,0.6949772509447956,0.5589788812693319,-0.7009912263120504
26,-2.237955139417346,-1.5786053329866103,-0.3989180575512967,0.709121502977233,0.47633294268700976,-1.0113056239124552
27,-2.475465969179056,-1.807636291606761,-0.17640953439835583,0.7594630376123654,0.16196390181818232,-2.2439442733988675
28,-2.0994553510832974,-1.4766422726822377,0.15002402784261937,0.7502295862835349,0.07319963349378367,-2.6062758363112013
29,-1.617150352404623,-1.02324495730663,0.42396972230346364,0.7262369043865149,0.06287070317756949,-2.6861416049972715
30,-1.6779543627827889,-1.0670029330691824,0.5624659163403791,0.7211623846366086,-0.19823689610769457,-3.5556598839579427
