AdminStrata,Al-Hasekeh,Aleppo,Ar-Raqqa,As-Sweida,Damascus,Dar'a,Deir-ez-Zor,Hama,Homs,Idleb,Lattakia,Quneitra,Rural Damascus,Tartous
2017-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.596,0.0,0.0,0.041
2017-08-31,0.0,0.030000000000000002,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.11800000000000001,0.626,0.0,0.0,0.12300000000000001
2017-09-30,0.119,0.5289999999999999,0.254,0.052000000000000005,0.0,0.006999999999999999,0.017,0.737,0.06,2.8129999999999997,7.525,0.031,0.002,4.15
2017-10-31,6.319,12.648,4.837,4.011,5.8,4.414,1.749,12.241,2.9269999999999996,22.536,65.31299999999999,9.739,3.7169999999999996,47.821
2017-11-30,23.237000000000002,22.854999999999997,14.354,16.753999999999998,26.400000000000002,18.304000000000002,18.464,28.750999999999998,19.875999999999998,38.936,87.70700000000001,30.260999999999996,19.945999999999998,101.23299999999999
2017-12-31,47.02199999999999,28.014000000000003,24.767,39.104,62.4,66.414,29.351,35.123000000000005,16.941,50.32300000000001,102.303,135.815,24.752000000000002,117.959
2018-01-31,50.480000000000004,57.574,34.769999999999996,38.472,55.4,71.76599999999999,24.229,76.795,22.003,117.5,317.546,203.138,24.198,234.91699999999997
2018-02-28,71.464,60.742999999999995,33.99,47.576,52.8,64.138,40.072,76.49600000000001,33.518,101.33200000000001,163.969,127.98500000000001,32.843999999999994,201.165
2018-03-31,40.634,22.914,16.837,17.218,23.2,22.758000000000003,17.543,22.916,17.566,32.927,55.111000000000004,34.816,18.522,52.753
2018-04-30,32.717,27.936999999999998,18.479000000000003,21.258,24.8,19.07,11.100999999999999,28.125,19.691000000000003,36.04,53.67700000000001,36.816,24.000999999999998,57.108999999999995
2018-05-31,65.362,38.027,40.072,15.379,24.2,14.088999999999999,20.8,42.478,30.505,45.132,73.82900000000001,20.277,24.156,65.712
2018-06-30,1.881,10.087,1.6729999999999998,0.27399999999999997,2.2,0.0,0.718,9.776,1.7280000000000002,20.254999999999995,48.778000000000006,0.461,0.845,22.686000000000003
2018-07-31,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.006999999999999999,0.0,0.036000000000000004,2.303,0.0,0.0,0.041
2018-08-31,0.0,0.093,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.295,0.818,0.0,0.0,0.13699999999999998
2018-09-30,0.15,2.058,0.034,1.2819999999999998,1.0,1.3030000000000002,0.025,2.519,0.44299999999999995,7.332000000000001,14.919,1.985,0.7120000000000001,8.151
2018-10-31,50.241,24.448999999999998,30.412999999999997,15.016000000000002,15.400000000000002,15.504,20.408,27.268,14.622,33.104,101.697,22.354,12.873,96.013
2018-11-30,57.796,35.47,39.561,33.967,51.4,36.028,44.606,42.346999999999994,43.212999999999994,45.418000000000006,89.717,65.03,44.259,112.56099999999999
2018-12-31,98.089,74.418,42.004000000000005,41.463,56.800000000000004,80.22800000000001,46.940999999999995,80.522,29.012999999999998,137.086,343.46500000000003,163.585,25.779999999999998,368.547
2019-01-31,55.462999999999994,66.931,30.254,32.951,56.0,55.269,22.359,62.991,18.382,99.64099999999999,221.585,177.89200000000002,22.735999999999997,205.63
2019-02-28,60.937999999999995,54.766,34.293,55.891000000000005,72.2,78.448,32.644999999999996,87.426,35.464999999999996,117.223,250.798,163.047,37.039,342.054
2019-03-31,98.81099999999999,57.602000000000004,49.760000000000005,42.048,51.800000000000004,61.517,42.561,47.980000000000004,33.25,63.104,121.84899999999999,119.815,34.357,138.178
2019-04-30,89.40100000000001,50.272,49.98800000000001,18.573,17.4,16.082,31.662000000000003,45.415,23.411,57.9,111.637,28.169999999999998,20.258,100.97300000000001
2019-05-31,19.624000000000002,8.224,9.351999999999999,5.153,5.800000000000001,4.269,7.257000000000001,8.043,8.873,8.442,13.787999999999998,7.1080000000000005,7.303000000000001,9.918000000000001
2019-06-30,0.942,3.2500000000000004,1.4059999999999997,0.419,2.0,0.33799999999999997,0.9390000000000001,3.741,1.804,7.6000000000000005,14.232,1.6919999999999997,1.3530000000000002,7.123000000000001
2019-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,1.787,0.0,0.0,0.041
2019-08-31,0.0,0.031,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.105,0.747,0.0,0.0,0.151
2019-09-30,0.075,0.638,0.0,0.032,0.0,0.0,0.016,0.887,0.065,3.5089999999999995,9.202000000000002,0.031,0.002,5.26
2019-10-31,13.626999999999999,11.704999999999998,5.723000000000001,7.572,9.399999999999999,9.746,5.295,11.024999999999999,7.223000000000001,16.486,52.283,15.185,8.971,35.178
2019-11-30,11.57,23.762,9.656,22.916,33.2,21.773,6.136,34.733,12.461,49.977000000000004,106.666,31.938000000000002,21.078000000000003,99.794
2019-12-31,66.72,60.18600000000001,37.144999999999996,24.979999999999997,54.4,63.345,21.973,71.116,18.738,137.36,337.414,157.954,22.412,310.973
2020-01-31,53.39699999999999,30.330000000000002,21.235,29.790999999999997,50.8,58.275999999999996,15.303,39.265,15.241,56.931999999999995,185.303,186.61599999999999,22.823999999999998,138.01299999999998
2020-02-29,41.261,17.023,18.676,23.636,31.8,33.144,18.147,23.467000000000002,12.87,26.667999999999996,62.909000000000006,75.938,15.053,77.53399999999999
2020-03-31,14.853,10.01,9.182,7.754,6.2,6.49,6.343,13.304,10.323,14.014000000000001,29.212,16.046,7.324,43.192
