AdminStrata,Al-Hasekeh,Aleppo,Ar-Raqqa,As-Sweida,Damascus,Dar'a,Deir-ez-Zor,Hama,Homs,Idleb,Lattakia,Quneitra,Rural Damascus,Tartous
2014-04-01,0.35950000000000004,0.6271,0.2699,0.12940000000000002,0.12,0.1269,0.13069999999999998,0.5687,0.2303,1.0109,1.3717000000000001,0.3338,0.1855,1.0123
2014-04-02,0.35950000000000004,0.6271,0.2699,0.12940000000000002,0.12,0.1269,0.13069999999999998,0.5687,0.2303,1.0109,1.3717000000000001,0.3338,0.1855,1.0123
2014-04-03,0.35950000000000004,0.6271,0.2699,0.12940000000000002,0.12,0.1269,0.13069999999999998,0.5687,0.2303,1.0109,1.3717000000000001,0.3338,0.1855,1.0123
2014-04-04,0.35950000000000004,0.6271,0.2699,0.12940000000000002,0.12,0.1269,0.13069999999999998,0.5687,0.2303,1.0109,1.3717000000000001,0.3338,0.1855,1.0123
2014-04-05,0.35950000000000004,0.6271,0.2699,0.12940000000000002,0.12,0.1269,0.13069999999999998,0.5687,0.2303,1.0109,1.3717000000000001,0.3338,0.1855,1.0123
2014-04-06,0.35950000000000004,0.6271,0.2699,0.12940000000000002,0.12,0.1269,0.13069999999999998,0.5687,0.2303,1.0109,1.3717000000000001,0.3338,0.1855,1.0123
2014-04-07,0.35950000000000004,0.6271,0.2699,0.12940000000000002,0.12,0.1269,0.13069999999999998,0.5687,0.2303,1.0109,1.3717000000000001,0.3338,0.1855,1.0123
2014-04-08,0.35950000000000004,0.6271,0.2699,0.12940000000000002,0.12,0.1269,0.13069999999999998,0.5687,0.2303,1.0109,1.3717000000000001,0.3338,0.1855,1.0123
2014-04-09,0.35950000000000004,0.6271,0.2699,0.12940000000000002,0.12,0.1269,0.13069999999999998,0.5687,0.2303,1.0109,1.3717000000000001,0.3338,0.1855,1.0123
2014-04-10,0.35950000000000004,0.6271,0.2699,0.12940000000000002,0.12,0.1269,0.13069999999999998,0.5687,0.2303,1.0109,1.3717000000000001,0.3338,0.1855,1.0123
2014-04-11,1.9988,1.2965,1.323,0.3302,0.5,0.3379,0.6452000000000001,0.7002,0.5302,0.9877,1.2635999999999998,0.6354,0.4843,1.2067999999999999
2014-04-12,1.9988,1.2965,1.323,0.3302,0.5,0.3379,0.6452000000000001,0.7002,0.5302,0.9877,1.2635999999999998,0.6354,0.4843,1.2067999999999999
2014-04-13,1.9988,1.2965,1.323,0.3302,0.5,0.3379,0.6452000000000001,0.7002,0.5302,0.9877,1.2635999999999998,0.6354,0.4843,1.2067999999999999
2014-04-14,1.9988,1.2965,1.323,0.3302,0.5,0.3379,0.6452000000000001,0.7002,0.5302,0.9877,1.2635999999999998,0.6354,0.4843,1.2067999999999999
2014-04-15,1.9988,1.2965,1.323,0.3302,0.5,0.3379,0.6452000000000001,0.7002,0.5302,0.9877,1.2635999999999998,0.6354,0.4843,1.2067999999999999
2014-04-16,1.9988,1.2965,1.323,0.3302,0.5,0.3379,0.6452000000000001,0.7002,0.5302,0.9877,1.2635999999999998,0.6354,0.4843,1.2067999999999999
2014-04-17,1.9988,1.2965,1.323,0.3302,0.5,0.3379,0.6452000000000001,0.7002,0.5302,0.9877,1.2635999999999998,0.6354,0.4843,1.2067999999999999
2014-04-18,1.9988,1.2965,1.323,0.3302,0.5,0.3379,0.6452000000000001,0.7002,0.5302,0.9877,1.2635999999999998,0.6354,0.4843,1.2067999999999999
2014-04-19,1.9988,1.2965,1.323,0.3302,0.5,0.3379,0.6452000000000001,0.7002,0.5302,0.9877,1.2635999999999998,0.6354,0.4843,1.2067999999999999
2014-04-20,1.9988,1.2965,1.323,0.3302,0.5,0.3379,0.6452000000000001,0.7002,0.5302,0.9877,1.2635999999999998,0.6354,0.4843,1.2067999999999999
2014-04-21,0.6372000000000001,0.314,0.2405,0.127,0.1,0.09590000000000001,0.2218,0.29500000000000004,0.227,0.41269999999999996,0.6343,0.2738,0.1716,0.6192
2014-04-22,0.6372000000000001,0.314,0.2405,0.127,0.1,0.09590000000000001,0.2218,0.29500000000000004,0.227,0.41269999999999996,0.6343,0.2738,0.1716,0.6192
2014-04-23,0.6372000000000001,0.314,0.2405,0.127,0.1,0.09590000000000001,0.2218,0.29500000000000004,0.227,0.41269999999999996,0.6343,0.2738,0.1716,0.6192
2014-04-24,0.6372000000000001,0.314,0.2405,0.127,0.1,0.09590000000000001,0.2218,0.29500000000000004,0.227,0.41269999999999996,0.6343,0.2738,0.1716,0.6192
2014-04-25,0.6372000000000001,0.314,0.2405,0.127,0.1,0.09590000000000001,0.2218,0.29500000000000004,0.227,0.41269999999999996,0.6343,0.2738,0.1716,0.6192
2014-04-26,0.6372000000000001,0.314,0.2405,0.127,0.1,0.09590000000000001,0.2218,0.29500000000000004,0.227,0.41269999999999996,0.6343,0.2738,0.1716,0.6192
2014-04-27,0.6372000000000001,0.314,0.2405,0.127,0.1,0.09590000000000001,0.2218,0.29500000000000004,0.227,0.41269999999999996,0.6343,0.2738,0.1716,0.6192
2014-04-28,0.6372000000000001,0.314,0.2405,0.127,0.1,0.09590000000000001,0.2218,0.29500000000000004,0.227,0.41269999999999996,0.6343,0.2738,0.1716,0.6192
2014-04-29,0.6372000000000001,0.314,0.2405,0.127,0.1,0.09590000000000001,0.2218,0.29500000000000004,0.227,0.41269999999999996,0.6343,0.2738,0.1716,0.6192
2014-04-30,0.6372000000000001,0.314,0.2405,0.127,0.1,0.09590000000000001,0.2218,0.29500000000000004,0.227,0.41269999999999996,0.6343,0.2738,0.1716,0.6192
2014-05-01,0.7801,0.5778,0.5768,0.8915,1.26,0.8800000000000001,0.3639,0.978,0.7783,1.0023,1.9010000000000002,1.1369000000000002,1.0206,1.8795000000000002
2014-05-02,0.7801,0.5778,0.5768,0.8915,1.26,0.8800000000000001,0.3639,0.978,0.7783,1.0023,1.9010000000000002,1.1369000000000002,1.0206,1.8795000000000002
2014-05-03,0.7801,0.5778,0.5768,0.8915,1.26,0.8800000000000001,0.3639,0.978,0.7783,1.0023,1.9010000000000002,1.1369000000000002,1.0206,1.8795000000000002
2014-05-04,0.7801,0.5778,0.5768,0.8915,1.26,0.8800000000000001,0.3639,0.978,0.7783,1.0023,1.9010000000000002,1.1369000000000002,1.0206,1.8795000000000002
2014-05-05,0.7801,0.5778,0.5768,0.8915,1.26,0.8800000000000001,0.3639,0.978,0.7783,1.0023,1.9010000000000002,1.1369000000000002,1.0206,1.8795000000000002
2014-05-06,0.7801,0.5778,0.5768,0.8915,1.26,0.8800000000000001,0.3639,0.978,0.7783,1.0023,1.9010000000000002,1.1369000000000002,1.0206,1.8795000000000002
2014-05-07,0.7801,0.5778,0.5768,0.8915,1.26,0.8800000000000001,0.3639,0.978,0.7783,1.0023,1.9010000000000002,1.1369000000000002,1.0206,1.8795000000000002
2014-05-08,0.7801,0.5778,0.5768,0.8915,1.26,0.8800000000000001,0.3639,0.978,0.7783,1.0023,1.9010000000000002,1.1369000000000002,1.0206,1.8795000000000002
2014-05-09,0.7801,0.5778,0.5768,0.8915,1.26,0.8800000000000001,0.3639,0.978,0.7783,1.0023,1.9010000000000002,1.1369000000000002,1.0206,1.8795000000000002
2014-05-10,0.7801,0.5778,0.5768,0.8915,1.26,0.8800000000000001,0.3639,0.978,0.7783,1.0023,1.9010000000000002,1.1369000000000002,1.0206,1.8795000000000002
2014-05-11,0.3617,0.21549999999999997,0.27949999999999997,0.2403,0.12,0.1814,0.187,0.15309999999999999,0.2156,0.1186,0.2697,0.24619999999999997,0.19669999999999999,0.28080000000000005
2014-05-12,0.3617,0.21549999999999997,0.27949999999999997,0.2403,0.12,0.1814,0.187,0.15309999999999999,0.2156,0.1186,0.2697,0.24619999999999997,0.19669999999999999,0.28080000000000005
2014-05-13,0.3617,0.21549999999999997,0.27949999999999997,0.2403,0.12,0.1814,0.187,0.15309999999999999,0.2156,0.1186,0.2697,0.24619999999999997,0.19669999999999999,0.28080000000000005
2014-05-14,0.3617,0.21549999999999997,0.27949999999999997,0.2403,0.12,0.1814,0.187,0.15309999999999999,0.2156,0.1186,0.2697,0.24619999999999997,0.19669999999999999,0.28080000000000005
2014-05-15,0.3617,0.21549999999999997,0.27949999999999997,0.2403,0.12,0.1814,0.187,0.15309999999999999,0.2156,0.1186,0.2697,0.24619999999999997,0.19669999999999999,0.28080000000000005
2014-05-16,0.3617,0.21549999999999997,0.27949999999999997,0.2403,0.12,0.1814,0.187,0.15309999999999999,0.2156,0.1186,0.2697,0.24619999999999997,0.19669999999999999,0.28080000000000005
2014-05-17,0.3617,0.21549999999999997,0.27949999999999997,0.2403,0.12,0.1814,0.187,0.15309999999999999,0.2156,0.1186,0.2697,0.24619999999999997,0.19669999999999999,0.28080000000000005
2014-05-18,0.3617,0.21549999999999997,0.27949999999999997,0.2403,0.12,0.1814,0.187,0.15309999999999999,0.2156,0.1186,0.2697,0.24619999999999997,0.19669999999999999,0.28080000000000005
2014-05-19,0.3617,0.21549999999999997,0.27949999999999997,0.2403,0.12,0.1814,0.187,0.15309999999999999,0.2156,0.1186,0.2697,0.24619999999999997,0.19669999999999999,0.28080000000000005
2014-05-20,0.3617,0.21549999999999997,0.27949999999999997,0.2403,0.12,0.1814,0.187,0.15309999999999999,0.2156,0.1186,0.2697,0.24619999999999997,0.19669999999999999,0.28080000000000005
2014-05-21,0.2502,0.40330000000000005,0.3597,0.2262,0.22000000000000003,0.2393,0.1571,0.18319999999999997,0.2138,0.3168,0.3758,0.3815,0.21760000000000002,0.36710000000000004
2014-05-22,0.2502,0.40330000000000005,0.3597,0.2262,0.22000000000000003,0.2393,0.1571,0.18319999999999997,0.2138,0.3168,0.3758,0.3815,0.21760000000000002,0.36710000000000004
2014-05-23,0.2502,0.40330000000000005,0.3597,0.2262,0.22000000000000003,0.2393,0.1571,0.18319999999999997,0.2138,0.3168,0.3758,0.3815,0.21760000000000002,0.36710000000000004
2014-05-24,0.2502,0.40330000000000005,0.3597,0.2262,0.22000000000000003,0.2393,0.1571,0.18319999999999997,0.2138,0.3168,0.3758,0.3815,0.21760000000000002,0.36710000000000004
2014-05-25,0.2502,0.40330000000000005,0.3597,0.2262,0.22000000000000003,0.2393,0.1571,0.18319999999999997,0.2138,0.3168,0.3758,0.3815,0.21760000000000002,0.36710000000000004
2014-05-26,0.2502,0.40330000000000005,0.3597,0.2262,0.22000000000000003,0.2393,0.1571,0.18319999999999997,0.2138,0.3168,0.3758,0.3815,0.21760000000000002,0.36710000000000004
2014-05-27,0.2502,0.40330000000000005,0.3597,0.2262,0.22000000000000003,0.2393,0.1571,0.18319999999999997,0.2138,0.3168,0.3758,0.3815,0.21760000000000002,0.36710000000000004
2014-05-28,0.2502,0.40330000000000005,0.3597,0.2262,0.22000000000000003,0.2393,0.1571,0.18319999999999997,0.2138,0.3168,0.3758,0.3815,0.21760000000000002,0.36710000000000004
2014-05-29,0.2502,0.40330000000000005,0.3597,0.2262,0.22000000000000003,0.2393,0.1571,0.18319999999999997,0.2138,0.3168,0.3758,0.3815,0.21760000000000002,0.36710000000000004
2014-05-30,0.2502,0.40330000000000005,0.3597,0.2262,0.22000000000000003,0.2393,0.1571,0.18319999999999997,0.2138,0.3168,0.3758,0.3815,0.21760000000000002,0.36710000000000004
2014-05-31,0.2502,0.40330000000000005,0.3597,0.2262,0.22000000000000003,0.2393,0.1571,0.18319999999999997,0.2138,0.3168,0.3758,0.3815,0.21760000000000002,0.36710000000000004
2014-06-01,0.2545,0.4081,0.2403,0.040299999999999996,0.1,0.08,0.13069999999999998,0.36669999999999997,0.21069999999999997,0.5672999999999999,0.8374,0.1692,0.1227,0.46440000000000003
2014-06-02,0.2545,0.4081,0.2403,0.040299999999999996,0.1,0.08,0.13069999999999998,0.36669999999999997,0.21069999999999997,0.5672999999999999,0.8374,0.1692,0.1227,0.46440000000000003
