AdminStrata,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Adamawa,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Borno,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe,Yobe
2019-06-30,,,,,,,,,,,,0.7762,0.7668,0.154,,0.4094326923076923,0.2634000000000001,1.0082920634920634,0.6488952380952382,,0.24513392857142854,0.162,0.1574,,0.6338,0.6338,0.1784,0.1784,0.24716083916083917,0.18155,0.7699845238095241,0.5646940476190475,0.17134965034965036,0.1389,0.1389
2019-07-31,,,,,,,,,,,0.3902,0.24565,0.205913,0.17918,,0.40455769230769234,0.26215721428571426,0.9746971428571429,0.6393520000000001,1.2272880000000002,0.2404107142857143,0.141129,0.1611175,0.6968,0.46561199999999997,0.46561199999999997,0.180625,0.168905,0.24925874125874128,0.18807939285714284,0.7832253571428572,0.5667231785714285,0.19281818181818186,0.12202199999999999,0.12972899999999998
2019-08-31,0.9031,0.37828150000000005,0.372367,0.15192450000000002,0.155895,0.21329900000000002,0.674334,0.508,0.1413295,0.1473355,0.41185,0.4626485,0.387345,0.19180450000000002,0.2227545,0.3920480769230769,0.2576971547619048,0.9406686666666667,0.6384424761904762,1.281236,0.2464285714285714,0.17748925000000002,0.17689975,0.7291,0.5776505,0.54385875,0.18840325000000002,0.18328675,0.24967832167832169,0.1797050761904762,0.7813189714285714,0.5853525142857143,0.17766433566433568,0.13051875,0.13352925
2019-09-30,0.9031,0.3849845,0.372367,0.1800585,0.1854115,0.2541035,0.709223,0.5417,0.151793,0.16139,0.3998,0.44631525,0.38041575,0.22089575,0.248351,0.383701923076923,0.261324369047619,0.9580085,0.6347855595238096,1.2956860000000001,0.2498571428571429,0.19015875000000002,0.19101775,0.7055,0.57313475,0.539443,0.188959,0.18462375,0.2760384615384615,0.18368882653061225,0.8467300816326532,0.6139578265306123,0.17736923076923078,0.13717824999999997,0.13735224999999998
2019-10-31,0.9031,0.4010355,0.372367,0.2083,0.2207305,0.3027065,0.767838,0.6111,0.171675,0.18003950000000002,0.3902,0.4531315,0.396417,0.21466125,0.228775,0.3795480769230769,0.25899086904761903,1.0318102619047618,0.6730079166666667,1.3486680000000002,0.2507232142857143,0.19882,0.197717,0.48419999999999996,0.5776505,0.5439587499999999,0.203795,0.19629925,0.26821678321678327,0.18040465714285714,0.9127371619047618,0.655423580952381,0.17429370629370633,0.14333825,0.14094174999999998
2019-11-30,,0.39015099999999997,0.36968,0.22819000000000003,0.250467,0.327534,0.747788,0.5481,0.19387100000000002,0.20350400000000002,0.3902,0.24360300000000001,0.2118735,0.1917035,0.23180199999999998,0.37955769230769226,0.26995125714285717,1.0458091142857144,0.6739594571428571,1.305318,0.2548035714285714,0.1850805,0.1853215,0.48419999999999996,0.42868399999999995,0.4094175,0.20892349999999998,0.2065145,0.2572657342657343,0.18639443956043958,0.9362561098901099,0.651153175824176,0.17513286713286713,0.1460055,0.1507015
2019-12-31,,0.356434,0.338371,0.195075,0.208321,0.310073,0.6803560000000001,0.269132,0.170992,0.179421,0.41185,0.247697,0.212415,0.179722,0.201698,0.37725000000000003,0.27072738571428573,1.0644725999999998,0.6727166714285715,1.2932759999999999,0.25308928571428574,0.1803245,0.1805655,0.6271,0.43350099999999997,0.4094175,0.199892,0.19808549999999997,0.26442657342657344,0.18405936263736264,0.9165543928571429,0.6187873076923077,0.1785034965034965,0.14407899999999998,0.1589505
2020-01-31,0.9031,0.364367,0.3482835,0.1727545,0.180795,0.290742,0.721684,0.41761349999999997,0.154092,0.15647250000000001,0.3902,0.4268735,0.38621849999999996,0.19213225,0.22847399999999998,0.37307692307692303,0.2629826428571429,1.084086642857143,0.6619969880952381,1.286052,0.25308928571428574,0.17476175,0.16849874999999997,0.45804999999999996,0.5618004999999999,0.5281087499999999,0.20262925,0.19734749999999998,0.2576853146853147,0.1843188857142857,0.9114046984126983,0.6280710571428572,0.17513986013986016,0.15101575,0.16167875
2020-02-29,0.9031,0.36046049999999996,0.3482835,0.17187449999999999,0.17845650000000002,0.2881055,0.71949,0.42201049999999996,0.16648849999999998,0.17370200000000002,0.4311,0.4408315,0.39631725,0.19554749999999999,0.2242595,0.3559519230769231,0.24595232142857149,1.1845583095238095,0.7358673214285715,1.264376,0.2348303571428572,0.17703,0.17820650000000002,0.42884999999999995,0.49958375,0.4659525,0.20634025,0.20317924999999998,0.2615594405594406,0.1966383904761905,0.9145389206349207,0.6008887619047619,0.17681818181818185,0.15867725,0.16356050000000003
2020-03-31,,0.3681,0.3594,0.2271,0.2321,0.3006,0.7466,0.6017,0.1926,0.2019,,0.7075499999999999,0.72045,0.2515,0.2697,0.3242115384615385,0.25787000000000004,1.2630228571428574,0.7337257142857144,,0.23590178571428577,0.24325000000000002,0.23604999999999998,,0.5563,0.50515,0.24664999999999998,0.22315000000000002,,0.2319,0.9799,0.6315999999999999,,0.19455,0.19455
2020-04-30,0.9031,0.357691,0.3482835,0.2499915,0.26123850000000004,0.3561605,0.77672,0.47763,0.2415595,0.2518465,0.5636,0.5394395000000001,0.50298025,0.268336,0.315308,0.3371923076923077,0.2776087976190477,1.2623691190476192,0.748081,,0.24965178571428573,0.25001975,0.25106075,0.5338,0.51316125,0.47826625,0.2481305,0.24250275,,0.24736924999999998,0.9489555000000001,0.72033025,,0.1852585,0.2028105
2020-05-31,0.9033,0.35624599999999995,0.3482835,0.250434,0.270672,0.373324,0.876675,0.5155835000000001,0.2815885,0.301448,0.5636,0.5887137499999999,0.5291125000000001,0.29818525,0.355016,0.3587307692307692,0.30828923809523806,1.2953575952380953,0.8247365833333333,,0.25911607142857146,0.27996975,0.28110100000000005,0.3165,0.54420025,0.4995545,0.25449075,0.24957174999999998,0.29811888111888113,0.2538135142857143,1.0173899285714285,0.7694556761904764,0.22693706293706295,0.187982,0.21113099999999999
2020-06-30,0.9031,0.375969,0.3658135,0.311755,0.3103825,0.3822335,0.925867,0.540007,0.3098415,0.33918400000000004,0.5636,0.6009765,0.525394,0.33266825000000005,0.3751125,0.38095192307692305,0.3198367261904762,1.3476356904761904,0.8741396190476193,,0.26772321428571433,0.277489,0.27698475,0.3123,0.51330375,0.48081475,0.31392600000000004,0.299139,0.3616853146853148,0.2944723714285714,1.0530821785714286,0.8170056666666667,0.2732727272727273,0.22997125000000002,0.25624425
2020-07-31,,0.40281049999999996,0.3927045,0.3826705,0.3963585,0.4250395,1.031178,0.5928835,0.376491,0.39591299999999996,0.51485,0.64475525,0.5474337499999999,0.42460324999999993,0.459503,0.3721442307692308,0.3425223333333333,1.3360330238095237,0.8997694523809524,,0.2700714285714286,0.36937925,0.36730050000000003,0.337,0.52835025,0.4987045,0.38226625,0.36140825,0.4466153846153846,0.38304293506493514,1.087463224489796,0.8709336103896106,0.352010989010989,0.30373675,0.334964
2020-08-31,,0.430296,0.41909700000000005,0.41515599999999997,0.425188,0.446208,1.1203530000000002,0.6542,0.39513600000000004,0.425674,0.50265,0.65040675,0.5722254999999999,0.44443199999999994,0.482054,0.38302884615384614,0.3588850119047619,1.3715331428571431,0.925371869047619,,0.28384821428571433,0.42497050000000003,0.43172825000000004,0.3586,0.53331,0.49006425000000003,0.415957,0.39512825,0.5023076923076922,0.427465761904762,1.2180958412698413,0.9903701428571429,0.4214685314685315,0.35252274999999994,0.3823175
2020-09-30,,0.5629124999999999,0.530717,0.4760635,0.48071200000000003,0.4586905,1.21714,0.8023795,0.4420265,0.4657725,0.5443,0.6672675,0.5925745,0.47198300000000004,0.4738595,0.39251923076923073,0.36728771428571433,1.4233779523809522,0.9507275714285716,,0.3025535714285715,0.485335,0.48822424999999997,0.4431,0.68142125,0.6517755,0.47653924999999997,0.46033025,0.49683216783216777,0.40267052380952395,1.271803619047619,1.0275216285714286,0.4345174825174826,0.39500325000000003,0.41831999999999997
2020-10-31,1.0536,0.5585505,0.5340535,0.443604,0.46859000000000006,0.486299,1.2328109999999999,0.7923994999999999,0.523282,0.561451,0.5886,0.6578679999999999,0.58555025,0.35952799999999996,0.40629400000000004,0.3795480769230769,0.31948470238095245,1.1915694285714287,0.7317822500000001,,0.2507232142857143,0.489866,0.49075225,0.4183,0.6581217500000001,0.628376,0.39442225,0.39148775,0.26821678321678327,0.22402272380952387,1.0062650285714285,0.7082749142857147,0.17429370629370633,0.29791375,0.3084975
2020-11-30,1.0536,0.5585505,0.5342085,0.3653745,0.3909205,0.47589800000000004,1.1841409999999999,0.6660415,0.6071255,0.6563345,0.5636,0.67258325,0.5921974999999999,0.33209124999999995,0.38927049999999996,0.40178846153846154,0.3552539404761905,1.4726804761904762,0.8775683214285714,,0.3264285714285714,0.5079070000000001,0.50409175,0.32,0.64115875,0.6153225,0.32515825000000004,0.3139495,0.4362097902097901,0.32215093333333333,1.2354592142857144,0.8307165333333335,0.32589510489510487,0.2951795,0.300017
2020-12-31,,0.596282,0.5732405,0.335025,0.36153099999999994,0.46354850000000003,1.175695,0.6204135,0.4908085,0.540576,0.5636,0.6558445,0.586876,0.33676775,0.38337550000000004,0.4073269230769231,0.3647530119047619,1.4948752857142855,0.8941402738095238,,0.33458928571428576,0.35910925000000005,0.36173025,0.3124,0.66433175,0.63743775,0.3233715,0.32136525,0.4176853146853147,0.3379946761904762,1.1972157857142856,0.8432891333333334,0.32506293706293704,0.32384525,0.32501075
2021-01-31,1.0536,0.6258064999999999,0.5996245,0.40799050000000003,0.4256575,0.5059579999999999,1.155333,0.6164594999999999,0.4653295,0.5172905,0.5636,0.68338375,0.59369675,0.40770700000000004,0.43583550000000004,0.4119711538461538,0.3758786785714286,1.5185368809523807,0.9176024285714287,,0.34190178571428576,0.41519075,0.41712599999999994,0.335,0.7297965000000001,0.7044834999999999,0.382306,0.37983849999999997,0.48335664335664336,0.37044660000000007,1.190087607142857,0.8575922285714287,0.36295804195804204,0.3629615,0.36772
2021-02-28,1.0536,0.6325245,0.6040325,0.45992,0.4814975,0.529269,1.124901,0.6150325,0.48368600000000006,0.5368075,0.5636,0.6810922500000001,0.58748625,0.44899925,0.487692,0.4140480769230769,0.38876645238095237,1.5546061428571427,0.9267320595238097,,0.34770535714285716,0.4093095,0.4168225,0.3853,0.6997025,0.6788835,0.40230174999999996,0.40579924999999994,0.47662237762237764,0.3793337428571429,1.2113891071428573,0.8670726952380952,0.3579020979020979,0.38017475,0.385443
2021-03-31,0.3372,0.6689419999999999,0.6361005,0.47802300000000003,0.50859,0.5626885,1.139951,0.6509005,0.518826,0.5630649999999999,0.3438,0.64184275,0.536126,0.4214475,0.49293950000000003,0.49094230769230773,0.4375508214285715,1.6166591904761904,1.0069152023809524,,0.43544642857142857,0.41352049999999996,0.41391725,0.4237,0.69008375,0.6631075,0.418849,0.42404450000000005,0.5613286713286715,0.4391867047619049,1.2937564523809526,0.9638364666666663,0.4185174825174825,0.40283250000000004,0.41648675
2021-04-30,0.3372,0.670492,0.6361005,0.430879,0.46471599999999996,0.533289,1.151511,0.7022755,0.502421,0.5505205,0.345,0.63017325,0.55099425,0.42001499999999997,0.5009505,0.5182692307692308,0.43907483333333336,1.5297231666666666,1.0250549047619046,,0.4474910714285714,0.42055499999999996,0.41864225,0.41100000000000003,0.69008375,0.6717877499999999,0.430632,0.42866525,,0.43091975,1.2780525,0.9234965,,0.3975665,0.41688299999999995
2021-05-31,,0.675392,0.6361005,0.45796250000000005,0.491417,0.5475775,1.151993,0.743571,0.503656,0.574765,0.342,0.62988875,0.55354475,0.426867,0.5070535,0.5258942307692307,0.44396115476190473,1.5159757619047618,1.0291365000000001,,0.45544642857142864,0.419507,0.39204249999999996,0.36124999999999996,0.69008375,0.67178775,0.44813225,0.4457995,0.5722727272727273,0.4456783999999999,1.278631038961039,0.9806615523809527,0.4355244755244756,0.41272825,0.43003375
2021-06-30,,0.6757420000000001,0.6248505,0.557256,0.5830375000000001,0.590689,1.1576119999999999,0.7593209999999999,0.5669495,0.6150015,0.342,0.67793525,0.5822912499999999,0.493767,0.562567,0.5496153846153846,0.47842951428571434,1.5001820000000001,1.0432759571428574,,0.4782261904761906,0.48140949999999993,0.4461935,0.36165,0.7092955,0.6922747499999999,0.49654325,0.47809675,0.6527762237762239,0.5061162476190476,1.2885431428571428,1.0118735333333333,0.5098041958041958,0.46779624999999997,0.47710525
2021-07-31,,0.6757420000000001,0.6361005,0.579083,0.6146145000000001,0.6463939999999999,1.128294,0.7240305,0.6430555,0.67951,0.3873,0.7568680000000001,0.6391015,0.53164225,0.5832015,0.6229102564102565,0.5300284142857142,1.5009877714285715,1.0509378142857142,,0.5193333333333333,0.52555025,0.49020600000000003,0.4374,0.7673734999999999,0.7487837500000001,0.5462445,0.52608575,0.6956853146853148,0.5077336380952381,1.212466657142857,1.0556118857142858,0.49956643356643354,0.5128214999999999,0.535315
2021-08-31,,0.668342,0.6079005,0.507964,0.551578,0.605198,1.112006,0.6928505,0.5789300000000001,0.6158785,0.36025,0.69297075,0.5998075,0.53697325,0.638552,0.6119615384615384,0.548257,1.522872885714286,1.053074257142857,,0.5556309523809524,0.5491055,0.5056554999999999,0.47,0.7898755000000001,0.77637975,0.522537,0.52754275,0.7043006993006993,0.5135348285714286,1.3331592987012988,1.0578861047619046,0.5146783216783217,0.5051654999999999,0.5162835
2021-09-30,0.4112,0.651826,0.5910839999999999,0.4618195,0.48862950000000005,0.48751900000000004,1.086122,0.6067555,0.5479695,0.5864195,0.35040000000000004,0.6667292499999999,0.57547475,0.51139775,0.6160275,0.6414487179487179,0.5548910285714286,1.4941571714285715,1.0174691142857144,,0.5626547619047619,0.56242025,0.519407,0.4817,0.78987875,0.778222,0.5050232499999999,0.50368575,0.6165664335664336,0.46509873333333335,1.3235501714285713,1.0222708571428571,0.5232657342657343,0.47279825000000003,0.4789045
2021-10-31,0.3613,0.6053995,0.548858,0.425446,0.45737549999999993,0.4184135,1.047067,0.5851930000000001,0.4989,0.5322255,0.2523,0.64185325,0.5919525,0.40341275,0.5129445,0.6221538461538462,0.5485814285714287,1.5258827714285714,1.0016555285714286,,0.5808571428571428,0.51682475,0.47763749999999994,0.3777,0.816492,0.8081125,0.48784025,0.4881635,0.5874335664335664,0.4362242285714287,1.1815003999999998,0.9853572761904762,0.4553986013986014,0.45387099999999997,0.46168224999999996
2021-11-30,0.3613,0.6043505,0.5475585,0.4075785,0.439842,0.40020449999999996,1.0506799999999998,0.5801419999999999,0.47996700000000003,0.5121485,0.2601,0.64634575,0.5730072500000001,0.38858275000000003,0.46203249999999996,0.6252435897435897,0.5688875428571428,1.5539113714285717,0.9920862285714286,,0.5970476190476189,0.4963295,0.45259974999999997,0.37929999999999997,0.8470774999999999,0.8377867499999999,0.42409925000000004,0.42121125000000004,0.5771608391608392,0.41898891428571433,1.3370262000000002,0.9762475238095238,0.39848951048951053,0.41246125,0.43059400000000003
2021-12-31,,0.6074505,0.5659585,0.437332,0.45886550000000004,0.4188285,1.141621,0.611053,0.482332,0.5234105,0.37475,0.6158589999999999,0.56058075,0.43687750000000003,0.5398305,0.6244615384615385,0.5603885571428572,1.524374685714286,1.0035151428571427,,0.6135357142857143,0.489504,0.44787475,0.3757,0.85687975,0.8411839999999999,0.43076074999999997,0.4203525,0.5929930069930069,0.43783334285714287,1.3232657142857145,0.9756522857142857,0.4264825174825175,0.40531500000000004,0.41799625
2022-01-31,,,,,,,,,,,,,,,,0.7703717948717949,0.7204761904761905,1.6952738095238098,1.197,,0.7634880952380954,,,,,,,,0.607979020979021,0.4356948051948052,1.327357142857143,0.993831168831169,0.43818881118881114,,
2022-02-28,,,,,,,,,,,,,,,,0.7613974358974359,0.6702976190476191,1.7058809523809526,1.157702380952381,,0.7491428571428572,,,,,,,,0.6236433566433566,0.47760389610389614,1.3174285714285716,1.0287012987012984,0.4774615384615384,,
