AdminStrata,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Cascades,Cascades,Cascades,Cascades,Cascades,Centre,Centre,Centre,Centre,Centre,Centre,Centre,Centre,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Sud,Centre-Sud,Centre-Sud,Centre-Sud,Centre-Sud,Est,Est,Est,Est,Est,Est,Est,Est,Est,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Nord,Nord,Nord,Nord,Nord,Plateau-Central,Plateau-Central,Plateau-Central,Plateau-Central,Plateau-Central,Plateau-Central,Sahel,Sahel,Sahel,Sahel,Sahel,Sahel,Sahel,Sahel,Sahel,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest
Food Group,Exchange rate,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Exchange rate,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Exchange rate,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Exchange rate,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Exchange rate,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Exchange rate,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Exchange rate,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Exchange rate,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Exchange rate,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Exchange rate,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Exchange rate,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Exchange rate,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Exchange rate,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers,Price cereals and tubers
Commodity,Exchange rate (USD/LCU),Maize (white) - Retail (KG),Millet - Retail (KG),Millet - Wholesale (100 KG),Rice (imported) - Retail (KG),Rice (imported) - Wholesale (100 KG),Rice (local) - Retail (KG),Sorghum (local) - Wholesale (100 KG),Sorghum (white) - Retail (KG),Exchange rate (USD/LCU),Maize (white) - Retail (KG),Millet - Retail (KG),Rice (local) - Retail (KG),Sorghum (white) - Retail (KG),Exchange rate (USD/LCU),Maize (white) - Retail (KG),Millet - Retail (KG),Millet - Wholesale (100 KG),Rice (imported) - Retail (KG),Rice (imported) - Wholesale (100 KG),Sorghum (local) - Wholesale (100 KG),Sorghum (white) - Retail (KG),Exchange rate (USD/LCU),Maize (white) - Retail (KG),Millet - Retail (KG),Millet - Wholesale (100 KG),Rice (imported) - Retail (KG),Rice (imported) - Wholesale (100 KG),Rice (local) - Retail (KG),Sorghum (local) - Wholesale (100 KG),Sorghum (white) - Retail (KG),Exchange rate (USD/LCU),Maize (white) - Retail (KG),Millet - Retail (KG),Millet - Wholesale (100 KG),Rice (imported) - Retail (KG),Rice (imported) - Wholesale (100 KG),Rice (local) - Retail (KG),Sorghum (local) - Wholesale (100 KG),Sorghum (white) - Retail (KG),Exchange rate (USD/LCU),Maize (white) - Retail (KG),Millet - Retail (KG),Rice (imported) - Retail (KG),Rice (local) - Retail (KG),Sorghum (white) - Retail (KG),Exchange rate (USD/LCU),Maize (white) - Retail (KG),Millet - Retail (KG),Rice (local) - Retail (KG),Sorghum (white) - Retail (KG),Exchange rate (USD/LCU),Maize (white) - Retail (KG),Millet - Retail (KG),Millet - Wholesale (100 KG),Rice (imported) - Retail (KG),Rice (imported) - Wholesale (100 KG),Rice (local) - Retail (KG),Sorghum (local) - Wholesale (100 KG),Sorghum (white) - Retail (KG),Exchange rate (USD/LCU),Maize (white) - Retail (KG),Millet - Retail (KG),Millet - Wholesale (100 KG),Rice (imported) - Retail (KG),Rice (imported) - Wholesale (100 KG),Rice (local) - Retail (KG),Sorghum (local) - Wholesale (100 KG),Sorghum (white) - Retail (KG),Exchange rate (USD/LCU),Maize (white) - Retail (KG),Millet - Retail (KG),Rice (imported) - Retail (KG),Sorghum (white) - Retail (KG),Exchange rate (USD/LCU),Maize (white) - Retail (KG),Millet - Retail (KG),Rice (imported) - Retail (KG),Rice (local) - Retail (KG),Sorghum (white) - Retail (KG),Exchange rate (USD/LCU),Maize (white) - Retail (KG),Millet - Retail (KG),Millet - Wholesale (100 KG),Rice (imported) - Retail (KG),Rice (imported) - Wholesale (100 KG),Rice (local) - Retail (KG),Sorghum (local) - Wholesale (100 KG),Sorghum (white) - Retail (KG),Exchange rate (USD/LCU),Maize (white) - Retail (KG),Millet - Retail (KG),Rice (imported) - Retail (KG),Rice (local) - Retail (KG),Sorghum (white) - Retail (KG)
2018-01-31,,155.625,186.11111111111111,19250.0,382.6666666666667,40000.0,292.6,16250.0,160.33333333333334,,120.0,250.0,338.0,187.5,,168.5,261.5,21000.0,,35000.0,18000.0,220.5,,152.0,215.2,20000.0,460.0,40000.0,297.6666666666667,19000.0,164.33333333333334,,186.0,231.75,19500.0,,36000.0,312.0,17500.0,196.75,,162.0,227.2,,317.0,176.2,,157.25,226.5,332.5,180.0,,182.2,223.28571428571428,21000.0,451.0,38000.0,311.0,17500.0,194.33333333333334,,130.66666666666666,214.2,22500.0,354.0,40000.0,295.0,18000.0,157.0,,178.5,222.5,378.0,178.5,,168.0,240.66666666666666,,290.0,171.25,,203.0,244.0,25000.0,401.5,37500.0,,20000.0,205.66666666666666,,147.0,242.0,404.0,332.0,186.6
2018-02-28,,159.5,198.88888888888889,21500.0,391.6666666666667,40000.0,289.0,17000.0,168.11111111111111,,130.0,250.0,350.0,212.5,,181.5,269.5,22000.0,,35000.0,19500.0,226.5,,155.8,227.8,21000.0,358.0,40000.0,304.3333333333333,20000.0,174.66666666666666,,193.0,249.0,18000.0,,38500.0,308.0,17500.0,208.25,,164.4,226.2,,317.0,187.0,,162.5,239.75,341.5,184.33333333333334,,179.2,233.85714285714286,21000.0,450.0,38000.0,320.3333333333333,17500.0,199.66666666666666,,137.33333333333334,220.2,22500.0,364.5,40000.0,301.3333333333333,15000.0,173.0,,179.75,236.5,374.0,194.5,,176.66666666666666,244.33333333333334,,306.0,180.75,,207.0,251.33333333333334,26000.0,403.5,35000.0,,22000.0,214.16666666666666,,153.4,244.4,404.0,335.0,202.0
2018-03-31,,163.875,203.22222222222223,21500.0,395.6666666666667,40000.0,304.4,17750.0,181.44444444444446,,146.5,253.0,350.0,212.5,,190.5,271.0,22500.0,,35000.0,19500.0,227.0,,159.6,231.8,22000.0,460.0,40000.0,309.6666666666667,20000.0,172.66666666666666,,192.33333333333334,251.0,18500.0,,39000.0,312.0,17500.0,212.0,,166.0,239.2,,317.0,187.0,,185.25,240.75,348.5,184.66666666666666,,177.6,235.85714285714286,23000.0,450.0,38000.0,318.3333333333333,18500.0,210.5,,144.0,227.4,22500.0,363.0,40000.0,313.6666666666667,15000.0,176.2,,181.0,251.5,381.0,200.0,,185.33333333333334,254.33333333333334,,317.0,183.25,,217.5,267.3333333333333,26000.0,400.0,35000.0,,22000.0,225.0,,164.4,251.4,402.3333333333333,342.0,205.4
2018-04-30,,167.125,206.33333333333334,21500.0,395.0,40000.0,306.2,18000.0,177.55555555555554,,154.0,272.0,356.0,212.5,,187.0,269.5,22500.0,,35000.0,19000.0,225.5,,160.8,237.4,22000.0,383.0,40000.0,317.0,19000.0,173.33333333333334,,194.33333333333334,240.75,18500.0,,39000.0,311.0,18500.0,209.75,,170.0,225.6,,317.0,192.4,,171.0,256.75,357.0,186.33333333333334,,181.2,233.28571428571428,23000.0,450.0,38000.0,312.3333333333333,18500.0,211.33333333333334,,149.0,232.8,22500.0,363.0,40000.0,334.6666666666667,15000.0,182.8,,192.5,253.25,284.0,203.75,,186.33333333333334,250.33333333333334,,317.0,181.5,,228.5,274.0,26000.0,401.0,35000.0,,22500.0,221.0,,166.4,247.8,405.6666666666667,345.6666666666667,209.0
2018-05-31,,170.25,214.11111111111111,21500.0,401.6666666666667,40000.0,304.8,18000.0,182.66666666666666,,154.0,275.0,390.0,219.0,,186.0,270.5,22500.0,,35000.0,19000.0,224.5,,168.2,246.4,22500.0,383.0,40000.0,318.6666666666667,19500.0,175.0,,199.33333333333334,252.25,18500.0,,39000.0,319.0,19000.0,212.75,,174.6,229.2,,317.0,193.4,,168.5,258.5,349.5,194.0,,189.0,240.57142857142858,22000.0,450.0,38000.0,316.6666666666667,18500.0,215.33333333333334,,153.0,241.8,22500.0,363.0,40000.0,333.3333333333333,22500.0,185.8,,197.25,258.5,380.0,210.5,,185.0,260.3333333333333,,317.0,189.5,,235.5,282.0,26000.0,401.0,35000.0,,22000.0,225.66666666666666,,168.0,260.4,404.3333333333333,345.6666666666667,211.2
2018-06-30,,173.5,215.22222222222223,22500.0,401.6666666666667,40000.0,307.8,18000.0,182.11111111111111,,157.0,275.0,363.0,219.0,,190.5,275.5,22500.0,,35000.0,19000.0,238.0,,174.4,249.0,23500.0,460.0,40000.0,325.3333333333333,21500.0,177.66666666666666,,202.33333333333334,256.75,18000.0,,39000.0,340.0,19000.0,210.0,,178.4,231.0,,316.0,192.4,,181.75,256.75,350.5,204.0,,193.4,244.42857142857142,23000.0,450.0,38000.0,317.6666666666667,19500.0,216.16666666666666,,155.5,246.8,22500.0,366.0,40000.0,329.3333333333333,17500.0,191.2,,198.5,258.25,388.0,209.75,,195.33333333333334,261.0,,325.0,188.0,,229.0,289.5,25000.0,401.0,35000.0,,22500.0,228.16666666666666,,170.4,261.8,401.0,334.5,210.6
2018-07-31,,175.375,215.77777777777777,21750.0,401.0,40000.0,307.0,18750.0,185.77777777777777,,160.5,263.0,350.0,214.5,,204.0,275.5,23500.0,,35000.0,20500.0,242.0,,173.0,246.0,23000.0,460.0,42000.0,329.0,20000.0,192.33333333333334,,207.0,240.25,19500.0,,39000.0,340.0,19500.0,216.0,,185.4,233.4,,320.0,196.8,,187.5,254.75,358.5,211.33333333333334,,193.6,242.57142857142858,23000.0,450.0,38000.0,367.75,19500.0,219.33333333333334,,157.33333333333334,250.2,22500.0,376.0,40000.0,323.0,17500.0,191.8,,198.25,262.75,380.0,210.5,,194.66666666666666,258.0,,315.0,194.25,,232.5,288.0,27000.0,395.0,35000.0,,22500.0,232.0,,171.8,269.4,401.0,334.5,211.8
2018-08-31,,178.5,212.88888888888889,21500.0,401.6666666666667,40000.0,307.2,19500.0,186.11111111111111,,165.5,272.0,340.0,217.0,,202.5,272.0,23000.0,,35000.0,20000.0,246.0,,168.0,237.2,23000.0,460.0,41000.0,326.6666666666667,20000.0,184.0,,200.66666666666666,239.0,19500.0,,39000.0,340.0,18500.0,215.5,,187.0,236.0,,320.0,201.2,,193.5,249.25,357.5,203.66666666666666,,182.0,242.14285714285714,23000.0,455.0,38000.0,330.3333333333333,21000.0,216.83333333333334,,153.83333333333334,247.6,22500.0,378.5,40000.0,333.3333333333333,17500.0,196.8,,199.75,249.25,374.0,204.75,,192.66666666666666,249.33333333333334,,317.0,199.75,,232.0,286.8333333333333,27000.0,401.0,35000.0,,23500.0,241.5,,171.0,266.2,403.3333333333333,353.3333333333333,214.0
