AdminStrata,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Cascades,Cascades,Cascades,Cascades,Cascades,Centre,Centre,Centre,Centre,Centre,Centre,Centre,Centre,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Sud,Centre-Sud,Centre-Sud,Centre-Sud,Centre-Sud,Est,Est,Est,Est,Est,Est,Est,Est,Est,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Nord,Nord,Nord,Nord,Nord,Plateau-Central,Plateau-Central,Plateau-Central,Plateau-Central,Plateau-Central,Plateau-Central,Sahel,Sahel,Sahel,Sahel,Sahel,Sahel,Sahel,Sahel,Sahel,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest
2018-09-30,,176.0,209.11111111111111,21000.0,391.6666666666667,40000.0,310.2,19250.0,184.66666666666666,,165.0,286.5,350.0,223.5,,202.0,272.5,21000.0,,35000.0,20000.0,241.0,,163.6,231.2,21000.0,458.0,41000.0,320.6666666666667,19500.0,187.66666666666666,,196.66666666666666,239.5,19000.0,,39000.0,344.0,18000.0,212.25,,181.4,231.6,,320.0,196.2,,187.25,234.0,359.0,198.33333333333334,,180.2,225.14285714285714,22000.0,450.0,38000.0,333.6666666666667,20000.0,205.83333333333334,,152.83333333333334,232.4,22500.0,372.5,40000.0,327.3333333333333,20000.0,186.0,,191.0,237.75,374.0,206.75,,186.66666666666666,239.66666666666666,,317.0,180.5,,231.0,265.1666666666667,26000.0,400.0,35000.0,,22500.0,243.5,,173.8,263.8,416.3333333333333,351.3333333333333,214.2
2018-10-31,,153.875,190.66666666666666,20250.0,403.0,40000.0,303.6,16750.0,162.11111111111111,,111.0,264.0,363.0,229.5,,184.5,264.5,21500.0,,35000.0,17000.0,243.5,,146.8,222.8,20000.0,460.0,41000.0,297.6666666666667,18000.0,172.66666666666666,,188.66666666666666,225.0,18000.0,,39000.0,321.0,18000.0,197.75,,161.0,221.8,,316.0,178.2,,156.0,219.0,338.0,186.33333333333334,,149.6,219.71428571428572,21000.0,450.0,38000.0,328.6666666666667,19000.0,186.33333333333334,,112.33333333333333,223.6,22500.0,369.5,40000.0,334.6666666666667,20000.0,172.2,,189.5,214.5,367.0,185.0,,173.0,219.33333333333334,,322.0,140.5,,216.5,229.33333333333334,25000.0,400.0,34000.0,,22000.0,202.33333333333334,,156.8,259.0,413.3333333333333,344.3333333333333,202.6
2018-11-30,,125.75,166.33333333333334,16750.0,398.3333333333333,40000.0,290.0,12500.0,139.33333333333334,,95.0,252.5,317.0,212.5,,167.0,251.0,20000.0,400.0,35000.0,15000.0,219.5,,136.6,218.2,17000.0,460.0,41000.0,280.3333333333333,16000.0,158.33333333333334,,168.66666666666666,201.0,18000.0,,39000.0,310.0,18000.0,180.25,,147.6,200.2,,314.0,160.8,,144.75,225.75,331.3333333333333,172.66666666666666,,135.0,172.85714285714286,21000.0,450.0,38000.0,320.3333333333333,19000.0,139.33333333333334,,100.5,193.4,22500.0,365.5,40000.0,301.3333333333333,20000.0,150.8,,172.75,203.5,366.5,164.5,,169.0,217.66666666666666,,283.0,144.25,,211.5,212.83333333333334,23500.0,401.0,35000.0,,21500.0,189.83333333333334,,134.0,233.2,407.3333333333333,341.3333333333333,196.8
2018-12-31,,124.75,154.88888888888889,16000.0,402.6666666666667,40000.0,288.6,12000.0,127.55555555555556,,111.5,250.5,286.0,168.0,,163.0,235.0,19000.0,400.0,35000.0,15000.0,218.0,,136.6,193.6,16500.0,383.0,41000.0,254.66666666666666,14000.0,148.33333333333334,,160.66666666666666,179.0,17000.0,,38000.0,309.0,16500.0,166.0,,138.8,183.8,,314.0,145.4,,150.25,218.0,316.3333333333333,165.0,,133.0,176.0,19000.0,450.0,38000.0,312.0,15500.0,145.16666666666666,,104.33333333333333,179.2,22500.0,360.0,40000.0,295.6666666666667,20000.0,132.0,,161.25,196.75,322.5,150.75,,170.33333333333334,209.66666666666666,,288.0,136.75,,209.0,219.33333333333334,22500.0,401.0,35000.0,,17500.0,189.5,,132.2,224.2,431.3333333333333,334.6666666666667,170.4
2019-01-31,571.3917391304348,123.75,158.33333333333334,15500.0,380.3333333333333,40000.0,284.6,12000.0,127.11111111111111,571.3917391304348,113.5,231.5,267.0,177.0,571.3917391304348,161.0,232.5,18500.0,400.0,35000.0,13000.0,218.5,571.3917391304348,136.2,185.8,17500.0,460.0,41000.0,252.33333333333334,14000.0,148.33333333333334,571.3917391304348,160.0,179.75,17000.0,,39000.0,309.0,16500.0,166.75,571.3917391304348,142.2,182.8,,317.0,147.8,571.3917391304348,147.0,210.5,310.6666666666667,163.33333333333334,571.3917391304348,149.8,193.28571428571428,18500.0,450.0,38000.0,335.5,16500.0,161.33333333333334,571.3917391304348,108.5,170.8,22500.0,354.0,40000.0,299.0,20000.0,133.6,571.3917391304348,158.25,193.25,350.0,154.25,571.3917391304348,170.33333333333334,201.66666666666666,,275.0,138.75,571.3917391304348,209.0,222.33333333333334,22000.0,401.0,35000.0,,17500.0,189.5,571.3917391304348,129.8,209.0,423.6666666666667,331.6666666666667,166.4
2019-02-28,574.329,126.5,146.11111111111111,15250.0,386.3333333333333,40000.0,282.2,12375.0,123.55555555555556,574.329,119.0,249.0,300.0,147.5,574.329,157.5,227.5,17500.0,400.0,35000.0,14000.0,214.0,574.329,138.0,175.6,17500.0,435.0,41000.0,253.66666666666666,14000.0,141.33333333333334,574.329,161.0,182.75,17000.0,,39000.0,315.0,16500.0,171.0,574.329,141.6,178.8,,317.0,147.8,574.329,150.5,192.0,289.0,174.33333333333334,574.329,148.2,189.42857142857142,18500.0,450.0,38000.0,315.0,15000.0,167.5,574.329,111.5,172.6,22500.0,366.0,40000.0,308.6666666666667,20000.0,130.4,574.329,158.0,186.5,376.5,162.25,574.329,164.0,203.66666666666666,,283.0,145.5,574.329,198.5,223.0,22000.0,400.0,35000.0,,17500.0,191.57142857142858,574.329,131.4,201.8,416.3333333333333,329.6666666666667,170.6
2019-03-31,576.0814285714287,126.0,148.66666666666666,14750.0,382.3333333333333,40000.0,283.6,12250.0,125.22222222222223,576.0814285714287,123.5,249.0,306.0,157.0,576.0814285714287,157.5,222.5,16500.0,400.0,35000.0,13500.0,216.0,576.0814285714287,136.0,170.6,17000.0,460.0,41000.0,255.66666666666666,14000.0,143.33333333333334,576.0814285714287,159.66666666666666,181.5,17000.0,,39000.0,314.0,16500.0,170.75,576.0814285714287,136.2,174.4,,316.0,148.8,576.0814285714287,150.25,188.0,300.3333333333333,166.66666666666666,576.0814285714287,149.0,186.85714285714286,18500.0,450.0,38000.0,316.6666666666667,15000.0,163.83333333333334,576.0814285714287,111.66666666666667,161.4,22500.0,354.0,40000.0,302.0,20000.0,129.8,576.0814285714287,161.0,192.75,374.0,160.5,576.0814285714287,164.0,194.66666666666666,,283.0,149.5,576.0814285714287,201.5,225.57142857142858,21000.0,400.0,35000.0,,17000.0,193.0,576.0814285714287,135.4,215.8,420.0,335.6666666666667,167.8
2019-04-30,580.3659090909091,125.75,146.88888888888889,14000.0,382.6666666666667,40000.0,284.0,12000.0,125.55555555555556,580.3659090909091,140.0,245.0,276.0,150.5,580.3659090909091,160.0,226.5,16000.0,400.0,35000.0,13500.0,209.0,580.3659090909091,135.0,171.4,17000.0,306.0,41000.0,258.3333333333333,13500.0,140.0,580.3659090909091,160.0,181.75,17500.0,,39000.0,316.0,16500.0,169.25,580.3659090909091,136.2,172.4,,317.0,148.8,580.3659090909091,151.5,188.75,291.3333333333333,151.0,580.3659090909091,153.2,192.42857142857142,19000.0,450.0,38000.0,318.0,13000.0,171.16666666666666,580.3659090909091,108.5,167.6,17500.0,354.0,40000.0,297.6666666666667,15000.0,129.8,580.3659090909091,159.75,195.0,376.0,163.0,580.3659090909091,162.0,177.66666666666666,,283.0,139.5,580.3659090909091,201.0,228.57142857142858,20000.0,401.5,35000.0,,17000.0,192.85714285714286,580.3659090909091,133.4,212.6,417.3333333333333,339.6666666666667,166.8
2019-05-31,582.4908695652174,126.0,147.55555555555554,15000.0,381.3333333333333,40000.0,288.4,12000.0,121.88888888888889,582.4908695652174,140.5,244.5,306.0,162.5,582.4908695652174,163.0,232.5,17000.0,400.0,35000.0,13500.0,218.5,582.4908695652174,138.8,176.4,16000.0,460.0,42000.0,253.33333333333334,13000.0,151.0,582.4908695652174,161.0,183.25,17500.0,,39000.0,316.0,16500.0,168.0,582.4908695652174,135.0,169.8,,317.0,144.4,582.4908695652174,147.25,200.25,292.3333333333333,160.66666666666666,582.4908695652174,158.0,191.42857142857142,18000.0,450.0,38000.0,314.6666666666667,13000.0,160.83333333333334,582.4908695652174,106.16666666666667,173.0,22500.0,354.0,40000.0,289.3333333333333,22500.0,130.6,582.4908695652174,160.25,186.25,374.5,159.25,582.4908695652174,156.33333333333334,172.66666666666666,,283.0,136.0,582.4908695652174,202.0,220.28571428571428,20000.0,402.0,35000.0,,16500.0,191.28571428571428,582.4908695652174,133.2,203.2,423.6666666666667,333.0,161.6
2019-06-30,577.1225,119.75,135.22222222222223,14750.0,378.0,40000.0,278.2,11000.0,116.55555555555556,577.1225,130.5,233.5,305.0,140.0,577.1225,163.0,231.0,17000.0,400.0,35000.0,13500.0,214.0,577.1225,130.6,166.0,16000.0,460.0,42000.0,248.0,13000.0,147.66666666666666,577.1225,161.0,175.75,17500.0,,39000.0,316.0,16500.0,163.25,577.1225,129.4,158.6,,312.0,135.8,577.1225,136.5,202.75,279.6666666666667,156.66666666666666,577.1225,147.8,188.14285714285714,18000.0,450.0,38000.0,314.6666666666667,13000.0,156.0,577.1225,103.16666666666667,159.0,20000.0,352.5,40000.0,298.0,15000.0,123.2,577.1225,157.25,180.25,372.5,151.25,577.1225,149.66666666666666,162.0,,275.0,124.0,577.1225,203.5,222.42857142857142,20000.0,400.0,35000.0,,17000.0,190.0,577.1225,123.2,192.6,423.6666666666667,324.6666666666667,155.0
2019-07-31,581.4117391304349,115.75,130.55555555555554,14000.0,377.6666666666667,40000.0,311.4,10250.0,109.44444444444444,581.4117391304349,117.5,212.5,255.0,141.5,581.4117391304349,159.0,224.5,15500.0,400.0,35000.0,12000.0,206.0,581.4117391304349,124.6,160.2,15000.0,454.0,42000.0,245.0,12500.0,143.66666666666666,581.4117391304349,159.0,182.25,17500.0,,39000.0,315.0,15500.0,155.75,581.4117391304349,129.6,160.8,,314.0,136.8,581.4117391304349,128.75,184.0,276.6666666666667,126.0,581.4117391304349,137.4,170.0,18000.0,450.0,38000.0,314.6666666666667,13000.0,142.83333333333334,581.4117391304349,99.16666666666667,154.2,17500.0,352.5,40000.0,289.3333333333333,11000.0,109.0,581.4117391304349,158.25,172.0,370.5,142.75,581.4117391304349,154.0,165.33333333333334,,287.0,121.25,581.4117391304349,200.0,220.28571428571428,20000.0,400.0,35000.0,,19000.0,193.57142857142858,581.4117391304349,125.0,185.4,422.0,321.0,148.0
2019-08-31,587.8163636363636,113.375,130.88888888888889,15000.0,388.0,40000.0,285.75,10250.0,106.11111111111111,587.8163636363636,116.0,201.0,304.0,144.0,587.8163636363636,152.0,215.5,16000.0,400.0,35000.0,12000.0,191.0,587.8163636363636,118.6,156.6,16000.0,460.0,42000.0,238.66666666666666,13000.0,142.66666666666666,587.8163636363636,176.33333333333334,167.5,17500.0,,36000.0,314.0,15000.0,154.0,587.8163636363636,129.0,163.0,,318.0,129.0,587.8163636363636,119.75,179.5,261.3333333333333,135.0,587.8163636363636,134.0,152.42857142857142,16000.0,450.0,38000.0,313.3333333333333,12000.0,145.33333333333334,587.8163636363636,95.5,152.8,17500.0,438.5,40000.0,297.3333333333333,12000.0,114.2,587.8163636363636,156.5,165.25,371.0,146.0,587.8163636363636,151.66666666666666,165.66666666666666,,275.0,120.25,587.8163636363636,192.5,220.71428571428572,19000.0,400.0,35000.0,,15000.0,189.85714285714286,587.8163636363636,117.8,194.8,423.6666666666667,320.6666666666667,146.2
2019-09-30,592.2347619047619,114.375,142.44444444444446,15000.0,395.0,36000.0,282.4,10250.0,105.66666666666667,592.2347619047619,105.5,244.0,331.0,142.0,592.2347619047619,151.5,207.5,16000.0,400.0,35000.0,11000.0,185.0,592.2347619047619,118.2,155.0,15000.0,460.0,42000.0,239.33333333333334,13000.0,136.66666666666666,592.2347619047619,153.33333333333334,166.0,17500.0,,36000.0,314.0,15500.0,151.75,592.2347619047619,124.2,160.2,,317.0,128.0,592.2347619047619,122.5,181.75,274.3333333333333,139.33333333333334,592.2347619047619,131.0,146.57142857142858,17000.0,450.0,38000.0,315.0,12000.0,141.83333333333334,592.2347619047619,97.5,159.0,16500.0,378.5,40000.0,303.0,9500.0,115.8,592.2347619047619,154.25,168.25,367.5,140.75,592.2347619047619,150.66666666666666,166.33333333333334,,269.0,120.0,592.2347619047619,185.0,212.42857142857142,19000.0,401.0,35000.0,,14000.0,180.14285714285714,592.2347619047619,109.6,175.8,413.6666666666667,311.6666666666667,138.8
2019-10-31,590.0682608695653,109.75,131.66666666666666,15000.0,379.5,37000.0,281.4,10000.0,107.0,590.0682608695653,97.0,232.5,314.0,152.0,590.0682608695653,147.5,203.0,16000.0,400.0,35000.0,11000.0,181.5,590.0682608695653,110.8,156.4,14500.0,460.0,42000.0,231.66666666666666,12500.0,129.66666666666666,590.0682608695653,153.66666666666666,164.5,17500.0,,36000.0,314.0,15500.0,152.5,590.0682608695653,123.4,159.4,,317.0,126.8,590.0682608695653,120.0,161.75,278.0,144.0,590.0682608695653,113.2,148.0,17000.0,450.0,38000.0,319.6666666666667,12000.0,138.0,590.0682608695653,92.0,159.8,16500.0,429.5,40000.0,302.3333333333333,10000.0,112.2,590.0682608695653,151.5,167.25,366.5,138.0,590.0682608695653,148.0,162.33333333333334,,267.0,115.75,590.0682608695653,184.5,201.85714285714286,19000.0,401.0,35000.0,,14000.0,167.71428571428572,590.0682608695653,110.6,177.2,411.3333333333333,318.6666666666667,138.8
