AdminStrata,Abyan,Aden,Al Bayda,Al Dhale'e,Al Hudaydah,Al Jawf,Al Maharah,Al Mahwit,Amanat Al Asimah,Amran,Dhamar,Hadramaut,Hajjah,Ibb,Lahj,Marib,Raymah,Sa'ada,Sana'a,Shabwah,Socotra,Taizz
Indicator,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality,Fatality
2015-01-31,9.833333333333332,7.0,76.0,3.0,9.0,0.0,0.0,0.0,59.5,0.0,7.0,20.0,0.0,7.5,6.0,30.0,0.0,4.0,7.0,11.0,0.0,1.0
2015-02-28,2.0,17.833333333333336,106.0,1.0,4.0,0.0,0.0,0.0,5.0,3.0,0.0,21.0,2.0,45.0,14.0,0.0,0.0,1.0,17.0,52.0,0.0,8.0
2015-03-31,56.0,182.93333333333334,108.08333333333334,28.5,27.583333333333336,0.0,0.0,0.0,86.39285714285714,3.0,0.0,9.0,61.0,17.5,122.5,41.0,0.0,8.6,1.5,47.0,0.0,22.0
2015-04-30,174.5,339.99999999999994,23.0,231.5,17.75,0.0,0.0,0.0,22.245238095238097,43.66666666666667,0.0,42.5,21.666666666666668,77.66666666666667,131.0,268.5,0.0,42.4,20.45,258.83333333333337,0.0,224.66666666666669
2015-05-31,87.33333333333334,264.25,49.7,114.0,89.33333333333333,42.5,0.0,0.0,48.17857142857143,2.0,15.0,7.0,77.08333333333334,9.0,28.0,95.57142857142857,2.5,52.44285714285715,4.25,176.5,0.0,106.5
2015-06-30,35.0,164.58333333333334,89.0,107.0,15.0,41.0,0.0,3.0,84.5,11.25,8.0,19.0,25.0,50.5,55.0,124.58333333333333,10.0,59.531074481074484,14.0,50.5,0.0,99.66666666666667
2015-07-31,60.0,280.83333333333337,48.66666666666667,50.0,38.0,0.0,0.0,0.0,51.55,43.5,10.0,53.0,76.5,52.0,145.0,37.83333333333333,0.0,48.6547619047619,26.0,40.0,0.0,144.5
2015-08-31,63.0,52.5,129.83333333333334,25.5,51.83333333333333,57.0,0.0,3.0,19.0,21.0,53.0,27.5,49.833333333333336,116.5,141.16666666666666,58.33333333333334,0.0,23.049999999999997,15.333333333333334,53.0,0.0,135.16666666666666
2015-09-30,0.0,27.0,87.0,0.0,22.666666666666664,14.0,0.0,1.0,90.82130647130647,28.0,24.0,8.0,55.0,56.333333333333336,13.0,261.94444444444446,0.0,55.31515151515151,9.833333333333334,66.5,0.0,122.95000000000002
