AdminStrata,Abyan,Abyan,Abyan,Abyan,Abyan,Abyan,Aden,Aden,Aden,Aden,Aden,Aden,Al Bayda,Al Bayda,Al Bayda,Al Bayda,Al Bayda,Al Bayda,Al Dhale'e,Al Dhale'e,Al Dhale'e,Al Dhale'e,Al Dhale'e,Al Dhale'e,Al Hudaydah,Al Hudaydah,Al Hudaydah,Al Hudaydah,Al Hudaydah,Al Hudaydah,Al Jawf,Al Jawf,Al Jawf,Al Jawf,Al Jawf,Al Maharah,Al Maharah,Al Maharah,Al Maharah,Al Maharah,Al Maharah,Al Mahwit,Al Mahwit,Al Mahwit,Al Mahwit,Al Mahwit,Amanat Al Asimah,Amanat Al Asimah,Amanat Al Asimah,Amanat Al Asimah,Amanat Al Asimah,Amanat Al Asimah,Amran,Amran,Amran,Amran,Amran,Dhamar,Dhamar,Dhamar,Dhamar,Dhamar,Hadramaut,Hadramaut,Hadramaut,Hadramaut,Hadramaut,Hadramaut,Hajjah,Hajjah,Hajjah,Hajjah,Hajjah,Hajjah,Ibb,Ibb,Ibb,Ibb,Ibb,Ibb,Lahj,Lahj,Lahj,Lahj,Lahj,Lahj,Marib,Marib,Marib,Marib,Marib,Marib,Raymah,Raymah,Raymah,Raymah,Raymah,Sa'ada,Sa'ada,Sa'ada,Sa'ada,Sa'ada,Sa'ada,Sana'a,Sana'a,Sana'a,Sana'a,Sana'a,Shabwah,Shabwah,Shabwah,Shabwah,Shabwah,Shabwah,Socotra,Socotra,Socotra,Taizz,Taizz,Taizz,Taizz,Taizz,Taizz
2015-10-31,2.0,0.0,0.0,0.0,0.0,1.0,13.0,23.0,0.0,0.0,0.0,5.0,79.0,23.833333333333332,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,1.0,13.0,34.5,0.0,0.0,0.0,0.0,11.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,6.0,1.0,5.25,0.0,0.0,0.0,0.0,46.5,30.0,0.0,0.0,0.0,1.0,10.333333333333334,14.5,0.0,0.0,0.0,0.0,52.93333333333334,24.083333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,44.92874347874348,0.0,0.0,0.0,0.0,0.0,5.435714285714286,0.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.05000000000001,97.65,0.0,0.0,0.0,0.0
2015-11-30,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,4.5,42.4,2.0,0.0,0.0,2.0,0.0,114.0,17.5,0.0,0.0,0.0,0.0,5.0,21.5,0.0,0.0,0.0,1.0,17.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,24.0,11.333333333333334,0.0,0.0,1.0,0.0,102.83333333333333,31.0,0.0,0.0,0.0,2.0,69.66666666666667,43.03333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.34285714285714,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,62.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.97619047619048,97.7952380952381,0.0,0.0,0.0,10.0
2015-12-31,7.5,2.0,0.0,0.0,0.0,0.0,26.0,8.0,0.0,0.0,0.0,9.0,55.333333333333336,16.0,0.0,0.0,0.0,0.0,43.0,12.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,88.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,3.5,0.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,95.0,26.733333333333334,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,38.5,32.0,0.0,0.0,0.0,0.0,83.16666666666667,68.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.06666666666667,0.0,0.0,0.0,0.0,55.0,6.25,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.69523809523811,160.87142857142857,0.0,0.0,1.0,2.0
2016-01-31,6.0,0.0,0.0,0.0,0.0,0.0,35.5,30.0,0.0,0.0,0.0,12.0,44.33333333333333,2.5,0.0,0.0,0.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,11.166666666666666,0.0,0.0,0.0,0.0,92.0,46.666666666666664,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,43.614285714285714,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,1.0,52.0,45.0,0.0,0.0,0.0,0.0,20.0,5.25,0.0,0.0,0.0,1.0,30.666666666666668,12.0,0.0,0.0,0.0,0.0,88.0,144.16666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36.5,29.904761904761905,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,89.90833333333335,0.0,0.0,0.0,1.0
2016-02-29,13.0,3.0,0.0,0.0,0.0,0.0,21.0,31.0,0.0,0.0,0.0,2.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,58.0,53.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,30.0,8.833333333333334,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,44.33333333333333,14.833333333333334,0.0,0.0,0.0,0.0,60.0,4.0,0.0,0.0,0.0,1.0,1.0,14.5,0.0,0.0,0.0,3.0,40.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,21.316666666666666,0.0,0.0,0.0,0.0,78.0,25.099999999999998,0.0,0.0,10.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.83333333333334,27.95952380952381,0.0,0.0,0.0,1.0
2016-03-31,8.0,9.666666666666666,0.0,0.0,0.0,0.0,29.333333333333332,17.0,0.0,0.0,3.0,18.0,12.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,1.0,27.0,64.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,61.0,0.0,0.0,0.0,3.0,60.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,0.0,0.0,0.0,0.0,42.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,35.0,1.9166666666666665,0.0,0.0,0.0,23.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.91666666666666,40.83333333333333,0.0,0.0,0.0,1.0
2016-04-30,29.5,45.0,0.0,0.0,0.0,20.0,1.0,13.0,0.0,0.0,0.0,5.0,2.5,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.333333333333332,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.75,16.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,10.0,0.0,0.0,0.0,0.0,62.88095238095239,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,53.16666666666667,0.0,0.0,0.0,0.0,5.333333333333333,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36742424242424,28.499999999999996,0.0,0.0,0.0,11.0
2016-05-31,13.0,0.0,0.0,0.0,0.0,0.0,9.0,49.0,0.0,0.25,0.0,5.0,24.0,20.0,0.0,0.0,0.0,1.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,58.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.5,0.0,0.0,0.0,0.0,19.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,30.0,9.75,0.0,0.0,0.0,30.416666666666664,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,5.5,0.0,0.0,0.0,1.0
2016-06-30,10.0,7.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,33.0,2.0,0.0,0.0,0.0,0.0,19.5,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,111.5,47.833333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,46.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,52.5,30.0,0.0,0.0,0.0,1.0,27.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,57.0,10.0,0.0,0.0,0.0,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.07142857142857,62.53333333333333,0.0,0.0,0.0,5.0
2016-07-31,1.0,12.5,0.0,0.0,0.0,2.0,31.0,6.833333333333333,0.0,0.0,0.0,1.3333333333333333,7.0,29.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,48.75,32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,119.0,26.666666666666668,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,17.0,33.0,0.0,0.0,0.0,0.0,54.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,10.017857142857142,0.0,0.0,0.0,0.0,121.0,28.5,0.0,0.0,4.0,38.66666666666667,18.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,57.82142857142857,70.66666666666666,0.0,0.0,0.0,5.5
2016-08-31,16.42857142857143,17.0,0.0,0.0,0.0,0.0,10.0,77.0,0.0,0.0,0.0,2.0,15.0,3.0,0.0,0.0,0.0,4.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,87.0,58.75000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.045238095238098,0.0,0.0,0.0,4.0,0.0,14.5,0.0,0.0,0.0,1.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,33.166666666666664,0.0,0.0,0.0,0.0,7.0,4.666666666666667,0.0,0.0,0.0,0.0,11.0,22.0,0.0,0.0,0.0,1.0,68.5,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,21.463203463203467,0.0,0.0,0.0,0.0,85.58333333333334,64.83333333333333,0.0,0.0,0.0,5.0,13.428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.38333333333333,68.0525641025641,0.0,0.0,0.0,3.0
2016-09-30,5.0,6.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,3.0,50.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5,0.0,0.0,0.0,0.0,47.0,73.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,21.666666666666664,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,68.0,43.0,0.0,0.0,0.0,1.0,72.0,102.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,37.617507492507485,0.0,0.0,0.0,0.0,13.0,63.21515151515151,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.08333333333334,55.44444444444444,0.0,0.0,0.0,0.0
2016-10-31,6.0,13.0,0.0,0.0,0.0,1.0,6.0,4.0,0.0,0.0,0.0,13.0,60.0,15.0,0.0,0.0,0.0,0.0,36.0,18.0,0.0,0.0,0.0,0.0,1.5,36.333333333333336,0.0,0.0,0.0,0.0,36.0,58.16666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.357142857142858,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,48.833333333333336,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,1.0,58.0,30.0,0.0,0.0,0.0,1.0,108.83333333333333,64.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,37.872619047619054,0.0,0.0,0.0,0.0,58.5,43.166666666666664,0.0,0.0,0.0,10.0,30.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,159.41666666666669,70.85,0.0,0.0,0.0,0.0
