Country,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria
Split,Split 1,Split 1,Split 2,Split 2,Split 3,Split 3,Split 4,Split 4,Split 5,Split 5,Split 6,Split 6,Split 7,Split 7
Type,r2_model,r2_naive,r2_model,r2_naive,r2_model,r2_naive,r2_model,r2_naive,r2_model,r2_naive,r2_model,r2_naive,r2_model,r2_naive
Prediction horizon,,,,,,,,,,,,,,
1,0.7481471030019282,0.7309990353311193,0.883229358506657,0.8835876122888584,0.9536149261655827,0.955530945632738,0.9971438348967424,0.9999459520391321,0.9658621264949849,0.9553620534694324,0.9375030633563097,0.9513919665443678,0.9607401985301399,0.9648191163433635
2,0.39908977757305397,0.39712674927332847,0.7499847419092862,0.7585131877244241,0.8676431891798371,0.8771274412838931,0.984481949320657,0.9834867287486542,0.8782883917239107,0.8713597870772849,0.8084817219309377,0.7864867138830218,0.9418490847368517,0.9553634976426977
3,0.4662209221891245,0.4371342244217611,0.4240111917854049,0.4731580547929861,0.8352576521942779,0.8329263355339928,0.9185688919587036,0.9137474959235088,0.6893262629359632,0.6780741383853831,0.6791320372132303,0.6694164851942594,0.9076328746399975,0.9329061503331201
4,0.3797917697150882,0.3579356594897557,0.42376934605530214,0.4641534292458821,0.7529637370523078,0.7707640029274124,0.8816169780408931,0.8831180878892967,0.5914398620395782,0.5755135096591643,0.4915917065539247,0.4377933828270004,0.9177941935148748,0.9483176457643124
5,0.3313178230565167,0.28334262532956644,0.3350822573107689,0.37528511801886544,0.731861321619951,0.7613962822380733,0.7480094893023526,0.7271463681035157,0.5963984613050469,0.5804197957669552,0.48337234997429845,0.33648146011323243,0.8830755499956638,0.9129013943831981
6,0.3053752127918977,0.23877396533727036,0.28471593048920063,0.33724510900713045,0.7468963584264925,0.7817651786293442,0.6639096032651449,0.5610822214317204,0.5432979998215183,0.5467944105759994,0.4670241576805705,0.22409513532408998,0.889640467056335,0.9305591972924128
7,0.34229310267064716,0.2702032348731982,0.13744475355435992,0.1855308291761738,0.7715832167171806,0.8016925677938167,0.6634630949328908,0.5046639631384943,0.5039637558267305,0.5072929276546,0.5032473407516018,0.26332263450826576,0.8673731630504968,0.9302489168091026
8,0.366045623275271,0.26735676244924134,0.049986195969424774,0.09311067038500709,0.7675161375033829,0.7945143595462121,0.6826965452181375,0.5046639631384943,0.4123472233633323,0.4290807058538214,0.42382907680644677,0.0652798016321523,0.8545945450505569,0.9315891541158168
9,0.31894539294390567,0.18355719627657752,0.12182787727265998,0.17945941888662165,0.7175015377844034,0.7419078038716831,0.5962881177402456,0.3406958182689529,0.30832898583696955,0.39056261058658037,0.39961396834597596,-0.0046903515925125205,0.7839549277215231,0.8988195677825164
