Country,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria,Syria
Split,Split 1,Split 1,Split 2,Split 2,Split 3,Split 3,Split 4,Split 4,Split 5,Split 5,Split 6,Split 6,Split 7,Split 7
Type,r2_model,r2_naive,r2_model,r2_naive,r2_model,r2_naive,r2_model,r2_naive,r2_model,r2_naive,r2_model,r2_naive,r2_model,r2_naive
Prediction horizon,,,,,,,,,,,,,,
1,0.7239866881863517,0.7309990353311193,0.8781091392090384,0.8835876122888584,0.9413708296388,0.955530945632738,0.9939382910701048,0.9999459520391321,0.9619996756066841,0.9553620534694324,0.9537286438612885,0.9513919665443678,0.9476817884179366,0.9648191163433635
2,0.4193854691673705,0.3971267492733287,0.7554139244235423,0.7585131877244241,0.856933963997708,0.8771274412838931,0.9877751154814804,0.9834867287486542,0.8693063750968435,0.8713597870772849,0.8086388538560352,0.7864867138830218,0.9345265067732611,0.9553634976426977
3,0.45389471671042747,0.4371342244217612,0.45185178642794677,0.4731580547929861,0.8313795152277884,0.8329263355339928,0.9128750075095158,0.9137474959235088,0.6719736571495494,0.6780741383853831,0.6887530019260412,0.6694164851942594,0.9142542627392973,0.9329061503331201
4,0.3646258620998951,0.3579356594897557,0.4605913457028632,0.4641534292458821,0.7449884229240975,0.7707640029274124,0.8817542100189979,0.8831180878892967,0.5720334519580911,0.5755135096591643,0.46514018070033136,0.4377933828270004,0.9125201228481049,0.9483176457643124
5,0.30379741116337433,0.28334262532956644,0.3729084047430514,0.3752851180188653,0.7079019148021908,0.7613962822380733,0.7529127455362913,0.7271463681035155,0.5774220872886404,0.5804197957669551,0.424439864968007,0.33648146011323243,0.8687458983759997,0.9129013943831981
6,0.2699066945915152,0.23877396533727058,0.3361467986551733,0.33724510900713045,0.7178425131887587,0.7817651786293442,0.6447402525989103,0.5610822214317204,0.5156976350233045,0.5467944105759994,0.4169418273807437,0.22409513532408998,0.8761897436846166,0.9305591972924128
7,0.2860231638138554,0.2702032348731982,0.19873098640330045,0.1855308291761738,0.7407727169256009,0.8016925677938167,0.6124129857368081,0.5046639631384943,0.48000969409120986,0.5072929276546,0.5332446504508046,0.26332263450826576,0.8524736796153273,0.9302489168091026
8,0.28408668800587367,0.26735676244924145,0.11734774039168383,0.09311067038500709,0.735187056360036,0.7945143595462121,0.6183654885280282,0.5046639631384943,0.41087199367351224,0.42908070585382174,0.45396641552865635,0.0652798016321523,0.8460755883115925,0.9315891541158168
9,0.1917383359055641,0.18355719627657752,0.21197929486176337,0.17945941888662165,0.690219675593327,0.7419078038716831,0.5118757923911074,0.3406958182689531,0.3012014783057956,0.39056261058658037,0.4071852458310182,-0.0046903515925125205,0.7703585609033432,0.8988195677825164
