AdminStrata,Abyan,Aden,Al Bayda,Al Dhale'e,Al Hudaydah,Al Jawf,Al Maharah,Al Mahwit,Amanat Al Asimah,Amran,Dhamar,Hadramaut,Hajjah,Ibb,Lahj,Marib,Raymah,Sa'ada,Sana'a,Shabwah,Taizz
Indicator,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS,FCS
2015-09-30,34.1,21.22,32.76,57.42999999999999,32.28,37.97,18.0,34.38,33.43,46.82,51.760000000000005,27.810000000000002,52.04,48.099999999999994,41.31,61.71,62.84,46.230000000000004,38.25,35.22,55.37
2015-10-31,40.144999999999996,38.019999999999996,46.39,54.33,37.67,49.74,25.0,34.56,36.76,45.05,58.15,27.61,54.730000000000004,46.120000000000005,37.69,49.25,60.59,44.81142857142857,40.239999999999995,42.42,57.599999999999994
2015-11-30,46.19,27.950000000000003,52.56,56.44,32.65,56.739999999999995,35.56,39.38,35.96,58.510000000000005,55.58,27.78,51.95,51.04,30.619999999999997,45.39,65.15,43.392857142857146,29.66,42.41,59.83
2015-12-31,36.11,30.6,54.370000000000005,53.04,25.54,58.22,24.82,34.31,42.510000000000005,53.84,55.839999999999996,53.040000000000006,43.49,47.02,50.17,47.12,67.28,41.97428571428571,50.510000000000005,51.0,55.53
2016-01-31,43.44,26.240000000000002,55.33,50.44,32.19,55.17,19.78,29.67,38.82,46.88,49.89,31.299999999999997,52.099999999999994,51.67,48.03,45.620000000000005,64.38,40.55571428571429,52.91,57.95,62.71
2016-02-29,47.120000000000005,28.68,56.44,60.540000000000006,32.54,58.06,15.67,40.53,41.46,43.57,49.739999999999995,60.83,55.230000000000004,47.129999999999995,61.9,41.54,71.12,39.137142857142855,43.64,59.18000000000001,60.160000000000004
2016-03-31,65.02000000000001,35.21,61.2,64.05,23.9,60.379999999999995,10.28,45.45,45.98,62.78999999999999,65.12,50.8,67.25999999999999,58.269999999999996,56.980000000000004,49.17,67.24,37.71857142857142,53.84,60.519999999999996,63.69
2016-04-30,44.97,36.94,56.44,66.25,30.73,52.72,7.35,42.08,38.35,53.79,51.67,22.5,58.43,60.55,42.1,58.11,75.93,36.3,51.34,54.97,59.379999999999995
2016-05-31,45.44,42.699999999999996,52.29,63.81,19.59,70.74,13.95,38.85,38.36,59.25,46.84,27.2,53.93000000000001,50.86,43.32,64.7,53.599999999999994,34.94,55.769999999999996,54.18,56.849999999999994
