Country,Cameroon,Cameroon,Cameroon,Cameroon,Cameroon,Cameroon
Split,Split 1,Split 1,Split 2,Split 2,Split 3,Split 3
Type,r2_model,r2_naive,r2_model,r2_naive,r2_model,r2_naive
Prediction horizon,,,,,,
1,0.998914593153568,0.9999758501752699,0.9981251918687906,0.9992742405938385,0.9975219803020483,0.9992058088769074
2,0.9993164206755012,0.9995796821751795,0.996960592044419,0.9988073465125953,0.9972384534214653,0.9988297073143758
3,0.9989134788653699,0.9988392519652836,0.9954791736837211,0.998234142646867,0.9920239252178905,0.9955095737334078
4,0.99858963011904,0.9987480040960183,0.9927451657174026,0.9961534301848987,0.9877167771928784,0.9943450429200652
5,0.9979157417052829,0.9985512512023429,0.9913830417014893,0.9934786784699464,0.9834430491031891,0.9910981041516429
6,0.9946426404323505,0.9967861281751833,0.9907758308119456,0.9927820180551246,0.9761313573874137,0.9891821253128297
7,0.9808804869308853,0.9869005601810565,0.987423259905791,0.9850227377811964,0.9685142162218183,0.9868997230136873
8,0.9814843797864066,0.9889342401018343,0.9888218343975406,0.9852304875250951,0.9566414125344702,0.9807372315848246
9,0.9811680489006602,0.9842309961151565,0.9885648357396682,0.9854514074818727,0.9278447124192879,0.9766419944885043
10,0.9882227228393037,0.9850640810628519,0.9875363627048015,0.9853418156248658,0.9134482363441854,0.9781128068326589
11,0.9921685773578292,0.9873977165096856,0.9871764746862481,0.9866347502105264,0.8944676041449952,0.9751722750161596
12,0.9921207803099654,0.9857088861522665,0.9841159748119921,0.9877308116306176,0.8582872818247035,0.9658991440889598
13,0.9914828666590055,0.9853084067019099,0.973798781288858,0.979592980382648,0.830683456036773,0.9606402923535677
14,0.9867095013577538,0.9767812386601381,0.9689319632507963,0.9740853930987236,0.814113475466761,0.9505100877822168
15,0.983711658353551,0.9747774961945418,0.9532656289556661,0.9585710622969853,0.802005755741101,0.9418854710031812
16,0.9751167259137816,0.9662014267012247,0.9434399353320625,0.946111493758721,0.7344249561701208,0.9223870125114471
17,0.9797495828027523,0.9727953373357405,0.9211342397210212,0.9185589632758997,0.729549803474039,0.9248710196869259
18,0.9759043447654911,0.9617838613457234,0.9195114535332636,0.9209076332814977,0.7296992431768049,0.9289995003067643
19,0.9804724486666277,0.9594786802470305,0.8892889009585235,0.9008627406731673,0.720510660074637,0.9231935527531316
20,0.9764177706861376,0.9543392615732732,0.8778064646340724,0.8817242247343662,0.73099365586226,0.9251315927316687
21,0.9768768009671346,0.9457922857267487,0.8755474277412573,0.875065131023548,0.7108165770562536,0.9223953206329554
22,0.9666589020785126,0.9538657990022308,0.8666841906503461,0.8711740450164643,0.6727435743185024,0.9112092846920137
23,0.9584220018815799,0.9370751381797777,0.8795828993730449,0.8732123891499459,0.6228896576499736,0.8981847362484002
24,0.9531819744039073,0.9311296219079708,0.8459189968846361,0.8484307609410935,0.5847235103051068,0.8960984145214743
25,0.9580248508752613,0.939478528517463,0.83781263781112,0.8524782102740698,0.5064882595551572,0.8500840032099579
26,0.9569671287049042,0.9223224560330847,0.7604991904647007,0.7954479006617362,0.4686553702358539,0.8377441756532941
27,0.949118788866289,0.8911393072433119,0.7562960901813587,0.8072178647476631,0.47452240304887394,0.8411985815426899
28,0.9509083138704795,0.8954798598520267,0.7361535613406007,0.8021841837778481,0.4885588586799755,0.8432452001560775
29,0.9196533250042831,0.8855687310228308,0.6771367830434061,0.7598128299985629,0.4120952169412413,0.8139934786539208
30,0.8372986699118294,0.8675939144553515,0.6477577717682645,0.7436226801924462,0.37346271374672024,0.822082459817099
