Split,,Split 1,Split 1,Split 2,Split 2,Split 3,Split 3
Type,,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive
Country,Prediction horizon,,,,,,
Cameroon,1,0.4725127465511674,0.010513200694724422,0.5582265472741516,0.2160958023965447,0.3902838111532942,0.1250837265583225
Cameroon,2,0.29463760702190417,0.18116615534647115,0.9042604255942488,0.35482875805688985,0.42546596693156125,0.18030465716288738
Cameroon,3,0.49141658805843236,0.5249882589813155,1.3494011857923676,0.527082847150637,1.210118704595541,0.6812810768774171
Cameroon,4,0.6319679262028295,0.5610026601782271,2.072626745457096,1.098922892859322,1.8305591788671585,0.8427538726052245
Cameroon,5,0.8807180438340723,0.6121790232590727,2.544590423351451,1.925748244115077,2.4298451988409906,1.3064137849124995
Cameroon,6,2.185523098033575,1.3110919695722016,2.694175694048517,2.1082127961343584,3.470434384290954,1.5728889526172747
Cameroon,7,7.0903450279108435,4.857840660110671,3.9978445532946174,4.7609130614283295,4.494359268053332,1.8699661949752513
Cameroon,8,6.956262355101006,4.157372430532103,3.4582337375544903,4.569303063170773,6.164240926712036,2.738565815157115
Cameroon,9,6.870525536558856,5.7530599620509655,3.4568023544270647,4.397978701952067,9.99508961299891,3.2355959777330323
Cameroon,10,4.30037572421636,5.453727745367724,3.712904918851522,4.366658269880394,11.970303671143625,3.0270480652932585
Cameroon,11,2.9459967502995466,4.740682236826459,3.6484806698446843,3.8026092132595832,14.665065179743149,3.450127349074973
Cameroon,12,2.921907637274006,5.299676406999862,4.351629037138999,3.3612988986344394,20.04783399590185,4.824184499637067
Cameroon,13,3.1909749405818997,5.504258789255084,6.663204556028241,5.189687838126174,23.436986717011777,5.448215063350494
Cameroon,14,4.800967766568626,8.387384685326346,7.7299430236833695,6.447733934560684,26.62103271186065,7.087509841635335
Cameroon,15,6.015057144866769,9.314318487390373,10.862395508197885,9.629262077534626,28.252430586482017,8.29254760760514
Cameroon,16,8.994779325833814,12.217472158090313,12.74949873117908,12.14728883324271,37.135002430939835,10.852520016550027
Cameroon,17,7.698547792248791,10.342324982878516,16.585070942659954,17.1266385683091,37.900388717735495,10.528435898397568
Cameroon,18,9.034910013960287,14.329528309648278,17.498859115506274,17.19531837851,39.64731860722046,10.414249170788922
Cameroon,19,7.201762715531824,14.944266426398027,22.169965279772615,19.852296799838385,41.07459926431414,11.287707940572203
Cameroon,20,8.78881606918463,17.017213524412277,24.007300455334484,23.237580162374528,40.38741524345262,11.24040945076659
Cameroon,21,8.538078459930116,20.01581688332423,23.903654163097244,23.99628908204572,41.659110164866675,11.179554672086988
Cameroon,22,12.49504901645997,17.289445721307075,25.354568855979252,24.500669215461027,46.353530314349,12.576569291467914
Cameroon,23,14.234023365292996,21.5420172673025,23.040318703157805,24.2592368225754,53.98638648542663,14.575676033588186
Cameroon,24,15.364869375010478,22.602071525201683,28.553821798059786,28.08834933995827,57.47181699521572,14.379366649245744
Cameroon,25,14.132187115932462,20.37636023593539,29.83293261054595,27.13533010269621,70.06047830516408,21.282546249534825
Cameroon,26,13.726922627427305,24.77811969855576,41.35896064053893,35.32373123032787,73.23764740412895,22.364458370540184
Cameroon,27,15.120503258452679,32.35041821664408,42.897352034754526,33.933978031314226,72.99466448177574,22.05927774424138
Cameroon,28,14.591204725248538,31.065846033217976,45.41708484689462,34.050934153471616,75.3470777518582,23.093597948207442
Cameroon,29,24.251727600252572,34.53977360399141,52.161170965790355,38.804185116939614,85.9824724110021,27.203896023256643
Cameroon,30,47.232030042049054,38.43735147589706,57.28295896176524,41.69304618298552,92.66756479694047,26.31477095641876
