AdminStrata,Al-Hasakeh,Aleppo,Ar-Raqqa,As-Sweida,Damascus,Dar'a,Deir-ez-Zor,Hama,Homs,Idleb,Lattakia,Quneitra,Rural Damascus,Tartous
2017-07-26,10.0,0.0,15.0,0.0,1.0,4.0,46.0,10.0,10.0,1.0,0.0,0.0,35.0,0.0
2017-07-27,2.0,2.0,57.0,0.0,4.0,1.0,5.0,41.0,1.0,5.0,0.0,1.0,20.0,0.0
2017-07-28,0.0,4.0,39.0,0.0,0.0,0.0,20.0,3.0,1.0,5.0,0.0,0.0,11.0,0.0
2017-07-29,0.0,19.0,32.0,0.0,0.0,3.0,18.0,15.0,1.0,2.0,0.0,0.0,2.0,0.0
2017-07-30,0.0,30.0,56.0,0.0,17.0,0.0,23.0,18.0,4.0,2.0,10.0,0.0,2.0,0.0
2017-07-31,2.0,28.0,17.0,0.0,0.0,0.0,13.0,13.0,40.0,0.0,10.0,0.0,14.0,0.0
2017-08-01,0.0,40.0,55.0,10.0,0.0,0.0,62.0,23.0,0.0,11.0,0.0,0.0,20.0,0.0
2017-08-02,11.0,21.0,30.0,0.0,0.0,0.0,5.0,52.0,0.0,1.0,0.0,0.0,5.0,0.0
2017-08-03,0.0,1.0,61.0,0.0,2.0,0.0,43.0,0.0,20.0,2.0,0.0,0.0,8.0,0.0
2017-08-04,2.0,22.0,16.0,0.0,0.0,3.0,9.0,29.0,32.0,5.0,0.0,0.0,14.0,0.0
2017-08-05,3.0,0.0,9.0,2.0,10.0,0.0,4.0,24.0,20.0,11.0,0.0,0.0,32.0,0.0
2017-08-06,0.0,3.0,29.0,10.0,0.0,3.0,103.0,49.0,10.0,1.0,0.0,0.0,3.0,0.0
2017-08-07,2.0,10.0,63.0,0.0,5.0,0.0,4.0,15.0,11.0,5.0,0.0,0.0,8.0,0.0
2017-08-08,11.0,1.0,51.0,10.0,0.0,0.0,2.0,10.0,46.0,1.0,0.0,0.0,21.0,0.0
2017-08-09,2.0,10.0,22.0,0.0,1.0,0.0,18.0,21.0,43.0,2.0,0.0,0.0,22.0,0.0
2017-08-10,48.0,5.0,20.0,10.0,10.0,10.0,10.0,21.0,42.0,0.0,0.0,0.0,69.0,0.0
2017-08-11,3.0,0.0,69.0,0.0,1.0,37.0,15.0,10.0,23.0,1.0,0.0,0.0,1.0,0.0
2017-08-12,2.0,12.0,18.0,0.0,0.0,0.0,16.0,14.0,31.0,15.0,0.0,0.0,12.0,0.0
2017-08-13,10.0,1.0,59.0,0.0,0.0,0.0,6.0,10.0,49.0,1.0,0.0,0.0,22.0,0.0
2017-08-14,0.0,20.0,71.0,10.0,0.0,0.0,11.0,41.0,33.0,4.0,0.0,0.0,14.0,0.0
2017-08-15,0.0,28.0,103.0,10.0,1.0,1.0,3.0,10.0,20.0,0.0,0.0,0.0,17.0,0.0
2017-08-16,0.0,9.0,34.0,10.0,16.0,1.0,10.0,33.0,24.0,1.0,0.0,4.0,6.0,0.0
2017-08-17,0.0,11.0,84.0,0.0,15.0,31.0,15.0,19.0,0.0,2.0,0.0,0.0,18.0,0.0
2017-08-18,0.0,4.0,26.0,0.0,15.0,4.0,70.0,10.0,0.0,4.0,0.0,0.0,20.0,0.0
2017-08-19,20.0,0.0,54.0,10.0,0.0,0.0,3.0,30.0,11.0,2.0,3.0,1.0,26.0,0.0
2017-08-20,21.0,1.0,102.0,0.0,13.0,1.0,8.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0
2017-08-21,0.0,12.0,71.0,0.0,0.0,6.0,201.0,1.0,10.0,1.0,0.0,0.0,41.0,0.0
2017-08-22,1.0,6.0,48.0,1.0,0.0,3.0,5.0,33.0,8.0,0.0,0.0,0.0,11.0,0.0
2017-08-23,12.0,11.0,19.0,0.0,2.0,11.0,12.0,41.0,42.0,4.0,0.0,0.0,40.0,0.0
2017-08-24,0.0,12.0,104.0,0.0,0.0,1.0,10.0,27.0,3.0,1.0,0.0,0.0,5.0,0.0
2017-08-25,2.0,13.0,114.0,0.0,0.0,2.0,1.0,30.0,10.0,0.0,0.0,2.0,5.0,0.0
2017-08-26,0.0,1.0,12.0,0.0,14.0,1.0,2.0,77.0,14.0,1.0,0.0,0.0,12.0,0.0
2017-08-27,17.0,11.0,85.0,0.0,0.0,0.0,7.0,12.0,0.0,3.0,0.0,0.0,18.0,0.0
2017-08-28,0.0,11.0,65.0,0.0,6.0,23.0,6.0,19.0,2.0,0.0,0.0,0.0,21.0,0.0
2017-08-29,0.0,1.0,40.0,0.0,0.0,0.0,7.0,47.0,5.0,2.0,0.0,0.0,4.0,0.0
2017-08-30,0.0,1.0,234.0,0.0,1.0,12.0,28.0,18.0,1.0,0.0,0.0,0.0,5.0,0.0
2017-08-31,0.0,1.0,13.0,0.0,0.0,0.0,18.0,19.0,3.0,9.0,0.0,1.0,1.0,0.0
2017-09-01,0.0,2.0,21.0,0.0,0.0,0.0,22.0,11.0,11.0,9.0,0.0,0.0,1.0,0.0
2017-09-02,0.0,0.0,35.0,0.0,0.0,0.0,0.0,77.0,0.0,2.0,0.0,0.0,3.0,0.0
2017-09-03,0.0,6.0,22.0,0.0,6.0,0.0,100.0,23.0,1.0,1.0,0.0,0.0,37.0,0.0
2017-09-04,3.0,18.0,57.0,0.0,0.0,0.0,33.0,17.0,1.0,4.0,0.0,0.0,11.0,0.0
2017-09-05,1.0,0.0,50.0,0.0,5.0,1.0,29.0,75.0,10.0,1.0,0.0,10.0,21.0,0.0
2017-09-06,0.0,12.0,25.0,0.0,11.0,1.0,35.0,17.0,13.0,10.0,10.0,2.0,12.0,0.0
2017-09-07,1.0,11.0,14.0,0.0,6.0,8.0,54.0,47.0,21.0,0.0,0.0,0.0,17.0,0.0
2017-09-08,8.0,3.0,55.0,0.0,10.0,23.0,33.0,0.0,10.0,1.0,0.0,10.0,0.0,0.0
2017-09-09,0.0,0.0,48.0,0.0,16.0,0.0,137.0,11.0,43.0,0.0,0.0,10.0,21.0,0.0
2017-09-10,6.0,0.0,54.0,0.0,10.0,0.0,136.0,24.0,0.0,3.0,0.0,0.0,3.0,0.0
2017-09-11,0.0,6.0,37.0,0.0,1.0,4.0,95.0,8.0,11.0,6.0,0.0,0.0,5.0,0.0
2017-09-12,0.0,0.0,22.0,0.0,0.0,1.0,78.0,10.0,10.0,11.0,0.0,0.0,1.0,0.0
2017-09-13,0.0,1.0,20.0,0.0,7.0,0.0,33.0,24.0,0.0,1.0,0.0,0.0,7.0,0.0
2017-09-14,27.0,1.0,4.0,0.0,3.0,4.0,196.0,50.0,10.0,1.0,0.0,0.0,0.0,0.0
2017-09-15,0.0,0.0,23.0,0.0,4.0,0.0,28.0,11.0,37.0,2.0,0.0,0.0,6.0,0.0
2017-09-16,0.0,11.0,36.0,0.0,1.0,0.0,53.0,11.0,4.0,3.0,0.0,0.0,12.0,0.0
2017-09-17,2.0,5.0,37.0,0.0,3.0,0.0,90.0,32.0,10.0,36.0,0.0,0.0,3.0,0.0
2017-09-18,1.0,0.0,26.0,0.0,0.0,1.0,39.0,6.0,0.0,6.0,0.0,0.0,4.0,0.0
2017-09-19,14.0,0.0,19.0,0.0,0.0,0.0,49.0,58.0,0.0,12.0,0.0,0.0,4.0,0.0
2017-09-20,17.0,0.0,32.0,0.0,11.0,13.0,14.0,114.0,12.0,8.0,0.0,0.0,6.0,0.0
2017-09-21,1.0,2.0,40.0,0.0,0.0,1.0,38.0,28.0,22.0,21.0,0.0,1.0,3.0,0.0
2017-09-22,0.0,0.0,10.0,0.0,10.0,1.0,36.0,36.0,15.0,30.0,0.0,0.0,9.0,0.0
2017-09-23,0.0,10.0,10.0,0.0,16.0,0.0,89.0,43.0,25.0,54.0,0.0,0.0,22.0,0.0
2017-09-24,11.0,12.0,7.0,0.0,0.0,3.0,89.0,20.0,10.0,118.0,0.0,0.0,12.0,0.0
2017-09-25,11.0,13.0,51.0,0.0,0.0,12.0,114.0,35.0,0.0,137.0,12.0,1.0,10.0,0.0
2017-09-26,10.0,20.0,26.0,1.0,0.0,7.0,32.0,19.0,0.0,19.0,0.0,11.0,29.0,0.0
2017-09-27,0.0,12.0,40.0,0.0,0.0,1.0,13.0,13.0,2.0,20.0,0.0,0.0,19.0,0.0
2017-09-28,11.0,2.0,35.0,0.0,0.0,4.0,117.0,1.0,10.0,23.0,0.0,0.0,69.0,0.0
2017-09-29,0.0,21.0,48.0,0.0,3.0,5.0,121.0,10.0,51.0,54.0,0.0,0.0,82.0,0.0
2017-09-30,10.0,0.0,0.0,0.0,0.0,1.0,55.0,11.0,39.0,28.0,0.0,0.0,2.0,0.0
2017-10-01,0.0,0.0,8.0,0.0,0.0,0.0,66.0,11.0,21.0,1.0,0.0,0.0,27.0,0.0
2017-10-02,0.0,17.0,32.0,0.0,24.0,0.0,51.0,1.0,47.0,1.0,0.0,1.0,4.0,0.0
2017-10-03,0.0,7.0,67.0,0.0,0.0,0.0,27.0,12.0,0.0,8.0,0.0,0.0,3.0,0.0
2017-10-04,0.0,1.0,37.0,0.0,1.0,0.0,139.0,12.0,11.0,1.0,0.0,0.0,9.0,0.0
2017-10-05,0.0,1.0,14.0,0.0,0.0,0.0,146.0,0.0,0.0,2.0,0.0,0.0,18.0,0.0
2017-10-06,15.0,7.0,69.0,0.0,0.0,1.0,54.0,1.0,20.0,13.0,0.0,0.0,44.0,0.0
2017-10-07,0.0,3.0,10.0,0.0,10.0,3.0,40.0,14.0,18.0,23.0,0.0,0.0,21.0,0.0
2017-10-08,1.0,1.0,30.0,0.0,1.0,2.0,26.0,38.0,1.0,22.0,0.0,0.0,6.0,0.0
2017-10-09,13.0,0.0,8.0,0.0,0.0,2.0,17.0,29.0,1.0,3.0,0.0,0.0,1.0,0.0
2017-10-10,1.0,11.0,4.0,0.0,0.0,0.0,14.0,12.0,1.0,4.0,0.0,0.0,11.0,0.0
2017-10-11,1.0,0.0,8.0,0.0,13.0,10.0,95.0,3.0,79.0,66.0,0.0,0.0,1.0,0.0
2017-10-12,38.0,0.0,30.0,0.0,0.0,50.0,7.0,20.0,0.0,0.0,0.0,0.0,32.0,0.0
2017-10-13,6.0,15.0,5.0,0.0,0.0,6.0,7.0,17.0,30.0,1.0,0.0,0.0,11.0,0.0
2017-10-14,2.0,1.0,0.0,0.0,0.0,2.0,26.0,1.0,4.0,14.0,0.0,0.0,1.0,0.0
2017-10-15,12.0,50.0,0.0,0.0,11.0,1.0,16.0,10.0,20.0,1.0,1.0,0.0,7.0,0.0
2017-10-16,0.0,3.0,27.0,0.0,5.0,1.0,24.0,8.0,11.0,1.0,0.0,0.0,8.0,0.0
2017-10-17,0.0,0.0,0.0,0.0,5.0,28.0,51.0,5.0,31.0,0.0,0.0,0.0,7.0,0.0
2017-10-18,0.0,0.0,0.0,0.0,0.0,18.0,25.0,29.0,40.0,9.0,0.0,1.0,18.0,0.0
2017-10-19,10.0,3.0,1.0,0.0,1.0,16.0,51.0,26.0,34.0,0.0,0.0,0.0,10.0,0.0
2017-10-20,0.0,11.0,1.0,0.0,5.0,3.0,31.0,10.0,3.0,2.0,0.0,0.0,19.0,0.0
2017-10-21,0.0,0.0,0.0,0.0,16.0,1.0,22.0,42.0,4.0,2.0,0.0,0.0,19.0,0.0
2017-10-22,0.0,2.0,0.0,0.0,10.0,2.0,27.0,57.0,22.0,0.0,0.0,0.0,1.0,0.0
2017-10-23,3.0,11.0,1.0,0.0,7.0,12.0,26.0,3.0,0.0,4.0,0.0,0.0,5.0,0.0
2017-10-24,2.0,0.0,3.0,0.0,10.0,5.0,17.0,1.0,10.0,7.0,0.0,0.0,1.0,0.0
2017-10-25,5.0,0.0,0.0,0.0,26.0,4.0,94.0,30.0,10.0,2.0,0.0,10.0,0.0,0.0
2017-10-26,2.0,0.0,0.0,0.0,0.0,4.0,31.0,23.0,15.0,2.0,0.0,1.0,31.0,0.0
2017-10-27,0.0,1.0,16.0,0.0,10.0,6.0,9.0,28.0,20.0,3.0,0.0,0.0,0.0,0.0
2017-10-28,0.0,0.0,0.0,0.0,0.0,2.0,86.0,111.0,0.0,3.0,0.0,0.0,20.0,0.0
2017-10-29,10.0,11.0,1.0,0.0,1.0,7.0,103.0,52.0,0.0,4.0,0.0,0.0,13.0,0.0
2017-10-30,0.0,1.0,0.0,0.0,0.0,5.0,32.0,36.0,12.0,1.0,0.0,0.0,9.0,0.0
2017-10-31,0.0,1.0,0.0,0.0,0.0,2.0,23.0,14.0,11.0,1.0,0.0,0.0,18.0,0.0
2017-11-01,0.0,4.0,9.0,1.0,21.0,3.0,66.0,63.0,51.0,2.0,0.0,0.0,7.0,0.0
2017-11-02,10.0,21.0,0.0,0.0,11.0,0.0,46.0,37.0,0.0,1.0,0.0,0.0,17.0,0.0
2017-11-03,0.0,1.0,1.0,0.0,1.0,2.0,37.0,10.0,0.0,0.0,0.0,55.0,22.0,0.0
2017-11-04,11.0,0.0,0.0,0.0,12.0,3.0,130.0,1.0,11.0,11.0,1.0,29.0,16.0,0.0
2017-11-05,20.0,19.0,9.0,1.0,0.0,0.0,123.0,43.0,2.0,9.0,0.0,7.0,2.0,0.0
2017-11-06,12.0,11.0,4.0,0.0,0.0,0.0,49.0,19.0,0.0,9.0,0.0,0.0,0.0,0.0
2017-11-07,11.0,20.0,2.0,3.0,8.0,0.0,36.0,32.0,1.0,10.0,0.0,0.0,34.0,0.0
2017-11-08,0.0,0.0,1.0,0.0,0.0,0.0,15.0,33.0,10.0,2.0,0.0,0.0,8.0,0.0
2017-11-09,0.0,0.0,8.0,0.0,0.0,1.0,34.0,12.0,1.0,3.0,0.0,0.0,2.0,0.0
2017-11-10,4.0,0.0,3.0,0.0,2.0,4.0,29.0,0.0,1.0,11.0,11.0,0.0,1.0,0.0
2017-11-11,69.0,17.0,0.0,0.0,20.0,12.0,90.0,10.0,11.0,3.0,0.0,0.0,3.0,0.0
2017-11-12,7.0,5.0,2.0,0.0,12.0,10.0,81.0,20.0,0.0,2.0,0.0,0.0,2.0,0.0
2017-11-13,16.0,86.0,4.0,0.0,3.0,0.0,41.0,12.0,0.0,1.0,0.0,0.0,8.0,0.0
2017-11-14,0.0,7.0,0.0,0.0,2.0,3.0,29.0,25.0,0.0,4.0,0.0,0.0,65.0,0.0
2017-11-15,0.0,19.0,8.0,0.0,12.0,2.0,48.0,34.0,1.0,3.0,0.0,0.0,32.0,0.0
2017-11-16,1.0,7.0,3.0,1.0,9.0,1.0,61.0,27.0,1.0,0.0,0.0,0.0,67.0,0.0
2017-11-17,1.0,2.0,2.0,0.0,10.0,0.0,71.0,68.0,0.0,3.0,0.0,0.0,31.0,0.0
2017-11-18,0.0,3.0,0.0,0.0,10.0,0.0,24.0,20.0,0.0,1.0,0.0,1.0,26.0,0.0
2017-11-19,0.0,10.0,1.0,0.0,3.0,1.0,64.0,28.0,23.0,1.0,0.0,1.0,40.0,0.0
2017-11-20,0.0,0.0,0.0,0.0,8.0,0.0,8.0,43.0,0.0,2.0,0.0,13.0,39.0,0.0
2017-11-21,0.0,0.0,2.0,0.0,0.0,0.0,21.0,20.0,0.0,0.0,0.0,0.0,17.0,0.0
2017-11-22,0.0,10.0,1.0,0.0,0.0,1.0,3.0,30.0,0.0,2.0,0.0,0.0,61.0,0.0
2017-11-23,0.0,11.0,6.0,48.0,1.0,0.0,28.0,20.0,1.0,13.0,0.0,0.0,25.0,0.0
2017-11-24,0.0,13.0,1.0,0.0,0.0,0.0,35.0,20.0,0.0,2.0,0.0,0.0,1.0,0.0
2017-11-25,0.0,12.0,9.0,0.0,0.0,0.0,28.0,30.0,10.0,10.0,0.0,0.0,36.0,0.0
2017-11-26,0.0,0.0,5.0,0.0,0.0,0.0,85.0,23.0,0.0,1.0,0.0,0.0,56.0,0.0
2017-11-27,0.0,10.0,23.0,0.0,0.0,0.0,19.0,12.0,6.0,0.0,0.0,0.0,29.0,0.0
2017-11-28,1.0,25.0,2.0,0.0,0.0,2.0,33.0,33.0,2.0,0.0,0.0,0.0,30.0,0.0
2017-11-29,0.0,12.0,5.0,0.0,0.0,10.0,30.0,11.0,0.0,1.0,0.0,0.0,41.0,0.0
2017-11-30,0.0,0.0,7.0,6.0,1.0,0.0,6.0,16.0,9.0,2.0,0.0,0.0,22.0,0.0
2017-12-01,0.0,10.0,6.0,0.0,0.0,0.0,41.0,0.0,0.0,3.0,0.0,0.0,21.0,0.0
2017-12-02,0.0,11.0,1.0,0.0,1.0,4.0,8.0,10.0,0.0,0.0,0.0,0.0,24.0,0.0
2017-12-03,0.0,12.0,3.0,0.0,0.0,0.0,15.0,10.0,10.0,8.0,0.0,0.0,35.0,0.0
2017-12-04,5.0,20.0,2.0,0.0,3.0,0.0,67.0,34.0,20.0,3.0,0.0,0.0,7.0,0.0
2017-12-05,0.0,10.0,4.0,0.0,3.0,0.0,29.0,41.0,15.0,2.0,0.0,0.0,7.0,0.0
2017-12-06,0.0,15.0,7.0,0.0,0.0,0.0,50.0,0.0,0.0,2.0,10.0,0.0,16.0,0.0
2017-12-07,0.0,0.0,4.0,0.0,0.0,8.0,3.0,82.0,0.0,0.0,0.0,0.0,12.0,0.0
2017-12-08,0.0,2.0,2.0,0.0,0.0,0.0,8.0,11.0,1.0,12.0,0.0,0.0,1.0,0.0
2017-12-09,0.0,10.0,4.0,0.0,0.0,5.0,16.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0
2017-12-10,0.0,10.0,1.0,0.0,0.0,0.0,46.0,7.0,0.0,18.0,0.0,0.0,10.0,0.0
2017-12-11,0.0,7.0,6.0,0.0,0.0,1.0,10.0,6.0,0.0,30.0,0.0,0.0,21.0,0.0
2017-12-12,0.0,0.0,2.0,0.0,0.0,1.0,37.0,11.0,8.0,11.0,0.0,0.0,24.0,0.0
2017-12-13,1.0,3.0,0.0,0.0,0.0,2.0,57.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0
2017-12-14,0.0,1.0,13.0,0.0,0.0,1.0,10.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0
2017-12-15,1.0,0.0,1.0,1.0,0.0,0.0,9.0,13.0,0.0,3.0,0.0,0.0,2.0,0.0
2017-12-16,10.0,0.0,5.0,0.0,0.0,0.0,34.0,0.0,2.0,10.0,0.0,10.0,4.0,0.0
2017-12-17,0.0,1.0,5.0,0.0,0.0,2.0,11.0,10.0,0.0,10.0,0.0,0.0,2.0,0.0
2017-12-18,0.0,2.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,22.0,0.0
2017-12-19,10.0,5.0,1.0,0.0,5.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0
2017-12-20,10.0,1.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,49.0,0.0,0.0,3.0,0.0
2017-12-21,0.0,3.0,3.0,0.0,0.0,0.0,4.0,12.0,0.0,2.0,0.0,0.0,6.0,0.0
2017-12-22,0.0,9.0,3.0,0.0,0.0,0.0,17.0,11.0,0.0,0.0,1.0,0.0,2.0,0.0
2017-12-23,0.0,0.0,0.0,0.0,0.0,1.0,22.0,10.0,0.0,1.0,0.0,0.0,35.0,0.0
2017-12-24,0.0,0.0,5.0,0.0,1.0,2.0,16.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0
2017-12-25,0.0,1.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,24.0,0.0,0.0,1.0,0.0
2017-12-26,0.0,0.0,2.0,0.0,0.0,0.0,6.0,7.0,0.0,13.0,0.0,0.0,1.0,0.0
2017-12-27,0.0,12.0,2.0,0.0,0.0,0.0,45.0,19.0,0.0,3.0,0.0,0.0,9.0,0.0
2017-12-28,5.0,12.0,3.0,0.0,0.0,0.0,1.0,16.0,2.0,39.0,0.0,0.0,1.0,0.0
2017-12-29,0.0,0.0,3.0,0.0,0.0,0.0,4.0,28.0,10.0,5.0,0.0,0.0,18.0,0.0
2017-12-30,0.0,0.0,8.0,0.0,0.0,5.0,71.0,0.0,0.0,13.0,0.0,0.0,28.0,0.0
2017-12-31,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,11.0,0.0,0.0,8.0,0.0
2018-01-01,0.0,4.0,2.0,0.0,0.0,3.0,40.0,10.0,5.0,8.0,0.0,0.0,70.0,0.0
2018-01-02,11.0,1.0,1.0,0.0,0.0,0.0,29.0,3.0,12.0,48.0,0.0,0.0,21.0,0.0
2018-01-03,0.0,2.0,2.0,0.0,0.0,0.0,14.0,40.0,0.0,20.0,0.0,0.0,88.0,0.0
2018-01-04,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,85.0,0.0
2018-01-05,0.0,0.0,1.0,0.0,0.0,0.0,8.0,10.0,2.0,20.0,0.0,0.0,21.0,0.0
2018-01-06,10.0,3.0,0.0,0.0,11.0,1.0,14.0,2.0,2.0,64.0,0.0,0.0,67.0,0.0
2018-01-07,0.0,1.0,1.0,0.0,0.0,0.0,37.0,10.0,1.0,107.0,0.0,0.0,32.0,0.0
2018-01-08,1.0,10.0,2.0,0.0,0.0,1.0,5.0,0.0,4.0,116.0,0.0,0.0,42.0,0.0
2018-01-09,0.0,2.0,0.0,0.0,6.0,4.0,4.0,483.0,4.0,11.0,0.0,0.0,53.0,0.0
2018-01-10,1.0,4.0,0.0,0.0,0.0,14.0,12.0,4.0,3.0,65.0,0.0,0.0,11.0,0.0
2018-01-11,5.0,0.0,1.0,0.0,0.0,0.0,23.0,35.0,3.0,115.0,0.0,0.0,8.0,0.0
2018-01-12,6.0,2.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,47.0,0.0,0.0,53.0,0.0
2018-01-13,0.0,4.0,1.0,0.0,0.0,0.0,6.0,1.0,4.0,60.0,0.0,0.0,38.0,0.0
2018-01-14,0.0,0.0,2.0,0.0,14.0,2.0,6.0,1.0,0.0,13.0,0.0,0.0,13.0,0.0
2018-01-15,0.0,11.0,1.0,0.0,0.0,1.0,14.0,4.0,0.0,6.0,0.0,0.0,19.0,0.0
2018-01-16,0.0,6.0,0.0,0.0,0.0,5.0,5.0,1.0,8.0,36.0,0.0,0.0,20.0,0.0
2018-01-17,10.0,2.0,0.0,0.0,1.0,10.0,3.0,0.0,0.0,40.0,0.0,0.0,4.0,0.0
2018-01-18,0.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,25.0,0.0,0.0,3.0,0.0
2018-01-19,0.0,3.0,3.0,0.0,1.0,0.0,37.0,0.0,0.0,7.0,0.0,0.0,11.0,0.0
2018-01-20,0.0,17.0,0.0,0.0,1.0,0.0,167.0,1.0,0.0,19.0,3.0,0.0,19.0,0.0
2018-01-21,0.0,87.0,1.0,0.0,0.0,1.0,12.0,2.0,0.0,15.0,0.0,0.0,8.0,0.0
2018-01-22,7.0,40.0,0.0,0.0,12.0,4.0,8.0,1.0,0.0,40.0,46.0,0.0,19.0,0.0
2018-01-23,0.0,23.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,14.0,10.0,0.0,7.0,0.0
2018-01-24,0.0,26.0,1.0,0.0,0.0,10.0,31.0,0.0,0.0,44.0,1.0,0.0,10.0,0.0
2018-01-25,0.0,37.0,2.0,0.0,15.0,0.0,39.0,0.0,0.0,23.0,0.0,0.0,1.0,0.0
2018-01-26,0.0,53.0,2.0,0.0,0.0,0.0,44.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
2018-01-27,15.0,29.0,2.0,0.0,0.0,13.0,0.0,0.0,3.0,23.0,0.0,0.0,4.0,0.0
2018-01-28,0.0,54.0,2.0,0.0,0.0,1.0,4.0,2.0,2.0,22.0,0.0,0.0,19.0,0.0
2018-01-29,1.0,21.0,2.0,0.0,1.0,19.0,14.0,0.0,0.0,44.0,0.0,0.0,1.0,0.0
2018-01-30,1.0,26.0,0.0,0.0,0.0,5.0,17.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0
2018-01-31,0.0,28.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,16.0,0.0,0.0,14.0,0.0
2018-02-01,0.0,70.0,2.0,0.0,11.0,0.0,11.0,2.0,0.0,17.0,0.0,0.0,39.0,0.0
2018-02-02,2.0,30.0,1.0,0.0,0.0,0.0,19.0,10.0,0.0,24.0,0.0,0.0,16.0,0.0
