Split,,Split 1,Split 1,Split 2,Split 2,Split 3,Split 3,Split 4,Split 4,Split 5,Split 5
Type,,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive
Country,Prediction horizon,,,,,,,,,,
Burkina Faso,1,0.820060890139888,0.5251494969230773,1.0308837924021041,1.0892749853846164,0.4437454490497412,0.29842749153846176,12.525710223129327,13.582405000769226,1.3344511195463282,0.7725643592307685
Burkina Faso,2,0.7303666997923609,0.7057626792307654,1.0952280606410896,1.0018424523076936,0.8182040138769444,0.4950651523076954,19.06109355922089,20.054478970769228,1.5056979282115333,0.792991087692309
Burkina Faso,3,1.395628103405423,1.2196271653846158,1.9472376279897714,1.5732243553846172,2.9034913449109276,2.1228751053846175,30.166919389330204,30.782067710769226,1.7995257070360506,0.8850359184615366
Burkina Faso,4,1.2392852125499465,1.3303452092307693,3.2708096995273914,2.6481662169230753,3.904785095151823,2.756280497692314,27.213605411697763,27.002522327692304,5.548705188361317,3.033985349999997
Burkina Faso,5,1.4772573291379443,1.8482031515384625,4.4207155428916955,4.135514947692318,6.2932063008808345,4.5325876276923145,28.69926799145733,28.29050513384616,7.908936812506871,4.455623696153847
Burkina Faso,6,2.0713021246764045,2.306871314615385,6.676168215971357,6.035153701538463,9.408973268586577,7.083303196923082,35.51094042403311,34.73126945307693,10.038042177507586,5.3435318361538435
Burkina Faso,7,2.1561015218584156,2.1705447207692306,8.210553639961777,6.888656765384619,11.048161931562369,7.726112800769238,34.45476432547576,32.92538692692308,9.623280066060321,4.3792383753846105
Burkina Faso,8,3.4066440332399486,4.056832899230773,11.587400745299458,9.891178039230782,12.799284245876022,8.123783337692304,37.52077200266285,35.803725243076926,9.881237032576633,4.5844272076923085
Burkina Faso,9,5.370387911697274,5.556114250000016,12.455348666901072,9.58941813153846,14.372745651038109,8.20789450538462,32.59723150746342,31.55250554769232,10.3381560940201,5.159445296923076
Burkina Faso,10,7.462750923734011,7.4816456607692325,13.899265652788342,10.736694279230772,16.28532661581161,9.525582062307693,8.35337423667881,6.977990778461537,14.115182889344474,5.896801978461535
Burkina Faso,11,10.175803406584972,11.012607553846161,17.4812713221155,13.87106331153847,14.686531165471884,7.411788251538463,10.531829924763464,8.280603786923077,17.768646401760712,7.7918081230769225
Burkina Faso,12,13.149604022081112,13.141066711538468,24.00981594842451,18.57491037076925,13.366349339712814,5.958353103076921,12.310237917326454,8.894175589230777,21.563377387732714,9.539948576153842
Burkina Faso,13,13.48572614199591,13.118799018461543,27.801328913586346,21.31623450538463,14.850329459978866,6.556882066153853,14.122980628984454,9.791470434615384,32.04377167533528,12.116166155384612
Burkina Faso,14,15.21886339917957,14.363199678461543,29.16205186839746,23.01516586230773,16.633795394060083,7.444622355384622,18.796057861399653,13.64735624769231,38.88469322622555,14.513375493076918
Burkina Faso,15,17.86383637390628,15.96448982384616,30.41451187580988,22.723194174615404,16.637344953212544,7.733274386153847,16.708828680260204,11.880973661538473,41.784613607285046,15.250302496923082
Burkina Faso,16,17.857925080867524,15.517711206923103,31.255639510702785,23.910343107692334,15.806663597134957,7.221756638461536,14.474695339289017,10.872358743076925,48.12471372114564,17.675987416923082
Burkina Faso,17,21.071659615700092,16.874006544615384,34.222465371854426,24.43607536307695,14.218343454916319,6.382403943076922,14.13980303376876,10.753117684615383,50.34518919350561,17.344184287692308
Burkina Faso,18,22.389432900110197,17.542488892307723,36.63586186205226,24.49304608384617,15.770455512648788,5.601352130769234,14.714460494771638,10.807091492307697,45.9185699405051,14.407019454615384
Burkina Faso,19,23.557838958247775,17.208688026153848,44.66737857374506,29.544725035384637,13.798707230535426,5.2481719400000015,17.785049849185395,12.413643191538467,44.945087994132614,14.844633760000004
Burkina Faso,20,23.99099773704613,18.034900675384613,47.1052294190029,28.25955468538464,15.230790547915706,5.697383441538464,20.958157680378374,13.91379207307693,46.59524947034338,15.099892674615385
Burkina Faso,21,26.99073080182535,19.3297500123077,52.179024645615456,29.542621922307724,20.25082457531386,6.909424647692301,24.38212740012584,15.90958191153847,54.10989002454558,17.61477215384616
Burkina Faso,22,26.463231622713483,17.397943573076926,56.840913220274984,34.18135209846155,23.84382768780915,7.749509009999998,28.639829389658377,15.66600238000001,53.17411593733043,18.56352430384616
Burkina Faso,23,25.862157780182393,15.614420770769225,55.718541676094404,34.057950730769264,26.05787069334444,7.465905838461533,36.321992870966355,17.80495293461539,51.627250414809744,18.21823575461539
Burkina Faso,24,31.85500359943068,20.140848484615375,58.236202217565065,39.483944824615406,32.05893508311162,8.530343853076932,49.04843901542881,22.213454327692304,53.15288024392003,19.220787346153834
Burkina Faso,25,34.55556186582128,22.428643703076904,57.57093482818823,40.80903720384618,31.18901115437607,6.572893151538462,52.36260064286701,21.278654069999998,50.673674149397634,17.361216870769233
Burkina Faso,26,36.24468548287747,22.191275244615376,64.56163106180237,50.26729952923078,31.245482226498822,6.756267025384615,57.699377506992896,21.479340203846146,46.91142226258081,16.729650749999998
Burkina Faso,27,37.74149749337231,22.515555019999983,63.116043365521584,50.733152895384606,32.072829769188,8.125272608461533,57.28766486995438,20.533819519230764,47.473963439009296,16.72324981384616
Burkina Faso,28,35.9488387909922,25.00629651307691,62.81495090250409,50.11032573230772,29.915081351561525,6.691628606153846,49.630494338159636,20.175703159999994,54.952240065850205,18.714843626153844
Burkina Faso,29,30.59486683251898,25.380957159999976,74.1174898387046,57.73647908384617,30.10173879634202,7.112947657692311,47.874690912196634,27.074801197692302,51.37205734931221,18.375987931538468
Burkina Faso,30,32.276785355246204,27.213863054615345,85.51576585656464,60.812086648461566,31.04452952401022,7.273949489999998,38.55176770661936,30.452512323846154,53.05973001314732,20.33240786615384
