"SvyDate","Date","Dmgrph","DmgrphCode","Mean_crrnt","Pop","PopNmbr"
"2018-7-23_2018-8-22",2018-08-22,Abyan,3407,37.4219,583193,218241
"2018-7-23_2018-8-22",2018-08-22,Aden,3409,35.6284,953907,339861
"2018-7-23_2018-8-22",2018-08-22,Al Bayda,3410,39.1018,770257,301184
"2018-7-23_2018-8-22",2018-08-22,Al Dhale'e,3408,43.9762,753302,331273
"2018-7-23_2018-8-22",2018-08-22,Al Hudaydah,3411,52.0974,3315493,1727284
"2018-7-23_2018-8-22",2018-08-22,Al Jawf,3412,61.9115,589218,364793
"2018-7-23_2018-8-22",2018-08-22,Al Maharah,3413,16.8984,159396,26935
"2018-7-23_2018-8-22",2018-08-22,Al Mahwit,3414,61.8678,749952,463978
"2018-7-23_2018-8-22",2018-08-22,Amanat Al Asimah,144969,52.9232,2963191,1568216
"2018-7-23_2018-8-22",2018-08-22,Amran,3415,51.086,1173354,599419
"2018-7-23_2018-8-22",2018-08-22,Dhamar,3416,64.1096,2064401,1323479
"2018-7-23_2018-8-22",2018-08-22,Hadramaut,900100,38.3031,1409349,539824
"2018-7-23_2018-8-22",2018-08-22,Socotra,900101,38.3031,58723,22492
"2018-7-23_2018-8-22",2018-08-22,Hajjah,3418,66.6986,2187109,1458770
"2018-7-23_2018-8-22",2018-08-22,Ibb,3419,60.7975,3016766,1834117
"2018-7-23_2018-8-22",2018-08-22,Lahj,3420,44.7827,1027981,460357
"2018-7-23_2018-8-22",2018-08-22,Marib,3421,60.49,368454,222877
"2018-7-23_2018-8-22",2018-08-22,Raymah,144971,56.3011,622101,350249
"2018-7-23_2018-8-22",2018-08-22,Sa'ada,3422,46.4355,923595,428876
"2018-7-23_2018-8-22",2018-08-22,Sana'a,3423,52.6679,1497112,788496
"2018-7-23_2018-8-22",2018-08-22,Shabwah,3424,34.3022,649970,222954
"2018-7-23_2018-8-22",2018-08-22,Taizz,3425,50.919,3011994,1533678
"2018-7-24_2018-8-23",2018-08-23,Abyan,3407,37.3462,583193,217800
"2018-7-24_2018-8-23",2018-08-23,Aden,3409,30.4678,953907,290634
"2018-7-24_2018-8-23",2018-08-23,Al Bayda,3410,38.4446,770257,296122
"2018-7-24_2018-8-23",2018-08-23,Al Dhale'e,3408,44.5241,753302,335400
"2018-7-24_2018-8-23",2018-08-23,Al Hudaydah,3411,53.3952,3315493,1770313
