"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2017,1,1,0,0
2017,1,2,0,0
2017,1,3,0.042,0
2017,2,1,1.042,0.333
2017,2,2,2.417,0.625
2017,2,3,1,0.208
2017,3,1,1.5,0.375
2017,3,2,1.208,0.583
2017,3,3,1.375,1
2017,4,1,0.375,0.083
2017,4,2,0,0.25
2017,4,3,0,0.625
2017,5,1,2.417,0
2017,5,2,2,0.042
2017,5,3,1.083,0
2017,6,1,0,0
2017,6,2,0,0
2017,6,3,0,0
2017,7,1,1.208,0.625
2017,7,2,1.583,0.833
2017,7,3,0.833,1
2017,8,1,1.75,0.292
2017,8,2,1.375,0.208
2017,8,3,2.292,0.708
2017,9,1,4.917,1.375
2017,9,2,2.875,1.833
2017,9,3,4.042,1.292
2017,10,1,0.292,0.292
2017,10,2,0.042,0
2017,10,3,0,0.042
2017,11,1,0,0
2017,11,2,0,0
2017,11,3,0.042,0
2017,12,1,0.958,1
2017,12,2,1,1
2017,12,3,1,1
2018,1,1,0.042,0
2018,1,2,0,0
2018,1,3,0.042,0
2018,2,1,1.042,0.333
2018,2,2,1.042,0.625
2018,2,3,1,0.208
2018,3,1,1,0.375
2018,3,2,1.042,0.583
2018,3,3,1,1
2018,4,1,0,0.083
2018,4,2,0,0.25
2018,4,3,1.125,0.625
2018,5,1,0.667,0
2018,5,2,5.5,0.042
2018,5,3,1.125,0
2018,6,1,0.375,0
2018,6,2,0,0
2018,6,3,0,0
2018,7,1,1.917,0.625
2018,7,2,0.875,0.833
2018,7,3,0.708,1
2018,8,1,0.333,0.292
2018,8,2,0.333,0.208
2018,8,3,1.333,0.708
2018,9,1,1.208,1.375
2018,9,2,5.083,1.833
2018,9,3,2.333,1.292
2018,10,1,0.667,0.292
2018,10,2,1.083,0
2018,10,3,0.125,0.042
2018,11,1,0,0
2018,11,2,0,0
2018,11,3,0,0
2018,12,1,0.958,1
2018,12,2,1,1
2018,12,3,1,1
2019,1,1,0,0
2019,1,2,0,0
2019,1,3,0,0
2019,2,1,1,0.333
2019,2,2,1.042,0.625
2019,2,3,0.958,0.208
2019,3,1,1,0.375
2019,3,2,1,0.583
2019,3,3,1,1
2019,4,1,0,0.083
2019,4,2,0,0.25
2019,4,3,0,0.625
2019,5,1,0.042,0
2019,5,2,2.792,0.042
2019,5,3,1.208,0
2019,6,1,0.958,0
2019,6,2,0,0
2019,6,3,0,0
2019,7,1,0.958,0.625
2019,7,2,1.042,0.833
2019,7,3,3.083,1
2019,8,1,0.125,0.292
2019,8,2,0.292,0.208
2019,8,3,1.125,0.708
2019,9,1,1.917,1.375
2019,9,2,2.583,1.833
2019,9,3,5.875,1.292
2019,10,1,2.792,0.292
2019,10,2,0.375,0
2019,10,3,0.042,0.042
2019,11,1,0.042,0
2019,11,2,0,0
2019,11,3,0.167,0
2019,12,1,1,1
2019,12,2,1.917,1
2019,12,3,2,1