Split,,Split 1,Split 1,Split 2,Split 2,Split 3,Split 3
Type,,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive
Country,AdminStrata,,,,,,
Niger,Agadez,13.21731865380835,1.29685980966962,233.92763419081126,6.1701782219366175,117.85737234099038,7.591162742391412
Niger,Diffa,84.06531942132303,89.53341436192709,116.75951526015557,10.050773105486202,147.56830059101546,2.6390447027260877
Niger,Dosso,4.556045120549355,26.905333204016678,108.1960594097179,9.16760158867663,227.7141904813983,4.211859000837598
Niger,Maradi,6.616948686021839,19.450683895725597,230.59090540358952,30.538770226172893,122.94777832867352,14.201716393342766
Niger,Niamey,2.6601441198782547,5.9924851161137065,96.18918169205045,20.83354651408104,177.16389295090573,1.7334571810476553
Niger,Tahoua,14.711008946117467,12.841120133193824,345.0687650221007,70.89411166212118,54.28963315109486,54.58521894521591
Niger,Tillaberi,92.62488270522734,63.891559379735675,183.88105036615585,13.40687229647459,90.47603286580869,31.39739557339736
Niger,Zinder,6.982538264419042,18.875342351464308,126.6892274579561,7.849407950469166,147.1813045471973,2.395696344095284
