Country,Niger,Niger,Niger,Niger,Niger,Niger
Split,Split 1,Split 1,Split 2,Split 2,Split 3,Split 3
Type,r2_model,r2_naive,r2_model,r2_naive,r2_model,r2_naive
Prediction horizon,,,,,,
1,0.9360066772391462,0.9052169983621059,0.9684330677073107,0.9865434125658815,0.9221274807873954,0.9602765500921153
2,0.8658553452116675,0.7614335664444735,0.9349104783043624,0.9414430455849992,0.7736923004135061,0.9059874470612488
3,0.7133735724965589,0.6489093550667371,0.8701079170172155,0.8812146448640696,0.4014632303781588,0.6683126392457266
4,0.4236866513189447,0.3051945211855459,0.7753406427696494,0.8163414395036426,0.30739813489621903,0.7772963207013517
5,0.032180582844957284,-0.11577003348370907,0.5995756839148403,0.6984248207447841,0.0002890822463146314,0.5133864490762707
6,0.10927880621749564,-0.004540035629188477,0.30555618324629996,0.49122668616624254,-0.41914229258057945,0.30598234345544095
7,0.08604595457639974,-0.04216084580097146,0.21495492908981384,0.5092966377782526,-0.37592776886976553,0.36754455638606587
8,0.1201529116720439,-0.0392077991208124,0.13334540187563193,0.5325040041473863,-0.6565627372103935,0.08120811014230012
9,-0.04046157496998637,-0.2836525036645998,0.09171902961560552,0.5262791083084251,-0.45309324961524755,0.1339324545414855
10,-0.04148959827562315,-0.2757692225681214,-0.018825062978462093,0.43220637764471825,-0.8965810485862349,-0.3971102039586125
11,-0.03051706833859802,-0.3832057333682566,-0.04827090114057486,0.4088908354300028,-1.1756820136047192,-0.9113051992720687
12,-0.002548785416742305,-0.2746533087251952,-0.04661160801089981,0.4215333003417201,-1.5935918834643261,-1.5150734555403256
13,0.0921008093147817,-0.2520534365644942,0.039975020097715586,0.2524367405902417,-0.9296531310942318,-1.1836876053045318
14,0.09896041703809677,-0.2886136694756807,0.09146693813726059,0.2255935711572209,-0.8825970622037504,-1.1020932951757487
15,0.15879417898134174,-0.28337820911329326,0.08770148457724425,0.2705595669515536,-1.2227687013635338,-1.3822199501198233
16,0.12917199079530306,-0.42355846757695614,-0.16035461002856177,0.2995958917586037,-2.2867979279225072,-1.6427491212945808
17,-0.16336295410384905,-0.7916515657672196,-0.7139484644311413,0.29466994080635367,-3.72305188380286,-1.6087265601749285
18,-0.2733780386786968,-0.9429445191046024,-1.7562884540617172,0.307402714049288,-4.954373816220988,-1.7995605794097234
19,-0.4496542703965274,-1.0926204204223167,-3.8435840991401378,0.042652296603417406,-7.882104288183907,-1.2731451639292626
20,-0.7300132932470069,-1.0948204268134156,-6.135665990611405,0.1307370939772181,-9.098305462564888,-1.16131861239468
21,-0.8494606558103783,-1.0212938458788163,-10.472539232407506,0.1004022352509173,-13.54943291394383,-0.9008196915697293
22,-1.2446183874364167,-1.0658340387299674,-15.947288743559131,-0.10142872480817555,-17.502266225510436,-1.221373344566267
23,-1.0855248257510892,-0.7996492143885527,-24.59433565986651,-0.4975199895339024,-25.912082163437255,-0.8426343007939967
24,-1.2421737669155486,-0.8949307172993333,-33.773478828460355,-0.8580451037724621,-44.56621512147077,-1.2514118181444398
25,-1.4130315799375128,-1.0009454455440832,-38.051879372811364,-0.9940855687382852,-50.066882822906514,-1.0720922705960443
26,-1.7519524750838356,-1.220586322840195,-41.74804149970188,-1.0674307910010907,-73.21476559124461,-1.6513679810881001
27,-1.7671463451375153,-1.3009588126191587,-34.71285301879646,-0.5531632352578242,-76.21764998040202,-1.5674578398022465
28,-1.4048395709441568,-1.3167723277343049,-37.282570666020725,-0.7727337407818291,-71.28807694080105,-1.1548493298763334
29,-0.9474323556084607,-1.265570961163803,-33.03430240916734,-0.8815008312429353,-87.13125897444058,-1.874277044908827
30,-0.5632332576033519,-1.2331099237956091,-53.7163296631579,-1.942183267400876,-90.82111631735627,-1.5977623489491783
