Country,Burkina Faso,Burkina Faso,Burkina Faso,Burkina Faso,Burkina Faso,Burkina Faso,Burkina Faso,Burkina Faso,Burkina Faso,Burkina Faso
11,0.9713003401289263,0.967016251783951,0.916047474267757,0.9309386632913063,0.8785356102892214,0.9366919649507846,0.898978582113745,0.914777888260453,0.7921271274025206,0.9094517398551066
12,0.9597504826474915,0.9598721767029114,0.8835482456541656,0.9069958284128279,0.8577753385665137,0.9473089231068637,0.8914406284227622,0.9102781523973165,0.7445211131561821,0.878196522353178
13,0.9574203286788285,0.9600085474704366,0.8656037267578188,0.8879125380854269,0.8205159060777448,0.9439796285858176,0.881052794046756,0.9037876587572659,0.6730505640620823,0.8660809297949856
14,0.9545273195195677,0.9561740048598995,0.8561022755777978,0.8828048901162555,0.7740107006665111,0.9386921599813021,0.8256096727811699,0.8617087355766315,0.6189885578953568,0.8423793786999362
15,0.9468308968249971,0.9505890476934297,0.8292481627787467,0.8760071938976206,0.7396544082647729,0.9367096538441246,0.8252886695961746,0.8758210635602024,0.5552597908834067,0.8281676186076469
16,0.9428196771515374,0.9514187403521538,0.8188917550789802,0.8669370704706849,0.7396764393087238,0.9412783538020135,0.8305994886616083,0.8912750906145813,0.5510272469014951,0.8177012626741128
17,0.9317519257206264,0.9464811537846206,0.8028011046926056,0.8571968300447924,0.7198799969666194,0.94857015207205,0.8038132236794475,0.8924233019243393,0.5361583194903207,0.8252248334304355
18,0.9275221654956686,0.9439097726677049,0.794541447866651,0.8517582003574943,0.6988358089714675,0.9520860166139544,0.7765589036747047,0.8837547178171649,0.5712868323263867,0.8510641514655863
19,0.9181586659247798,0.9445863998033401,0.7442949149576272,0.8136501000829912,0.7221405770787115,0.9556080664856846,0.7527619373494117,0.8695133280595542,0.568223269659935,0.8396397941260637
20,0.9084200600466081,0.941578639447694,0.7524484480450302,0.8235438770753528,0.7346056879738083,0.9548106734263321,0.7124449821664227,0.8494133367675346,0.5582567738680092,0.8412019841255168
21,0.8987118531121396,0.9365817369734228,0.7209224932364788,0.8022951524795705,0.6858559871029134,0.9423367057819476,0.6852094075217198,0.8330178710694074,0.4742724773186803,0.8090910494886248
22,0.8941249763665219,0.9414412171734575,0.6748588557355673,0.7556166839745053,0.6731527210205457,0.9360385372305433,0.6620527981423774,0.8255572358681218,0.36790644296201,0.7714082243359266
23,0.885369403491586,0.9480297398105213,0.652540937837512,0.757373390798981,0.6687011034169876,0.9386744634129343,0.5535486164370302,0.7938937286507999,0.3619265407298772,0.7656063407614512
24,0.8515543353191581,0.927632573153193,0.5965728115931752,0.7125160997695466,0.6198710163177905,0.9311595970128853,0.46382240142382103,0.7494731688832919,0.3303021562649121,0.752328700237533
25,0.8311954000303515,0.9139435368959429,0.5853517487925468,0.7071102657083064,0.6196475103358383,0.9447139760384498,0.5021571482565771,0.7743829944729274,0.2985379849822758,0.7630626184957633
26,0.829888240569529,0.9140945553514673,0.5020498968781091,0.6274841451840554,0.6187668609559064,0.9410046011283548,0.45333837789497256,0.7670597455983572,0.2727163805786863,0.748991161071459
27,0.8332347322815277,0.9115532891338233,0.5154808779211797,0.624818020797388,0.6228209391927885,0.931493284917597,0.44052839129821086,0.7763964410530214,0.2922025099674509,0.7570963097116681
28,0.838735040092672,0.897248006613283,0.537434751280552,0.6259991448659561,0.6479116867679241,0.9439297459579912,0.4622823325718055,0.7803191249060033,0.23051578613221024,0.7442576891727826
29,0.8641938697404093,0.8924954031291928,0.4595331120438908,0.5348828688198513,0.649535997635617,0.9389512993321419,0.35382711317779936,0.6970586063814799,0.26431710299335176,0.7543338096647978
30,0.8650263253457118,0.8807290156492201,0.41655220067898824,0.47532922872121497,0.6587254487082713,0.9399487502266117,0.3309911679892442,0.6733618191033925,0.1609661913127015,0.7226409393081658
