Split,,Split 1,Split 1,Split 2,Split 2,Split 3,Split 3,Split 4,Split 4,Split 5,Split 5
Type,,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive
Country,Prediction horizon,,,,,,,,,,
Burkina Faso,1,0.9852355740307934,0.5251494969230773,1.1189724062236164,1.0892749853846164,0.3585227905850917,0.29842749153846176,14.064540944138768,13.582405000769226,0.6841552214449494,0.7725643592307685
Burkina Faso,2,0.7269148318918474,0.7057626792307654,1.0321321920515787,1.0018424523076936,0.7588493315064533,0.4950651523076954,19.21865717539653,20.054478970769228,1.1594296538232487,0.792991087692309
Burkina Faso,3,1.2195369616919753,1.2196271653846158,1.9165534688980985,1.5732243553846172,2.792706260683068,2.1228751053846175,29.311896928023387,30.782067710769226,1.730304066528481,0.8850359184615366
Burkina Faso,4,0.9979179297243786,1.3303452092307693,3.2942563014387947,2.6481662169230753,3.817993894164711,2.756280497692314,25.78064822883243,27.002522327692304,5.567229440050418,3.033985349999997
Burkina Faso,5,0.805314523609597,1.8482031515384625,4.849988321836673,4.135514947692318,5.896005046086341,4.5325876276923145,27.292734723303905,28.29050513384616,8.224931666637545,4.455623696153847
Burkina Faso,6,1.3410691776001553,2.306871314615385,7.282492304402836,6.035153701538463,8.753929936767081,7.083303196923082,33.97913840498123,34.73126945307693,10.216970461969131,5.3435318361538435
Burkina Faso,7,1.2519075404104176,2.1705447207692306,8.52377123546243,6.888656765384619,9.98071267081766,7.726112800769238,32.65778734746541,32.92538692692308,9.61576203332665,4.3792383753846105
Burkina Faso,8,2.7775285387171573,4.056832899230773,11.798073534604766,9.891178039230782,11.23587369739614,8.123783337692304,36.11109711833119,35.803725243076926,9.949043035605094,4.5844272076923085
Burkina Faso,9,4.467736913378304,5.556114250000016,11.576505225221771,9.58941813153846,12.601250355449256,8.20789450538462,31.77332561827827,31.55250554769232,10.561428991954717,5.159445296923076
Burkina Faso,10,6.647212343631248,7.4816456607692325,13.51936907025573,10.736694279230772,16.48341766450557,9.525582062307693,7.678153024211282,6.977990778461537,14.39585902074752,5.896801978461535
Burkina Faso,11,9.582236955568838,11.012607553846161,16.861978859568048,13.87106331153847,14.220443517774212,7.411788251538463,9.815742868069277,8.280603786923077,17.8877599048348,7.7918081230769225
Burkina Faso,12,13.180919102455134,13.141066711538468,23.257891152390677,18.57491037076925,16.082889224392865,5.958353103076921,10.76154959425538,8.894175589230777,20.00973609185486,9.539948576153842
Burkina Faso,13,13.967838500531144,13.118799018461543,25.558812985376473,21.31623450538463,21.00764430670609,6.556882066153853,12.105183548469682,9.791470434615384,29.580355390525717,12.116166155384612
Burkina Faso,14,14.9028718587548,14.363199678461543,28.259114207673942,23.01516586230773,27.441922425952207,7.444622355384622,17.20981387819924,13.64735624769231,35.08273270853541,14.513375493076918
Burkina Faso,15,17.17873400443427,15.96448982384616,31.292356990833557,22.723194174615404,31.81091617283245,7.733274386153847,16.715723088082015,11.880973661538473,39.47115594054559,15.250302496923082
Burkina Faso,16,18.26440366332509,15.517711206923103,32.54370162306956,23.910343107692334,32.0153388791514,7.221756638461536,16.93984516466905,10.872358743076925,43.53314153857024,17.675987416923082
Burkina Faso,17,21.517998489971458,16.874006544615384,33.744118346662,24.43607536307695,34.76267350429695,6.382403943076922,19.610375961311608,10.753117684615383,46.030312801165024,17.344184287692308
Burkina Faso,18,22.66779200587573,17.542488892307723,33.9466047893249,24.49304608384617,35.20739800607693,5.601352130769234,20.77287203218271,10.807091492307697,41.470733929423155,14.407019454615384
Burkina Faso,19,25.415818151977625,17.208688026153848,40.54059825677966,29.544725035384637,32.84952718200137,5.2481719400000015,23.520602123352393,12.413643191538467,39.96981291622494,14.844633760000004
Burkina Faso,20,28.271082790657776,18.034900675384613,39.6455305940883,28.25955468538464,33.46040477836198,5.697383441538464,26.56929001428156,13.91379207307693,42.004777374572,15.099892674615385
Burkina Faso,21,30.872409068216516,19.3297500123077,41.70196822555417,29.542621922307724,37.64187279048257,6.909424647692301,29.992351565337955,15.90958191153847,48.507786053151285,17.61477215384616
Burkina Faso,22,31.455703108270956,17.397943573076926,45.47677032355124,34.18135209846155,39.60050042124418,7.749509009999998,30.349677700666334,15.66600238000001,51.331173548530465,18.56352430384616
Burkina Faso,23,34.44066588392812,15.614420770769225,48.77347814016934,34.057950730769264,40.33305705794108,7.465905838461533,38.56770499945025,17.80495293461539,49.59422856194005,18.21823575461539
Burkina Faso,24,41.3144666158152,20.140848484615375,55.407961402484915,39.483944824615406,47.10360193470774,8.530343853076932,47.54124156847391,22.213454327692304,51.97259372787679,19.220787346153834
Burkina Faso,25,43.995048037027416,22.428643703076904,57.773946741275765,40.80903720384618,45.2196793211763,6.572893151538462,46.95313546389324,21.278654069999998,51.39853446515671,17.361216870769233
Burkina Faso,26,43.94362768637223,22.191275244615376,67.19340038991564,50.26729952923078,43.65955541569253,6.756267025384615,50.40747889514393,21.479340203846146,48.473197203140494,16.729650749999998
Burkina Faso,27,42.45282299328762,22.515555019999983,65.51802608804825,50.733152895384606,44.73550786336404,8.125272608461533,51.377040210439205,20.533819519230764,48.72990702355001,16.72324981384616
Burkina Faso,28,39.24633743537101,25.00629651307691,61.97658365639269,50.11032573230772,42.019503370736,6.691628606153846,49.38450849340832,20.175703159999994,56.30971538792008,18.714843626153844
Burkina Faso,29,32.062718009410524,25.380957159999976,67.08988570860267,57.73647908384617,40.83349977071137,7.112947657692311,57.75045212897068,27.074801197692302,55.02955053923943,18.375987931538468
Burkina Faso,30,30.796719906470596,27.213863054615345,67.62465162807943,60.812086648461566,41.338254535687156,7.273949489999998,62.371764518301184,30.452512323846154,61.50719420944771,20.33240786615384
