Split,,Split 1,Split 1,Split 2,Split 2,Split 3,Split 3,Split 4,Split 4,Split 5,Split 5
Type,,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive
Country,AdminStrata,,,,,,,,,,
Burkina Faso,Boucle-Du-Mouhoun,41.96682322483826,28.968366261333326,248.49635976743122,202.03387384266674,75.56758837098043,4.56357105166668,11.535664621489309,33.06183082433337,22.168220992071877,1.574603287999993
Burkina Faso,Cascades,7.302584430948807,5.900095790333337,24.695728743545555,22.71899162666667,5.127249294474355,2.1983833953333356,26.801802818750286,17.622632846999995,55.054276712903864,7.197155505666673
Burkina Faso,Centre,3.6456089430625913,1.559820225666665,4.8645167786705725,4.905981509000002,8.251491230937111,5.155096058999997,13.454669360404422,21.961546643,23.81307000252317,2.461007868666664
Burkina Faso,Centre-Est,5.81904573337266,13.307782170000003,23.797412749559648,6.990049169333334,74.34319338802013,26.362644169999992,35.804486577845516,48.42164948533331,19.29730328874601,7.148135211666664
Burkina Faso,Centre-Nord,2.300309788035373,1.5475669830000078,2.31381724423743,1.1641063776666607,18.53754398693491,8.221960660666666,23.561110076893495,18.904929055333334,2.746742606155836,4.055987272333335
Burkina Faso,Centre-Ouest,10.210184505624909,2.150216275,4.847539077296301,4.358914876666673,31.25581912781154,5.33525884633334,98.49222063315234,28.82128762600001,3.794077135702352,33.87253137133335
Burkina Faso,Centre-Sud,9.782669513758735,16.765873689333358,44.828745832660765,29.266233380666733,39.31909477090895,6.975732035666672,20.72593711262522,3.475809044999995,23.915976945044903,2.6193051566666705
Burkina Faso,Est,67.16950763520065,67.66769734333339,19.08898786471162,14.094737915666693,15.994687874388099,1.2982612630000003,12.262617707716357,5.370970439000004,8.051850905101968,2.785308120666667
Burkina Faso,Hauts-Bassins,5.9861270195749245,7.009522559333333,1.3270806760489111,1.662957412333329,25.513308786574814,7.655871656999992,6.637406964617555,20.414660590333312,10.97826572483017,9.202609703333327
Burkina Faso,Nord,1.4594570886780476,1.57534380933333,5.948460017635093,5.827519074333332,9.63444561037078,7.784404819333333,69.26966594447951,29.394262573333354,39.73577786783244,13.461696589999981
Burkina Faso,Plateau-Central,4.817181017952993,12.672240527999909,1.2422150546563755,4.146628038000011,13.236014595164837,2.784973684000002,31.427404721837547,9.717214884000025,22.300621128966657,4.212446275
Burkina Faso,Sahel,83.55713486853541,7.272993254999991,8.372311563524013,2.180701502666668,12.931949045205728,2.258446313333339,21.043258702252025,5.589224519999997,39.89159986981304,14.132187168666658
Burkina Faso,Sud-Ouest,5.908621291460106,5.721878003666672,21.45327210379212,17.61863632666668,5.697776506703679,1.4423475443333371,17.5036325342352,10.980695011999991,139.9186724139011,51.431737118000015
