Split,,Split 1,Split 1,Split 2,Split 2,Split 3,Split 3,Split 4,Split 4
Type,,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive,mse_model,mse_naive
Country,Prediction horizon,,,,,,,,
Nigeria,1,11.599638670336228,5.21130601836415,3.5604117850390242,0.585405469339375,2.0388165809164533,0.5627982382754712,4.084062078365415,7.102110201594361
Nigeria,2,16.935996478843357,5.023658110830447,21.92964907228676,4.030265947416674,1.3847470018817922,1.8737447854496072,4.024956050124671,4.877015535184236
Nigeria,3,57.69877316422088,46.50129456854193,65.77303564385979,15.364841369399334,4.7488681537154305,6.051915931123468,7.3265703262565545,5.393873625562043
Nigeria,4,105.89704449447952,160.68016825435348,119.58754434244038,32.53944913213301,15.556461400874069,17.985500396954514,9.873140421292284,5.371798829931564
Nigeria,5,153.73629676294863,229.74711658024316,164.67022548806813,46.82817649709924,22.083585783986493,22.526566697193218,17.264390060371536,7.29393237879297
Nigeria,6,133.39609684983404,210.50385088003748,414.1627062688501,196.880034243785,25.998549960495833,30.176999938091814,17.202174390451813,7.082006657192298
Nigeria,7,123.86114480428417,234.11331019105168,440.3855974182832,194.67928720868153,27.413229087090496,32.476859976600494,17.740923427433927,8.54130606629817
Nigeria,8,108.30050804462816,208.40690939163653,509.60650547461915,222.0284936477165,33.05046516094765,43.1457229778735,15.642211544279618,7.490909072538158
Nigeria,9,125.06663918811465,214.94320707013057,658.1723278103976,307.0483958147422,36.95964234930694,46.88251726057147,13.844716199627,6.5432358790704255
Nigeria,10,177.26642255389365,271.31914021085583,626.5830589838014,267.07795921439026,46.63056009355239,58.02934407296462,14.310481160457863,7.146362241686611
Nigeria,11,149.56181954604156,241.34488232416354,585.1985442510703,233.28535467680362,80.69650403702886,81.99075671127848,9.65906340605917,4.614375201159082
Nigeria,12,150.4375632939451,236.02108504092044,600.4644540140371,239.84205780813704,83.21503115178682,79.26299887182238,12.03707237669343,5.479213078674917
Nigeria,13,134.2299577428893,206.4398566902299,592.3951072082775,229.79425723978406,89.78343273666616,84.1560056505323,17.89167510514238,6.7513699537490135
Nigeria,14,111.93723612812005,143.7011680487879,583.3853767221168,235.101446397155,118.90948636621954,103.03852440394091,21.58410230190945,7.790235931814685
Nigeria,15,117.48758999437923,139.81841044052283,487.49411558712654,187.6638519771776,137.95981594175103,110.12519610602425,27.784144069355857,10.776828828095242
Nigeria,16,120.87831157151534,120.77409862557442,515.0710585805183,202.86246532559093,175.05817251249485,123.39922567497074,34.55169165896863,7.453315272354556
Nigeria,17,120.4079125517972,107.41721643486471,494.635204320382,189.13575190489576,152.90281178607162,104.50006610129594,37.003775738004286,6.185726026615556
Nigeria,18,105.07651787096943,88.12339790109377,505.44521266582433,190.49955415062712,145.72613777176585,95.88707349266467,48.01417031238278,9.704134227943593
Nigeria,19,115.42449170636007,82.8248110001617,466.9568688578541,161.20554675656743,165.25286105948788,110.41226699691043,44.47636010509652,30.983295978942973
Nigeria,20,133.63473357625796,95.9899029349333,521.2246050170855,187.7770893392927,200.5401157130714,129.7793443069024,46.14970927311065,47.274448023867
Nigeria,21,168.75921237260488,108.44905153811702,538.473743629742,203.69876961972477,212.0788652234759,133.2187963417345,69.7983342338979,60.88032516212014
Nigeria,22,183.4653029158825,104.74284602214512,490.09945947667546,186.73414862272668,258.4998742608051,167.4989987343482,55.5555449717725,79.74725619579614
Nigeria,23,185.17746106481817,100.55733665518692,425.3880293543741,129.00060037933252,249.42144121047735,154.12200381506494,72.84357291224434,97.79828271901438
Nigeria,24,155.95621612457245,71.24291704638027,351.2714271893385,83.66143151592502,303.87911383704903,159.6131503629368,45.88292170182701,106.95471096698446
Nigeria,25,132.7725223274735,58.35642191099987,298.51569496859764,45.8790027905319,293.1127348694905,170.79930981934874,43.75558531634331,112.52115056240291
Nigeria,26,130.73873529651436,48.561666830673225,290.9083031968596,38.542213539886525,300.3465882927009,171.44403769676333,44.94077828212227,122.02946003137065
Nigeria,27,126.04005491374835,42.329026023038004,227.22444435818804,18.567179657068703,291.4525917859443,161.42000970951972,30.928199871581885,145.57189664274247
Nigeria,28,150.00084991080067,29.882921849940146,238.57743911388408,20.743143362009473,323.6955366296654,191.3828764582215,60.42912695457392,180.20515809468552
Nigeria,29,100.99581030680561,18.216493063721202,240.78234846828457,20.532168345427575,323.7299882893273,204.43643009195853,70.94880822166141,181.68676954969843
Nigeria,30,75.07808182829838,20.363313286907886,233.16241969040854,18.788871244617916,309.7215595043647,208.9740519730667,104.23303795731987,187.22885774722124
